onset	duration	trial_type	resp	respTime
8	5.003004	tact_abst_6	0	0
13.003109	4.063404	vis_Nabst_2	1	14.05855
17.066614	6.099926	vis_abst_6	1	18.01055
23.166642	5.08326900000001	vis_Nabst_4	2	24.96055
28.266683	4.001819	tact_abst_2	2	31.66055
32.268597	6.098023	vis_abst_8	1	33.81655
38.366712	6.099948	vis_abst_2	2	39.74355
44.483439	5.002664	tact_abst_8	1	46.87755
49.486199	6.097182	vis_Nabst_6	1	51.84255
55.600232	4.00197199999999	tact_abst_4	2	57.97955
59.602301	5.081129	vis_Nabst_8	1	60.93255
64.683526	4.066584	vis_abst_4	2	65.62255
73.783554	4.06660799999999	vis_abst_2	2	74.85755
77.85026	5.08325499999999	vis_Nabst_8	1	78.93855
82.950377	4.001727	tact_abst_6	2	86.72255
86.952203	6.09803799999999	vis_abst_4	1	87.90955
93.050458	5.083144	vis_Nabst_6	1	94.42555
98.150377	4.002427	tact_abst_2	2	99.48955
102.152897	6.097421	vis_abst_8	1	102.90755
108.267178	5.00282500000001	tact_abst_4	2	111.82855
113.270097	6.096946	vis_Nabst_2	1	114.19855
119.383817	4.00218700000001	tact_abst_8	1	121.47255
123.386096	6.097666	vis_abst_6	1	124.49055
129.483858	5.08326700000002	vis_Nabst_4	2	130.73255
139.600565	6.09993999999997	vis_Nabst_8	1	140.51155
145.717367	4.00223499999999	tact_abst_6	1	147.76055
149.719695	5.08085700000002	vis_abst_4	2	150.61955
154.800647	4.066592	vis_abst_2	2	155.74355
158.867332	6.09994099999999	vis_Nabst_6	1	159.80955
164.984051	5.00235200000001	tact_abst_2	2	166.86955
169.986557	6.09744799999998	vis_abst_6	1	170.71155
176.084112	4.066576	vis_abst_8	1	176.75855
180.167546	5.00265899999999	tact_abst_4	1	182.10655
185.170308	6.097106	vis_Nabst_2	1	185.98355
191.284252	4.00185100000002	tact_abst_8	1	193.03355
195.286199	5.081258	vis_Nabst_4	2	196.51555
205.400903	5.08327100000001	vis_Nabst_2	2	206.34955
210.484269	6.09993599999999	vis_abst_6	1	211.36455
216.584302	5.08326300000001	vis_Nabst_8	1	217.72555
221.684433	4.00197100000002	tact_abst_6	1	223.61255
225.686496	6.09778399999998	vis_abst_2	2	226.48155
231.784373	4.06660500000004	vis_abst_4	2	233.05755
235.867842	5.00266200000001	tact_abst_8	1	237.46755
240.8706	6.09709899999999	vis_Nabst_6	1	241.95355
246.984442	4.00146100000001	tact_abst_2	2	248.27955
250.986019	5.08172100000002	vis_Nabst_4	2	252.76955
256.067836	6.099946	vis_abst_8	1	256.75655
262.184622	4.00198100000003	tact_abst_4	2	264.66955
271.217928	4.06657999999996	vis_abst_6	1	272.17355
275.284602	6.09993399999995	vis_Nabst_2	2	276.12955
281.401409	5.00309500000003	tact_abst_6	1	284.01255
286.404603	4.06331299999997	vis_Nabst_4	2	287.68955
290.484667	6.00293699999998	tact_abst_2	2	292.32455
296.487703	5.080277	vis_Nabst_8	1	297.29455
301.568074	4.066598	vis_abst_2	2	302.24355
305.634765	6.09993399999995	vis_abst_4	2	306.62855
311.751562	4.00204200000002	tact_abst_8	1	314.23755
315.753698	5.08104800000001	vis_Nabst_6	1	316.76255
320.851481	6.00262300000002	tact_abst_4	2	323.82655
326.854209	5.08059700000001	vis_abst_8	1	327.64855
336.98503	6.00357400000002	tact_abst_2	2	338.91955
342.9887	4.062842	vis_abst_6	1	343.72455
347.05164	5.08326699999999	vis_Nabst_8	1	347.96055
352.135002	5.08326000000001	vis_abst_4	2	352.91455
357.235116	4.00218700000003	tact_abst_6	1	358.63255
361.237395	6.09759400000004	vis_abst_2	2	362.14955
367.335094	5.083255	vis_Nabst_4	2	368.46555
372.435117	4.00198500000004	tact_abst_8	1	374.28355
376.437199	6.09785800000001	vis_Nabst_6	1	377.30655
382.535154	5.08327000000002	vis_abst_8	1	383.23955
387.635289	6.00311300000001	tact_abst_4	2	390.15455
393.638498	4.063304	vis_Nabst_2	2	394.78955
