onset	duration	trial_type	resp	respTime
8	5.083287	vis_abst_2	2	8.937368
13.100192	6.00353	tact_abst_8	1	15.209368
19.103822	4.062851	vis_Nabst_6	1	19.874368
23.183541	6.00357899999999	tact_abst_4	2	25.252368
29.187217	4.06284	vis_abst_8	1	29.822368
33.250156	5.083268	vis_Nabst_4	2	34.287368
38.350204	4.002117	tact_abst_6	1	40.793368
42.352424	4.064371	vis_Nabst_2	2	43.218368
46.416891	5.08326699999999	vis_abst_4	2	47.285368
51.50026	6.099931	vis_Nabst_8	1	52.259368
57.617061	5.00286	tact_abst_2	2	58.685368
62.62002	6.096895	vis_abst_6	1	63.330368
73.767125	4.002197	tact_abst_4	2	75.000368
77.769421	6.097571	vis_Nabst_8	1	78.502368
83.867087	5.08325600000001	vis_abst_6	1	84.978368
88.967223	4.00209700000001	tact_abst_2	2	90.217368
92.969535	6.09754599999999	vis_abst_4	2	93.984368
99.067193	5.08323499999999	vis_Nabst_6	1	99.777368
104.150522	5.083269	vis_abst_2	2	104.940368
109.250562	4.00205900000001	tact_abst_8	1	110.349368
113.252719	6.09778400000001	vis_Nabst_4	2	114.156368
119.350601	5.083261	vis_abst_8	1	120.108368
124.433957	6.09994899999999	vis_Nabst_2	2	125.317368
130.550678	4.002144	tact_abst_6	1	131.853368
139.584046	4.066582	vis_abst_2	2	140.334368
143.650724	6.09993700000001	vis_Nabst_8	1	145.488368
149.75076	5.08326300000001	vis_abst_4	2	150.577368
154.850803	6.00351800000001	tact_abst_6	1	156.574368
160.854434	4.06298000000001	vis_abst_8	1	161.539368
164.917514	5.08325099999999	vis_Nabst_2	2	165.720368
170.017547	6.003573	tact_abst_4	2	171.248368
176.021221	4.062932	vis_Nabst_6	1	176.941368
180.101022	5.00290099999998	tact_abst_8	1	181.531368
185.104032	6.096845	vis_Nabst_4	2	186.031368
191.217655	5.002766	tact_abst_2	2	192.811368
196.220517	4.06373999999999	vis_abst_6	1	197.252368
205.317709	4.06659600000002	vis_Nabst_8	1	208.099368
209.384403	5.08326499999998	vis_abst_2	2	212.289368
214.484537	6.00338500000001	tact_abst_6	1	215.862368
220.48802	4.06302900000001	vis_Nabst_2	2	221.036368
224.567833	5.00258700000003	tact_abst_4	2	226.459368
229.570514	6.097255	vis_abst_6	1	231.383368
235.684646	5.00307500000001	tact_abst_8	1	236.787368
240.687821	6.09668300000002	vis_Nabst_4	2	241.701368
246.801354	4.00176700000005	tact_abst_2	2	248.112368
250.803245	5.08130300000001	vis_abst_8	1	252.608368
255.88465	4.06658500000002	vis_Nabst_6	1	257.557368
259.951329	6.09993400000001	vis_abst_4	2	261.055368
271.084718	6.09994	vis_Nabst_6	1	271.861368
277.201625	5.00259600000002	tact_abst_8	1	278.452368
282.20432	4.06372200000001	vis_Nabst_4	2	283.052368
286.268139	6.09993300000002	vis_abst_8	1	288.016368
292.384853	4.00226900000003	tact_abst_2	1	294.163368
296.387217	5.08090600000002	vis_Nabst_8	1	297.192368
301.468219	4.066587	vis_abst_6	1	302.445368
305.551678	6.00364400000003	tact_abst_4	2	307.545368
311.555431	4.06275999999995	vis_abst_2	2	312.249368
315.634969	5.00305299999996	tact_abst_6	1	317.054368
320.638115	6.096804	vis_abst_4	2	321.534368
326.735015	5.08325400000002	vis_Nabst_2	2	327.482368
336.868511	5.00261000000004	tact_abst_2	2	337.994368
341.871218	4.06379500000004	vis_Nabst_8	1	343.582368
345.935105	6.09993699999998	vis_abst_6	1	346.815368
352.035143	5.083261	vis_Nabst_4	2	352.902368
357.135278	6.00304400000005	tact_abst_8	1	358.470368
363.138417	5.08003700000001	vis_abst_2	2	363.868368
368.218551	4.06659499999997	vis_Nabst_6	1	369.152368
372.285243	6.09993599999999	vis_abst_4	2	373.098368
378.402046	5.00217599999998	tact_abst_6	1	379.550368
383.404319	4.06424599999998	vis_Nabst_2	2	385.207368
387.468662	6.09993700000003	vis_abst_8	1	388.111368
393.585468	4.00205200000002	tact_abst_4	2	395.276368
