onset	duration	identity	expression	caric_cond	button_pushed	stim_name
263.537	1.89499999999998	6	4	4	NaN	M030_happy_cars0001-0057_half.avi
265.956	2.00900000000001	6	4	5	28	TARGET
268.502	2.00900000000001	6	4	0	NaN	NULL
271.063	1.90100000000001	6	4	1	NaN	M030_happy_anticars0001-0057_half.avi
273.498	1.899	2	5	2	NaN	F028_surprise_antim_anticars0001-0057_half.avi
275.917	2.00899999999996	2	5	5	28	TARGET
278.478	1.899	2	5	4	NaN	F028_surprise_cars0001-0057_half.avi
280.896	2.00900000000001	2	5	0	NaN	NULL
283.459	1.90100000000001	2	5	1	NaN	F028_surprise_anticars0001-0057_half.avi
285.893	1.90100000000001	2	5	3	NaN	F028_surprise_antimcars0001-0057_half.avi
288.326	1.89999999999998	2	5	3	NaN	F028_surprise_antimcars0001-0057_half.avi
290.745	2.00999999999999	2	5	5	28	TARGET
293.3	1.89500000000004	2	5	2	NaN	F028_surprise_antim_anticars0001-0057_half.avi
295.727	1.89399999999995	2	5	1	NaN	F028_surprise_anticars0001-0057_half.avi
298.145	2.00900000000001	2	5	0	NaN	NULL
300.707	1.89999999999998	2	5	4	NaN	F028_surprise_cars0001-0057_half.avi
303.142	1.89700000000005	2	5	4	NaN	F028_surprise_cars0001-0057_half.avi
305.574	1.899	2	5	1	NaN	F028_surprise_anticars0001-0057_half.avi
307.993	2.00900000000001	2	5	5	28	TARGET
310.555	1.90200000000004	2	5	3	NaN	F028_surprise_antimcars0001-0057_half.avi
312.993	1.90199999999993	2	5	2	NaN	F028_surprise_antim_anticars0001-0057_half.avi
315.413	2.00900000000001	2	5	0	NaN	NULL
317.961	2.00900000000001	2	5	0	NaN	NULL
320.527	1.90300000000002	2	5	2	NaN	F028_surprise_antim_anticars0001-0057_half.avi
322.962	1.90200000000004	2	5	3	NaN	F028_surprise_antimcars0001-0057_half.avi
325.394	1.89400000000001	2	5	4	NaN	F028_surprise_cars0001-0057_half.avi
327.816	2.00900000000001	2	5	5	28	TARGET
330.38	1.899	2	5	1	NaN	F028_surprise_anticars0001-0057_half.avi
332.815	1.90000000000009	2	5	1	NaN	F028_surprise_anticars0001-0057_half.avi
335.252	1.90099999999995	2	5	2	NaN	F028_surprise_antim_anticars0001-0057_half.avi
337.691	1.90100000000007	2	5	4	NaN	F028_surprise_cars0001-0057_half.avi
340.129	1.89800000000002	2	5	3	NaN	F028_surprise_antimcars0001-0057_half.avi
342.55	2.0089999999999	2	5	0	NaN	NULL
345.097	2.00999999999999	2	5	5	28	TARGET
347.646	2.00900000000001	2	5	5	28	TARGET
350.196	2.00900000000001	2	5	0	NaN	NULL
352.76	1.899	2	5	3	NaN	F028_surprise_antimcars0001-0057_half.avi
355.193	1.89699999999993	2	5	1	NaN	F028_surprise_anticars0001-0057_half.avi
357.63	1.90199999999993	2	5	4	NaN	F028_surprise_cars0001-0057_half.avi
360.072	1.90099999999995	2	5	2	NaN	F028_surprise_antim_anticars0001-0057_half.avi
362.511	1.899	1	2	2	NaN	F024_disgust_antim_anticars0001-0057_half.avi
364.946	1.899	1	2	3	NaN	F024_disgust_antimcars0001-0057_half.avi
367.37	2.00900000000001	1	2	0	NaN	NULL
369.936	1.90299999999991	1	2	1	NaN	F024_disgust_anticars0001-0057_half.avi
372.36	2.00900000000001	1	2	5	28	TARGET
374.928	1.89999999999998	1	2	4	NaN	F024_disgust_cars0001-0057_half.avi
377.364	1.89699999999993	1	2	4	NaN	F024_disgust_cars0001-0057_half.avi
379.798	1.89999999999998	1	2	3	NaN	F024_disgust_antimcars0001-0057_half.avi
382.241	1.904	1	2	2	NaN	F024_disgust_antim_anticars0001-0057_half.avi
384.666	2.00900000000001	1	2	5	28	TARGET
387.226	1.89300000000003	1	2	1	NaN	F024_disgust_anticars0001-0057_half.avi
389.649	2.00900000000001	1	2	0	NaN	NULL
392.198	2.00900000000001	1	2	0	NaN	NULL
394.748	2.00900000000001	1	2	5	28	TARGET
397.309	1.89499999999998	1	2	3	NaN	F024_disgust_antimcars0001-0057_half.avi
399.745	1.899	1	2	4	NaN	F024_disgust_cars0001-0057_half.avi
402.187	1.90300000000002	1	2	2	NaN	F024_disgust_antim_anticars0001-0057_half.avi
404.626	1.899	1	2	1	NaN	F024_disgust_anticars0001-0057_half.avi
407.064	1.89800000000002	1	2	1	NaN	F024_disgust_anticars0001-0057_half.avi
409.497	1.89699999999993	1	2	2	NaN	F024_disgust_antim_anticars0001-0057_half.avi
411.937	1.90200000000004	1	2	4	NaN	F024_disgust_cars0001-0057_half.avi
414.363	2.00900000000001	1	2	0	NaN	NULL
416.93	1.89800000000002	1	2	3	NaN	F024_disgust_antimcars0001-0057_half.avi
419.352	2.00900000000001	1	2	5	28	TARGET
421.901	2.0089999999999	1	2	5	28	TARGET
424.466	1.899	1	2	2	NaN	F024_disgust_antim_anticars0001-0057_half.avi
426.887	2.0089999999999	1	2	0	NaN	NULL
429.454	1.90199999999993	1	2	4	NaN	F024_disgust_cars0001-0057_half.avi
431.898	1.89999999999998	1	2	1	NaN	F024_disgust_anticars0001-0057_half.avi
434.339	1.899	1	2	3	NaN	F024_disgust_antimcars0001-0057_half.avi
436.786	1.904	1	2	3	NaN	F024_disgust_antimcars0001-0057_half.avi
439.222	1.89499999999998	1	2	1	NaN	F024_disgust_anticars0001-0057_half.avi
441.664	1.90200000000004	1	2	4	NaN	F024_disgust_cars0001-0057_half.avi
444.094	2.00900000000001	1	2	5	28	TARGET
446.648	2.00900000000001	1	2	0	NaN	NULL
449.21	1.89399999999989	1	2	2	NaN	F024_disgust_antim_anticars0001-0057_half.avi
451.653	1.90100000000007	5	3	1	NaN	M017_fear_anticars0001-0057_half.avi
454.092	1.89300000000003	5	3	3	NaN	M017_fear_antimcars0001-0057_half.avi
456.519	2.00800000000004	5	3	0	NaN	NULL
459.084	1.89400000000001	5	3	2	NaN	M017_fear_antim_anticars0001-0057_half.avi
461.516	1.89799999999991	5	3	4	NaN	M017_fear_cars0001-0057_half.avi
463.946	2.00900000000001	5	3	5	28	TARGET
466.502	2.0089999999999	5	3	5	28	TARGET
469.07	1.89599999999996	5	3	3	NaN	M017_fear_antimcars0001-0057_half.avi
471.512	1.90199999999993	5	3	1	NaN	M017_fear_anticars0001-0057_half.avi
473.957	1.89800000000002	5	3	4	NaN	M017_fear_cars0001-0057_half.avi
476.397	1.89700000000005	5	3	2	NaN	M017_fear_antim_anticars0001-0057_half.avi
478.828	2.00900000000001	5	3	0	NaN	NULL
481.384	2.00900000000001	5	3	0	NaN	NULL
483.953	1.89800000000002	5	3	4	NaN	M017_fear_cars0001-0057_half.avi
486.391	1.89800000000002	5	3	3	NaN	M017_fear_antimcars0001-0057_half.avi
488.823	2.00900000000001	5	3	5	28	TARGET
491.387	1.89299999999992	5	3	1	NaN	M017_fear_anticars0001-0057_half.avi
493.828	1.899	5	3	2	NaN	M017_fear_antim_anticars0001-0057_half.avi
496.273	1.89600000000007	5	3	2	NaN	M017_fear_antim_anticars0001-0057_half.avi
498.715	1.899	5	3	1	NaN	M017_fear_anticars0001-0057_half.avi
501.144	2.00900000000001	5	3	5	28	TARGET
503.703	2.00900000000001	5	3	0	NaN	NULL
506.272	1.89800000000002	5	3	3	NaN	M017_fear_antimcars0001-0057_half.avi
508.717	1.90099999999995	5	3	4	NaN	M017_fear_cars0001-0057_half.avi
511.156	1.89400000000001	5	3	4	NaN	M017_fear_cars0001-0057_half.avi
513.599	1.899	5	3	1	NaN	M017_fear_anticars0001-0057_half.avi
516.031	2.0089999999999	5	3	0	NaN	NULL
518.587	2.00900000000001	5	3	5	28	TARGET
521.153	1.89400000000001	5	3	2	NaN	M017_fear_antim_anticars0001-0057_half.avi
523.594	1.90100000000007	5	3	3	NaN	M017_fear_antimcars0001-0057_half.avi
526.039	1.89699999999993	5	3	3	NaN	M017_fear_antimcars0001-0057_half.avi
528.482	1.90099999999995	5	3	2	NaN	M017_fear_antim_anticars0001-0057_half.avi
530.913	2.00900000000001	5	3	5	28	TARGET
533.483	1.89800000000002	5	3	4	NaN	M017_fear_cars0001-0057_half.avi
535.908	2.00900000000001	5	3	0	NaN	NULL
538.475	1.89800000000002	5	3	1	NaN	M017_fear_anticars0001-0057_half.avi
