onset	duration	identity	expression	caric_cond	button_pushed	stim_name
7.22000000000001	1.90199999999999	2	2	4	NaN	F028_disgust_cars0001-0057_half.avi
9.64899999999998	1.904	2	2	3	NaN	F028_disgust_antimcars0001-0057_half.avi
12.076	1.91	2	2	2	NaN	F028_disgust_antim_anticars0001-0057_half.avi
14.501	1.90800000000002	2	2	1	NaN	F028_disgust_anticars0001-0057_half.avi
16.902	2.00899999999999	2	2	5	28	TARGET
19.433	2.00999999999999	2	2	0	NaN	NULL
21.962	2.00899999999999	2	2	0	NaN	NULL
24.515	1.91	2	2	3	NaN	F028_disgust_antimcars0001-0057_half.avi
26.94	1.90899999999999	2	2	4	NaN	F028_disgust_cars0001-0057_half.avi
29.341	2.01000000000002	2	2	5	28	TARGET
31.897	1.911	2	2	1	NaN	F028_disgust_anticars0001-0057_half.avi
34.319	1.905	2	2	2	NaN	F028_disgust_antim_anticars0001-0057_half.avi
36.741	1.90400000000002	2	2	2	NaN	F028_disgust_antim_anticars0001-0057_half.avi
39.144	2.01100000000002	2	2	5	28	TARGET
41.701	1.90899999999999	2	2	3	NaN	F028_disgust_antimcars0001-0057_half.avi
44.105	2.00900000000001	2	2	0	NaN	NULL
46.66	1.91000000000003	2	2	4	NaN	F028_disgust_cars0001-0057_half.avi
49.09	1.90800000000002	2	2	1	NaN	F028_disgust_anticars0001-0057_half.avi
51.518	1.90999999999997	2	2	1	NaN	F028_disgust_anticars0001-0057_half.avi
53.946	1.90800000000002	2	2	4	NaN	F028_disgust_cars0001-0057_half.avi
56.349	2.00900000000001	2	2	0	NaN	NULL
58.905	1.90799999999996	2	2	2	NaN	F028_disgust_antim_anticars0001-0057_half.avi
61.331	1.90500000000003	2	2	3	NaN	F028_disgust_antimcars0001-0057_half.avi
63.735	2.00999999999999	2	2	5	28	TARGET
66.267	2.00900000000001	2	2	5	28	TARGET
68.824	1.90899999999999	2	2	4	NaN	F028_disgust_cars0001-0057_half.avi
71.25	1.90500000000003	2	2	2	NaN	F028_disgust_antim_anticars0001-0057_half.avi
73.655	2.00899999999996	2	2	0	NaN	NULL
76.209	1.90699999999998	2	2	1	NaN	F028_disgust_anticars0001-0057_half.avi
78.637	1.90699999999998	2	2	3	NaN	F028_disgust_antimcars0001-0057_half.avi
81.068	1.91000000000003	2	2	3	NaN	F028_disgust_antimcars0001-0057_half.avi
83.5	1.90900000000005	2	2	1	NaN	F028_disgust_anticars0001-0057_half.avi
85.905	2.00899999999996	2	2	0	NaN	NULL
88.437	2.00900000000001	2	2	5	28	TARGET
90.994	1.90600000000001	2	2	2	NaN	F028_disgust_antim_anticars0001-0057_half.avi
93.418	1.90300000000002	2	2	4	NaN	F028_disgust_cars0001-0057_half.avi
95.827	2.00999999999999	6	3	5	28	TARGET
98.386	1.90800000000002	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
100.813	1.904	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
103.24	1.904	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
105.647	2.01000000000005	6	3	0	NaN	NULL
108.202	1.904	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
110.632	1.90500000000003	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
113.06	1.90499999999997	6	3	4	28	M030_fear_cars0001-0057_half.avi
115.471	2.00900000000001	6	3	5	28	TARGET
118.006	2.00899999999996	6	3	0	NaN	NULL
120.562	1.90500000000003	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
122.993	1.90499999999997	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
125.421	1.90100000000001	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
127.829	2.00900000000001	6	3	0	NaN	NULL
130.389	1.90899999999999	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
132.822	1.90699999999998	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
135.232	2.00900000000001	6	3	5	28	TARGET
137.791	1.90600000000001	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
140.222	1.90600000000001	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
142.631	2.00899999999996	6	3	5	28	TARGET
145.189	1.90700000000004	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
147.621	1.904	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
150.049	1.90199999999999	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
152.461	2.00900000000001	6	3	0	NaN	NULL
154.997	2.00900000000001	6	3	0	NaN	NULL
157.534	2.01000000000005	6	3	5	28	TARGET
160.092	1.90199999999999	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
162.527	1.90800000000002	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
164.954	1.89800000000002	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
167.384	1.90100000000001	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
169.817	1.90500000000003	6	3	4	NaN	M030_fear_cars0001-0057_half.avi
172.25	1.90300000000002	6	3	3	NaN	M030_fear_antimcars0001-0057_half.avi
174.677	1.90000000000003	6	3	2	NaN	M030_fear_antim_anticars0001-0057_half.avi
177.089	2.00999999999999	6	3	0	NaN	NULL
179.64	1.89999999999998	6	3	1	NaN	M030_fear_anticars0001-0057_half.avi
182.053	2.00900000000001	6	3	5	28	TARGET
184.612	1.90300000000002	6	4	1	NaN	M030_happy_anticars0001-0057_half.avi
187.044	1.90100000000001	6	4	2	NaN	M030_happy_antim_anticars0001-0057_half.avi
189.456	2.00900000000001	6	4	0	NaN	NULL
192.017	1.90499999999997	6	4	3	NaN	M030_happy_antimcars0001-0057_half.avi
194.431	2.00899999999996	6	4	5	28	TARGET
196.993	1.90500000000003	6	4	4	NaN	M030_happy_cars0001-0057_half.avi
199.424	1.90100000000001	6	4	4	NaN	M030_happy_cars0001-0057_half.avi
201.858	1.90400000000005	6	4	2	NaN	M030_happy_antim_anticars0001-0057_half.avi
204.287	1.89999999999998	6	4	1	NaN	M030_happy_anticars0001-0057_half.avi
206.702	2.00900000000001	6	4	5	28	TARGET
209.26	1.90199999999999	6	4	3	NaN	M030_happy_antimcars0001-0057_half.avi
211.674	2.00899999999996	6	4	0	NaN	NULL
214.215	2.00899999999996	6	4	0	NaN	NULL
216.756	2.00899999999996	6	4	5	28	TARGET
219.312	1.89599999999996	6	4	2	NaN	M030_happy_antim_anticars0001-0057_half.avi
221.746	1.90100000000001	6	4	4	NaN	M030_happy_cars0001-0057_half.avi
224.179	1.90299999999996	6	4	1	NaN	M030_happy_anticars0001-0057_half.avi
226.611	1.899	6	4	3	NaN	M030_happy_antimcars0001-0057_half.avi
229.04	1.89800000000002	6	4	3	NaN	M030_happy_antimcars0001-0057_half.avi
231.473	1.89999999999998	6	4	1	NaN	M030_happy_anticars0001-0057_half.avi
233.9	1.89800000000002	6	4	4	NaN	M030_happy_cars0001-0057_half.avi
236.317	2.00900000000001	6	4	0	NaN	NULL
238.879	1.90100000000001	6	4	2	NaN	M030_happy_antim_anticars0001-0057_half.avi
241.295	2.00900000000001	6	4	5	28	TARGET
243.838	2.00900000000001	6	4	5	28	TARGET
246.4	1.90100000000001	6	4	1	NaN	M030_happy_anticars0001-0057_half.avi
248.817	2.00900000000001	6	4	0	NaN	NULL
251.379	1.90300000000002	6	4	4	NaN	M030_happy_cars0001-0057_half.avi
253.809	1.89999999999998	6	4	3	NaN	M030_happy_antimcars0001-0057_half.avi
256.245	1.904	6	4	2	NaN	M030_happy_antim_anticars0001-0057_half.avi
258.68	1.90100000000001	6	4	2	NaN	M030_happy_antim_anticars0001-0057_half.avi
261.109	1.89599999999996	6	4	3	NaN	M030_happy_antimcars0001-0057_half.avi
