onset	duration	trial_type	response_time
10	10	navigation	7.903244685
60	10	navigation	2.129730152
110	10	navigation	3.9139708
160	10	navigation	5.526451628
210	10	navigation	2.532518129
260	10	navigation	5.243957289
310	10	navigation	3.051879643
360	10	navigation	9.454378532
410	10	navigation	2.389418306
460	10	navigation	4.920138531
510	10	navigation	6.302117543
560	10	navigation	9.277870167
610	10	navigation	8.318302948
