onset	duration	imageid
12	4	109314
20	4	419908
24	4	506750
28	4	554698
32	4	176945
36	4	540280
40	4	397648
48	4	66154
52	4	499867
56	4	205634
60	4	176008
68	4	567633
72	4	498283
76	4	214526
80	4	510820
84	4	277047
88	4	487757
92	4	330741
96	4	10058
100	4	361244
104	4	192982
108	4	302900
112	4	412720
116	4	357074
120	4	271900
124	4	465060
128	4	441496
132	4	10583
136	4	361180
140	4	320015
144	4	549499
148	4	503448
152	4	373758
156	4	289231
160	4	255233
164	4	151458
168	4	436626
172	4	472065
176	4	367035
180	4	400625
184	4	342566
188	4	139
192	4	198550
196	4	519381
200	4	556248
204	4	265161
208	4	540283
212	4	284911
216	4	276626
220	4	495542
224	4	325548
228	4	253904
232	4	223467
236	4	511988
240	4	435185
244	4	183387
248	4	544130
252	4	8690
256	4	61171
260	4	142470
264	4	166474
268	4	268065
272	4	410908
276	4	142856
280	4	124659
284	4	513199
288	4	198930
292	4	460099
300	4	306975
304	4	119815
308	4	566758
312	4	393036
316	4	116123
320	4	313097
324	4	407779
328	4	265831
332	4	291451
336	4	135730
340	4	404854
344	4	517405
348	4	388619
352	4	471468
360	4	513692
364	4	263042
368	4	422192
