onset	duration	trial_type	item
12.11	0	faceRecog_guess_incorrect	foc_02157.png
13.82	0	ret_guess_incorrect	foc_02157.png
15.04	0	retFeedback_guess_incorrect	foc_02157.png
18.84	0	retRating_guess_incorrect	foc_02157.png
19.29	0	retRatingFeedback_guess_incorrect	foc_02157.png
23.77	0	recog_sure_correct	foc_02157.png
25.3	0	recogFeedback_sure_correct	foc_02157.png
27.97	0	recogRating_sure_correct	foc_02157.png
28.49	0	recogRatingFeedback_sure_correct	foc_02157.png
32.35	0	faceRecog_guess_incorrect	mou_01862.png
35.7	0	ret_guess_incorrect	mou_01862.png
36.47	0	retFeedback_guess_incorrect	mou_01862.png
40	0	retRating_guess_incorrect	mou_01862.png
40.48	0	retRatingFeedback_guess_incorrect	mou_01862.png
45.08	0	recog_sure_correct	mou_01862.png
46.31	0	recogFeedback_sure_correct	mou_01862.png
50.06	0	recogRating_sure_correct	mou_01862.png
50.39	0	recogRatingFeedback_sure_correct	mou_01862.png
53.63	0	faceRecog_guess_correct	foi_03389.png
55.53	0	ret_guess_correct	foi_03389.png
56.13	0	retFeedback_guess_correct	foi_03389.png
59.26	0	retRating_guess_correct	foi_03389.png
59.76	0	retRatingFeedback_guess_correct	foi_03389.png
62.82	0	recog_guess_correct	foi_03389.png
64.26	0	recogFeedback_guess_correct	foi_03389.png
68.17	0	recogRating_guess_correct	foi_03389.png
69.64	0	recogRatingFeedback_guess_correct	foi_03389.png
72.35	0	faceRecog_guess_correct	far_00736.png
75.3	0	ret_guess_correct	far_00736.png
75.82	0	retFeedback_guess_correct	far_00736.png
78.64	0	retRating_guess_correct	far_00736.png
79.85	0	retRatingFeedback_guess_correct	far_00736.png
82.18	0	recog_sure_correct	far_00736.png
83.85	0	recogFeedback_sure_correct	far_00736.png
86.3	0	recogRating_sure_correct	far_00736.png
86.8	0	recogRatingFeedback_sure_correct	far_00736.png
89.67	0	faceRecog_sure_correct	mom_59361.png
92.48	0	ret_sure_correct	mom_59361.png
92.78	0	retFeedback_sure_correct	mom_59361.png
97.11	0	retRating_sure_correct	mom_59361.png
97.43	0	retRatingFeedback_sure_correct	mom_59361.png
101.81	0	recog_sure_correct	mom_59361.png
102.48	0	recogFeedback_sure_correct	mom_59361.png
105.78	0	recogRating_sure_correct	mom_59361.png
106.14	0	recogRatingFeedback_sure_correct	mom_59361.png
109.46	0	faceRecog_unsure_correct	fac_02146.png
111.21	0	ret_unsure_correct	fac_02146.png
112.06	0	retFeedback_unsure_correct	fac_02146.png
115.82	0	retRating_unsure_correct	fac_02146.png
116.06	0	retRatingFeedback_unsure_correct	fac_02146.png
120.92	0	recog_sure_correct	fac_02146.png
122.22	0	recogFeedback_sure_correct	fac_02146.png
126.02	0	recogRating_sure_correct	fac_02146.png
126.65	0	recogRatingFeedback_sure_correct	fac_02146.png
130.9	0	faceRecog_guess_correct	mot_69374.png
133.33	0	ret_guess_correct	mot_69374.png
134.08	0	retFeedback_guess_correct	mot_69374.png
138.35	0	retRating_guess_correct	mot_69374.png
138.63	0	retRatingFeedback_guess_correct	mot_69374.png
141.86	0	recog_guess_incorrect	mot_69374.png
143.9	0	recogFeedback_guess_incorrect	mot_69374.png
