old_id	new_id	key	reason
cit_001496	cit_001495	url:https://www.ncbi.nlm.nih.gov/pubmed/XXXXXXXXXX\	normalised url variant
cit_001498	cit_001497	url:https://www.fmrib.ox.ac.uk/fsl	normalised url variant
cit_001506	cit_001505	url:https://www.diedrichsenlab.org/imaging/mdtb.htm	normalised url variant
cit_001511	cit_001509	doi:10.1101/868455v1	normalised doi variant
cit_001513	cit_001512	url:https://osf.io/j2wsc	normalised url variant
cit_001518	cit_001517	url:https://www.pnas.org/content/114/35/9475.short	normalised url variant
cit_001524	cit_001523	url:https://www.ncbi.nlm.nih.gov/pubmed/29897407	normalised url variant
cit_001528	cit_001525	url:https://www.researchgate.net/profile/Tyler_Davis7/publication/322852257_Model-based_fMRI_Reveals_Dissimilarity_Processes_Underlying_Base_Rate_Neglect/links/5a729e9a0f7e9b20d48e19bc/Model-based-fMRI-Reveals-Dissimilarity-Processes-Underlying-Base-Rate-Neglect.pdf	normalised url variant
cit_001527	cit_001526	url:https://www.biorxiv.org/content/biorxiv/early/2017/11/29/130716.full.pdf	normalised url variant
cit_001531	cit_001530	url:https://www.sciencedirect.com/science/article/pii/S2352340917302056?via%3Dihub=	normalised url variant
cit_001535	cit_001534	url:https://www.sciencedirect.com/science/article/pii/S1053811918300235	normalised url variant
cit_001537	cit_001536	url:https://www.jonathanpower.net/paper-despiking.html	normalised url variant
cit_001539	cit_001538	url:https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5207728	normalised url variant
cit_001545	cit_001542	url:https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2882823	normalised url variant
cit_001549	cit_001548	url:https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3358772	normalised url variant
cit_001551	cit_001550	url:https://www.ncbi.nlm.nih.gov/pubmed/18245044	normalised url variant
cit_001559	cit_001557	doi:10.5061/dryad.119f80q	normalised doi variant
cit_001564	cit_001561	doi:10.1101/230243v1	normalised doi variant
cit_001566	cit_001565	url:https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5333818	normalised url variant
cit_001572	cit_001571	url:https://www.ncbi.nlm.nih.gov/pubmed/29301874	normalised url variant
cit_001575	cit_001573	url:https://www.memorybham.com	normalised url variant
cit_001578	cit_001577	url:https://www.biorxiv.org\ndoi:	normalised url variant
cit_001581	cit_001580	url:https://www.jneurosci.org/content/36/7/2212.short	normalised url variant
cit_001585	cit_001584	doi:10.1162/jocn_a_01199	normalised doi variant
cit_001594	cit_001592	url:https://www.nitrc.org/projects/mouselemuratlas	normalised url variant
cit_001595	cit_001592	url:https://www.nitrc.org/projects/mouselemuratlas	normalised url variant
cit_001596	cit_001592	url:https://www.nitrc.org/projects/mouselemuratlas	normalised url variant
cit_001599	cit_001597	url:https://www.jneurosci.org/content/37/8/2022?rss=1	normalised url variant
cit_001601	cit_001600	url:https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4880314	normalised url variant
cit_001603	cit_001602	url:https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4752279	normalised url variant
cit_001605	cit_001604	url:https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4847934	normalised url variant
cit_001607	cit_001606	doi:10.1038/s41467-018-03399-2	normalised doi variant
cit_001609	cit_001608	doi:10.1038/nn.3771	normalised doi variant
cit_001613	cit_001611	doi:10.1038/nn.4450	normalised doi variant
cit_001614	cit_001612	url:https://www.nature.com/neuro/journal/v20/n1/full/nn.4450.html	normalised url variant
cit_001621	cit_001620	url:https://www.sciencedirect.com/science/article/pii/S0028393216304055	normalised url variant
cit_001627	cit_001626	doi:10.18112/openneuro.ds001771.v1.0.2	normalised doi variant
cit_001631	cit_001630	doi:10.1038/ncomms6768	normalised doi variant
cit_001632	cit_001630	doi:10.1038/ncomms6768	normalised doi variant
cit_001634	cit_001633	doi:10.1038/nn.3331	normalised doi variant
cit_001641	cit_001640	doi:10.1038/nn.4573	normalised doi variant
cit_001644	cit_001643	url:https://www.biorxiv.org/content/early/2017/12/14/233783	normalised url variant
cit_001647	cit_001646	url:https://www.biorxiv.org/content/biorxiv/early/2018/05/30/170720.full.pdf	normalised url variant
cit_001653	cit_001652	doi:10.1038/sdata.2014.37	normalised doi variant
cit_001656	cit_001655	url:https://www.ncbi.nlm.nih.gov/pubmed/27764116	normalised url variant
cit_001661	cit_001658	url:https://www.cognitiveatlas.org/task/id/tsk_4a57abb949e27	normalised url variant
cit_001660	cit_001659	url:https://www.ncbi.nlm.nih.gov/pubmed/25143543	normalised url variant
cit_001664	cit_001662	url:https://www.sciencedirect.com/science/article/pii/S1878929311000612	normalised url variant
cit_001668	cit_001667	url:https://www.nimh.nih.gov	normalised url variant
cit_001670	cit_001669	url:https://www.ncbi.nlm.nih.gov/pubmed/25372292	normalised url variant
