dataset_id	citation_id	citation_link	UnlinkedAck
ds003701	cit_001213	https://www.colelab.org/	no
ds003701	cit_001214	doi:10.1523/JNEUROSCI.2559-19.2020	no
ds003701	cit_001215	www.colelab.org/	no
ds003552	cit_001281	https://doi.org/10.17605/OSF.IO/X7HNM	no
ds003552	cit_001282	https://doi.org/10.1145/3290605.3300657	no
ds003552	cit_001283	https://osf.io/x7hnm/	no
ds003552	cit_001284	https://bids.neuroimaging.io/get_involved.html#extending-the-bids-specification	no
ds003552	cit_001285	https://docs.google.com/document/d/1iaaLKgWjK5pcISD1MVxHKexB3PZWfE2aAC5HF_pCZWo/edit	no
ds003192	cit_001333	DOI:10.5281/zenodo.3470091	no
ds003192	cit_001334	https://doi.org/10.1101/2020.08.18.256479	no
ds003192	cit_001335	https://git.bcbl.eu/smoia/euskalibur_container	no
ds003037	cit_001286	https://www.sciencedirect.com/science/article/abs/pii/S2451902221000215?via%3Dihub	no
ds003037	cit_001287	https://doi.org/10.1016/j.bpsc.2021.01.003	no
ds003037	cit_001288	www.medrxiv.org/content/10.1101/2020.07.15.20154708v1	no
ds003037	cit_001289	www.sciencedirect.com/science/article/abs/pii/S2451902221000215?via%3Dihub	no
ds003037	cit_001290	https://www.medrxiv.org/content/10.1101/2020.07.15.20154708v1	no
ds003037	cit_001291	https://clinicaltrials.gov/ct2/show/NCT02986438	no
ds002737	cit_001499	https://pages.wustl.edu/dualmechanisms	no
ds002737	cit_001500	https://mvpa.blogspot.com/2017/09/yet-more-with-respiration-and-motion.html	no
ds002737	cit_001501	https://caseforge.co/,	no
ds002737	cit_001502	http://pages.wustl.edu/dualmechanisms/stroop,	no
ds002737	cit_001430	http://ccpweb.wustl.edu/	no
ds002425	cit_000273	https://goo.gl/forms/XErJw9sBeyuOyp5Q2>	no
ds002425	cit_000274	https://doi.org/10.1073/pnas.1702247114	no
ds002425	cit_000275	https://doi.org/10.1016/j.isci.2020.101060>	no
ds002425	cit_000276	https://doi.org/10.1016/j.isci.2020.101060	no
ds002425	cit_000277	https://pypi.python.org/pypi/pydeface>	no
ds002105	cit_001505	http://www.diedrichsenlab.org/imaging/mdtb.htm	yes
ds002105	cit_001506	www.diedrichsenlab.org/imaging/mdtb.htm	yes
ds001945	cit_001591	doi:10.1016/j.dib.2018.10.067	no
ds001945	cit_001592	https://www.nitrc.org/projects/mouselemuratlas	no
ds001945	cit_001593	doi:10.1016/j.neuroimage.2018.10.010	no
ds001945	cit_001594	www.nitrc.org/projects/mouselemuratlas	no
ds001945	cit_001595	www.nitrc.org/projects/mouselemuratlas;	no
ds001945	cit_001596	https://www.nitrc.org/projects/mouselemuratlas;	no
ds001734	cit_001348	www.narps.info/	no
ds001734	cit_001349	www.biorxiv.org/content/10.1101/843193v1	no
ds001734	cit_001350	https://narps.info	no
ds001734	cit_001351	https://www.biorxiv.org/content/10.1101/843193v1	no
ds001734	cit_001352	https://doi.org/10.1038/s41597-019-0113-7	no
ds001734	cit_001353	https://www.narps.info/	no
ds001705	cit_000076	www.nitrc.org/projects/nrm2018_petgc	no
ds001705	cit_000077	https://www.invicro.com:	no
ds001705	cit_000078	www.sthpetcentre.org.uk	no
ds001705	cit_000079	http://www.sthpetcentre.org.uk	no
ds001705	cit_000080	https://www.nitrc.org/projects/nrm2018_petgc	no
ds001705	cit_000081	www.invicro.com:	no
ds001399	cit_001426	https://www.mir.wustl.edu/research/research-support-facilities/center-for-clinical-imaging-research-ccir	no
ds001399	cit_001427	http://neurosynth.org/analyses/terms/reward/	no
ds001399	cit_001428	www.mir.wustl.edu/research/research-support-facilities/center-for-clinical-imaging-research-ccir	no
ds001399	cit_001429	https://doi.org/10.1016/S1053-8119(03	no
ds001399	cit_001430	http://ccpweb.wustl.edu/	no
ds001242	cit_001582	https://osf.io/zw8aj/	yes
ds001242	cit_001583	https://osf.io/v2q4y/	yes
ds001241	cit_001374	https://stedolan.github.io/jq/	no
ds000248	cit_001040	https://mne.tools/stable/overview/datasets_index.html#sample	yes
ds000248	cit_001041	https://doi.org/10.1016/j.neuroimage.2014.02.017	yes
ds000248	cit_000157	https://doi.org/10.1038/sdata.2018.110	yes
ds000248	cit_001042	http://doi.org/10.1038/sdata.2018.110	yes
ds000248	cit_000065	https://doi.org/10.21105/joss.01896	yes
ds000248	cit_001043	https://doi.org/10.3389/fnins.2013.00267	yes
ds000247	cit_000609	www.mcgill.ca/bic/resources/omega	no
ds000247	cit_000610	http://bids.neuroimaging.io	no
ds000247	cit_000611	https://doi.org/10.1016/j.neuroimage.2015.04.028	no
ds000247	cit_000157	https://doi.org/10.1038/sdata.2018.110	no
ds000247	cit_000612	https://www.mcgill.ca/bic/resources/omega	no
ds000247	cit_000613	https://omega.bic.mni.mcgill.ca	no
ds000243	cit_001536	http://www.jonathanpower.net/paper-despiking.html	yes
ds000243	cit_001537	www.jonathanpower.net/paper-despiking.html	yes
ds000243	cit_000417	https://mriqc.readthedocs.io/en/latest/	yes
ds000239	cit_001652	doi:10.1038/sdata.2014.37,	no
ds000239	cit_000417	https://mriqc.readthedocs.io/en/latest/	no
ds000239	cit_001653	http://doi.org/10.1038/sdata.2014.37,	no
ds000239	cit_001654	https://doi.org/10.6084/m9.figshare.929651_D7	no
ds000220	cit_000296	https://mriqc.readthedocs.io/en/stable/	yes
ds000220	cit_001636	http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0170541	yes
ds000213	cit_001655	www.ncbi.nlm.nih.gov/pubmed/27764116	yes
ds000213	cit_001656	https://www.ncbi.nlm.nih.gov/pubmed/27764116	yes
ds000101			yes
ds000052			yes
ds005427	cit_000511	https://osf.io/g4h7y/	no
ds005427	cit_000512	https://osf.io/g4h7y/](https://osf.io/g4h7y/	no
ds005427	cit_000513	https://www.biorxiv.org/content/10.1101/2022.01.05.475102v1	no
ds005427	cit_000514	www.biorxiv.org/content/10.1101/2022.01.05.475102v1	no
ds005027	cit_000526	https://doi.org/10.1162/imag_a_00262	no
ds005027	cit_000536	https://doi.org/10.1111/j.1530-0277.2007.00605.x	no
ds005027	cit_000529	https://reporter.nih.gov/project-details/10525501	no
ds005027	cit_000537	https://reporter.nih.gov/project-details/8896367	no
ds005027	cit_000538	https://doi.org/10.1523/JNEUROSCI.1390-11.2012	no
ds004917	cit_000592	https://medicina.udd.cl/comite-etico-cientifico/	no
ds004917	cit_000593	https://osf.io/zd3g7/	no
ds004917	cit_000594	doi:10.1371/journal.pbio.3002452	no
ds004917	cit_000595	https://doi:10.1371/journal.pbio.3002452	no
ds004460	cit_000659	https://bids-specification.rtfd.io/en/stable/02-common-principles.html#the-inheritance-principle	yes
ds004460	cit_000660	https://doi.org/10.1038/s41598-021-97749-8	yes
ds004460	cit_000520	https://creativecommons.org/share-your-work/public-domain/cc0/	yes
ds002411	cit_001462	www.biorxiv.org/content/10.1101/2020.01.28.923953v1	no
ds002411	cit_001463	http://judge.u-aizu.ac.jp/onlinejudge/>	no
ds002411	cit_001464	https://www.biorxiv.org/content/10.1101/2020.01.28.923953v1	no
ds002158	cit_001336	https://doi.org/10.1073/pnas.1918335117\n\nAlso,	no
ds002158	cit_001337	https://doi.org/10.1073/pnas.1918335117	no
ds002158	cit_001338	https://osf.io/a5qmv/	no
ds002158	cit_001339	www.biorxiv.org/content/10.1101/496877v1	no
ds002158	cit_001340	https://www.biorxiv.org/content/10.1101/496877v1	no
ds000031	cit_000999	http://myconnectome.org	yes
ds000031	cit_001000	https://www.nature.com/articles/ncomms9885	yes
ds000031	cit_001001	https://doi.org/10.1016/j.neuron.2015.06.037	yes
ds000031	cit_001002	www.nature.com/articles/ncomms9885	yes
ds006266	cit_000102	https://www.id.unibe.ch/hpc	yes
ds006266	cit_000103	www.id.unibe.ch/hpc	yes
ds006266	cit_000104	https://doi.org/10.1101/2025.06.02.656652	yes
ds006265	cit_000102	https://www.id.unibe.ch/hpc	yes
ds006265	cit_000103	www.id.unibe.ch/hpc	yes
ds006265	cit_000104	https://doi.org/10.1101/2025.06.02.656652	yes
ds006018	cit_000133	https://osf.io/thsqg	no
ds006018	cit_000134	https://doi.org/10.17605/osf.io/43H75	no
ds006018	cit_000135	https://osf.io/thsqg/	no
ds006018	cit_000136	https://doi.org/10.1038/s41597-025-05209-z	no
ds006018	cit_000137	https://osf.io/47uf2	no
ds005920	cit_000288	https://www.yixi.tv/#/speech/detail?id=646	no
ds005920	cit_000289	www.yixi.tv/#/speech/detail?id=303	no
ds005920	cit_000290	www.yixi.tv/#/speech/detail?id=646	no
ds005920	cit_000291	https://www.yixi.tv/#/speech/detail?id=303	no
ds005920	cit_000292	https://doi.org/10.6084/m9.figshare.c.7734407.v1	no
ds005581	cit_000456	https://osf.io/es8zj	no
ds005581	cit_000100	https://brainlife.io/ezbids	no
ds005581	cit_000457	www.biorxiv.org/content/10.1101/2022.10.20.513126v1	no
ds005581	cit_000101	https://brainlife.io/ezbids/	no
ds005581	cit_000458	https://www.biorxiv.org/content/10.1101/2022.10.20.513126v1	no
ds005448	cit_000066	https://bids-specification.readthedocs.io/en/stable/	yes
ds005371	cit_000001	https://doi.org/10.1016/j.neuroimage.2018.10.002	no
ds005371	cit_000002	https://doi.org/10.1002/mrm.21302	no
ds005371	cit_000003	https://doi.org/10.1016/j.neuroimage.2016.07.056	no
ds005371	cit_000004	https://doi.org/10.1111/j.1749-6632.1987.tb32915.x	no
ds005371	cit_000005	https://doi.org/10.1101/2025.06.07.657685	no
ds004995	cit_000653	https://doi.org/10.1101/2021.05.24.445376	no
ds004995	cit_000157	https://doi.org/10.1038/sdata.2018.110	no
ds004995	cit_000654	https://doi.org/10.17605/OSF.IO/PWC4K	no
ds004995	cit_000065	https://doi.org/10.21105/joss.01896	no
ds004995	cit_000655	https://doi.org/10.1101/2023.06.06.543985	no
ds004952	cit_000110	https://doi.org/10.1038/s41597-024-03398-7	no
ds004952	cit_000064	https://doi.org/10.1038/s41597-019-0104-8	no
ds004952	cit_000065	https://doi.org/10.21105/joss.01896	no
ds004952	cit_000111	https://doi.org/10.1101/2024.02.08.579481	no
ds004926	cit_000066	https://bids-specification.readthedocs.io/en/stable/	yes
ds004926	cit_000736	https://doi.org/10.1101/2023.12.22.572825	yes
ds004926	cit_000520	https://creativecommons.org/share-your-work/public-domain/cc0/	yes
ds004926	cit_000737	https://osf.io/a58h9	yes
ds004670	cit_000090	https://doi.org/10.1101/2023.06.15.545037>	no
ds004670	cit_000091	https://doi.org/10.1101/2023.06.15.545037	no
ds004670	cit_000092	https://doi.org/10.1126/sciadv.adj3906	no
ds004516	cit_000108	https://doi.org/10.1093/cercor/bhad106	no
ds004477	cit_000795	www.essex.ac.uk/research-projects/adaptive-joint-cognitive-systems	no
ds004477	cit_000796	www.defense.gov/News/Releases/Release/Article/1644263/dod-announces-bari-award-for-us-uk-collaboration-on-human-machine-teaming/	no
ds004477	cit_000797	https://www.defense.gov/News/Releases/Release/Article/1644263/dod-announces-bari-award-for-us-uk-collaboration-on-human-machine-teaming/	no
ds004477	cit_000798	https://www.essex.ac.uk/research-projects/adaptive-joint-cognitive-systems	no
ds004466	cit_000200	https://academic.oup.com/cercor/article/34/11/bhae446/7901211	no
ds004466	cit_000201	https://www.nature.com/articles/s41597-023-02664-4	no
ds004466	cit_000202	www.nature.com/articles/s41597-023-02664-4	no
ds004466	cit_000203	https://doi.org/10.1038/s41597-023-02664-4	no
ds004466	cit_000204	https://osf.io/ycqgd/	no
ds004370	cit_000066	https://bids-specification.readthedocs.io/en/stable/	yes
ds004332	cit_000440	www.cimbi.dk	no
ds004332	cit_000441	https://psyarxiv.com/vzh4g	no
ds004332	cit_000442	https://www.frontiersin.org/articles/10.3389/fradi.2021.789632/full	no
ds004332	cit_000443	www.frontiersin.org/articles/10.3389/fradi.2021.789632/full	no
ds004331	cit_000976	www.biorxiv.org/content/10.1101/2022.08.12.503484v1	no
ds004331	cit_000977	https://osf.io/vsc6y/	no
ds004331	cit_000978	https://biorxiv.org/cgi/content/short/2022.08.12.503484v1	no
ds004331	cit_000979	https://www.biorxiv.org/content/10.1101/2022.08.12.503484v1	no
ds004196	cit_000908	https://www.nature.com/articles/s41597-023-02286-w	no
ds004196	cit_000909	www.biorxiv.org/content/10.1101/2022.05.24.492109v3	no
ds004196	cit_000910	www.nature.com/articles/s41597-023-02286-w	no
ds004196	cit_000911	https://www.biorxiv.org/content/10.1101/2022.05.24.492109v3	no
ds004169	cit_000935	https://www.qimrberghofer.edu.au/people/sarah-medland/	no
ds004169	cit_000936	https://doi.org/10.1016/j.neuroimage.2015.07.048	no
ds004169	cit_000937	www.qimrberghofer.edu.au/people/sarah-medland/	no
ds004169	cit_000938	https://doi.org/10.1523/JNEUROSCI.5334-10.2011\n\nFor	no
ds004169	cit_000939	https://doi.org/10.1093/cercor/bhy002\n\nFor	no
ds004097	cit_001089	https://doi.org/10.5281/zenodo.2587210,	yes
ds004097	cit_001090	https://doi.org/10.5281/zenodo.4571051	yes
ds004097	cit_001091	https://doi.org/10.1016/j.neuroimage.2013.04.127	yes
ds004044	cit_000285	https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/Melview	no
ds003927	cit_000223	https://www.biorxiv.org/content/10.1101/2021.01.12.426428v3	no
ds003927	cit_000224	https://dipc.ehu.es	no
ds003927	cit_000225	www.biorxiv.org/content/10.1101/2021.01.12.426428v3	no
ds003676	cit_000344	https://www.biorxiv.org/content/10.1101/2021.05.16.444253v1.full.pdf	yes
ds003676	cit_000345	https://www.biorxiv.org/content/10.1101/2021.05.16.444253v1	yes
ds003676	cit_000346	www.biorxiv.org/content/10.1101/2021.05.16.444253v1.full.pdf	yes
ds003676	cit_000347	www.biorxiv.org/content/10.1101/2021.05.16.444253v1	yes
ds003642	cit_000304	https://search.kg.ebrains.eu/instances/Dataset/2b24466d-f1cd-4b66-afa8-d70a6755ebea	yes
ds003642	cit_000305	www.biorxiv.org/content/10.1101/2020.07.07.191536v2	yes
ds003642	cit_000306	https://www.biorxiv.org/content/10.1101/2020.07.07.191536v2	yes
ds003642	cit_000307	https://rocknroll87q.github.io/cerebrum7t/	yes
ds003563	cit_001254	www.nature.com/articles/sdata201732	no
ds003563	cit_001255	https://doi.org/10.24352/ub.ovgu-2020-145	no
ds003563	cit_001256	https://doi.org/10.5061/dryad.38s74	no
ds003563	cit_001257	https://www.nature.com/articles/sdata201732	no
ds003563	cit_001258	https://doi.org/10.24352/ub.ovgu-2017-001	no
ds003542	cit_001297	Doi:10.1016/j.neuroimage.2019.116040	no
ds003542	cit_001295	Doi:10.1523/JNEUROSCI.0851-20.2020	no
ds003542	cit_001296	https://doi.org/10.1523/JNEUROSCI.0851-20.2020	no
ds003542	cit_001298	https://doi.org/10.1016/j.neuroimage.2019.116040\nhttps://doi.org/10.1523/JNEUROSCI.0851-20.2020	no
ds003542	cit_001299	https://doi.org/10.1016/j.neuroimage.2019.116040	no
ds003430	cit_001170	https://www.biorxiv.org/content/10.1101/2020.12.27.424510v1	no
ds003430	cit_000277	https://pypi.python.org/pypi/pydeface>	no
ds003430	cit_001171	www.biorxiv.org/content/10.1101/2020.12.27.424510v1	no
ds003358	cit_000231	https://cogcommscience.com/;	yes
ds003358	cit_000232	https://osf.io/bxvhr/?view_only=86851ec1f80a4a9e8198d43c8a50d738	yes
ds003358	cit_000233	https://osf.io/bxvhr/	yes
ds003325	cit_001366	www.nature.com/articles/s41593-018-0113-5	no
ds003325	cit_001367	doi:10.1101/2020.05.24.107177	no
ds003325	cit_001368	https://www.nature.com/articles/s41593-018-0113-5	no
ds003325	cit_001369	https://doi.org/10.1101/2020.05.24.107177	no
ds003325	cit_000109	https://doi.org/10.5281/zenodo.3818615	no
ds003017	cit_000696	https://doi.org/10.1038/s41597-020-00735-4	no
ds003017	cit_001264	www.nature.com/articles/s41597-020-00735-4	no
ds003017	cit_001265	https://doi.org/10.5281/zenodo.3942173	no
ds003017	cit_001266	https://www.nature.com/articles/s41597-020-00735-4	no
ds002393	cit_001447	www.spinalcordmri.org/2017/04/28/workshop.html	no
ds002393	cit_001448	http://www.spinalcordmri.org/2017/04/28/workshop.html	no
ds002393	cit_001449	https://www.neuro.polymtl.ca/people/julien_cohenadad	no
ds002393	cit_001450	www.neuro.polymtl.ca/people/julien_cohenadad	no
ds002336	cit_000359	https://doi.org/https://doi.org/10.1101/862375	no
ds002336	cit_000360	https://doi.org/10.1101/862375	no
ds002336	cit_000361	https://doi.org/10.3389/fnins.2017.00140	no
ds002336	cit_000362	https://doi.org/10.3389/fnhum.2017.00193	no
ds002080	cit_000694	https://www.eneuro.org/content/5/3/ENEURO.0083-18.2018	yes
ds002080	cit_000680	https://pubmed.ncbi.nlm.nih.gov/32194282/	yes
ds002080	cit_000358	doi:10.1371/journal.pone.0184661	yes
ds002080	cit_000695	www.eneuro.org/content/5/3/ENEURO.0083-18.2018	yes
ds001919	cit_001447	www.spinalcordmri.org/2017/04/28/workshop.html	no
ds001919	cit_001448	http://www.spinalcordmri.org/2017/04/28/workshop.html	no
ds001919	cit_001449	https://www.neuro.polymtl.ca/people/julien_cohenadad	no
ds001919	cit_001450	www.neuro.polymtl.ca/people/julien_cohenadad	no
ds000255	cit_000296	https://mriqc.readthedocs.io/en/stable/	no
ds000255	cit_000277	https://pypi.python.org/pypi/pydeface>	no
ds000245	cit_000296	https://mriqc.readthedocs.io/en/stable/	yes
ds000231	cit_001314	doi:10.1016/j.cub.2013.04.001	yes
ds000231	cit_000417	https://mriqc.readthedocs.io/en/latest/	yes
ds000216	cit_001565	www.ncbi.nlm.nih.gov/pmc/articles/PMC5333818/	yes
ds000216	cit_001566	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5333818/	yes
ds000206	cit_001433	www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3623569},	yes
ds000206	cit_001434	http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3623569},	yes
ds000206	cit_001435	http://www.ncbi.nlm.nih.gov/pubmed/23075313	yes
ds000206	cit_001436	http://online.liebertpub.com/doi/abs/10.1089/brain.2012.0112	yes
ds000206	cit_001437	www.ncbi.nlm.nih.gov/pubmed/23075313	yes
ds000201	cit_000799	http://www.stressforskning.su.se/polopoly_fs/1.238736.1433421769!/menu/standard/file/Sandra%20SSC%202014.pdf	yes
ds000201	cit_000800	https://osf.io/bxfsb/	yes
ds000201	cit_000801	www.stressforskning.su.se/polopoly_fs/1.238736.1433421769!/menu/standard/file/Sandra%20SSC%202014.pdf	yes
ds000174	cit_001600	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4880314/	no
ds000174	cit_001601	www.ncbi.nlm.nih.gov/pmc/articles/PMC4880314/	no
ds000120	cit_001662	http://www.sciencedirect.com/science/article/pii/S1878929311000612	no
ds000120	cit_001663	doi:10.1016/j.dcn.2011.06.004	no
ds000120	cit_001664	www.sciencedirect.com/science/article/pii/S1878929311000612	no
ds004796	cit_000073	www.nature.com/articles/s41597-024-03106-5	no
ds004796	cit_000074	https://www.nature.com/articles/s41597-024-03106-5	no
ds004796	cit_000075	https://doi.org/10.1038/s41597-024-03106-5	no
ds004094	cit_001072	https://doi.org/10.1162/jocn_a_01864	yes
ds004094	cit_001073	https://doi.org/10.5281/zenodo.4793426	yes
ds004094	cit_001074	https://doi.org/10.1101/2021.10.12.462707	yes
ds004012	cit_000773	http://usmrewardantirewardteam.com/neuroquran-research-group	yes
ds004012	cit_000157	https://doi.org/10.1038/sdata.2018.110	yes
ds004012	cit_000065	https://doi.org/10.21105/joss.01896	yes
ds004012	cit_000774	doi:10.1007/978-981-287-778-9_15	yes
ds003846	cit_000266	https://iopscience.iop.org/article/10.1088/1741-2552/ac69bc/meta	yes
ds003846	cit_000267	www.tu.berlin/bpn	yes
ds003846	cit_000268	https://www.tu.berlin/bpn	yes
ds003846	cit_000269	https://dl.acm.org/doi/abs/10.1145/3290605.3300657	yes
ds003684	cit_000684	www.biorxiv.org/content/10.1101/2020.12.17.423254v3\\	yes
ds003684	cit_000685	https://www.biorxiv.org/content/10.1101/2020.12.17.423254v3	yes
ds003684	cit_000686	https://www.biorxiv.org/content/10.1101/2020.12.17.423254v3\\	yes
ds003684	cit_000687	www.biorxiv.org/content/10.1101/2020.12.17.423254v3	yes
ds002790	cit_001025	https://nilab-uva.github.io/AOMIC.github.io/	yes
ds002790	cit_001026	https://www.biorxiv.org/content/10.1101/2020.06.16.155317v1	yes
ds002790	cit_001027	www.biorxiv.org/content/10.1101/2020.06.16.155317v1	yes
ds002785	cit_001025	https://nilab-uva.github.io/AOMIC.github.io/	yes
ds002785	cit_001026	https://www.biorxiv.org/content/10.1101/2020.06.16.155317v1	yes
ds002785	cit_001027	www.biorxiv.org/content/10.1101/2020.06.16.155317v1	yes
ds001787	cit_000142	https://www.ncbi.nlm.nih.gov/pubmed/27815577	no
ds001787	cit_000143	www.ncbi.nlm.nih.gov/pubmed/27815577	no
ds001771	cit_001626	www.doi.org/10.18112/openneuro.ds001771.v1.0.2	no
ds001771	cit_001627	http://www.doi.org/10.18112/openneuro.ds001771.v1.0.2	no
ds001771	cit_001623	http://irmf.int.univ-amu.fr/	no
ds000217	cit_001375	http://biorxiv.org/content/early/2017/01/10/099226	yes
ds000217	cit_000417	https://mriqc.readthedocs.io/en/latest/	yes
ds006184			yes
ds006126	cit_000210	https://example.com/source_dataset	no
ds006126	cit_000064	https://doi.org/10.1038/s41597-019-0104-8	no
ds006126	cit_000211	https://example.com/publication	no
ds006126	cit_000065	https://doi.org/10.21105/joss.01896	no
ds006001	cit_000325	https://histopath.nmr.mgh.harvard.edu/images/?page=images&selectionType=collection&selectionId=50	no
ds005892	cit_000066	https://bids-specification.readthedocs.io/en/stable/	yes
ds005892	cit_000298	https://www.michaeljfox.org	yes
ds005892	cit_000299	www.michaeljfox.org	yes
ds005594	cit_000453	https://doi.org/10.1101/2024.11.11.622929	no
ds005594	cit_000454	https://gin.g-node.org/JackEdTaylor/lettersim-ot-rsa	no
ds005594	cit_000064	https://doi.org/10.1038/s41597-019-0104-8	no
ds005594	cit_000065	https://doi.org/10.21105/joss.01896	no
ds005555	cit_000138	www.bitbrain.com	no
ds005555	cit_000139	https://www.bitbrain.com	no
ds005422	cit_000515	https://github-pages.ucl.ac.uk/NextBrain	yes
ds005422	cit_000516	https://github-pages.ucl.ac.uk/NextBrain/	yes
ds005115	cit_000476	https://doi.org/10.1101/2024.04.10.588906	no
ds005115	cit_000477	https://doi.org/10.1523/JNEUROSCI.1856-23.2024	no
ds005065	cit_000630	https://osf.io/preprints/psyarxiv/kb6ew	no
ds004998	cit_000157	https://doi.org/10.1038/sdata.2018.110	no
ds004998	cit_000065	https://doi.org/10.21105/joss.01896	no
ds004998	cit_000506	https://doi.org/10.1038/s41597-024-03768-1	no
ds004965	cit_000639	https://osf.io/phx9d/	no
ds004965	cit_000640	https://orcid.org/0000-0002-8334-0574	no
ds004965	cit_000641	https://orcid.org/0000-0003-3195-4555	no
ds004958	cit_000658	https://freesurfer.net/	no
ds004909	cit_000752	https://harrisonritz.github.io;	yes
ds004909	cit_000753	https://harrisonritz.github.io	yes
ds004872	cit_000656	https://doi.org/10.31234/osf.io/qzdbu	no
ds004830	cit_000038	https://www.frontiersin.org/journals/human-neuroscience/articles/10.3389/fnhum.2024.1329086/full\n	no
ds004830	cit_000039	www.frontiersin.org/journals/human-neuroscience/articles/10.3389/fnhum.2024.1329086/full	no
ds004830	cit_000040	https://www.frontiersin.org/journals/human-neuroscience/articles/10.3389/fnhum.2024.1329086/full	no
ds004830	cit_000041	www.frontiersin.org/journals/human-neuroscience/articles/10.3389/fnhum.2024.1329086/full\n	no
ds004725	cit_000830	https://doi.org/10.1002/sim.7039	yes
ds004725	cit_000831	http://www.dnagenotek.com/ROW/products/OG500.html	yes
ds004725	cit_000832	https://osf.io/wn7sj/	yes
ds004725	cit_000833	www.dnagenotek.com/ROW/products/OG500.html	yes
ds004715	cit_000781	www.biorxiv.org/content/10.1101/2023.10.27.564326v1	no
ds004715	cit_000782	www.biorxiv.org/content/make.up.the.doi.link.here	no
ds004715	cit_000783	https://www.biorxiv.org/content/make.up.the.doi.link.here	no
ds004715	cit_000784	https://www.biorxiv.org/content/10.1101/2023.10.27.564326v1	no
ds004572	cit_000173	https://osf.io/preprints/psyarxiv/k3h5f	no
ds004572	cit_000174	https://www.nature.com/articles/s41598-024-56633-x	no
ds004572	cit_000175	https://doi.org/10.17605/OSF.IO/WVHDA	no
ds004572	cit_000176	www.nature.com/articles/s41598-024-56633-x	no
ds004509	cit_000955	https://www.biorxiv.org/content/10.1101/2022.06.20.496863v1	yes
ds004509	cit_000956	www.biorxiv.org/content/10.1101/2022.06.20.496863v1	yes
ds004509	cit_000957	https://doi.org/10.1101/2022.06.20.496863	yes
ds004509	cit_000958	doi:https://doi.org/10.1101/2022.06.20.496863	yes
ds004499	cit_000748	https://doi.org/10.58071/njhx-b011	no
ds004499	cit_000749	https://mafil.ceitec.cz	no
ds004499	cit_000750	www.eurobioimaging.eu	no
ds004499	cit_000751	http://mafil.ceitec.cz	no
ds004469	cit_000501	https://doi.org/10.1371/journal.pone.0295142	yes
ds004469	cit_000502	https://www.medrxiv.org/content/10.1101/2022.08.02.22278343v1	yes
ds004469	cit_000503	http://personal.inb.unam.mx/lconcha/	yes
ds004469	cit_000504	www.medrxiv.org/content/10.1101/2022.08.02.22278343v1	yes
ds004441	cit_000963	https://doi.org/10.1016/j.neuroimage.2020.117498;	no
ds004441	cit_000964	https://onlinelibrary.wiley.com/doi/full/10.1002/mrm.29495	no
ds004441	cit_000965	https://doi.org/10.1016/j.neuroimage.2020.117498	no
ds004441	cit_000966	https://doi.org/10.1002/mrm.29495	no
ds004395	cit_000470	https://memory.psych.upenn.edu/PEERS	no
ds004395	cit_000064	https://doi.org/10.1038/s41597-019-0104-8	no
ds004395	cit_000471	https://psyarxiv.com/bu5x8/	no
ds004395	cit_000065	https://doi.org/10.21105/joss.01896	no
ds004323	cit_000496	https://arxiv.org/abs/1509.06461	no
ds004323	cit_000497	https://arxiv.org/abs/2107.12544v1	no
ds004323	cit_000498	www.biorxiv.org/content/10.1101/2022.06.14.496001v1	no
ds004323	cit_000499	https://www.biorxiv.org/content/10.1101/2022.06.14.496001v1	no
ds004229	cit_000157	https://doi.org/10.1038/sdata.2018.110	yes
ds004229	cit_000786	https://doi.org/10.1016/j.nicl.2021.102578	yes
ds004229	cit_000065	https://doi.org/10.21105/joss.01896	yes
ds004229	cit_000787	https://doi.org/10.3390/ijerph19031180	yes
ds004161	cit_001057	https://www6.val-de-loire.inrae.fr/pixanim	no
ds004161	cit_001058	www.nitrc.org/projects/tsbta_2019/	no
ds004161	cit_001059	https://www.nitrc.org/projects/tsbta_2019/	no
ds004142	cit_001060	https://www.frontiersin.org/articles/10.3389/fnhum.2020.578119/full	no
ds004142	cit_001061	www.braintrainproject.eu	no
ds004142	cit_001062	https://doi.org/10.3389/fnhum.2020.578119	no
ds004142	cit_001063	www.frontiersin.org/articles/10.3389/fnhum.2020.578119/full	no
ds004141	cit_000169	www.sciencedirect.com/science/article/pii/S0306452219301332	no
ds004141	cit_000170	https://doi.org/10.1016/j.neuroscience.2019.02.024	no
ds004141	cit_000171	doi:https://doi.org/10.1016/j.neuroscience.2019.02.024	no
ds004141	cit_000172	https://www.sciencedirect.com/science/article/pii/S0306452219301332	no
ds004116	cit_001087	https://osf.io/emq4b/	no
ds004114	cit_001087	https://osf.io/emq4b/	no
ds004068	cit_000066	https://bids-specification.readthedocs.io/en/stable/	no
ds004068	cit_001039	https://doi.org/10.1101/2021.07.27.454049	no
ds004068	cit_000520	https://creativecommons.org/share-your-work/public-domain/cc0/	no
ds003988	cit_000460	https://doi.org/10.1016/j.jneuroling.2018.03.005	yes
