onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	149	12	n/a	351.0	12.0	n/a	clarinet/clarinet_12s.jpg
7.5	0.5	exp	293	12	n/a	721.0	12.0	n/a	guardrail/guardrail_12s.jpg
12.0	0.5	exp	275	12	n/a	684.0	12.0	n/a	goalpost/goalpost_12s.jpg
16.5	0.5	exp	350	12	n/a	887.0	12.0	n/a	ladder/ladder_12s.jpg
21.0	0.5	exp	121	12	n/a	278.0	12.0	n/a	carrot/carrot_12s.jpg
25.5	0.5	exp	353	12	n/a	894.0	12.0	n/a	lampshade/lampshade_12s.jpg
30.0	0.5	exp	238	12	n/a	571.0	12.0	n/a	face_mask/face_mask_12s.jpg
34.5	0.5	exp	147	12	n/a	342.0	12.0	n/a	christmas_tree/christmas_tree_12s.jpg
39.0	0.5	exp	496	12	n/a	1240.0	12.0	n/a	pretzel/pretzel_12s.jpg
43.5	0.5	exp	47	12	n/a	115.0	12.0	n/a	beet/beet_12s.jpg
48.0	0.5	exp	717	12	n/a	1842.0	12.0	n/a	wrench/wrench_12n.jpg
52.5	0.5	catch	721	10	n/a	n/a	n/a	n/a	catch010.jpg
57.0	0.5	exp	315	12	n/a	781.0	12.0	n/a	hip/hip_12s.jpg
61.5	0.5	exp	668	12	n/a	1720.0	12.0	n/a	trowel/trowel_12s.jpg
66.0	0.5	exp	487	12	n/a	1226.0	12.0	n/a	popsicle/popsicle_12s.jpg
70.5	0.5	catch	721	85	n/a	n/a	n/a	n/a	catch085.jpg
75.0	0.5	exp	174	12	n/a	423.0	12.0	n/a	couch/couch_12s.jpg
79.5	0.5	exp	448	12	n/a	1123.0	12.0	n/a	parsley/parsley_12n.jpg
84.0	0.5	exp	588	12	n/a	1510.0	12.0	n/a	speaker/speaker_12s.jpg
88.5	0.5	exp	475	12	n/a	1198.0	12.0	n/a	plate/plate_12s.jpg
93.0	0.5	test	145	13	25.0	335.0	16.0	n/a	chipmunk/chipmunk_16n.jpg
97.5	0.5	exp	522	12	n/a	1308.0	12.0	n/a	rhubarb/rhubarb_12s.jpg
102.0	0.5	catch	721	66	n/a	n/a	n/a	n/a	catch066.jpg
106.5	0.5	exp	597	12	n/a	1535.0	12.0	n/a	stalagmite/stalagmite_12s.jpg
111.0	0.5	exp	583	12	n/a	1497.0	12.0	n/a	sonogram/sonogram_12s.jpg
115.5	0.5	exp	688	12	n/a	1774.0	12.0	n/a	walker1/walker1_12s.jpg
