onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	299	12	n/a	741.0	12.0	n/a	hamburger/hamburger_12s.jpg
7.5	0.5	exp	446	12	n/a	1117.0	12.0	n/a	paperclip/paperclip_12s.jpg
12.0	0.5	exp	72	12	n/a	170.0	12.0	n/a	boot/boot_12s.jpg
16.5	0.5	exp	70	12	n/a	160.0	12.0	n/a	bolt/bolt_12s.jpg
21.0	0.5	exp	341	12	n/a	865.0	12.0	n/a	kazoo/kazoo_12s.jpg
25.5	0.5	catch	721	61	n/a	n/a	n/a	n/a	catch061.jpg
30.0	0.5	exp	103	12	n/a	237.0	12.0	n/a	cage/cage_12s.jpg
34.5	0.5	test	191	13	32.0	459.0	16.0	n/a	cufflink/cufflink_16s.jpg
39.0	0.5	exp	24	12	n/a	50.0	12.0	n/a	backpack/backpack_12s.jpg
43.5	0.5	exp	709	12	n/a	1824.0	12.0	n/a	wine/wine_12s.jpg
48.0	0.5	exp	602	12	n/a	1546.0	12.0	n/a	steamroller/steamroller_12s.jpg
52.5	0.5	exp	25	12	n/a	55.0	12.0	n/a	bag/bag_12s.jpg
57.0	0.5	exp	56	12	n/a	132.0	12.0	n/a	birdhouse/birdhouse_12s.jpg
61.5	0.5	exp	253	12	n/a	620.0	12.0	n/a	flower/flower_12s.jpg
66.0	0.5	catch	721	32	n/a	n/a	n/a	1.319	catch032.jpg
70.5	0.5	exp	331	12	n/a	836.0	12.0	n/a	jack/jack_12s.jpg
75.0	0.5	exp	545	12	n/a	1384.0	12.0	n/a	scoreboard/scoreboard_12s.jpg
79.5	0.5	exp	662	12	n/a	1703.0	12.0	n/a	trap/trap_12s.jpg
84.0	0.5	test	181	13	31.0	436.0	15.0	n/a	crayon/crayon_15s.jpg
88.5	0.5	exp	558	12	n/a	1424.0	12.0	n/a	shoe/shoe_12s.jpg
93.0	0.5	exp	305	12	n/a	752.0	12.0	n/a	hanger/hanger_12s.jpg
97.5	0.5	exp	635	12	n/a	1642.0	12.0	n/a	television/television_12s.jpg
102.0	0.5	exp	680	12	n/a	1749.0	12.0	n/a	urinal/urinal_12s.jpg
106.5	0.5	exp	244	12	n/a	586.0	12.0	n/a	filing_cabinet/filing_cabinet_12s.jpg
111.0	0.5	test	155	13	27.0	371.0	13.0	n/a	coat/coat_rack_13s.jpg
115.5	0.5	catch	721	84	n/a	n/a	n/a	2.292	catch084.jpg
120.0	0.5	exp	111	12	n/a	254.0	12.0	n/a	candle/candle_12n.jpg
124.5	0.5	exp	385	12	n/a	968.0	12.0	n/a	manhole/manhole_12n.jpg
129.0	0.5	exp	203	12	n/a	491.0	12.0	n/a	dishrag/dishrag_12s.jpg
133.5	0.5	exp	330	12	n/a	833.0	12.0	n/a	iron/iron_12s.jpg
138.0	0.5	exp	352	12	n/a	892.0	12.0	n/a	lamp/lamp_12s.jpg
142.5	0.5	catch	721	43	n/a	n/a	n/a	1.679	catch043.jpg
147.0	0.5	test	41	13	8.0	103.0	13.0	n/a	bean/bean_13s.jpg
151.5	0.5	test	258	13	42.0	633.0	15.0	n/a	footprint/footprint_15s.jpg
156.0	0.5	exp	184	12	n/a	443.0	12.0	n/a	croissant/croissant_12s.jpg
160.5	0.5	catch	721	31	n/a	n/a	n/a	1.182	catch031.jpg
165.0	0.5	exp	705	12	n/a	1810.0	12.0	n/a	whip/whip_12s.jpg
169.5	0.5	exp	18	12	n/a	40.0	12.0	n/a	artichoke/artichoke_12s.jpg
174.0	0.5	catch	721	67	n/a	n/a	n/a	n/a	catch067.jpg
178.5	0.5	test	697	13	97.0	1786.0	15.0	n/a	wasp/wasp_15n.jpg
183.0	0.5	exp	413	12	n/a	1030.0	12.0	n/a	mousetrap/mousetrap_12s.jpg
187.5	0.5	exp	10	12	n/a	24.0	12.0	n/a	anklet/anklet_12s.jpg
192.0	0.5	exp	612	12	n/a	1581.0	12.0	n/a	suit/suit_12s.jpg
196.5	0.5	exp	434	12	n/a	1091.0	12.0	n/a	overalls/overalls_12s.jpg
201.0	0.5	exp	279	12	n/a	698.0	12.0	n/a	graffiti/graffiti_12s.jpg
205.5	0.5	test	591	13	84.0	1520.0	13.0	n/a	spoon/spoon_13n.jpg
210.0	0.5	exp	158	12	n/a	381.0	12.0	n/a	coffee_pot/coffee_pot_12s.jpg
214.5	0.5	exp	357	12	n/a	909.0	12.0	n/a	lectern/lectern_12s.jpg
219.0	0.5	exp	288	12	n/a	711.0	12.0	n/a	gravestone/gravestone_12s.jpg
223.5	0.5	catch	721	95	n/a	n/a	n/a	0.86	catch095.jpg
228.0	0.5	exp	71	12	n/a	166.0	12.0	n/a	book/book_12s.jpg
232.5	0.5	exp	447	12	n/a	1119.0	12.0	n/a	parachute/parachute_12s.jpg
237.0	0.5	exp	335	12	n/a	846.0	12.0	n/a	jellyfish/jellyfish_12s.jpg
241.5	0.5	exp	192	12	n/a	461.0	12.0	n/a	cup/cup_12s.jpg
246.0	0.5	exp	439	12	n/a	1098.0	12.0	n/a	paintbrush/paintbrush_12s.jpg
250.5	0.5	exp	4	12	n/a	11.0	12.0	n/a	airplane/airplane_12n.jpg
255.0	0.5	exp	658	12	n/a	1693.0	12.0	n/a	towel/towel_12s.jpg
259.5	0.5	exp	194	12	n/a	466.0	12.0	n/a	curtain/curtain_12s.jpg
264.0	0.5	catch	721	74	n/a	n/a	n/a	1.388	catch074.jpg
268.5	0.5	exp	620	12	n/a	1605.0	12.0	n/a	syringe/syringe_12s.jpg
273.0	0.5	exp	692	12	n/a	1779.0	12.0	n/a	walnut/walnut_12n.jpg
277.5	0.5	exp	438	12	n/a	1097.0	12.0	n/a	paint/paint_12s.jpg
282.0	0.5	exp	648	12	n/a	1671.0	12.0	n/a	toilet/toilet_12s.jpg
286.5	0.5	exp	425	12	n/a	1064.0	12.0	n/a	nose/nose_12s.jpg
291.0	0.5	exp	532	12	n/a	1330.0	12.0	n/a	roof_rack/roof_rack_12s.jpg
295.5	0.5	exp	2	12	n/a	8.0	12.0	n/a	airbag/airbag_12s.jpg
300.0	0.5	exp	537	12	n/a	1357.0	12.0	n/a	sandpaper/sandpaper_12s.jpg
304.5	0.5	exp	99	12	n/a	227.0	12.0	n/a	bus/bus_12n.jpg
309.0	0.5	exp	81	12	n/a	190.0	12.0	n/a	bracket/bracket_12s.jpg
313.5	0.5	exp	214	12	n/a	515.0	12.0	n/a	dragonfly/dragonfly_12s.jpg
