onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.06480000000001951	0.0	+	1	verb	list	2	1	match	noir	5	1	y	1.0455
0.5478999999999985	0.2	svmz	1	verb	list	2	2	match	noir	5	1	y	1.0455
0.7478000000000122	0.0	+	1	verb	list	2	3	match	noir	5	1	y	1.0455
1.1477000000000146	0.2	npvf	1	verb	list	2	4	match	noir	5	1	y	1.0455
1.3476	0.0	+	1	verb	list	2	5	match	noir	5	1	y	1.0455
1.747399999999999	0.2	zxd	1	verb	list	2	6	match	noir	5	1	y	1.0455
1.9473000000000127	0.0	+	1	verb	list	2	7	match	noir	5	1	y	1.0455
2.347200000000015	0.2	rouler	1	verb	list	2	8	match	noir	5	1	y	1.0455
2.547100000000029	0.0	+	1	verb	list	2	9	match	noir	5	1	y	1.0455
2.9468999999999994	0.2	noir	1	verb	list	2	10	match	noir	5	1	y	1.0455
3.146800000000013	0.0	+	1	verb	list	2	11	match	noir	5	1	y	1.0455
3.5465999999999838	0.0	+	1	verb	list	2	12	match	noir	5	1	y	1.0455
5.545700000000039	0.0	NOIR	1	verb	list	2	13	match	noir	5	1	y	1.0455
6.645200000000017	0.0	+	1	verb	list	2	14	match	noir	5	1	y	1.0455
6.591199999999986	0.0	[response]	1	verb	list	2	15	match	noir	5	1	y	1.0455
7.944699999999983	0.0	+	2	noun	phrase	4	1	match	son	3	1	y	1.1575
8.494400000000013	0.2	jkqtm	2	noun	phrase	4	2	match	son	3	1	y	1.1575
8.694300000000027	0.0	+	2	noun	phrase	4	3	match	son	3	1	y	1.1575
9.094099999999997	0.2	vers	2	noun	phrase	4	4	match	son	3	1	y	1.1575
9.294000000000011	0.0	+	2	noun	phrase	4	5	match	son	3	1	y	1.1575
9.693900000000014	0.2	son	2	noun	phrase	4	6	match	son	3	1	y	1.1575
9.893800000000027	0.0	+	2	noun	phrase	4	7	match	son	3	1	y	1.1575
10.293599999999998	0.2	sablier	2	noun	phrase	4	8	match	son	3	1	y	1.1575
10.493500000000012	0.0	+	2	noun	phrase	4	9	match	son	3	1	y	1.1575
10.893300000000039	0.2	rouge	2	noun	phrase	4	10	match	son	3	1	y	1.1575
11.093199999999996	0.0	+	2	noun	phrase	4	11	match	son	3	1	y	1.1575
11.493099999999998	0.0	+	2	noun	phrase	4	12	match	son	3	1	y	1.1575
13.492199999999997	0.0	SON	2	noun	phrase	4	13	match	son	3	1	y	1.1575
14.708300000000037	0.0	+	2	noun	phrase	4	14	match	son	3	1	y	1.1575
14.649599999999992	0.0	[response]	2	noun	phrase	4	15	match	son	3	1	y	1.1575
15.891100000000023	0.0	+	3	noun	list	1	1	match	vite	5	1	y	1.0791
16.440799999999996	0.2	dblmqr	3	noun	list	1	2	match	vite	5	1	y	1.0791
16.640799999999984	0.0	+	3	noun	list	1	3	match	vite	5	1	y	1.0791
17.040600000000012	0.2	lnjp	3	noun	list	1	4	match	vite	5	1	y	1.0791
17.240500000000026	0.0	+	3	noun	list	1	5	match	vite	5	1	y	1.0791
17.640299999999996	0.2	nblj	3	noun	list	1	6	match	vite	5	1	y	1.0791
17.84020000000001	0.0	+	3	noun	list	1	7	match	vite	5	1	y	1.0791
18.240000000000038	0.2	xflzwk	3	noun	list	1	8	match	vite	5	1	y	1.0791
18.440000000000026	0.0	+	3	noun	list	1	9	match	vite	5	1	y	1.0791
18.839799999999997	0.2	vite	3	noun	list	1	10	match	vite	5	1	y	1.0791
19.03970000000001	0.0	+	3	noun	list	1	11	match	vite	5	1	y	1.0791
19.439500000000038	0.0	+	3	noun	list	1	12	match	vite	5	1	y	1.0791
21.438600000000037	0.0	VITE	3	noun	list	1	13	match	vite	5	1	y	1.0791
22.571499999999986	0.0	+	3	noun	list	1	14	match	vite	5	1	y	1.0791
22.51770000000002	0.0	[response]	3	noun	list	1	15	match	vite	5	1	y	1.0791
23.837500000000006	0.0	+	4	noun	phrase	3	1	match	sablier	5	1	y	1.0073
24.38730000000001	0.2	cbwjn	4	noun	phrase	3	2	match	sablier	5	1	y	1.0073
24.587200000000024	0.0	+	4	noun	phrase	3	3	match	sablier	5	1	y	1.0073
24.986999999999995	0.2	pklg	4	noun	phrase	3	4	match	sablier	5	1	y	1.0073
25.186999999999983	0.0	+	4	noun	phrase	3	5	match	sablier	5	1	y	1.0073
25.58680000000001	0.2	mon	4	noun	phrase	3	6	match	sablier	5	1	y	1.0073
25.786700000000025	0.0	+	4	noun	phrase	3	7	match	sablier	5	1	y	1.0073
26.186499999999995	0.2	grand	4	noun	phrase	3	8	match	sablier	5	1	y	1.0073
26.38640000000001	0.0	+	4	noun	phrase	3	9	match	sablier	5	1	y	1.0073
26.786200000000036	0.2	sablier	4	noun	phrase	3	10	match	sablier	5	1	y	1.0073
26.986099999999993	0.0	+	4	noun	phrase	3	11	match	sablier	5	1	y	1.0073
27.385999999999996	0.0	+	4	noun	phrase	3	12	match	sablier	5	1	y	1.0073
29.385099999999994	0.0	SABLIER	4	noun	phrase	3	13	match	sablier	5	1	y	1.0073
30.451300000000032	0.0	+	4	noun	phrase	3	14	match	sablier	5	1	y	1.0073
30.392300000000006	0.0	[response]	4	noun	phrase	3	15	match	sablier	5	1	y	1.0073
31.78400000000002	0.0	+	5	noun	phrase	3	1	match	tablier	5	1	y	1.1553
32.333800000000025	0.2	rxvjs	5	noun	phrase	3	2	match	tablier	5	1	y	1.1553
32.53370000000004	0.0	+	5	noun	phrase	3	3	match	tablier	5	1	y	1.1553
32.950200000000024	0.2	wpsh	5	noun	phrase	3	4	match	tablier	5	1	y	1.1553
33.15010000000004	0.0	+	5	noun	phrase	3	5	match	tablier	5	1	y	1.1553
33.54990000000001	0.2	son	5	noun	phrase	3	6	match	tablier	5	1	y	1.1553
33.74980000000002	0.0	+	5	noun	phrase	3	7	match	tablier	5	1	y	1.1553
34.14959999999999	0.2	beau	5	noun	phrase	3	8	match	tablier	5	1	y	1.1553
34.349500000000006	0.0	+	5	noun	phrase	3	9	match	tablier	5	1	y	1.1553
34.749300000000034	0.2	tablier	5	noun	phrase	3	10	match	tablier	5	1	y	1.1553
34.94930000000002	0.0	+	5	noun	phrase	3	11	match	tablier	5	1	y	1.1553
35.34909999999999	0.0	+	5	noun	phrase	3	12	match	tablier	5	1	y	1.1553
37.34819999999999	0.0	TABLIER	5	noun	phrase	3	13	match	tablier	5	1	y	1.1553
38.56430000000003	0.0	+	5	noun	phrase	3	14	match	tablier	5	1	y	1.1553
38.5035	0.0	[response]	5	noun	phrase	3	15	match	tablier	5	1	y	1.1553
39.74710000000002	0.0	+	6	verb	list	1	1	nomatch	blanc	-1	1	p	0.96781
40.29690000000002	0.2	fmc	6	verb	list	1	2	nomatch	blanc	-1	1	p	0.96781
40.496800000000036	0.0	+	6	verb	list	1	3	nomatch	blanc	-1	1	p	0.96781
40.89660000000001	0.2	npvf	6	verb	list	1	4	nomatch	blanc	-1	1	p	0.96781
41.09650000000002	0.0	+	6	verb	list	1	5	nomatch	blanc	-1	1	p	0.96781
41.49629999999999	0.2	zxd	6	verb	list	1	6	nomatch	blanc	-1	1	p	0.96781
41.696300000000036	0.0	+	6	verb	list	1	7	nomatch	blanc	-1	1	p	0.96781
42.09610000000001	0.2	cdzvknh	6	verb	list	1	8	nomatch	blanc	-1	1	p	0.96781
42.29600000000002	0.0	+	6	verb	list	1	9	nomatch	blanc	-1	1	p	0.96781
42.69579999999999	0.2	bleu	6	verb	list	1	10	nomatch	blanc	-1	1	p	0.96781
42.895700000000005	0.0	+	6	verb	list	1	11	nomatch	blanc	-1	1	p	0.96781
43.29550000000003	0.0	+	6	verb	list	1	12	nomatch	blanc	-1	1	p	0.96781
45.294700000000006	0.0	BLANC	6	verb	list	1	13	nomatch	blanc	-1	1	p	0.96781
46.327500000000015	0.0	+	6	verb	list	1	14	nomatch	blanc	-1	1	p	0.96781
46.26250000000002	0.0	[response]	6	verb	list	1	15	nomatch	blanc	-1	1	p	0.96781
47.69360000000003	0.0	+	7	noun	list	2	1	nomatch	peut	-1	1	p	1.2295
48.243300000000005	0.2	zdtl	7	noun	list	2	2	nomatch	peut	-1	1	p	1.2295
48.44320000000002	0.0	+	7	noun	list	2	3	nomatch	peut	-1	1	p	1.2295
48.84310000000002	0.2	gjnb	7	noun	list	2	4	nomatch	peut	-1	1	p	1.2295
49.043000000000035	0.0	+	7	noun	list	2	5	nomatch	peut	-1	1	p	1.2295
49.442800000000005	0.2	fpmt	7	noun	list	2	6	nomatch	peut	-1	1	p	1.2295
49.64270000000002	0.0	+	7	noun	list	2	7	nomatch	peut	-1	1	p	1.2295
50.04249999999999	0.2	moins	7	noun	list	2	8	nomatch	peut	-1	1	p	1.2295
50.2424	0.0	+	7	noun	list	2	9	nomatch	peut	-1	1	p	1.2295
50.642300000000006	0.2	tablier	7	noun	list	2	10	nomatch	peut	-1	1	p	1.2295
50.84220000000002	0.0	+	7	noun	list	2	11	nomatch	peut	-1	1	p	1.2295
51.24199999999999	0.0	+	7	noun	list	2	12	nomatch	peut	-1	1	p	1.2295
53.24109999999999	0.0	PEUT	7	noun	list	2	13	nomatch	peut	-1	1	p	1.2295
54.5239	0.0	+	7	noun	list	2	14	nomatch	peut	-1	1	p	1.2295
54.47060000000002	0.0	[response]	7	noun	list	2	15	nomatch	peut	-1	1	p	1.2295
55.640000000000015	0.0	+	8	noun	phrase	2	1	nomatch	voyager	-1	1	p	1.035
56.18980000000002	0.2	pvzfdqt	8	noun	phrase	2	2	nomatch	voyager	-1	1	p	1.035
56.38970000000003	0.0	+	8	noun	phrase	2	3	nomatch	voyager	-1	1	p	1.035
56.789500000000004	0.2	fgvt	8	noun	phrase	2	4	nomatch	voyager	-1	1	p	1.035
56.98940000000002	0.0	+	8	noun	phrase	2	5	nomatch	voyager	-1	1	p	1.035
57.38919999999999	0.2	kmc	8	noun	phrase	2	6	nomatch	voyager	-1	1	p	1.035
57.589200000000034	0.0	+	8	noun	phrase	2	7	nomatch	voyager	-1	1	p	1.035
57.989000000000004	0.2	sablier	8	noun	phrase	2	8	nomatch	voyager	-1	1	p	1.035
58.18890000000002	0.0	+	8	noun	phrase	2	9	nomatch	voyager	-1	1	p	1.035
58.58869999999999	0.2	rouge	8	noun	phrase	2	10	nomatch	voyager	-1	1	p	1.035
58.7886	0.0	+	8	noun	phrase	2	11	nomatch	voyager	-1	1	p	1.035
59.18840000000003	0.0	+	8	noun	phrase	2	12	nomatch	voyager	-1	1	p	1.035
61.1876	0.0	VOYAGER	8	noun	phrase	2	13	nomatch	voyager	-1	1	p	1.035
62.28710000000004	0.0	+	8	noun	phrase	2	14	nomatch	voyager	-1	1	p	1.035
62.2225	0.0	[response]	8	noun	phrase	2	15	nomatch	voyager	-1	1	p	1.035
63.58650000000003	0.0	+	9	noun	list	4	1	match	leur	3	1	y	1.0988
64.1362	0.2	plvfg	9	noun	list	4	2	match	leur	3	1	y	1.0988
64.33619999999999	0.0	+	9	noun	list	4	3	match	leur	3	1	y	1.0988
64.73600000000002	0.2	luc	9	noun	list	4	4	match	leur	3	1	y	1.0988
64.93590000000003	0.0	+	9	noun	list	4	5	match	leur	3	1	y	1.0988
65.3357	0.2	leur	9	noun	list	4	6	match	leur	3	1	y	1.0988
65.53560000000002	0.0	+	9	noun	list	4	7	match	leur	3	1	y	1.0988
65.93539999999999	0.2	trop	9	noun	list	4	8	match	leur	3	1	y	1.0988
66.13540000000003	0.0	+	9	noun	list	4	9	match	leur	3	1	y	1.0988
66.5352	0.2	tablier	9	noun	list	4	10	match	leur	3	1	y	1.0988
66.73510000000002	0.0	+	9	noun	list	4	11	match	leur	3	1	y	1.0988
67.13489999999999	0.0	+	9	noun	list	4	12	match	leur	3	1	y	1.0988
69.13399999999999	0.0	LEUR	9	noun	list	4	13	match	leur	3	1	y	1.0988
70.30010000000001	0.0	+	9	noun	list	4	14	match	leur	3	1	y	1.0988
70.23280000000003	0.0	[response]	9	noun	list	4	15	match	leur	3	1	y	1.0988
71.54960000000003	0.0	+	10	verb	phrase	4	1	match	va	3	1	y	1.0458
72.0993	0.2	jds	10	verb	phrase	4	2	match	va	3	1	y	1.0458
72.29929999999999	0.0	+	10	verb	phrase	4	3	match	va	3	1	y	1.0458
72.69910000000002	0.2	paul	10	verb	phrase	4	4	match	va	3	1	y	1.0458
72.89900000000003	0.0	+	10	verb	phrase	4	5	match	va	3	1	y	1.0458
73.2988	0.2	va	10	verb	phrase	4	6	match	va	3	1	y	1.0458
73.49870000000001	0.0	+	10	verb	phrase	4	7	match	va	3	1	y	1.0458
73.89860000000002	0.2	moins	10	verb	phrase	4	8	match	va	3	1	y	1.0458
74.09850000000003	0.0	+	10	verb	phrase	4	9	match	va	3	1	y	1.0458
74.4983	0.2	parader	10	verb	phrase	4	10	match	va	3	1	y	1.0458
74.69820000000001	0.0	+	10	verb	phrase	4	11	match	va	3	1	y	1.0458
75.09799999999998	0.0	+	10	verb	phrase	4	12	match	va	3	1	y	1.0458
77.09709999999998	0.0	VA	10	verb	phrase	4	13	match	va	3	1	y	1.0458
78.19660000000002	0.0	+	10	verb	phrase	4	14	match	va	3	1	y	1.0458
78.14290000000003	0.0	[response]	10	verb	phrase	4	15	match	va	3	1	y	1.0458
79.49609999999998	0.0	+	11	noun	list	4	1	match	voilier	4	1	y	0.8094
80.04580000000001	0.2	gmhfb	11	noun	list	4	2	match	voilier	4	1	y	0.8094
80.24570000000003	0.0	+	11	noun	list	4	3	match	voilier	4	1	y	0.8094
80.6455	0.2	avec	11	noun	list	4	4	match	voilier	4	1	y	0.8094
80.84549999999999	0.0	+	11	noun	list	4	5	match	voilier	4	1	y	0.8094
81.24530000000001	0.2	peut	11	noun	list	4	6	match	voilier	4	1	y	0.8094
81.44520000000003	0.0	+	11	noun	list	4	7	match	voilier	4	1	y	0.8094
81.845	0.2	voilier	11	noun	list	4	8	match	voilier	4	1	y	0.8094
82.04490000000001	0.0	+	11	noun	list	4	9	match	voilier	4	1	y	0.8094
82.44469999999998	0.2	ainsi	11	noun	list	4	10	match	voilier	4	1	y	0.8094
82.64470000000003	0.0	+	11	noun	list	4	11	match	voilier	4	1	y	0.8094
83.0445	0.0	+	11	noun	list	4	12	match	voilier	4	1	y	0.8094
85.0436	0.0	VOILIER	11	noun	list	4	13	match	voilier	4	1	y	0.8094
85.90990000000002	0.0	+	11	noun	list	4	14	match	voilier	4	1	y	0.8094
85.85300000000004	0.0	[response]	11	noun	list	4	15	match	voilier	4	1	y	0.8094
87.44250000000002	0.0	+	12	noun	phrase	2	1	nomatch	son	-1	1	p	0.99931
87.99230000000003	0.2	xlq	12	noun	phrase	2	2	nomatch	son	-1	1	p	0.99931
88.19219999999999	0.0	+	12	noun	phrase	2	3	nomatch	son	-1	1	p	0.99931
88.59200000000001	0.2	pkq	12	noun	phrase	2	4	nomatch	son	-1	1	p	0.99931
88.79190000000003	0.0	+	12	noun	phrase	2	5	nomatch	son	-1	1	p	0.99931
89.1917	0.2	fpmt	12	noun	phrase	2	6	nomatch	son	-1	1	p	0.99931
89.39160000000001	0.0	+	12	noun	phrase	2	7	nomatch	son	-1	1	p	0.99931
89.79150000000001	0.2	rocher	12	noun	phrase	2	8	nomatch	son	-1	1	p	0.99931
89.99140000000003	0.0	+	12	noun	phrase	2	9	nomatch	son	-1	1	p	0.99931
90.3912	0.2	noir	12	noun	phrase	2	10	nomatch	son	-1	1	p	0.99931
90.59110000000001	0.0	+	12	noun	phrase	2	11	nomatch	son	-1	1	p	0.99931
90.99090000000004	0.0	+	12	noun	phrase	2	12	nomatch	son	-1	1	p	0.99931
92.99030000000002	0.0	SON	12	noun	phrase	2	13	nomatch	son	-1	1	p	0.99931
94.05620000000002	0.0	+	12	noun	phrase	2	14	nomatch	son	-1	1	p	0.99931
93.98960000000002	0.0	[response]	12	noun	phrase	2	15	nomatch	son	-1	1	p	0.99931
95.38900000000004	0.0	+	13	noun	phrase	3	1	match	nouveau	4	1	y	0.89985
95.93870000000001	0.2	wdhl	13	noun	phrase	3	2	match	nouveau	4	1	y	0.89985
96.13860000000003	0.0	+	13	noun	phrase	3	3	match	nouveau	4	1	y	0.89985
96.5384	0.2	rflt	13	noun	phrase	3	4	match	nouveau	4	1	y	0.89985
96.73839999999998	0.0	+	13	noun	phrase	3	5	match	nouveau	4	1	y	0.89985
97.13820000000001	0.2	leur	13	noun	phrase	3	6	match	nouveau	4	1	y	0.89985
97.33810000000003	0.0	+	13	noun	phrase	3	7	match	nouveau	4	1	y	0.89985
97.7379	0.2	nouveau	13	noun	phrase	3	8	match	nouveau	4	1	y	0.89985
97.93780000000001	0.0	+	13	noun	phrase	3	9	match	nouveau	4	1	y	0.89985
98.33760000000004	0.2	casier	13	noun	phrase	3	10	match	nouveau	4	1	y	0.89985
98.5377	0.0	+	13	noun	phrase	3	11	match	nouveau	4	1	y	0.89985
98.9374	0.0	+	13	noun	phrase	3	12	match	nouveau	4	1	y	0.89985
100.9365	0.0	NOUVEAU	13	noun	phrase	3	13	match	nouveau	4	1	y	0.89985
101.90270000000001	0.0	+	13	noun	phrase	3	14	match	nouveau	4	1	y	0.89985
101.83630000000008	0.0	[response]	13	noun	phrase	3	15	match	nouveau	4	1	y	0.89985
103.33540000000002	0.0	+	14	verb	phrase	1	1	match	trop	5	1	y	0.7786
103.88520000000003	0.2	czghv	14	verb	phrase	1	2	match	trop	5	1	y	0.7786
