onset	duration	trial_type	taskName	trialType	trialDur	response_time	blockNum	setSize	possCorr	boldRun	condition	numCorr	numErr	numTrial	respMade	runNum	startTRreal	startTime	startTimeReal	timeOfTR
6.0562731	5.0	Instruct	instruct	n/a	5.0	n/a	n/a	n/a	n/a	4	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
11.0562731	2.0	Object2Back	nBackPic	n/a	1.6	0.0	1.0	n/a	0.0	4	n/a	0.0	n/a	1.0	0.0	54.0	12.0	0.0	0.0538971	-0.002313452
13.004446000000002	2.0	Object2Back	nBackPic	n/a	1.6	0.0	1.0	n/a	0.0	4	n/a	0.0	n/a	2.0	0.0	54.0	14.0	2.0	2.00207	1.996913
15.003676	2.0	Object2Back	nBackPic	n/a	1.6	0.396	1.0	n/a	1.0	4	n/a	1.0	n/a	3.0	1.0	54.0	16.0	4.0	4.0013	3.998079
17.004556	2.0	Object2Back	nBackPic	n/a	1.6	0.41102	1.0	n/a	1.0	4	n/a	1.0	n/a	4.0	1.0	54.0	18.0	6.0	6.00218	5.997103
19.003476000000003	2.0	Object2Back	nBackPic	n/a	1.6	0.0	1.0	n/a	0.0	4	n/a	0.0	n/a	5.0	0.0	54.0	20.0	8.0	8.0011	7.996442
21.003676000000002	2.0	Object2Back	nBackPic	n/a	1.6	0.4816	1.0	n/a	1.0	4	n/a	1.0	n/a	6.0	1.0	54.0	22.0	10.0	10.0013	9.99803
23.004376	2.0	Object2Back	nBackPic	n/a	1.6	0.0	1.0	n/a	0.0	4	n/a	0.0	n/a	7.0	0.0	54.0	24.0	12.0	12.002	11.99705
25.004676	2.0	Object2Back	nBackPic	n/a	1.6	0.9542	1.0	n/a	0.0	4	n/a	0.0	n/a	8.0	1.0	54.0	26.0	14.0	14.0023	13.99572
27.004176	2.0	Object2Back	nBackPic	n/a	1.6	0.0	1.0	n/a	0.0	4	n/a	0.0	n/a	9.0	0.0	54.0	28.0	16.0	16.0018	15.99701
29.003176000000003	2.0	Object2Back	nBackPic	n/a	1.6	0.0	1.0	n/a	0.0	4	n/a	0.0	n/a	10.0	0.0	54.0	30.0	18.0	18.0008	17.99565
31.003076	2.0	Object2Back	nBackPic	n/a	1.6	0.0	1.0	n/a	0.0	4	n/a	0.0	n/a	11.0	0.0	54.0	32.0	20.0	20.0007	19.99723
33.003776	2.0	Object2Back	nBackPic	n/a	1.6	0.0	1.0	n/a	0.0	4	n/a	0.0	n/a	12.0	0.0	54.0	34.0	22.0	22.0014	21.9954
35.002976000000004	2.0	Object2Back	nBackPic	n/a	1.6	0.3791	1.0	n/a	1.0	4	n/a	1.0	n/a	13.0	1.0	54.0	36.0	24.0	24.0006	23.99559
37.003476	2.0	Object2Back	nBackPic	n/a	1.6	0.46121	1.0	n/a	1.0	4	n/a	1.0	n/a	14.0	1.0	54.0	38.0	26.0	26.0011	25.99439
39.003776	2.0	Object2Back	nBackPic	n/a	1.6	0.0	1.0	n/a	0.0	4	n/a	0.0	n/a	15.0	0.0	54.0	40.0	28.0	28.0014	27.99595
41.625096759	5.0	Instruct	instruct	n/a	5.0	n/a	n/a	n/a	n/a	4	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
46.625096758999995	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	1.0	0.0	54.0	47.0	0.0	0.000886759	-0.003249973
47.62729	1.0	Go	GoNoGo	2.0	0.8	0.54059	2.0	n/a	1.0	4	n/a	1.0	n/a	2.0	1.0	54.0	48.0	1.0	1.00308	0.9976484
48.62588	1.0	Go	GoNoGo	2.0	0.8	0.5333899999999999	2.0	n/a	1.0	4	n/a	1.0	n/a	3.0	1.0	54.0	49.0	2.0	2.0016700000000003	1.996239
49.62615	1.0	Go	GoNoGo	2.0	0.8	0.4653600000000001	2.0	n/a	1.0	4	n/a	1.0	n/a	4.0	1.0	54.0	50.0	3.0	3.0019400000000003	2.997253
50.62607	1.0	Go	GoNoGo	2.0	0.8	0.4946	2.0	n/a	1.0	4	n/a	1.0	n/a	5.0	1.0	54.0	51.0	4.0	4.00186	3.996698
51.62573	1.0	Go	GoNoGo	2.0	0.8	0.46623	2.0	n/a	1.0	4	n/a	1.0	n/a	6.0	1.0	54.0	52.0	5.0	5.001519999999998	4.997278
52.62425	1.0	NoGo	GoNoGo	1.0	0.8	0.39288	2.0	n/a	0.0	4	n/a	0.0	n/a	7.0	1.0	54.0	53.0	6.0	6.00004	5.998749
53.62556	1.0	NoGo	GoNoGo	1.0	0.8	0.57244	2.0	n/a	0.0	4	n/a	0.0	n/a	8.0	1.0	54.0	54.0	7.0	7.00135	6.996878999999999
54.62621	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	9.0	0.0	54.0	55.0	8.0	8.002	7.997171000000002
55.62432	1.0	Go	GoNoGo	2.0	0.8	0.54475	2.0	n/a	1.0	4	n/a	1.0	n/a	10.0	1.0	54.0	56.0	9.0	9.000110000000003	8.99702
56.62671	1.0	Go	GoNoGo	2.0	0.8	0.5643	2.0	n/a	1.0	4	n/a	1.0	n/a	11.0	1.0	54.0	57.0	10.0	10.0025	9.996756
57.62631	1.0	Go	GoNoGo	2.0	0.8	0.0	2.0	n/a	1.0	4	n/a	0.0	n/a	12.0	0.0	54.0	58.0	11.0	11.0021	10.99632
58.62601	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	13.0	0.0	54.0	59.0	12.0	12.0018	11.9963
59.62481	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	14.0	0.0	54.0	60.0	13.0	13.0006	12.9974
60.62661	1.0	Go	GoNoGo	2.0	0.8	0.68313	2.0	n/a	1.0	4	n/a	1.0	n/a	15.0	1.0	54.0	61.0	14.0	14.0024	13.99755
61.62511	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	16.0	0.0	54.0	62.0	15.0	15.0009	14.9966
62.62521	1.0	Go	GoNoGo	2.0	0.8	0.52585	2.0	n/a	1.0	4	n/a	1.0	n/a	17.0	1.0	54.0	63.0	16.0	16.000999999999998	15.99794
63.62611	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	18.0	0.0	54.0	64.0	17.0	17.0019	16.99685
64.62420999999999	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	19.0	0.0	54.0	65.0	18.0	18.0	17.99765
65.62591	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	20.0	0.0	54.0	66.0	19.0	19.0017	18.99678
66.62581	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	21.0	0.0	54.0	67.0	20.0	20.0016	19.99601
67.62661	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	22.0	0.0	54.0	68.0	21.0	21.0024	20.99738
68.62601	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	23.0	0.0	54.0	69.0	22.0	22.0018	21.99658
69.62621	1.0	Go	GoNoGo	2.0	0.8	0.4940100000000001	2.0	n/a	1.0	4	n/a	1.0	n/a	24.0	1.0	54.0	70.0	23.0	23.002	22.99718
70.62481	1.0	Go	GoNoGo	2.0	0.8	0.50747	2.0	n/a	1.0	4	n/a	1.0	n/a	25.0	1.0	54.0	71.0	24.0	24.0006	23.99711
71.62460999999998	1.0	Go	GoNoGo	2.0	0.8	0.50383	2.0	n/a	1.0	4	n/a	1.0	n/a	26.0	1.0	54.0	72.0	25.0	25.0004	24.99499
72.62501	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	27.0	0.0	54.0	73.0	26.0	26.0008	25.99768
73.62581	1.0	NoGo	GoNoGo	1.0	0.8	0.0	2.0	n/a	0.0	4	n/a	0.0	n/a	28.0	0.0	54.0	74.0	27.0	27.0016	26.99662
74.62431	1.0	Go	GoNoGo	2.0	0.8	0.0	2.0	n/a	1.0	4	n/a	0.0	n/a	29.0	0.0	54.0	75.0	28.0	28.0001	27.996890000000004
75.62671	1.0	Go	GoNoGo	2.0	0.8	0.6721699999999999	2.0	n/a	1.0	4	n/a	1.0	n/a	30.0	1.0	54.0	76.0	29.0	29.0025	28.99682
