onset	duration	modality	hand_ori	finger	touch_side	mov_num	target	run_num	block_num	trial_num_per_run	trial_num_per_block
23.5059	2.8023	2	1	1	2	0	1	1	1	1	1
25.356	2.8023	2	1	1	2	0	1	1	1	2	2
27.9814	2.8023	2	1	2	1	0	1	1	1	3	3
30.6074	2.8023	2	1	2	1	0	1	1	1	4	4
33.2324	2.8023	2	1	1	2	0	2	1	1	5	5
35.8579	2.8023	2	1	2	1	0	1	1	1	6	6
38.4824	2.8023	2	1	1	2	0	1	1	1	7	7
41.1079	2.8023	2	1	2	1	0	1	1	1	8	8
43.7334	2.8023	2	1	2	1	0	2	1	1	9	9
46.3584	2.8023	2	1	2	1	0	1	1	1	10	10
48.9839	2.8023	2	1	2	1	0	1	1	1	11	11
52.4009	2.8023	1	1	2	1	8	1	1	1	12	12
55.7432	2.8023	1	1	2	1	8	1	1	1	13	13
58.3682	2.8023	1	1	1	2	12	1	1	1	14	14
60.9937	2.8023	1	1	1	2	12	1	1	1	15	15
63.6196	2.8023	1	1	2	1	7	1	1	1	16	16
66.2441	2.8023	1	1	2	1	8	1	1	1	17	17
68.8696	2.8023	1	1	2	1	8	1	1	1	18	18
71.4951	2.8023	1	1	1	2	12	1	1	1	19	19
74.1201	2.8023	1	1	1	2	11	1	1	1	20	20
75.9541	2.8023	2	1	1	2	0	1	1	1	21	21
78.5791	2.8023	2	1	1	2	0	1	1	1	22	22
81.2046	2.8023	2	1	1	2	0	1	1	1	23	23
83.8296	2.8023	2	1	1	2	0	2	1	1	24	24
86.4551	2.8023	2	1	2	1	0	1	1	1	25	25
89.0801	2.8023	2	1	1	2	0	1	1	1	26	26
91.7056	2.8023	2	1	2	1	0	1	1	1	27	27
94.3311	2.8023	2	1	1	2	0	1	1	1	28	28
96.9561	2.8023	2	1	2	1	0	2	1	1	29	29
99.5815	2.8023	2	1	1	2	0	1	1	1	30	30
102.207	2.8023	2	1	1	2	0	1	1	1	31	31
105.624	2.8023	1	1	1	2	10	1	1	1	32	32
108.2495	2.8023	1	1	2	1	9	1	1	1	33	33
110.8745	2.8023	1	1	1	2	11	1	1	1	34	34
113.5	2.8023	1	1	1	2	24	2	1	1	35	35
116.1255	2.8023	1	1	2	1	7	1	1	1	36	36
118.7505	2.8023	1	1	2	1	7	1	1	1	37	37
121.3765	2.8023	1	1	2	1	9	1	1	1	38	38
124.0015	2.8023	1	1	1	2	23	2	1	1	39	39
126.6265	2.8023	1	1	1	2	11	1	1	1	40	40
129.252	2.8023	1	1	1	2	10	1	1	1	41	41
131.8774	2.8023	1	1	1	2	10	1	1	1	42	42
143.6621	2.8023	2	2	2	2	0	1	1	2	43	1
145.5122	2.8023	2	2	1	1	0	1	1	2	44	2
148.1372	2.8023	2	2	2	2	0	1	1	2	45	3
150.7627	2.8023	2	2	1	1	0	2	1	2	46	4
153.3882	2.8023	2	2	2	2	0	1	1	2	47	5
156.0132	2.8023	2	2	1	1	0	1	1	2	48	6
158.6387	2.8023	2	2	1	1	0	1	1	2	49	7
161.2642	2.8023	2	2	1	1	0	1	1	2	50	8
163.8892	2.8023	2	2	2	2	0	1	1	2	51	9
166.5146	2.8023	2	2	2	2	0	1	1	2	52	10
169.9316	2.8023	1	2	1	1	5	1	1	2	53	11
172.5571	2.8023	1	2	1	1	5	1	1	2	54	12
175.1826	2.8023	1	2	1	1	6	1	1	2	55	13
177.8076	2.8023	1	2	2	2	1	1	1	2	56	14
180.4331	2.8023	1	2	2	2	2	1	1	2	57	15
183.0586	2.8023	1	2	1	1	5	1	1	2	58	16
185.6836	2.8023	1	2	2	2	2	1	1	2	59	17
188.3091	2.8023	1	2	2	2	3	1	1	2	60	18
190.9346	2.8023	1	2	2	2	2	1	1	2	61	19
192.7676	2.8023	2	2	1	1	0	1	1	2	62	20
195.3931	2.8023	2	2	1	1	0	1	1	2	63	21
198.0186	2.8023	2	2	1	1	0	2	1	2	64	22
200.6436	2.8023	2	2	1	1	0	1	1	2	65	23
203.269	2.8023	2	2	2	2	0	1	1	2	66	24
205.8945	2.8023	2	2	2	2	0	1	1	2	67	25
208.5195	2.8023	2	2	1	1	0	1	1	2	68	26
211.145	2.8023	2	2	1	1	0	1	1	2	69	27
213.7705	2.8023	2	2	2	2	0	1	1	2	70	28
216.3955	2.8023	2	2	1	1	0	1	1	2	71	29
219.813	2.8023	1	2	2	2	1	1	1	2	72	30
223.2383	2.8023	1	2	2	2	2	1	1	2	74	32
225.8638	2.8023	1	2	1	1	5	1	1	2	75	33
228.4888	2.8023	1	2	2	2	3	1	1	2	76	34
231.1143	2.8023	1	2	1	1	4	1	1	2	77	35
234.5396	2.8023	1	2	2	2	2	1	1	2	79	37
237.165	2.8023	1	2	2	2	1	1	1	2	80	38
239.79	2.8023	1	2	1	1	6	1	1	2	81	39
242.4155	2.8023	1	2	2	2	3	1	1	2	82	40
252.9082	2.8023	2	1	2	1	0	1	1	3	83	1
254.7588	2.8023	2	1	2	1	0	1	1	3	84	2
257.3838	2.8023	2	1	1	2	0	1	1	3	85	3
260.0093	2.8023	2	1	1	2	0	1	1	3	86	4
262.6348	2.8023	2	1	1	2	0	1	1	3	87	5
265.2598	2.8023	2	1	2	1	0	1	1	3	88	6
267.8853	2.8023	2	1	2	1	0	1	1	3	89	7
270.5107	2.8023	2	1	2	1	0	1	1	3	90	8
273.1357	2.8023	2	1	1	2	0	1	1	3	91	9
276.5532	2.8023	1	1	2	1	9	1	1	3	92	10
279.1782	2.8023	1	1	1	2	11	1	1	3	93	11
281.8042	2.8023	1	1	1	2	11	1	1	3	94	12
284.4287	2.8023	1	1	2	1	9	1	1	3	95	13
287.0542	2.8023	1	1	2	1	8	1	1	3	96	14
289.6797	2.8023	1	1	2	1	9	1	1	3	97	15
292.3047	2.8023	1	1	1	2	10	1	1	3	98	16
294.9302	2.8023	1	1	1	2	12	1	1	3	99	17
297.5557	2.8023	1	1	2	1	7	1	1	3	100	18
300.1807	2.8023	1	1	2	1	21	2	1	3	101	19
302.0142	2.8023	2	1	2	1	0	1	1	3	102	20
304.6396	2.8023	2	1	2	1	0	1	1	3	103	21
307.2651	2.8023	2	1	1	2	0	1	1	3	104	22
309.8901	2.8023	2	1	1	2	0	2	1	3	105	23
312.5156	2.8023	2	1	1	2	0	1	1	3	106	24
315.1411	2.8023	2	1	2	1	0	1	1	3	107	25
317.7661	2.8023	2	1	1	2	0	1	1	3	108	26
320.3916	2.8023	2	1	2	1	0	1	1	3	109	27
323.0166	2.8023	2	1	2	1	0	2	1	3	110	28
325.6421	2.8023	2	1	1	2	0	1	1	3	111	29
328.2676	2.8023	2	1	2	1	0	1	1	3	112	30
331.6846	2.8023	1	1	1	2	10	1	1	3	113	31
334.3101	2.8023	1	1	1	2	12	1	1	3	114	32
336.9351	2.8023	1	1	1	2	11	1	1	3	115	33
339.5605	2.8023	1	1	2	1	7	1	1	3	116	34
342.186	2.8023	1	1	2	1	7	1	1	3	117	35
344.8115	2.8023	1	1	1	2	12	1	1	3	118	36
347.4365	2.8023	1	1	2	1	9	1	1	3	119	37
350.062	2.8023	1	1	2	1	20	2	1	3	120	38
352.6875	2.8023	1	1	1	2	10	1	1	3	121	39
355.3125	2.8023	1	1	2	1	8	1	1	3	122	40
364.2051	2.8023	2	2	1	1	0	1	1	4	123	1
366.0552	2.8023	2	2	1	1	0	1	1	4	124	2
368.6807	2.8023	2	2	2	2	0	1	1	4	125	3
371.3062	2.8023	2	2	1	1	0	1	1	4	126	4
373.9312	2.8023	2	2	1	1	0	1	1	4	127	5
376.5566	2.8023	2	2	2	2	0	2	1	4	128	6
379.1821	2.8023	2	2	2	2	0	1	1	4	129	7
381.8071	2.8023	2	2	2	2	0	1	1	4	130	8
384.4326	2.8023	2	2	1	1	0	1	1	4	131	9
387.0581	2.8023	2	2	1	1	0	1	1	4	132	10
390.4751	2.8023	1	2	2	2	1	1	1	4	133	11
393.9004	2.8023	1	2	2	2	1	1	1	4	135	13
396.5259	2.8023	1	2	2	2	3	1	1	4	136	14
399.1509	2.8023	1	2	1	1	4	1	1	4	137	15
401.7764	2.8023	1	2	2	2	3	1	1	4	138	16
404.4019	2.8023	1	2	2	2	1	1	1	4	139	17
