onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	1.04	12	2	1
6	2.5	0	3	0.98	12	2	2
11	2.5	0	3	0.72	3	1	1
16	2.5	1	0	1.2	3	1	2
21	2.5	0	3	0.77	6	1	1
26	2.5	0	3	0.79	6	1	2
31	2.5	0	3	1	11	2	1
36.002	2.5	0	3	0.86	11	2	2
41	2.5	0	3	0.89	7	2	1
46	2.5	0	3	0.83	7	2	2
51.001	2.5	0	3	0.79	1	1	1
56	2.5	0	3	0.77	1	1	2
61	2.5	0	3	1.62	8	2	1
66	2.5	0	3	0.8	8	2	2
81	2.5	0	3	0.98	10	2	1
86	2.5	0	3	0.93	10	2	2
91.002	2.5	0	3	1.22	5	1	1
96	2.5	1	0	1.86	5	1	2
101	2.5	0	3	0.9	11	2	1
106	2.5	0	3	0.8	11	2	2
111	2.5	0	3	0.74	3	1	1
116	2.5	0	3	0.73	3	1	2
131	2.5	0	3	0.97	10	2	1
136	2.5	0	3	0.96	10	2	2
141	2.5	0	3	1.42	10	2	1
146	2.5	0	3	1.23	10	2	2
151	2.5	0	3	0.85	6	1	1
156	2.5	0	3	0.75	6	1	2
171	2.5	0	3	0.72	4	1	1
176	2.5	0	3	0.67	4	1	2
181	2.5	0	3	0.66	4	1	1
186	2.5	1	0	1.56	4	1	2
191	2.5	0	3	1.17	7	2	1
196	2.5	0	3	0.91	7	2	2
201	2.5	0	3	1.18	11	2	1
206	2.5	0	3	0.91	11	2	2
211	2.5	0	3	1.12	12	2	1
216	2.5	1	0	0.92	12	2	2
221	2.5	0	3	0.78	2	1	1
226	2.5	0	3	0.77	2	1	2
231	2.5	0	3	1.14	7	2	1
236	2.5	0	3	0.89	7	2	2
241	2.5	0	3	1.27	9	2	1
246.002	2.5	1	0	1.88	9	2	2
251	2.5	0	3	0.82	1	1	1
256	2.5	0	3	0.76	1	1	2
261	2.5	0	3	0.74	4	1	1
266	2.5	0	3	0.74	4	1	2
271	2.5	0	3	1.04	12	2	1
276	2.5	0	3	1.43	12	2	2
281	2.5	0	3	0.75	2	1	1
286	2.5	0	3	0.78	2	1	2
291	2.5	0	3	1	8	2	1
296	2.5	0	3	0.81	8	2	2
301	2.5	1	0	1.37	9	2	1
306	2.5	0	3	0.99	9	2	2
321	2.5	0	3	0.69	5	1	1
326	2.5	0	3	1.27	5	1	2
341	2.5	0	3	0.82	1	1	1
346	2.5	0	3	0.84	1	1	2
351	2.5	1	0	2.15	2	1	1
356	2.5	0	3	0.76	2	1	2
361	2.5	1	0	1.43	3	1	1
366	2.5	0	3	0.74	3	1	2
371	2.5	0	3	1.61	9	2	1
376	2.5	0	3	1.08	9	2	2
381	2.5	0	3	1.13	5	1	1
386	2.5	0	3	1.46	5	1	2
391	2.5	0	3	0.78	6	1	1
396	2.5	0	3	0.83	6	1	2
401	2.5	1	0	0	8	2	1
406.001	2.5	0	3	1.08	8	2	2
