onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	0.84	5	1	1
6.001	2.5	0	3	0.8	5	1	2
21.001	2.5	0	3	0.7	5	1	1
26.001	2.5	0	3	0.69	5	1	2
31.001	2.5	0	3	0.71	3	1	1
36.001	2.5	0	3	0.73	3	1	2
41.001	2.5	0	3	0.9	11	2	1
46.001	2.5	0	3	0.79	11	2	2
51.001	2.5	0	3	1.02	8	2	1
56.001	2.5	0	3	0.87	8	2	2
61.001	2.5	0	3	0.75	1	1	1
66.001	2.5	0	3	0.77	1	1	2
71.001	2.5	0	3	0.69	2	1	1
76.001	2.5	1	0	1.51	2	1	2
81.001	2.5	1	0	1.37	1	1	1
86.001	2.5	0	3	0.79	1	1	2
91.001	2.5	0	3	0.74	5	1	1
96.001	2.5	0	3	0.7	5	1	2
101.002	2.5	0	3	0.71	3	1	1
106.001	2.5	0	3	0.7	3	1	2
111.001	2.5	0	3	0.65	4	1	1
116.001	2.5	1	0	1.69	4	1	2
131.001	2.5	0	3	1.02	10	2	1
136.001	2.5	0	3	0.93	10	2	2
151.001	2.5	0	3	0.94	7	2	1
156.001	2.5	0	3	0.88	7	2	2
161.001	2.5	0	3	0.7	6	1	1
166.001	2.5	1	0	1.6	6	1	2
171.001	2.5	1	0	1.2	1	1	1
176.001	2.5	0	3	1.17	1	1	2
181.001	2.5	0	3	0.77	4	1	1
186.001	2.5	0	3	0.64	4	1	2
191.001	2.5	1	0	1.71	6	1	1
196.001	2.5	0	3	0.74	6	1	2
201.001	2.5	0	3	0.77	2	1	1
206.001	2.5	0	3	0.79	2	1	2
211.001	2.5	1	0	0	9	2	1
216.001	2.5	0	3	1.81	9	2	2
221	2.5	0	3	0.85	4	1	1
226.001	2.5	1	0	1.84	4	1	2
231	2.5	0	3	1.85	10	2	1
236.001	2.5	0	3	0.93	10	2	2
251.001	2.5	0	3	1.01	10	2	1
256.002	2.5	0	3	1.04	10	2	2
261.001	2.5	0	3	0.96	8	2	1
266.001	2.5	0	3	0.86	8	2	2
271.002	2.5	0	3	0.87	7	2	1
276.001	2.5	0	3	0.8	7	2	2
281.001	2.5	0	3	0.71	3	1	1
286.001	2.5	0	3	0.73	3	1	2
291.002	2.5	0	3	1.18	12	2	1
296.002	2.5	0	3	1.5	12	2	2
301.001	2.5	0	3	0.95	11	2	1
306.001	2.5	0	3	1.06	11	2	2
321	2.5	0	3	1.24	12	2	1
326.001	2.5	0	3	1.01	12	2	2
331.001	2.5	0	3	0.77	2	1	1
336.001	2.5	0	3	0.66	2	1	2
341.002	2.5	0	3	1.06	11	2	1
346	2.5	0	3	0.99	11	2	2
351.001	2.5	0	3	0.89	7	2	1
356.001	2.5	0	3	0.79	7	2	2
361.001	2.5	0	3	1.23	12	2	1
366.001	2.5	0	3	0.89	12	2	2
371.001	2.5	1	0	1.61	6	1	1
376.001	2.5	0	3	0.78	6	1	2
381.001	2.5	0	3	1.23	9	2	1
386.001	2.5	1	0	1.76	9	2	2
391.001	2.5	1	0	1.23	8	2	1
396.002	2.5	0	3	0.98	8	2	2
401.001	2.5	0	3	1.38	9	2	1
406.001	2.5	0	3	1.07	9	2	2
