onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	0.93	12	2	1
6	2.5	0	3	0.9	12	2	2
11	2.5	0	3	0.78	1	1	1
16	2.5	1	0	1.06	1	1	2
21	2.5	0	3	0.7	2	1	1
26.001	2.5	0	3	0.68	2	1	2
31.001	2.5	0	3	0.75	1	1	1
36.001	2.5	0	3	0.71	1	1	2
51.001	2.5	0	3	1.01	7	2	1
56.001	2.5	0	3	0.79	7	2	2
61.001	2.5	1	0	1.54	4	1	1
66	2.5	0	3	0.68	4	1	2
71	2.5	0	3	0.71	3	1	1
76	2.5	0	3	0.69	3	1	2
81	2.5	0	3	0.91	8	2	1
86	2.5	1	0	0.85	8	2	2
91	2.5	0	3	1.18	10	2	1
96.002	2.5	0	3	1.04	10	2	2
111	2.5	0	3	0.92	10	2	1
116	2.5	0	3	0.85	10	2	2
121	2.5	0	3	0.66	2	1	1
126	2.5	0	3	0.77	2	1	2
131	2.5	0	3	0.76	6	1	1
136	2.5	0	3	0.69	6	1	2
141.001	2.5	0	3	0.64	5	1	1
146	2.5	0	3	0.63	5	1	2
151.001	2.5	1	0	1.37	4	1	1
156.002	2.5	0	3	0.74	4	1	2
161.001	2.5	0	3	0.86	7	2	1
166.001	2.5	0	3	0.78	7	2	2
171.002	2.5	0	3	0.73	3	1	1
176	2.5	0	3	0.67	3	1	2
181	2.5	0	3	0.99	11	2	1
186.001	2.5	1	0	0.86	11	2	2
191.001	2.5	0	3	0.69	5	1	1
196.001	2.5	0	3	0.62	5	1	2
201	2.5	1	0	2.06	6	1	1
206.002	2.5	1	0	1.93	6	1	2
211.001	2.5	0	3	1.05	10	2	1
216	2.5	0	3	0.97	10	2	2
221.001	2.5	0	3	0.79	3	1	1
226.001	2.5	0	3	0.71	3	1	2
231.002	2.5	0	3	1.26	9	2	1
236.001	2.5	0	3	1.31	9	2	2
241.002	2.5	0	3	0.82	2	1	1
246.001	2.5	1	0	1.75	2	1	2
251.001	2.5	1	0	1.89	12	2	1
256.001	2.5	0	3	1.02	12	2	2
261.002	2.5	0	3	0.88	7	2	1
266	2.5	0	3	0.85	7	2	2
271	2.5	0	3	1.16	9	2	1
276	2.5	0	3	1	9	2	2
281.001	2.5	1	0	2.24	1	1	1
286	2.5	0	3	0.71	1	1	2
291.001	2.5	0	3	0.79	4	1	1
296	2.5	0	3	0.69	4	1	2
301.001	2.5	0	3	1.08	9	2	1
306.001	2.5	0	3	1.09	9	2	2
321	2.5	1	0	2.16	8	2	1
326.001	2.5	0	3	1.01	8	2	2
331	2.5	0	3	1.04	11	2	1
336.001	2.5	0	3	1.62	11	2	2
341.002	2.5	0	3	0.74	5	1	1
346	2.5	0	3	0.69	5	1	2
351	2.5	0	3	0.95	8	2	1
356.002	2.5	1	0	1.76	8	2	2
361	2.5	0	3	1.03	12	2	1
366.001	2.5	0	3	0.91	12	2	2
381.001	2.5	0	3	1.16	11	2	1
386.001	2.5	0	3	0.89	11	2	2
401	2.5	0	3	0.77	6	1	1
406.001	2.5	1	0	2.16	6	1	2
