onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	1.05	12	2	1
6.001	2.5	0	3	1.07	12	2	2
11.002	2.5	1	0	1.25	3	1	1
16.001	2.5	0	3	0.82	3	1	2
31.001	2.5	0	3	1.06	7	2	1
36.001	2.5	0	3	0.93	7	2	2
41.001	2.5	0	3	1.9	9	2	1
46.001	2.5	0	3	1.28	9	2	2
61.001	2.5	0	3	1.19	3	1	1
66.001	2.5	0	3	0.7	3	1	2
71.002	2.5	0	3	0.79	6	1	1
76	2.5	0	3	0.79	6	1	2
81.001	2.5	0	3	1.33	8	2	1
86	2.5	0	3	0.93	8	2	2
91.001	2.5	0	3	0.75	3	1	1
96.001	2.5	0	3	0.73	3	1	2
101.001	2.5	0	3	0.7	4	1	1
106.001	2.5	0	3	0.69	4	1	2
111.001	2.5	0	3	0.73	6	1	1
116.001	2.5	0	3	0.77	6	1	2
121.002	2.5	0	3	1.3	9	2	1
126.001	2.5	1	0	1.72	9	2	2
131	2.5	0	3	0.68	5	1	1
136.002	2.5	1	0	0.81	5	1	2
141.001	2.5	1	0	2.15	2	1	1
146.002	2.5	0	3	0.87	2	1	2
151.001	2.5	0	3	0.84	6	1	1
156.002	2.5	0	3	0.81	6	1	2
161.001	2.5	0	3	0.83	4	1	1
166.001	2.5	0	3	0.7	4	1	2
181.001	2.5	0	3	1.08	8	2	1
186.001	2.5	0	3	0.91	8	2	2
191	2.5	0	3	0.92	8	2	1
196.001	2.5	0	3	0.92	8	2	2
201	2.5	0	3	0.7	4	1	1
206.002	2.5	0	3	0.68	4	1	2
211.002	2.5	0	3	1.32	11	2	1
216.001	2.5	1	0	1.43	11	2	2
221.001	2.5	1	0	0	9	2	1
226.001	2.5	0	3	1.01	9	2	2
241.001	2.5	0	3	0.84	1	1	1
246	2.5	1	0	2.54	1	1	2
251.001	2.5	0	3	0.99	2	1	1
256.002	2.5	0	3	1.33	2	1	2
261.001	2.5	0	3	1.09	10	2	1
266.001	2.5	0	3	1.52	10	2	2
271.001	2.5	0	3	1.93	11	2	1
276.001	2.5	0	3	1.03	11	2	2
281.001	2.5	0	3	0.92	1	1	1
286.002	2.5	0	3	0.82	1	1	2
291.001	2.5	0	3	1.09	10	2	1
296.001	2.5	0	3	1.1	10	2	2
301.001	2.5	0	3	1.42	11	2	1
306.001	2.5	0	3	1.26	11	2	2
311.001	2.5	1	0	1.88	1	1	1
316.001	2.5	0	3	0.86	1	1	2
331.001	2.5	0	3	0.83	5	1	1
336.001	2.5	0	3	0.73	5	1	2
341.001	2.5	0	3	1.05	12	2	1
346.001	2.5	0	3	1.08	12	2	2
351.001	2.5	0	3	0.96	7	2	1
356.002	2.5	0	3	0.97	7	2	2
361.001	2.5	0	3	1.35	10	2	1
366.001	2.5	0	3	0.94	10	2	2
371.001	2.5	0	3	0.97	12	2	1
376.001	2.5	0	3	1.02	12	2	2
381.001	2.5	0	3	0.97	7	2	1
386.002	2.5	0	3	0.87	7	2	2
391.001	2.5	0	3	0.84	2	1	1
396.001	2.5	0	3	0.77	2	1	2
401.001	2.5	0	3	0.86	5	1	1
406.001	2.5	0	3	0.65	5	1	2
