onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	1	0	1.29	3	1	1
6	2.5	0	3	0.78	3	1	2
21	2.5	0	3	1.28	8	2	1
26	2.5	0	3	0.96	8	2	2
31	2.5	0	3	0.68	5	1	1
36	2.5	0	3	0.85	5	1	2
41	2.5	0	3	0.77	5	1	1
46	2.5	1	0	3.02	5	1	2
51	2.5	0	3	0.78	6	1	1
56	2.5	0	3	0.78	6	1	2
61	2.5	0	3	1.42	11	2	1
66	2.5	0	3	1.14	11	2	2
71	2.5	0	3	0.96	12	2	1
76	2.5	0	3	0.99	12	2	2
81	2.5	0	3	0.96	8	2	1
86	2.5	0	3	0.83	8	2	2
91	2.5	0	3	0.95	12	2	1
96	2.5	0	3	0.88	12	2	2
101	2.5	0	3	0.75	3	1	1
106	2.5	0	3	0.71	3	1	2
111.002	2.5	0	3	0.68	4	1	1
116	2.5	0	3	0.7	4	1	2
131	2.5	0	3	0.93	12	2	1
136	2.5	0	3	0.88	12	2	2
141	2.5	1	0	1.86	9	2	1
146	2.5	1	0	1.8	9	2	2
151	2.5	0	3	0.73	2	1	1
156	2.5	0	3	0.72	2	1	2
161	2.5	1	0	1.72	6	1	1
166	2.5	0	3	0.79	6	1	2
171	2.5	0	3	1	7	2	1
176	2.5	0	3	1.17	7	2	2
181	2.5	0	3	0.77	2	1	1
186	2.5	0	3	0.86	2	1	2
191.002	2.5	0	3	1.14	11	2	1
196	2.5	0	3	1.51	11	2	2
201	2.5	1	0	2.31	4	1	1
206	2.5	0	3	0.7	4	1	2
221	2.5	1	0	1.84	9	2	1
226	2.5	0	3	1.19	9	2	2
231	2.5	0	3	1.44	10	2	1
236	2.5	0	3	1.2	10	2	2
241	2.5	0	3	0.81	1	1	1
246	2.5	0	3	0.73	1	1	2
251	2.5	0	3	0.75	3	1	1
256	2.5	0	3	0.76	3	1	2
261	2.5	0	3	0.91	8	2	1
266	2.5	0	3	1.21	8	2	2
271	2.5	0	3	0.87	7	2	1
276	2.5	0	3	0.95	7	2	2
281	2.5	0	3	1.07	9	2	1
286	2.5	1	0	0.86	9	2	2
291.001	2.5	0	3	0.98	11	2	1
296	2.5	0	3	0.86	11	2	2
301.002	2.5	0	3	1.05	10	2	1
306	2.5	0	3	0.91	10	2	2
311	2.5	1	0	1.19	5	1	1
316	2.5	0	3	1.26	5	1	2
331	2.5	0	3	0.78	1	1	1
336	2.5	0	3	0.74	1	1	2
341	2.5	0	3	0.78	6	1	1
346	2.5	0	3	0.75	6	1	2
351	2.5	0	3	0.85	1	1	1
356.001	2.5	0	3	0.74	1	1	2
361.002	2.5	0	3	0.69	4	1	1
366	2.5	0	3	0.73	4	1	2
381	2.5	0	3	1.44	10	2	1
386	2.5	0	3	0.98	10	2	2
391	2.5	0	3	1.14	7	2	1
396	2.5	1	0	0	7	2	2
401.001	2.5	0	3	0.72	2	1	1
406	2.5	0	3	0.75	2	1	2
