onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	193	3	n/a	462.0	3.0	n/a	cupcake/cupcake_03s.jpg
7.5	0.5	exp	343	3	n/a	869.0	3.0	n/a	kettle/kettle_03n.jpg
12.0	0.5	exp	45	3	n/a	112.0	3.0	n/a	bee/bee_03s.jpg
16.5	0.5	exp	83	3	n/a	196.0	3.0	n/a	breadbox/breadbox_03s.jpg
21.0	0.5	exp	134	3	n/a	313.0	3.0	n/a	cheese/cheese_03s.jpg
25.5	0.5	exp	176	3	n/a	427.0	3.0	n/a	cow/cow_03s.jpg
30.0	0.5	exp	116	3	n/a	263.0	3.0	n/a	canoe/canoe_03s.jpg
34.5	0.5	exp	170	3	n/a	410.0	3.0	n/a	cork/cork_03s.jpg
39.0	0.5	exp	40	3	n/a	102.0	3.0	n/a	beaker/beaker_03s.jpg
43.5	0.5	exp	673	3	n/a	1739.0	3.0	n/a	tuxedo/tuxedo_03s.jpg
48.0	0.5	exp	218	3	n/a	520.0	3.0	n/a	dresser/dresser_03n.jpg
52.5	0.5	catch	721	98	n/a	n/a	n/a	0.908	catch098.jpg
57.0	0.5	exp	638	3	n/a	1648.0	3.0	n/a	thermos/thermos_03s.jpg
61.5	0.5	exp	141	3	n/a	328.0	3.0	n/a	chili/chili_03s.jpg
66.0	0.5	exp	174	3	n/a	423.0	3.0	n/a	couch/couch_03s.jpg
70.5	0.5	exp	396	3	n/a	995.0	3.0	n/a	melon/melon_03s.jpg
75.0	0.5	exp	460	3	n/a	1159.0	3.0	n/a	petal/petal_03s.jpg
79.5	0.5	catch	721	75	n/a	n/a	n/a	1.334	catch075.jpg
84.0	0.5	exp	275	3	n/a	684.0	3.0	n/a	goalpost/goalpost_03s.jpg
88.5	0.5	test	622	13	88.0	1607.0	13.0	n/a	t-shirt/t-shirt_13s.jpg
93.0	0.5	catch	721	81	n/a	n/a	n/a	0.949	catch081.jpg
97.5	0.5	exp	715	3	n/a	1837.0	3.0	n/a	worm/worm_03s.jpg
102.0	0.5	test	675	13	92.0	1742.0	13.0	n/a	typewriter/typewriter_13s.jpg
106.5	0.5	exp	420	3	n/a	1055.0	3.0	n/a	necklace/necklace_03s.jpg
111.0	0.5	exp	692	3	n/a	1779.0	3.0	n/a	walnut/walnut_03n.jpg
115.5	0.5	test	566	13	82.0	1447.0	13.0	n/a	sim/sim_card_13s.jpg
120.0	0.5	exp	26	3	n/a	56.0	3.0	n/a	bagel/bagel_03s.jpg
124.5	0.5	exp	60	3	n/a	138.0	3.0	n/a	blazer/blazer_03s.jpg
129.0	0.5	exp	681	3	n/a	1752.0	3.0	n/a	valve/valve_03s.jpg
133.5	0.5	exp	122	3	n/a	282.0	3.0	n/a	cashew/cashew_03s.jpg
138.0	0.5	exp	421	3	n/a	1056.0	3.0	n/a	needle/needle_03s.jpg
142.5	0.5	exp	398	3	n/a	1000.0	3.0	n/a	microscope/microscope_03s.jpg
147.0	0.5	test	677	13	93.0	1744.0	13.0	n/a	umbrella/umbrella_13s.jpg
151.5	0.5	exp	61	3	n/a	139.0	3.0	n/a	blender/blender_03s.jpg
156.0	0.5	exp	30	3	n/a	64.0	3.0	n/a	banana/banana_03s.jpg
160.5	0.5	exp	584	3	n/a	1501.0	3.0	n/a	soy_sauce/soy_sauce_03s.jpg
165.0	0.5	test	505	13	78.0	1266.0	13.0	n/a	rabbit/rabbit_13n.jpg
169.5	0.5	exp	85	3	n/a	202.0	3.0	n/a	broccoli/broccoli_03s.jpg
174.0	0.5	exp	236	3	n/a	569.0	3.0	n/a	eyepiece/eyepiece_03s.jpg
178.5	0.5	exp	410	3	n/a	1024.0	3.0	n/a	moth/moth_03n.jpg
183.0	0.5	catch	721	23	n/a	n/a	n/a	0.968	catch023.jpg
187.5	0.5	exp	567	3	n/a	1448.0	3.0	n/a	sink/sink_03s.jpg
192.0	0.5	exp	27	3	n/a	60.0	3.0	n/a	ball/ball_03s.jpg
196.5	0.5	exp	351	3	n/a	888.0	3.0	n/a	ladle/ladle_03s.jpg
201.0	0.5	exp	214	3	n/a	515.0	3.0	n/a	dragonfly/dragonfly_03s.jpg
205.5	0.5	exp	658	3	n/a	1693.0	3.0	n/a	towel/towel_03s.jpg
210.0	0.5	exp	297	3	n/a	735.0	3.0	n/a	hairbrush/hairbrush_03s.jpg
214.5	0.5	exp	700	3	n/a	1798.0	3.0	n/a	weasel/weasel_03n.jpg
219.0	0.5	exp	353	3	n/a	894.0	3.0	n/a	lampshade/lampshade_03s.jpg
223.5	0.5	exp	296	3	n/a	728.0	3.0	n/a	gun/gun_03s.jpg
228.0	0.5	exp	470	3	n/a	1185.0	3.0	n/a	ping-pong_table/ping-pong_table_03s.jpg
232.5	0.5	exp	16	3	n/a	31.0	3.0	n/a	apple/apple_03s.jpg
237.0	0.5	test	588	13	83.0	1510.0	16.0	n/a	speaker/speaker_16s.jpg
241.5	0.5	exp	425	3	n/a	1064.0	3.0	n/a	nose/nose_03s.jpg
246.0	0.5	exp	165	3	n/a	396.0	3.0	n/a	computer_screen/computer_screen_03s.jpg
250.5	0.5	catch	721	96	n/a	n/a	n/a	n/a	catch096.jpg
255.0	0.5	exp	336	3	n/a	847.0	3.0	n/a	jersey/jersey_03s.jpg
259.5	0.5	exp	169	3	n/a	406.0	3.0	n/a	copier/copier_03s.jpg
264.0	0.5	exp	390	3	n/a	981.0	3.0	n/a	mask/mask_03s.jpg
268.5	0.5	exp	416	3	n/a	1041.0	3.0	n/a	mushroom/mushroom_03n.jpg
273.0	0.5	exp	602	3	n/a	1546.0	3.0	n/a	steamroller/steamroller_03n.jpg
277.5	0.5	exp	381	3	n/a	964.0	3.0	n/a	man/man_03s.jpg
282.0	0.5	catch	721	35	n/a	n/a	n/a	0.97	catch035.jpg
286.5	0.5	test	325	13	54.0	811.0	16.0	n/a	hula/hula_hoop_16s.jpg
291.0	0.5	exp	647	3	n/a	1667.0	3.0	n/a	toaster/toaster_03s.jpg
295.5	0.5	exp	114	3	n/a	259.0	3.0	n/a	cane/cane_03s.jpg
300.0	0.5	exp	696	3	n/a	1783.0	3.0	n/a	washboard/washboard_03s.jpg
304.5	0.5	exp	677	3	n/a	1744.0	3.0	n/a	umbrella/umbrella_03s.jpg
309.0	0.5	catch	721	86	n/a	n/a	n/a	n/a	catch086.jpg
313.5	0.5	exp	592	3	n/a	1521.0	3.0	n/a	spout/spout_03s.jpg
318.0	0.5	exp	88	3	n/a	206.0	3.0	n/a	brush/brush_03s.jpg
322.5	0.5	exp	137	3	n/a	318.0	3.0	n/a	chess_piece/chess_piece_03s.jpg
327.0	0.5	catch	721	58	n/a	n/a	n/a	0.903	catch058.jpg
331.5	0.5	exp	512	3	n/a	1285.0	3.0	n/a	raspberry/raspberry_03n.jpg
336.0	0.5	exp	440	3	n/a	1104.0	3.0	n/a	pan/pan_03s.jpg
340.5	0.5	exp	452	3	n/a	1132.0	3.0	n/a	peanut/peanut_03s.jpg
345.0	0.5	catch	721	91	n/a	n/a	n/a	1.367	catch091.jpg
349.5	0.5	exp	697	3	n/a	1786.0	3.0	n/a	wasp/wasp_03s.jpg
354.0	0.5	exp	509	3	n/a	1275.0	3.0	n/a	radish/radish_03n.jpg
358.5	0.5	test	609	13	87.0	1572.0	13.0	n/a	streetlight/streetlight_13s.jpg
363.0	0.5	exp	675	3	n/a	1742.0	3.0	n/a	typewriter/typewriter_03s.jpg
367.5	0.5	test	600	13	86.0	1542.0	15.0	n/a	starfish/starfish_15n.jpg
372.0	0.5	exp	316	3	n/a	782.0	3.0	n/a	hippopotamus/hippopotamus_03s.jpg
376.5	0.5	exp	719	3	n/a	1852.0	3.0	n/a	zebra/zebra_03s.jpg
381.0	0.5	exp	194	3	n/a	466.0	3.0	n/a	curtain/curtain_03s.jpg
385.5	0.5	catch	721	2	n/a	n/a	n/a	1.096	catch002.jpg
390.0	0.5	exp	269	3	n/a	669.0	3.0	n/a	gearshift/gearshift_03n.jpg
394.5	0.5	test	680	13	95.0	1749.0	13.0	n/a	urinal/urinal_13s.jpg
399.0	0.5	exp	253	3	n/a	620.0	3.0	n/a	flower/flower_03s.jpg
403.5	0.5	exp	263	3	n/a	655.0	3.0	n/a	game/game_03s.jpg
408.0	0.5	exp	4	3	n/a	11.0	3.0	n/a	airplane/airplane_03n.jpg
412.5	0.5	exp	327	3	n/a	825.0	3.0	n/a	icicle/icicle_03s.jpg
