onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	515	3	n/a	1291.0	3.0	n/a	razor/razor_03s.jpg
7.5	0.5	exp	612	3	n/a	1581.0	3.0	n/a	suit/suit_03s.jpg
12.0	0.5	exp	379	3	n/a	959.0	3.0	n/a	magnifying_glass/magnifying_glass_03s.jpg
16.5	0.5	catch	721	45	n/a	n/a	n/a	1.124	catch045.jpg
21.0	0.5	exp	62	3	n/a	140.0	3.0	n/a	blimp/blimp_03n.jpg
25.5	0.5	exp	377	3	n/a	946.0	3.0	n/a	lollipop/lollipop_03s.jpg
30.0	0.5	exp	227	3	n/a	548.0	3.0	n/a	egg_roll/egg_roll_03n.jpg
34.5	0.5	exp	190	3	n/a	458.0	3.0	n/a	cucumber/cucumber_03s.jpg
39.0	0.5	exp	204	3	n/a	492.0	3.0	n/a	dishwasher/dishwasher_03s.jpg
43.5	0.5	exp	15	3	n/a	29.0	3.0	n/a	anvil/anvil_03s.jpg
48.0	0.5	test	705	13	99.0	1810.0	14.0	n/a	whip/whip_14s.jpg
52.5	0.5	exp	503	3	n/a	1257.0	3.0	n/a	punching_bag/punching_bag_03s.jpg
57.0	0.5	exp	636	3	n/a	1644.0	3.0	n/a	tent/tent_03s.jpg
61.5	0.5	exp	282	3	n/a	702.0	3.0	n/a	granola/granola_03s.jpg
66.0	0.5	exp	577	3	n/a	1482.0	3.0	n/a	snowboard/snowboard_03s.jpg
70.5	0.5	exp	166	3	n/a	397.0	3.0	n/a	confetti/confetti_03s.jpg
75.0	0.5	exp	674	3	n/a	1740.0	3.0	n/a	tweezers/tweezers_03s.jpg
79.5	0.5	catch	721	18	n/a	n/a	n/a	0.888	catch018.jpg
84.0	0.5	exp	69	3	n/a	156.0	3.0	n/a	bobsled/bobsled_03s.jpg
88.5	0.5	exp	591	3	n/a	1520.0	3.0	n/a	spoon/spoon_03s.jpg
93.0	0.5	test	504	13	77.0	1264.0	15.0	n/a	quill/quill_15s.jpg
97.5	0.5	exp	535	3	n/a	1344.0	3.0	n/a	saddle/saddle_03s.jpg
102.0	0.5	exp	1	3	n/a	4.0	3.0	n/a	acorn/acorn_03s.jpg
106.5	0.5	exp	101	3	n/a	233.0	3.0	n/a	cabbage/cabbage_03s.jpg
111.0	0.5	exp	444	3	n/a	1112.0	3.0	n/a	papaya/papaya_03s.jpg
115.5	0.5	exp	195	3	n/a	469.0	3.0	n/a	cymbal/cymbal_03s.jpg
120.0	0.5	exp	132	3	n/a	304.0	3.0	n/a	chalkboard/chalkboard_03s.jpg
124.5	0.5	exp	387	3	n/a	975.0	3.0	n/a	marijuana/marijuana_03s.jpg
129.0	0.5	exp	559	3	n/a	1433.0	3.0	n/a	shovel/shovel_03n.jpg
133.5	0.5	test	43	13	9.0	108.0	13.0	n/a	beaver/beaver_13n.jpg
138.0	0.5	exp	709	3	n/a	1824.0	3.0	n/a	wine/wine_03s.jpg
142.5	0.5	exp	659	3	n/a	1694.0	3.0	n/a	towel_rack/towel_rack_03s.jpg
147.0	0.5	test	312	13	49.0	776.0	25.0	n/a	helicopter/helicopter_25s.jpg
151.5	0.5	exp	689	3	n/a	1776.0	3.0	n/a	wall/wall_03s.jpg
156.0	0.5	exp	322	3	n/a	807.0	3.0	n/a	hotplate/hotplate_03s.jpg
160.5	0.5	catch	721	68	n/a	n/a	n/a	0.859	catch068.jpg
165.0	0.5	exp	34	3	n/a	76.0	3.0	n/a	barnacle/barnacle_03s.jpg
169.5	0.5	exp	5	3	n/a	13.0	3.0	n/a	alligator/alligator_03n.jpg
174.0	0.5	catch	721	21	n/a	n/a	n/a	0.982	catch021.jpg
178.5	0.5	exp	517	3	n/a	1296.0	3.0	n/a	record/record_03s.jpg
183.0	0.5	test	63	13	14.0	141.0	19.0	n/a	blind/blind_19s.jpg
187.5	0.5	exp	117	3	n/a	265.0	3.0	n/a	canvas/canvas_03s.jpg
192.0	0.5	catch	721	64	n/a	n/a	n/a	1.036	catch064.jpg
196.5	0.5	exp	12	3	n/a	26.0	3.0	n/a	anteater/anteater_03s.jpg
201.0	0.5	exp	474	3	n/a	1197.0	3.0	n/a	plastic_film/plastic_film_03s.jpg
205.5	0.5	exp	91	3	n/a	214.0	3.0	n/a	buggy/buggy_03s.jpg
210.0	0.5	exp	347	3	n/a	880.0	3.0	n/a	knife/knife_03s.jpg
214.5	0.5	test	550	13	80.0	1403.0	13.0	n/a	seesaw/seesaw_13s.jpg
219.0	0.5	test	283	13	45.0	703.0	20.0	n/a	grape/grape_20s.jpg
223.5	0.5	exp	57	3	n/a	135.0	3.0	n/a	bison/bison_03n.jpg
228.0	0.5	catch	721	80	n/a	n/a	n/a	1.133	catch080.jpg
232.5	0.5	exp	118	3	n/a	268.0	3.0	n/a	car/car_03s.jpg
237.0	0.5	exp	477	3	n/a	1200.0	3.0	n/a	playing_card/playing_card_03s.jpg
241.5	0.5	exp	634	3	n/a	1641.0	3.0	n/a	telescope/telescope_03n.jpg
246.0	0.5	exp	283	3	n/a	703.0	3.0	n/a	grape/grape_03s.jpg
250.5	0.5	exp	140	3	n/a	323.0	3.0	n/a	chicken_wire/chicken_wire_03s.jpg
255.0	0.5	exp	2	3	n/a	8.0	3.0	n/a	airbag/airbag_03s.jpg
259.5	0.5	exp	49	3	n/a	117.0	3.0	n/a	bell/bell_03s.jpg
264.0	0.5	exp	374	3	n/a	940.0	3.0	n/a	lobster/lobster_03s.jpg
268.5	0.5	exp	65	3	n/a	150.0	3.0	n/a	blueberry/blueberry_03s.jpg
273.0	0.5	exp	699	3	n/a	1791.0	3.0	n/a	water_fountain/water_fountain_03s.jpg
277.5	0.5	exp	206	3	n/a	500.0	3.0	n/a	doll/doll_03s.jpg
282.0	0.5	exp	479	3	n/a	1204.0	3.0	n/a	plum/plum_03s.jpg
286.5	0.5	exp	87	3	n/a	205.0	3.0	n/a	brownie/brownie_03s.jpg
291.0	0.5	catch	721	93	n/a	n/a	n/a	0.904	catch093.jpg
295.5	0.5	exp	438	3	n/a	1097.0	3.0	n/a	paint/paint_03s.jpg
300.0	0.5	exp	380	3	n/a	961.0	3.0	n/a	mailbox/mailbox_03s.jpg
304.5	0.5	exp	225	3	n/a	543.0	3.0	n/a	easel/easel_03s.jpg
309.0	0.5	exp	693	3	n/a	1780.0	3.0	n/a	walrus/walrus_03s.jpg
313.5	0.5	catch	721	14	n/a	n/a	n/a	0.785	catch014.jpg
318.0	0.5	exp	94	3	n/a	220.0	3.0	n/a	bumper/bumper_03s.jpg
322.5	0.5	exp	11	3	n/a	25.0	3.0	n/a	ant/ant_03s.jpg
327.0	0.5	exp	9	3	n/a	22.0	3.0	n/a	anchor/anchor_03n.jpg
331.5	0.5	test	181	13	31.0	436.0	15.0	n/a	crayon/crayon_15s.jpg
336.0	0.5	test	413	13	69.0	1030.0	14.0	n/a	mousetrap/mousetrap_14s.jpg
340.5	0.5	exp	181	3	n/a	436.0	3.0	n/a	crayon/crayon_03s.jpg
345.0	0.5	catch	721	67	n/a	n/a	n/a	n/a	catch067.jpg
349.5	0.5	exp	450	3	n/a	1129.0	3.0	n/a	pea/pea_03s.jpg
354.0	0.5	exp	47	3	n/a	115.0	3.0	n/a	beet/beet_03s.jpg
358.5	0.5	exp	574	3	n/a	1477.0	3.0	n/a	snail/snail_03n.jpg
363.0	0.5	exp	187	3	n/a	449.0	3.0	n/a	crown/crown_03s.jpg
367.5	0.5	exp	590	3	n/a	1516.0	3.0	n/a	spinach/spinach_03s.jpg
372.0	0.5	exp	436	3	n/a	1094.0	3.0	n/a	pacifier/pacifier_03s.jpg
376.5	0.5	exp	337	3	n/a	853.0	3.0	n/a	joystick/joystick_03s.jpg
381.0	0.5	catch	721	50	n/a	n/a	n/a	0.881	catch050.jpg
385.5	0.5	exp	459	3	n/a	1151.0	3.0	n/a	pepper1/pepper1_03s.jpg
390.0	0.5	test	217	13	38.0	519.0	13.0	n/a	dress/dress_13s.jpg
394.5	0.5	exp	598	3	n/a	1537.0	3.0	n/a	stamp2/stamp2_03s.jpg
399.0	0.5	exp	594	3	n/a	1528.0	3.0	n/a	squeegee/squeegee_03s.jpg
403.5	0.5	exp	108	3	n/a	248.0	3.0	n/a	camera1/camera1_03s.jpg
408.0	0.5	exp	178	3	n/a	433.0	3.0	n/a	crank/crank_03s.jpg
412.5	0.5	exp	521	3	n/a	1307.0	3.0	n/a	rhinoceros/rhinoceros_03s.jpg
