onset	duration	trial_type	condition	response_time	error_flag
0.1908079999848269	1.0142270000069402	0.0	000000189893.jpg	0.0	
3.938397999998415	1.0414849999942817	0.0	000000010743.jpg	0.0	
7.524238999991212	1.014737999998033	0.0	000000507789.jpg	0.0	
11.172086000005947	1.0171339999942577	0.0	000000384235.jpg	0.0	
14.96065299998736	1.011523000022862	0.0	000000332875.jpg	0.0	
18.824250999983636	1.0675060000212395	0.0	000000198195.jpg	0.0	
22.51007099999697	1.0293370000144932	1.0	blank	0.0	
26.307975000003356	1.037646999990102	0.0	000000191686.jpg	0.0	
30.11736999999266	1.0224270000180695	0.0	000000266622.jpg	0.0	
33.57119399998919	1.0186970000213478	0.0	000000325710.jpg	0.0	
37.01341099999263	1.0271470000152476	0.0	000000100863.jpg	0.0	
40.96088900000905	1.012200999975903	0.0	000000136142.jpg	0.0	
44.61425899999449	1.0812380000134	0.0	000000089908.jpg	0.0	
48.423191999987466	1.017083000013372	0.0	000000221441.jpg	0.0	
51.84002299999702	1.0170079999952577	0.0	000000474024.jpg	0.0	
55.13641700000153	1.021271000005072	0.0	000000183719.jpg	0.0	
58.84997000001022	1.0239999999757856	0.0	000000353098.jpg	0.0	
62.79029800000717	1.0177329999860376	0.0	000000161836.jpg	0.0	
66.29075099999318	1.0172590000147466	0.0	000000580813.jpg	0.0	
70.09052299999166	1.0167550000187475	0.0	blank	0.461249	
73.92430399998557	1.017349000001559	0.0	000000201644.jpg	0.0	
78.0772580000048	1.013604999985546	0.0	000000073172.jpg	0.0	
82.02450999998837	1.069182000006549	0.0	000000382890.jpg	0.0	
85.96559599999455	1.0092719999956898	0.0	000000090994.jpg	0.0	
89.30772399998386	1.0173090000171214	0.0	000000270325.jpg	0.0	
92.86048800000572	1.0140839999949094	0.0	blank	0.0	
96.5845820000104	1.0235069999762345	0.0	000000055402.jpg	0.0	
99.81043399998453	1.014418000006117	0.0	000000047638.jpg	0.0	
103.54152599998632	1.0169630000018517	0.0	000000511127.jpg	0.0	
107.38739200000418	1.0220470000058413	0.0	000000097882.jpg	0.0	
110.6939349999884	1.0149249999958556	0.0	000000548593.jpg	0.0	
113.88720500000636	1.0214169999817386	0.0	000000045672.jpg	0.0	
117.64524899999378	1.0375920000078622	0.0	000000272901.jpg	0.0	
121.40920999998345	1.0172150000289548	0.0	000000574760.jpg	0.0	
125.09681700001238	1.003354999993462	1.0	blank	0.582489	
128.3176509999903	1.0219380000198726	0.0	000000202805.jpg	0.0	
132.3596350000007	1.0063289999961853	0.0	000000279197.jpg	0.0	
136.40543300000718	1.019399999990128	0.0	000000438154.jpg	0.0	
139.93920900000376	1.0149279999895953	0.0	cluster_00010_000000499398.jpg	0.0	
143.17543500001193	1.013312999974005	0.0	000000510721.jpg	0.0	
146.81197899999097	1.0103200000012291	0.0	000000346795.jpg	0.0	
150.25389699998777	1.0041800000180956	0.0	000000399162.jpg	0.0	
153.28122499998426	1.0115700000023935	0.0	000000323970.jpg	0.0	
156.7895290000015	1.0324149999942165	0.0	000000204422.jpg	0.0	
160.92235899998923	1.0324260000197685	0.0	000000346583.jpg	0.0	
164.67267999998876	1.0324910000199452	0.0	000000009199.jpg	0.0	
168.7606450000021	1.0315469999914058	0.0	000000035927.jpg	0.0	
171.94187700000475	1.030456000007689	0.0	cluster_00007_000000460998.jpg	0.0	
175.1062840000086	1.004639999999199	0.0	000000262145.jpg	0.0	
178.88891800001147	1.0322359999991022	0.0	000000189765.jpg	0.0	
182.4739769999869	1.0273980000056326	0.0	blank	0.0	
185.90313299998525	1.0354350000270642	0.0	000000092288.jpg	0.0	
189.3902090000047	1.0320239999855405	0.0	000000391678.jpg	0.0	
193.4824190000072	1.030717999994522	0.0	000000394008.jpg	0.0	
196.73848500000892	1.0910239999939222	0.0	000000314313.jpg	0.0	
200.31616799999028	1.0271409999986645	0.0	000000179019.jpg	0.0	
203.71111000000383	1.0466709999891464	0.0	000000534259.jpg	0.0	
207.1893909999926	1.0578010000172071	0.0	cluster_00005_000000274474.jpg	0.0	
210.77860499999952	1.028721000009682	0.0	000000021826.jpg	0.0	
214.90979800000787	1.0337069999950472	0.0	000000103366.jpg	0.0	
218.46664699999383	1.025313999998616	0.0	blank	0.0	
222.14570500000264	1.031195999996271	0.0	000000304187.jpg	0.0	
225.65127100000973	1.0306149999960326	0.0	000000412857.jpg	0.0	
229.77381300000707	1.0311280000023544	0.0	000000303436.jpg	0.0	
233.60767900000792	1.034072999987984	0.0	000000281112.jpg	0.0	
237.5958490000048	1.0300489999935962	0.0	000000032275.jpg	0.0	
241.22667699999877	1.0330959999992049	0.0	000000380989.jpg	0.0	
244.44957200001227	1.0304079999914393	0.0	000000527618.jpg	0.0	
248.4615200000117	1.032112999993842	0.0	000000265453.jpg	0.0	
251.65211999998428	1.0280690000217874	0.0	000000233873.jpg	0.0	
255.2672899999889	1.030430000013439	0.0	000000262239.jpg	0.0	
258.7927009999985	1.0322330000053626	0.0	cluster_00003_000000094607.jpg	0.0	
262.8416089999955	1.0277709999936633	0.0	blank	0.0	
266.6985970000096	1.0452010000008158	0.0	000000280808.jpg	0.0	
270.21145299999625	1.004549000004772	0.0	000000010903.jpg	0.0	
273.7561590000114	1.0291829999769109	0.0	000000425135.jpg	0.0	
277.2384209999873	1.027870999998413	0.0	000000079701.jpg	0.0	
281.33837399998447	1.028232000011485	0.0	000000338501.jpg	0.0	
284.85697699998855	1.033024000003934	0.0	000000320533.jpg	0.0	
288.0406549999898	1.0344139999942854	0.0	000000372775.jpg	0.0	
291.6603870000108	1.0318129999795929	0.0	000000505643.jpg	0.0	
295.2640630000096	1.03182299999753	0.0	000000189888.jpg	0.0	
299.24566700001014	1.033557999995537	0.0	000000002372.jpg	0.0	
302.6133320000081	1.0264230000029784	1.0	blank	0.546132	
306.24110799998743	1.0340760000108276	0.0	cluster_00006_000000188621.jpg	0.0	
310.1947579999978	1.0524579999910202	0.0	000000227307.jpg	0.0	
313.70635900000343	1.0548669999989215	0.0	000000540735.jpg	0.0	
317.21365299998433	1.0457260000112	0.0	000000333629.jpg	0.0	
320.9970200000098	1.0098199999774806	0.0	000000388940.jpg	0.0	
324.5563350000011	1.0171599999885077	0.0	000000560396.jpg	0.0	
328.1137649999873	1.0311349999974482	0.0	000000176728.jpg	0.0	
331.6732839999895	1.0321980000007898	0.0	000000278962.jpg	0.0	
334.9462099999946	1.0319170000148006	0.0	cluster_00010_000000284256.jpg	0.0	
338.33684499998344	1.0280630000052042	0.0	000000288751.jpg	0.0	
341.6620450000046	1.0327999999863096	0.0	000000095176.jpg	0.0	
345.7503020000004	1.031381999986479	0.0	000000022964.jpg	0.0	
349.2414099999878	1.031050999998115	0.0	000000345701.jpg	0.0	
353.3792459999968	1.0309929999930318	0.0	000000072095.jpg	0.0	
356.7565459999896	1.0228939999942668	1.0	blank	0.578591	
360.02470899999025	1.0338620000111405	0.0	000000524646.jpg	0.0	
363.5046250000014	1.0140210000099614	0.0	000000274108.jpg	0.0	
367.63246900000377	1.0316400000010617	0.0	000000137564.jpg	0.0	
371.7229440000083	1.0292090000002645	0.0	000000104081.jpg	0.0	
375.2345239999995	1.032173999992665	0.0	000000317781.jpg	0.0	
379.3612579999899	1.034719999996014	0.0	000000495040.jpg	0.0	
383.4137169999885	1.0281079999986105	1.0	blank	0.561474	
387.14391399998567	1.0353480000048876	0.0	cluster_00011_000000373591.jpg	0.0	
391.1340729999938	1.031514000002062	0.0	000000161328.jpg	0.0	
394.5972849999962	1.0075629999919329	0.0	000000413472.jpg	0.0	
398.3474010000064	1.0541009999869857	0.0	000000104502.jpg	0.0	
402.3385190000117	1.029629999975441	0.0	000000403535.jpg	0.0	
405.5275139999867	1.0334399999992456	0.0	000000249905.jpg	0.0	
408.98342999999295	1.0323689999931958	0.0	000000064534.jpg	0.0	
412.4666140000045	1.0082410000031814	0.0	000000128557.jpg	0.0	
