onset	duration	trial_type	condition	response_time	error_flag
0.199800000002142	1.066633999987971	0.0	00151__000000006075.jpg	0.0	
3.933370000013383	1.0631960000027902	0.0	00208__000000240713.jpg	0.0	
7.73883799999021	1.0815930000098888	0.0	00242__000000422921.jpg	0.0	
11.750150000007125	1.0708400000003166	0.0	00037__000000008436.jpg	0.0	
15.4837969999935	1.069714000012027	0.0	00044__000000424039.jpg	0.0	
19.157284999993863	1.0598980000067968	0.0	00181__000000176935.jpg	0.0	
22.37257400000817	1.0796430000045802	0.0	00148__000000153901.jpg	0.0	
25.76727400001255	1.1005129999830388	0.0	00016__000000188084.jpg	0.0	
29.089848000003258	1.064780000015162	0.0	00159__000000538281.jpg	0.0	
33.08465000000433	1.083271000010427	0.0	00233__000000153980.jpg	0.0	
37.00910300001851	1.0574309999938123	0.0	00118__000000234349.jpg	0.0	
41.10669099999359	1.0778490000229797	0.0	00031__000000277435.jpg	0.0	
44.451353000011295	1.087480999995023	0.0	00020__000000316240.jpg	0.0	
48.48482099999092	1.0844120000256223	0.0	00050__000000239565.jpg	0.0	
51.98480400000699	1.0867379999835975	0.0	00213__000000414522.jpg	0.0	
56.001668000011705	1.0851529999927152	0.0	00074__000000433938.jpg	0.0	
59.41830499999924	1.0933200000145007	0.0	00153__000000353221.jpg	0.0	
63.01861100000679	1.0670410000020638	0.0	00169__000000466945.jpg	0.0	
67.14391000001342	1.0575989999924786	1.0	blank	0.480141	
71.18551700000535	1.0571469999849796	0.0	00180__000000551159.jpg	0.0	
74.61881300000823	1.066793999983929	0.0	00230__000000249404.jpg	0.0	
78.02433099999325	1.1032150000100955	0.0	00219__000000215549.jpg	0.0	
81.93556199999875	1.069904000003589	0.0	00014__000000082881.jpg	0.0	
85.95910000000731	1.0604020000027958	0.0	00109__000000004891.jpg	0.0	
89.48590699999477	1.0915080000122543	0.0	00083__000000422367.jpg	0.0	
93.48604600000544	1.085064999992028	0.0	00155__000000367767.jpg	0.0	
97.68908499999088	1.1081610000110231	0.0	00062__000000232551.jpg	0.0	
101.80441099999008	1.0551110000233166	0.0	00035__000000145208.jpg	0.0	
105.14538500001072	1.079078999988269	0.0	00157__000000069866.jpg	0.0	
108.8531930000172	1.0672169999743346	0.0	00161__000000368679.jpg	0.0	
112.486441999994	1.0709540000243578	0.0	00126__000000033431.jpg	0.0	
