onset	duration	trial_type	response_time	sample	value
5.7427000000	0.0002000000	stimulus	n/a	57427.0000000000	med1
6.0260000000	0.0002000000	stimulus	n/a	60260.0000000000	med12
6.2840000000	0.0002000000	stimulus	n/a	62840.0000000000	med1
6.5519000000	0.0002000000	stimulus	n/a	65519.0000000000	med12
6.8291000000	0.0002000000	stimulus	n/a	68291.0000000000	med1
7.0760000000	0.0002000000	stimulus	n/a	70760.0000000000	med12
7.3311000000	0.0002000000	stimulus	n/a	73311.0000000000	med12
7.5743000000	0.0002000000	stimulus	n/a	75743.0000000000	med12
7.8155000000	0.0002000000	stimulus	n/a	78155.0000000000	med12
8.0596000000	0.0002000000	stimulus	n/a	80596.0000000000	med12
8.3017000000	0.0002000000	stimulus	n/a	83017.0000000000	med2
8.5840000000	0.0002000000	stimulus	n/a	85840.0000000000	med12
8.8281000000	0.0002000000	stimulus	n/a	88281.0000000000	med1
9.0853000000	0.0002000000	stimulus	n/a	90853.0000000000	med2
9.3413000000	0.0002000000	stimulus	n/a	93413.0000000000	med12
9.5904000000	0.0002000000	stimulus	n/a	95904.0000000000	med2
9.8277000000	0.0002000000	stimulus	n/a	98277.0000000000	med1
10.0727000000	0.0002000000	stimulus	n/a	100727.0000000000	med1
10.3380000000	0.0002000000	stimulus	n/a	103380.0000000000	med1
10.6202000000	0.0002000000	stimulus	n/a	106202.0000000000	med2
10.9024000000	0.0002000000	stimulus	n/a	109024.0000000000	med12
11.1637000000	0.0002000000	stimulus	n/a	111637.0000000000	med1
11.4138000000	0.0002000000	stimulus	n/a	114138.0000000000	med1
11.6958000000	0.0002000000	stimulus	n/a	116958.0000000000	med12
11.9547000000	0.0002000000	stimulus	n/a	119547.0000000000	med2
12.1979000000	0.0002000000	stimulus	n/a	121979.0000000000	med12
12.4590000000	0.0002000000	stimulus	n/a	124590.0000000000	med12
12.7302000000	0.0002000000	stimulus	n/a	127302.0000000000	med12
12.9775000000	0.0002000000	stimulus	n/a	129775.0000000000	med12
13.2337000000	0.0002000000	stimulus	n/a	132337.0000000000	med1
13.5078000000	0.0002000000	stimulus	n/a	135078.0000000000	med12
13.7809000000	0.0002000000	stimulus	n/a	137809.0000000000	med12
14.0200000000	0.0002000000	stimulus	n/a	140200.0000000000	med1
14.2690000000	0.0002000000	stimulus	n/a	142690.0000000000	med2
14.5340000000	0.0002000000	stimulus	n/a	145340.0000000000	med12
14.7913000000	0.0002000000	stimulus	n/a	147913.0000000000	med1
15.0414000000	0.0002000000	stimulus	n/a	150414.0000000000	med2
15.2854000000	0.0002000000	stimulus	n/a	152854.0000000000	med1
15.5365000000	0.0002000000	stimulus	n/a	155365.0000000000	med2
15.7978000000	0.0002000000	stimulus	n/a	157978.0000000000	med12
16.0439000000	0.0002000000	stimulus	n/a	160439.0000000000	med12
16.3010000000	0.0002000000	stimulus	n/a	163010.0000000000	med2
16.5402000000	0.0002000000	stimulus	n/a	165402.0000000000	med2
16.8112000000	0.0002000000	stimulus	n/a	168112.0000000000	med12
17.0754000000	0.0002000000	stimulus	n/a	170754.0000000000	med1
17.3164000000	0.0002000000	stimulus	n/a	173164.0000000000	med1
17.5565000000	0.0002000000	stimulus	n/a	175565.0000000000	med12
17.8095000000	0.0002000000	stimulus	n/a	178095.0000000000	med12
18.0685000000	0.0002000000	stimulus	n/a	180685.0000000000	med12
18.3196000000	0.0002000000	stimulus	n/a	183196.0000000000	med1
