onset	duration	trial_type	response_time	sample	value
4.1914000000	0.0002000000	stimulus	n/a	41914.0000000000	medMixed
4.4557000000	0.0002000000	stimulus	n/a	44557.0000000000	medMixed
4.7144000000	0.0002000000	stimulus	n/a	47144.0000000000	medMixed
4.9962000000	0.0002000000	stimulus	n/a	49962.0000000000	medMixed
5.2491000000	0.0002000000	stimulus	n/a	52491.0000000000	medMixed
5.5061000000	0.0002000000	stimulus	n/a	55061.0000000000	medMixed
5.7548000000	0.0002000000	stimulus	n/a	57548.0000000000	medMixed
6.0344000000	0.0002000000	stimulus	n/a	60344.0000000000	medMixed
6.2973000000	0.0002000000	stimulus	n/a	62973.0000000000	medMixed
6.5550000000	0.0002000000	stimulus	n/a	65550.0000000000	medMixed
6.7968000000	0.0002000000	stimulus	n/a	67968.0000000000	medMixed
7.0618000000	0.0002000000	stimulus	n/a	70618.0000000000	medMixed
7.3486000000	0.0002000000	stimulus	n/a	73486.0000000000	medMixed
7.6036000000	0.0002000000	stimulus	n/a	76036.0000000000	medMixed
7.8523000000	0.0002000000	stimulus	n/a	78523.0000000000	medMixed
8.0963000000	0.0002000000	stimulus	n/a	80963.0000000000	medMixed
8.3750000000	0.0002000000	stimulus	n/a	83750.0000000000	medMixed
8.6229000000	0.0002000000	stimulus	n/a	86229.0000000000	medMixed
8.8830000000	0.0002000000	stimulus	n/a	88830.0000000000	medMixed
9.1307000000	0.0002000000	stimulus	n/a	91307.0000000000	medMixed
9.4037000000	0.0002000000	stimulus	n/a	94037.0000000000	medMixed
9.6525000000	0.0002000000	stimulus	n/a	96525.0000000000	medMixed
9.9208000000	0.0002000000	stimulus	n/a	99208.0000000000	medMixed
10.2018000000	0.0002000000	stimulus	n/a	102018.0000000000	medMixed
10.4628000000	0.0002000000	stimulus	n/a	104628.0000000000	medMixed
10.7467000000	0.0002000000	stimulus	n/a	107467.0000000000	medMixed
11.0007000000	0.0002000000	stimulus	n/a	110007.0000000000	medMixed
11.2367000000	0.0002000000	stimulus	n/a	112367.0000000000	medMixed
11.4824000000	0.0002000000	stimulus	n/a	114824.0000000000	medMixed
11.7682000000	0.0002000000	stimulus	n/a	117682.0000000000	medMixed
12.0501000000	0.0002000000	stimulus	n/a	120501.0000000000	medMixed
12.2959000000	0.0002000000	stimulus	n/a	122959.0000000000	medMixed
12.5527000000	0.0002000000	stimulus	n/a	125527.0000000000	medMixed
12.8336000000	0.0002000000	stimulus	n/a	128336.0000000000	medMixed
13.1074000000	0.0002000000	stimulus	n/a	131074.0000000000	medMixed
13.3837000000	0.0002000000	stimulus	n/a	133837.0000000000	medMixed
13.6236000000	0.0002000000	stimulus	n/a	136236.0000000000	medMixed
13.8576000000	0.0002000000	stimulus	n/a	138576.0000000000	medMixed
14.1183000000	0.0002000000	stimulus	n/a	141183.0000000000	medMixed
14.3662000000	0.0002000000	stimulus	n/a	143662.0000000000	medMixed
14.6289000000	0.0002000000	stimulus	n/a	146289.0000000000	medMixed
14.9087000000	0.0002000000	stimulus	n/a	149087.0000000000	medMixed
15.1885000000	0.0002000000	stimulus	n/a	151885.0000000000	medMixed
15.4263000000	0.0002000000	stimulus	n/a	154263.0000000000	medMixed
15.6692000000	0.0002000000	stimulus	n/a	156692.0000000000	medMixed
15.9160000000	0.0002000000	stimulus	n/a	159160.0000000000	medMixed
16.1657000000	0.0002000000	stimulus	n/a	161657.0000000000	medMixed
16.4446000000	0.0002000000	stimulus	n/a	164446.0000000000	medMixed
16.6819000000	0.0002000000	stimulus	n/a	166819.0000000000	medMixed
16.9617000000	0.0002000000	stimulus	n/a	169617.0000000000	medMixed
17.2127000000	0.0002000000	stimulus	n/a	172127.0000000000	medMixed
17.4897000000	0.0002000000	stimulus	n/a	174897.0000000000	medMixed
17.7754000000	0.0002000000	stimulus	n/a	177754.0000000000	medMixed
18.0272000000	0.0002000000	stimulus	n/a	180272.0000000000	medMixed
18.2639000000	0.0002000000	stimulus	n/a	182639.0000000000	medMixed
18.5428000000	0.0002000000	stimulus	n/a	185428.0000000000	medMixed
18.7917000000	0.0002000000	stimulus	n/a	187917.0000000000	medMixed
19.0528000000	0.0002000000	stimulus	n/a	190528.0000000000	medMixed
19.3106000000	0.0002000000	stimulus	n/a	193106.0000000000	medMixed
19.5929000000	0.0002000000	stimulus	n/a	195929.0000000000	medMixed
19.8358000000	0.0002000000	stimulus	n/a	198358.0000000000	medMixed
20.1085000000	0.0002000000	stimulus	n/a	201085.0000000000	medMixed
20.3652000000	0.0002000000	stimulus	n/a	203652.0000000000	medMixed
20.6360000000	0.0002000000	stimulus	n/a	206360.0000000000	medMixed
20.9216000000	0.0002000000	stimulus	n/a	209216.0000000000	medMixed
21.1744000000	0.0002000000	stimulus	n/a	211744.0000000000	medMixed
21.4563000000	0.0002000000	stimulus	n/a	214563.0000000000	medMixed
21.6950000000	0.0002000000	stimulus	n/a	216950.0000000000	medMixed
21.9347000000	0.0002000000	stimulus	n/a	219347.0000000000	medMixed
22.2175000000	0.0002000000	stimulus	n/a	222175.0000000000	medMixed
22.4694000000	0.0002000000	stimulus	n/a	224694.0000000000	medMixed
22.7174000000	0.0002000000	stimulus	n/a	227174.0000000000	medMixed
23.0003000000	0.0002000000	stimulus	n/a	230003.0000000000	medMixed
23.2543000000	0.0002000000	stimulus	n/a	232543.0000000000	medMixed
23.5022000000	0.0002000000	stimulus	n/a	235022.0000000000	medMixed
23.7762000000	0.0002000000	stimulus	n/a	237762.0000000000	medMixed
24.0550000000	0.0002000000	stimulus	n/a	240550.0000000000	medMixed
24.2990000000	0.0002000000	stimulus	n/a	242990.0000000000	medMixed
24.5387000000	0.0002000000	stimulus	n/a	245387.0000000000	medMixed
24.8255000000	0.0002000000	stimulus	n/a	248255.0000000000	medMixed
25.0625000000	0.0002000000	stimulus	n/a	250625.0000000000	medMixed
25.2992000000	0.0002000000	stimulus	n/a	252992.0000000000	medMixed
25.5805000000	0.0002000000	stimulus	n/a	255805.0000000000	medMixed
25.8445000000	0.0002000000	stimulus	n/a	258445.0000000000	medMixed
26.0812000000	0.0002000000	stimulus	n/a	260812.0000000000	medMixed
26.3229000000	0.0002000000	stimulus	n/a	263229.0000000000	medMixed
26.6097000000	0.0002000000	stimulus	n/a	266097.0000000000	medMixed
26.8616000000	0.0002000000	stimulus	n/a	268616.0000000000	medMixed
27.1356000000	0.0002000000	stimulus	n/a	271356.0000000000	medMixed
27.3993000000	0.0002000000	stimulus	n/a	273993.0000000000	medMixed
27.6621000000	0.0002000000	stimulus	n/a	276621.0000000000	medMixed
27.9248000000	0.0002000000	stimulus	n/a	279248.0000000000	medMixed
28.1835000000	0.0002000000	stimulus	n/a	281835.0000000000	medMixed
28.4222000000	0.0002000000	stimulus	n/a	284222.0000000000	medMixed
28.6650000000	0.0002000000	stimulus	n/a	286650.0000000000	medMixed
28.9147000000	0.0002000000	stimulus	n/a	289147.0000000000	medMixed
29.1554000000	0.0002000000	stimulus	n/a	291554.0000000000	medMixed
29.4088000000	0.0002000000	stimulus	n/a	294088.0000000000	medMixed
29.6936000000	0.0002000000	stimulus	n/a	296936.0000000000	medMixed
29.9625000000	0.0002000000	stimulus	n/a	299625.0000000000	medMixed
30.2159000000	0.0002000000	stimulus	n/a	302159.0000000000	medMixed
30.4865000000	0.0002000000	stimulus	n/a	304865.0000000000	medMixed
30.7314000000	0.0002000000	stimulus	n/a	307314.0000000000	medMixed
30.9909000000	0.0002000000	stimulus	n/a	309909.0000000000	medMixed
31.2346000000	0.0002000000	stimulus	n/a	312346.0000000000	medMixed
31.5045000000	0.0002000000	stimulus	n/a	315045.0000000000	medMixed
31.7491000000	0.0002000000	stimulus	n/a	317491.0000000000	medMixed
32.0301000000	0.0002000000	stimulus	n/a	320301.0000000000	medMixed
32.3089000000	0.0002000000	stimulus	n/a	323089.0000000000	medMixed
32.5800000000	0.0002000000	stimulus	n/a	325800.0000000000	medMixed
32.8438000000	0.0002000000	stimulus	n/a	328438.0000000000	medMixed
33.1158000000	0.0002000000	stimulus	n/a	331158.0000000000	medMixed
33.3725000000	0.0002000000	stimulus	n/a	333725.0000000000	medMixed
33.6374000000	0.0002000000	stimulus	n/a	336374.0000000000	medMixed
33.9071000000	0.0002000000	stimulus	n/a	339071.0000000000	medMixed
34.1508000000	0.0002000000	stimulus	n/a	341508.0000000000	medMixed
34.4086000000	0.0002000000	stimulus	n/a	344086.0000000000	medMixed
34.6914000000	0.0002000000	stimulus	n/a	346914.0000000000	medMixed
34.9522000000	0.0002000000	stimulus	n/a	349522.0000000000	medMixed
35.1912000000	0.0002000000	stimulus	n/a	351912.0000000000	medMixed
35.4581000000	0.0002000000	stimulus	n/a	354581.0000000000	medMixed
35.7200000000	0.0002000000	stimulus	n/a	357200.0000000000	medMixed
35.9550000000	0.0002000000	stimulus	n/a	359550.0000000000	medMixed
36.2247000000	0.0002000000	stimulus	n/a	362247.0000000000	medMixed
36.4760000000	0.0002000000	stimulus	n/a	364760.0000000000	medMixed
36.7608000000	0.0002000000	stimulus	n/a	367608.0000000000	medMixed
37.0108000000	0.0002000000	stimulus	n/a	370108.0000000000	medMixed
37.2557000000	0.0002000000	stimulus	n/a	372557.0000000000	medMixed
37.4934000000	0.0002000000	stimulus	n/a	374934.0000000000	medMixed
37.7702000000	0.0002000000	stimulus	n/a	377702.0000000000	medMixed
38.0430000000	0.0002000000	stimulus	n/a	380430.0000000000	medMixed
38.2780000000	0.0002000000	stimulus	n/a	382780.0000000000	medMixed
38.5567000000	0.0002000000	stimulus	n/a	385567.0000000000	medMixed
38.8287000000	0.0002000000	stimulus	n/a	388287.0000000000	medMixed
39.0795000000	0.0002000000	stimulus	n/a	390795.0000000000	medMixed
39.3518000000	0.0002000000	stimulus	n/a	393518.0000000000	medMixed
39.6258000000	0.0002000000	stimulus	n/a	396258.0000000000	medMixed
39.8835000000	0.0002000000	stimulus	n/a	398835.0000000000	medMixed
40.1458000000	0.0002000000	stimulus	n/a	401458.0000000000	medMixed
40.4255000000	0.0002000000	stimulus	n/a	404255.0000000000	medMixed
40.6642000000	0.0002000000	stimulus	n/a	406642.0000000000	medMixed
40.9076000000	0.0002000000	stimulus	n/a	409076.0000000000	medMixed
41.1914000000	0.0002000000	stimulus	n/a	411914.0000000000	medMixed
41.4504000000	0.0002000000	stimulus	n/a	414504.0000000000	medMixed
41.7277000000	0.0002000000	stimulus	n/a	417277.0000000000	medMixed
41.9737000000	0.0002000000	stimulus	n/a	419737.0000000000	medMixed
42.2486000000	0.0002000000	stimulus	n/a	422486.0000000000	medMixed
42.4875000000	0.0002000000	stimulus	n/a	424875.0000000000	medMixed
42.7214000000	0.0002000000	stimulus	n/a	427214.0000000000	medMixed
42.9811000000	0.0002000000	stimulus	n/a	429811.0000000000	medMixed
43.2325000000	0.0002000000	stimulus	n/a	432325.0000000000	medMixed
43.4885000000	0.0002000000	stimulus	n/a	434885.0000000000	medMixed
43.7282000000	0.0002000000	stimulus	n/a	437282.0000000000	medMixed
43.9666000000	0.0002000000	stimulus	n/a	439666.0000000000	medMixed
44.2472000000	0.0002000000	stimulus	n/a	442472.0000000000	medMixed
44.5010000000	0.0002000000	stimulus	n/a	445010.0000000000	medMixed
44.7389000000	0.0002000000	stimulus	n/a	447389.0000000000	medMixed
44.9856000000	0.0002000000	stimulus	n/a	449856.0000000000	medMixed
45.2383000000	0.0002000000	stimulus	n/a	452383.0000000000	medMixed
45.5092000000	0.0002000000	stimulus	n/a	455092.0000000000	medMixed
45.7470000000	0.0002000000	stimulus	n/a	457470.0000000000	medMixed
45.9989000000	0.0002000000	stimulus	n/a	459989.0000000000	medMixed
46.2389000000	0.0002000000	stimulus	n/a	462389.0000000000	medMixed
46.4916000000	0.0002000000	stimulus	n/a	464916.0000000000	medMixed
46.7455000000	0.0002000000	stimulus	n/a	467455.0000000000	medMixed
47.0172000000	0.0002000000	stimulus	n/a	470172.0000000000	medMixed
47.2950000000	0.0002000000	stimulus	n/a	472950.0000000000	medMixed
47.5429000000	0.0002000000	stimulus	n/a	475429.0000000000	medMixed
47.8219000000	0.0002000000	stimulus	n/a	478219.0000000000	medMixed
48.0996000000	0.0002000000	stimulus	n/a	480996.0000000000	medMixed
48.3514000000	0.0002000000	stimulus	n/a	483514.0000000000	medMixed
48.5923000000	0.0002000000	stimulus	n/a	485923.0000000000	medMixed
48.8681000000	0.0002000000	stimulus	n/a	488681.0000000000	medMixed
49.1164000000	0.0002000000	stimulus	n/a	491164.0000000000	medMixed
49.3861000000	0.0002000000	stimulus	n/a	493861.0000000000	medMixed
49.6458000000	0.0002000000	stimulus	n/a	496458.0000000000	medMixed
49.9106000000	0.0002000000	stimulus	n/a	499106.0000000000	medMixed
50.1893000000	0.0002000000	stimulus	n/a	501893.0000000000	medMixed
50.4713000000	0.0002000000	stimulus	n/a	504713.0000000000	medMixed
50.7303000000	0.0002000000	stimulus	n/a	507303.0000000000	medMixed
51.0002000000	0.0002000000	stimulus	n/a	510002.0000000000	medMixed
51.2370000000	0.0002000000	stimulus	n/a	512370.0000000000	medMixed
51.5150000000	0.0002000000	stimulus	n/a	515150.0000000000	medMixed
51.7977000000	0.0002000000	stimulus	n/a	517977.0000000000	medMixed
52.0377000000	0.0002000000	stimulus	n/a	520377.0000000000	medMixed
52.3004000000	0.0002000000	stimulus	n/a	523004.0000000000	medMixed
52.5403000000	0.0002000000	stimulus	n/a	525403.0000000000	medMixed
52.7781000000	0.0002000000	stimulus	n/a	527781.0000000000	medMixed
53.0311000000	0.0002000000	stimulus	n/a	530311.0000000000	medMixed
53.2951000000	0.0002000000	stimulus	n/a	532951.0000000000	medMixed
53.5788000000	0.0002000000	stimulus	n/a	535788.0000000000	medMixed
53.8458000000	0.0002000000	stimulus	n/a	538458.0000000000	medMixed
54.1010000000	0.0002000000	stimulus	n/a	541010.0000000000	medMixed
54.3817000000	0.0002000000	stimulus	n/a	543817.0000000000	medMixed
54.6355000000	0.0002000000	stimulus	n/a	546355.0000000000	medMixed
54.8819000000	0.0002000000	stimulus	n/a	548819.0000000000	medMixed
55.1366000000	0.0002000000	stimulus	n/a	551366.0000000000	medMixed
55.4194000000	0.0002000000	stimulus	n/a	554194.0000000000	medMixed
55.6641000000	0.0002000000	stimulus	n/a	556641.0000000000	medMixed
55.9228000000	0.0002000000	stimulus	n/a	559228.0000000000	medMixed
56.1916000000	0.0002000000	stimulus	n/a	561916.0000000000	medMixed
56.4423000000	0.0002000000	stimulus	n/a	564423.0000000000	medMixed
56.6921000000	0.0002000000	stimulus	n/a	566921.0000000000	medMixed
56.9641000000	0.0002000000	stimulus	n/a	569641.0000000000	medMixed
57.2368000000	0.0002000000	stimulus	n/a	572368.0000000000	medMixed
57.4998000000	0.0002000000	stimulus	n/a	574998.0000000000	medMixed
57.7598000000	0.0002000000	stimulus	n/a	577598.0000000000	medMixed
57.9966000000	0.0002000000	stimulus	n/a	579966.0000000000	medMixed
58.2305000000	0.0002000000	stimulus	n/a	582305.0000000000	medMixed
58.5013000000	0.0002000000	stimulus	n/a	585013.0000000000	medMixed
58.7802000000	0.0002000000	stimulus	n/a	587802.0000000000	medMixed
59.0450000000	0.0002000000	stimulus	n/a	590450.0000000000	medMixed
59.3207000000	0.0002000000	stimulus	n/a	593207.0000000000	medMixed
59.5844000000	0.0002000000	stimulus	n/a	595844.0000000000	medMixed
59.8183000000	0.0002000000	stimulus	n/a	598183.0000000000	medMixed
60.0761000000	0.0002000000	stimulus	n/a	600761.0000000000	medMixed
60.3168000000	0.0002000000	stimulus	n/a	603168.0000000000	medMixed
60.5625000000	0.0002000000	stimulus	n/a	605625.0000000000	medMixed
60.8188000000	0.0002000000	stimulus	n/a	608188.0000000000	medMixed
61.0938000000	0.0002000000	stimulus	n/a	610938.0000000000	medMixed
61.3795000000	0.0002000000	stimulus	n/a	613795.0000000000	medMixed
61.6195000000	0.0002000000	stimulus	n/a	616195.0000000000	medMixed
61.8674000000	0.0002000000	stimulus	n/a	618674.0000000000	medMixed
62.1171000000	0.0002000000	stimulus	n/a	621171.0000000000	medMixed
62.3829000000	0.0002000000	stimulus	n/a	623829.0000000000	medMixed
62.6436000000	0.0002000000	stimulus	n/a	626436.0000000000	medMixed
62.9203000000	0.0002000000	stimulus	n/a	629203.0000000000	medMixed
63.1833000000	0.0002000000	stimulus	n/a	631833.0000000000	medMixed
63.4640000000	0.0002000000	stimulus	n/a	634640.0000000000	medMixed
63.7457000000	0.0002000000	stimulus	n/a	637457.0000000000	medMixed
63.9957000000	0.0002000000	stimulus	n/a	639957.0000000000	medMixed
64.2626000000	0.0002000000	stimulus	n/a	642626.0000000000	medMixed
64.4979000000	0.0002000000	stimulus	n/a	644979.0000000000	medMixed
64.7697000000	0.0002000000	stimulus	n/a	647697.0000000000	medMixed
65.0114000000	0.0002000000	stimulus	n/a	650114.0000000000	medMixed
65.2782000000	0.0002000000	stimulus	n/a	652782.0000000000	medMixed
65.5379000000	0.0002000000	stimulus	n/a	655379.0000000000	medMixed
65.7927000000	0.0002000000	stimulus	n/a	657927.0000000000	medMixed
66.0734000000	0.0002000000	stimulus	n/a	660734.0000000000	medMixed
66.3101000000	0.0002000000	stimulus	n/a	663101.0000000000	medMixed
66.5879000000	0.0002000000	stimulus	n/a	665879.0000000000	medMixed
66.8487000000	0.0002000000	stimulus	n/a	668487.0000000000	medMixed
67.1195000000	0.0002000000	stimulus	n/a	671195.0000000000	medMixed
67.3968000000	0.0002000000	stimulus	n/a	673968.0000000000	medMixed
67.6498000000	0.0002000000	stimulus	n/a	676498.0000000000	medMixed
67.9088000000	0.0002000000	stimulus	n/a	679088.0000000000	medMixed
68.1956000000	0.0002000000	stimulus	n/a	681956.0000000000	medMixed
68.4785000000	0.0002000000	stimulus	n/a	684785.0000000000	medMixed
68.7413000000	0.0002000000	stimulus	n/a	687413.0000000000	medMixed
69.0007000000	0.0002000000	stimulus	n/a	690007.0000000000	medMixed
69.2875000000	0.0002000000	stimulus	n/a	692875.0000000000	medMixed
69.5593000000	0.0002000000	stimulus	n/a	695593.0000000000	medMixed
69.8041000000	0.0002000000	stimulus	n/a	698041.0000000000	medMixed
70.0520000000	0.0002000000	stimulus	n/a	700520.0000000000	medMixed
70.2940000000	0.0002000000	stimulus	n/a	702940.0000000000	medMixed
70.5806000000	0.0002000000	stimulus	n/a	705806.0000000000	medMixed
70.8580000000	0.0002000000	stimulus	n/a	708580.0000000000	medMixed
71.1358000000	0.0002000000	stimulus	n/a	711358.0000000000	medMixed
71.4214000000	0.0002000000	stimulus	n/a	714214.0000000000	medMixed
71.6778000000	0.0002000000	stimulus	n/a	716778.0000000000	medMixed
71.9465000000	0.0002000000	stimulus	n/a	719465.0000000000	medMixed
72.1875000000	0.0002000000	stimulus	n/a	721875.0000000000	medMixed
72.4672000000	0.0002000000	stimulus	n/a	724672.0000000000	medMixed
72.7380000000	0.0002000000	stimulus	n/a	727380.0000000000	medMixed
72.9808000000	0.0002000000	stimulus	n/a	729808.0000000000	medMixed
73.2158000000	0.0002000000	stimulus	n/a	732158.0000000000	medMixed
73.4935000000	0.0002000000	stimulus	n/a	734935.0000000000	medMixed
73.7374000000	0.0002000000	stimulus	n/a	737374.0000000000	medMixed
73.9844000000	0.0002000000	stimulus	n/a	739844.0000000000	medMixed
74.2423000000	0.0002000000	stimulus	n/a	742423.0000000000	medMixed
74.4991000000	0.0002000000	stimulus	n/a	744991.0000000000	medMixed
74.7491000000	0.0002000000	stimulus	n/a	747491.0000000000	medMixed
75.0201000000	0.0002000000	stimulus	n/a	750201.0000000000	medMixed
75.2674000000	0.0002000000	stimulus	n/a	752674.0000000000	medMixed
75.5282000000	0.0002000000	stimulus	n/a	755282.0000000000	medMixed
75.8079000000	0.0002000000	stimulus	n/a	758079.0000000000	medMixed
76.0662000000	0.0002000000	stimulus	n/a	760662.0000000000	medMixed
76.3050000000	0.0002000000	stimulus	n/a	763050.0000000000	medMixed
76.5799000000	0.0002000000	stimulus	n/a	765799.0000000000	medMixed
76.8298000000	0.0002000000	stimulus	n/a	768298.0000000000	medMixed
77.1146000000	0.0002000000	stimulus	n/a	771146.0000000000	medMixed
77.3713000000	0.0002000000	stimulus	n/a	773713.0000000000	medMixed
77.6183000000	0.0002000000	stimulus	n/a	776183.0000000000	medMixed
77.8912000000	0.0002000000	stimulus	n/a	778912.0000000000	medMixed
78.1730000000	0.0002000000	stimulus	n/a	781730.0000000000	medMixed
78.4319000000	0.0002000000	stimulus	n/a	784319.0000000000	medMixed
78.6787000000	0.0002000000	stimulus	n/a	786787.0000000000	medMixed
78.9227000000	0.0002000000	stimulus	n/a	789227.0000000000	medMixed
79.1943000000	0.0002000000	stimulus	n/a	791943.0000000000	medMixed
79.4312000000	0.0002000000	stimulus	n/a	794312.0000000000	medMixed
79.7150000000	0.0002000000	stimulus	n/a	797150.0000000000	medMixed
79.9840000000	0.0002000000	stimulus	n/a	799840.0000000000	medMixed
80.2236000000	0.0002000000	stimulus	n/a	802236.0000000000	medMixed
80.4666000000	0.0002000000	stimulus	n/a	804666.0000000000	medMixed
80.7463000000	0.0002000000	stimulus	n/a	807463.0000000000	medMixed
81.0176000000	0.0002000000	stimulus	n/a	810176.0000000000	medMixed
81.2996000000	0.0002000000	stimulus	n/a	812996.0000000000	medMixed
81.5684000000	0.0002000000	stimulus	n/a	815684.0000000000	medMixed
81.8374000000	0.0002000000	stimulus	n/a	818374.0000000000	medMixed
82.1152000000	0.0002000000	stimulus	n/a	821152.0000000000	medMixed
82.3871000000	0.0002000000	stimulus	n/a	823871.0000000000	medMixed
82.6404000000	0.0002000000	stimulus	n/a	826404.0000000000	medMixed
82.9144000000	0.0002000000	stimulus	n/a	829144.0000000000	medMixed
83.1991000000	0.0002000000	stimulus	n/a	831991.0000000000	medMixed
83.4771000000	0.0002000000	stimulus	n/a	834771.0000000000	medMixed
83.7289000000	0.0002000000	stimulus	n/a	837289.0000000000	medMixed
83.9877000000	0.0002000000	stimulus	n/a	839877.0000000000	medMixed
84.2285000000	0.0002000000	stimulus	n/a	842285.0000000000	medMixed
84.4665000000	0.0002000000	stimulus	n/a	844665.0000000000	medMixed
84.7222000000	0.0002000000	stimulus	n/a	847222.0000000000	medMixed
84.9840000000	0.0002000000	stimulus	n/a	849840.0000000000	medMixed
85.2229000000	0.0002000000	stimulus	n/a	852229.0000000000	medMixed
85.4686000000	0.0002000000	stimulus	n/a	854686.0000000000	medMixed
85.7146000000	0.0002000000	stimulus	n/a	857146.0000000000	medMixed
85.9653000000	0.0002000000	stimulus	n/a	859653.0000000000	medMixed
86.2425000000	0.0002000000	stimulus	n/a	862425.0000000000	medMixed
86.4993000000	0.0002000000	stimulus	n/a	864993.0000000000	medMixed
86.7781000000	0.0002000000	stimulus	n/a	867781.0000000000	medMixed
87.0320000000	0.0002000000	stimulus	n/a	870320.0000000000	medMixed
87.3140000000	0.0002000000	stimulus	n/a	873140.0000000000	medMixed
87.5788000000	0.0002000000	stimulus	n/a	875788.0000000000	medMixed
87.8561000000	0.0002000000	stimulus	n/a	878561.0000000000	medMixed
88.0901000000	0.0002000000	stimulus	n/a	880901.0000000000	medMixed
88.3649000000	0.0002000000	stimulus	n/a	883649.0000000000	medMixed
