onset	duration	trial_type	response_time	sample	value
4.0812000000	0.0002000000	stimulus	n/a	40812.0000000000	tib12
4.3294000000	0.0002000000	stimulus	n/a	43294.0000000000	tib1
4.5735000000	0.0002000000	stimulus	n/a	45735.0000000000	tib2
4.8396000000	0.0002000000	stimulus	n/a	48396.0000000000	tib12
5.1047000000	0.0002000000	stimulus	n/a	51047.0000000000	tib12
5.3518000000	0.0002000000	stimulus	n/a	53518.0000000000	tib2
5.6279000000	0.0002000000	stimulus	n/a	56279.0000000000	tib12
5.9040000000	0.0002000000	stimulus	n/a	59040.0000000000	tib2
6.1420000000	0.0002000000	stimulus	n/a	61420.0000000000	tib1
6.4171000000	0.0002000000	stimulus	n/a	64171.0000000000	tib2
6.6682000000	0.0002000000	stimulus	n/a	66682.0000000000	tib12
6.9183000000	0.0002000000	stimulus	n/a	69183.0000000000	tib2
7.1664000000	0.0002000000	stimulus	n/a	71664.0000000000	tib1
7.4147000000	0.0002000000	stimulus	n/a	74147.0000000000	tib1
7.6598000000	0.0002000000	stimulus	n/a	76598.0000000000	tib2
7.9258000000	0.0002000000	stimulus	n/a	79258.0000000000	tib2
8.1999000000	0.0002000000	stimulus	n/a	81999.0000000000	tib2
8.4528000000	0.0002000000	stimulus	n/a	84528.0000000000	tib2
8.7042000000	0.0002000000	stimulus	n/a	87042.0000000000	tib2
8.9453000000	0.0002000000	stimulus	n/a	89453.0000000000	tib1
9.1823000000	0.0002000000	stimulus	n/a	91823.0000000000	tib1
9.4584000000	0.0002000000	stimulus	n/a	94584.0000000000	tib2
9.7315000000	0.0002000000	stimulus	n/a	97315.0000000000	tib12
9.9718000000	0.0002000000	stimulus	n/a	99718.0000000000	tib12
10.2309000000	0.0002000000	stimulus	n/a	102309.0000000000	tib1
10.4989000000	0.0002000000	stimulus	n/a	104989.0000000000	tib2
10.7423000000	0.0002000000	stimulus	n/a	107423.0000000000	tib2
11.0126000000	0.0002000000	stimulus	n/a	110126.0000000000	tib12
11.2547000000	0.0002000000	stimulus	n/a	112547.0000000000	tib1
11.5318000000	0.0002000000	stimulus	n/a	115318.0000000000	tib2
11.7869000000	0.0002000000	stimulus	n/a	117869.0000000000	tib2
