onset	duration	sample	trial_type	response_time	stim_file	value
0.0020000000	0.0000000000	1	n/a	n/a	n/a	sync1
0.0020000000	0.0000000000	1	n/a	n/a	n/a	sync1
0.0020000000	0.0000000000	1	n/a	n/a	n/a	sync1
28.4720000000	0.0000000000	14236	n/a	n/a	n/a	plug out
75.1660000000	0.0000000000	37583	n/a	n/a	n/a	plug out
149.7900000000	1.0000000000	74895	n/a	n/a	n/a	Intro 1
239.7680000000	1.0000000000	119884	n/a	n/a	n/a	12
239.8100000000	1.0000000000	119905	n/a	n/a	n/a	Intro 2
241.2940000000	1.0000000000	120647	n/a	n/a	n/a	ASRinstruct
250.6220000000	1.0000000000	125311	n/a	n/a	n/a	12
250.6600000000	1.0000000000	125330	n/a	n/a	n/a	ASReyesclose
310.6600000000	1.0000000000	155330	n/a	n/a	n/a	end
333.0360000000	1.0000000000	166518	n/a	n/a	n/a	12
333.0460000000	1.0000000000	166523	n/a	n/a	n/a	ASRinstruct
338.2220000000	1.0000000000	169111	n/a	n/a	n/a	12
338.2600000000	1.0000000000	169130	n/a	n/a	n/a	ASReyesopen
398.2600000000	1.0000000000	199130	n/a	n/a	n/a	end
401.6960000000	1.0000000000	200848	n/a	n/a	n/a	12
401.7060000000	1.0000000000	200853	n/a	n/a	n/a	ASRinstruct
407.2400000000	1.0000000000	203620	n/a	n/a	n/a	12
407.2800000000	1.0000000000	203640	n/a	n/a	n/a	ASReyesclose
467.2820000000	1.0000000000	233641	n/a	n/a	n/a	end
470.8960000000	1.0000000000	235448	n/a	n/a	n/a	12
470.9060000000	1.0000000000	235453	n/a	n/a	n/a	ASRinstruct
492.3280000000	1.0000000000	246164	n/a	n/a	n/a	12
492.3720000000	1.0000000000	246186	n/a	n/a	n/a	ASReyesopen
552.3620000000	1.0000000000	276181	n/a	n/a	n/a	end
556.6520000000	1.0000000000	278326	n/a	n/a	n/a	12
556.6600000000	1.0000000000	278330	n/a	n/a	n/a	Standing
617.6360000000	1.0000000000	308818	n/a	n/a	n/a	12
617.6720000000	1.0000000000	308836	n/a	n/a	n/a	countdown_highdev
630.6820000000	1.0000000000	315341	n/a	n/a	n/a	standard1
631.5820000000	1.0000000000	315791	n/a	n/a	n/a	standard1
632.4820000000	1.0000000000	316241	n/a	n/a	n/a	standard1
633.6320000000	1.0000000000	316816	n/a	n/a	n/a	standard1
635.0320000000	1.0000000000	317516	n/a	n/a	n/a	standard1
635.9320000000	1.0000000000	317966	n/a	n/a	n/a	standard1
636.4520000000	1.0000000000	318226	n/a	n/a	n/a	standard1
637.7220000000	1.0000000000	318861	n/a	n/a	n/a	standard1
638.3720000000	1.0000000000	319186	n/a	n/a	n/a	standard1
639.7720000000	1.0000000000	319886	n/a	n/a	n/a	standard1
640.6720000000	1.0000000000	320336	n/a	n/a	n/a	standard1
641.5720000000	1.0000000000	320786	n/a	n/a	n/a	standard1
642.9720000000	1.0000000000	321486	n/a	n/a	n/a	standard1
643.8720000000	1.0000000000	321936	n/a	n/a	n/a	standard1
645.2720000000	1.0000000000	322636	n/a	n/a	n/a	standard1
646.5420000000	1.0000000000	323271	n/a	n/a	n/a	standard1
647.9420000000	1.0000000000	323971	n/a	n/a	n/a	standard1
649.4620000000	1.0000000000	324731	n/a	n/a	n/a	standard1
650.9820000000	1.0000000000	325491	n/a	n/a	n/a	standard1
652.3820000000	1.0000000000	326191	n/a	n/a	n/a	standard1
653.9020000000	1.0000000000	326951	n/a	n/a	n/a	standard1
654.5520000000	1.0000000000	327276	n/a	n/a	n/a	standard1
655.8220000000	1.0000000000	327911	n/a	n/a	n/a	standard1
656.7220000000	1.0000000000	328361	n/a	n/a	n/a	standard1
657.8720000000	1.0000000000	328936	n/a	n/a	n/a	deviant1
658.7720000000	1.0000000000	329386	n/a	n/a	n/a	standard1
659.2920000000	1.0000000000	329646	n/a	n/a	n/a	standard1
659.9420000000	1.0000000000	329971	n/a	n/a	n/a	deviant1
661.0920000000	1.0000000000	330546	n/a	n/a	n/a	standard1
661.8620000000	1.0000000000	330931	n/a	n/a	n/a	standard1
663.3820000000	1.0000000000	331691	n/a	n/a	n/a	standard1
664.1520000000	1.0000000000	332076	n/a	n/a	n/a	deviant1
664.6720000000	1.0000000000	332336	n/a	n/a	n/a	standard1
665.5720000000	1.0000000000	332786	n/a	n/a	n/a	standard1
666.2220000000	1.0000000000	333111	n/a	n/a	n/a	standard1
667.6220000000	1.0000000000	333811	n/a	n/a	n/a	standard1
668.5220000000	1.0000000000	334261	n/a	n/a	n/a	standard1
670.0420000000	1.0000000000	335021	n/a	n/a	n/a	deviant1
670.6920000000	1.0000000000	335346	n/a	n/a	n/a	standard1
671.4620000000	1.0000000000	335731	n/a	n/a	n/a	deviant1
672.8620000000	1.0000000000	336431	n/a	n/a	n/a	standard1
674.2620000000	1.0000000000	337131	n/a	n/a	n/a	standard1
675.6620000000	1.0000000000	337831	n/a	n/a	n/a	deviant1
676.3140000000	1.0000000000	338157	n/a	n/a	n/a	standard1
677.5940000000	1.0000000000	338797	n/a	n/a	n/a	standard1
678.8640000000	1.0000000000	339432	n/a	n/a	n/a	standard1
680.0140000000	1.0000000000	340007	n/a	n/a	n/a	standard1
681.4140000000	1.0000000000	340707	n/a	n/a	n/a	standard1
682.0640000000	1.0000000000	341032	n/a	n/a	n/a	standard1
683.4640000000	1.0000000000	341732	n/a	n/a	n/a	deviant1
684.6140000000	1.0000000000	342307	n/a	n/a	n/a	standard1
686.1340000000	1.0000000000	343067	n/a	n/a	n/a	deviant1
687.2840000000	1.0000000000	343642	n/a	n/a	n/a	standard1
688.0540000000	1.0000000000	344027	n/a	n/a	n/a	standard1
688.8240000000	1.0000000000	344412	n/a	n/a	n/a	standard1
690.2240000000	1.0000000000	345112	n/a	n/a	n/a	deviant1
691.1240000000	1.0000000000	345562	n/a	n/a	n/a	standard1
691.6440000000	1.0000000000	345822	n/a	n/a	n/a	standard1
692.2940000000	1.0000000000	346147	n/a	n/a	n/a	standard1
692.8140000000	1.0000000000	346407	n/a	n/a	n/a	standard1
693.7140000000	1.0000000000	346857	n/a	n/a	n/a	deviant1
694.4840000000	1.0000000000	347242	n/a	n/a	n/a	standard1
696.0040000000	1.0000000000	348002	n/a	n/a	n/a	standard1
697.0240000000	1.0000000000	348512	n/a	n/a	n/a	standard1
697.6740000000	1.0000000000	348837	n/a	n/a	n/a	standard1
698.4440000000	1.0000000000	349222	n/a	n/a	n/a	standard1
699.0940000000	1.0000000000	349547	n/a	n/a	n/a	deviant1
699.6140000000	1.0000000000	349807	n/a	n/a	n/a	standard1
701.1340000000	1.0000000000	350567	n/a	n/a	n/a	standard1
702.2840000000	1.0000000000	351142	n/a	n/a	n/a	standard1
703.6840000000	1.0000000000	351842	n/a	n/a	n/a	deviant1
704.3340000000	1.0000000000	352167	n/a	n/a	n/a	standard1
705.2340000000	1.0000000000	352617	n/a	n/a	n/a	deviant1
706.5040000000	1.0000000000	353252	n/a	n/a	n/a	standard1
707.7740000000	1.0000000000	353887	n/a	n/a	n/a	standard1
708.6740000000	1.0000000000	354337	n/a	n/a	n/a	standard1
709.8240000000	1.0000000000	354912	n/a	n/a	n/a	standard1
710.7240000000	1.0000000000	355362	n/a	n/a	n/a	standard1
711.6240000000	1.0000000000	355812	n/a	n/a	n/a	standard1
712.3940000000	1.0000000000	356197	n/a	n/a	n/a	deviant1
713.4140000000	1.0000000000	356707	n/a	n/a	n/a	standard1
713.9340000000	1.0000000000	356967	n/a	n/a	n/a	standard1
714.4540000000	1.0000000000	357227	n/a	n/a	n/a	standard1
715.1040000000	1.0000000000	357552	n/a	n/a	n/a	standard1
715.8740000000	1.0000000000	357937	n/a	n/a	n/a	standard1
717.0240000000	1.0000000000	358512	n/a	n/a	n/a	standard1
717.6740000000	1.0000000000	358837	n/a	n/a	n/a	standard1
719.0740000000	1.0000000000	359537	n/a	n/a	n/a	standard1
720.4740000000	1.0000000000	360237	n/a	n/a	n/a	standard1
721.8740000000	1.0000000000	360937	n/a	n/a	n/a	standard1
722.3940000000	1.0000000000	361197	n/a	n/a	n/a	standard1
723.9140000000	1.0000000000	361957	n/a	n/a	n/a	standard1
724.5640000000	1.0000000000	362282	n/a	n/a	n/a	standard1
