onset	duration	accuracy	response_time	image
12.007	2	0	0	1
14.056	2	1	0.721	2
20.004	2	1	0.846	-4
22.07	2	1	1.077	-53
26.002	2	1	0.834	-9
30.017	2	1	0.744	10
36.015	2	1	0.805	-11
40.013	2	1	0.885	52
46.011	2	1	0.745	-5
50.009	2	1	1.144	-6
56.007	2	1	0.746	7
58.073	2	0	1.33	13
62.005	2	1	1.654	-14
64.071	2	1	0.843	15
70.002	2	1	1.168	51
72.068	2	1	1.038	17
78.015	2	1	1.156	18
82.014	2	1	1.116	-19
88.012	2	0	1.336	-50
90.078	2	1	0.667	1
92.143	2	0	0	2
98.008	2	1	0.874	-3
100.074	2	1	0.824	54
102.14	2	0	0.895	13
104.205	2	0	1.083	-14
106.271	2	1	0.587	16
108.337	2	1	0.888	-9
110.386	2	1	0.714	10
116.018	2	1	0.73	-12
118.084	2	1	0.637	-21
120.149	2	0	0.644	-22
122.215	2	1	0.538	23
124.281	2	1	0.73	-5
126.347	2	0	1.207	-6
132.012	2	1	0.663	8
138.009	2	1	0.731	17
140.075	2	1	0.576	18
144.007	2	1	0.722	-20
150.005	2	0	1.064	-49
152.071	2	1	0.988	-21
158.002	2	0	0.617	-22
160.068	2	1	0.656	24
162.134	2	1	0.763	54
168.015	2	1	0.708	17
174.012	2	1	0.94	18
176.078	2	1	0.622	-19
178.144	2	0	1.059	-9
180.21	2	1	0.639	10
182.276	2	1	0.679	-12
184.342	2	1	0.987	-21
186.391	2	0	0.563	-22
190.006	2	1	0.643	23
192.072	2	1	0.945	-53
194.138	2	0	0.769	17
196.204	2	1	0.03	18
198.27	2	1	0.555	-20
202.002	2	1	0.919	1
204.084	2	1	0.605	2
208.016	2	1	0.713	-4
212.015	2	1	1.076	-50
216.013	2	1	0.855	-21
222.011	2	0	0.887	-22
226.009	2	1	0.576	24
232.007	2	1	1.037	-5
236.006	2	0	0	-6
238.071	2	1	0.708	7
240.154	2	0	0.986	13
242.236	2	1	1.15	-14
248.018	2	1	1.05	16
250.1	2	1	0.712	52
256.015	2	0	1.419	1
258.097	2	1	1.403	2
262.012	2	1	0.885	-3
266.011	2	1	0.894	51
268.093	2	1	0.934	-5
270.176	2	0	1.241	-6
272.258	2	1	0.658	8
276.007	2	1	1.292	-9
280.005	2	1	0.806	10
282.088	2	1	1.09	-11
288.002	2	1	1.208	-49
292.018	2	1	0.857	13
296.016	2	0	0.906	-14
302.014	2	1	1.214	15
