onset	duration	modality	hand_ori	finger	touch_side	mov_num	target	run_num	block_num	trial_num_per_run	trial_num_per_block
760.0298	2.8023	2	2	1	1	0	1	2	3	101	19
763.4468	2.8023	1	2	1	1	4	1	2	3	102	20
766.0723	2.8023	1	2	1	1	5	1	2	3	103	21
768.6973	2.8023	1	2	1	1	5	1	2	3	104	22
771.3228	2.8023	1	2	2	2	2	1	2	3	105	23
773.9482	2.8023	1	2	2	2	3	1	2	3	106	24
776.5732	2.8023	1	2	2	2	1	1	2	3	107	25
779.1987	2.8023	1	2	1	1	6	1	2	3	108	26
781.8242	2.8023	1	2	1	1	6	1	2	3	109	27
784.4492	2.8023	1	2	1	1	4	1	2	3	110	28
786.2827	2.8023	2	2	2	2	0	1	2	3	111	29
788.9082	2.8023	2	2	2	2	0	2	2	3	112	30
791.5332	2.8023	2	2	2	2	0	1	2	3	113	31
794.1587	2.8023	2	2	2	2	0	1	2	3	114	32
796.7842	2.8023	2	2	1	1	0	1	2	3	115	33
799.4092	2.8023	2	2	1	1	0	1	2	3	116	34
802.0347	2.8023	2	2	2	2	0	1	2	3	117	35
804.6602	2.8023	2	2	1	1	0	1	2	3	118	36
807.2852	2.8023	2	2	1	1	0	2	2	3	119	37
809.9106	2.8023	2	2	1	1	0	1	2	3	120	38
812.5361	2.8023	2	2	2	2	0	1	2	3	121	39
821.2954	2.8023	1	1	2	1	7	1	2	4	122	1
823.9209	2.8023	1	1	1	2	12	1	2	4	123	2
826.5459	2.8023	1	1	1	2	10	1	2	4	124	3
829.1714	2.8023	1	1	1	2	11	1	2	4	125	4
831.7969	2.8023	1	1	2	1	20	2	2	4	126	5
834.4219	2.8023	1	1	2	1	8	1	2	4	127	6
837.0474	2.8023	1	1	2	1	8	1	2	4	128	7
839.6729	2.8023	1	1	1	2	10	1	2	4	129	8
842.2979	2.8023	1	1	2	1	20	2	2	4	130	9
844.9233	2.8023	1	1	1	2	12	1	2	4	131	10
847.5483	2.8023	1	1	1	2	12	1	2	4	132	11
849.3818	2.8023	2	1	1	2	0	1	2	4	133	12
852.0073	2.8023	2	1	1	2	0	1	2	4	134	13
854.6328	2.8023	2	1	1	2	0	1	2	4	135	14
857.2578	2.8023	2	1	2	1	0	1	2	4	136	15
859.8833	2.8023	2	1	1	2	0	1	2	4	137	16
862.5088	2.8023	2	1	1	2	0	2	2	4	138	17
865.1338	2.8023	2	1	1	2	0	1	2	4	139	18
867.7593	2.8023	2	1	2	1	0	1	2	4	140	19
870.3848	2.8023	2	1	1	2	0	1	2	4	141	20
873.0098	2.8023	2	1	2	1	0	1	2	4	142	21
875.6353	2.8023	2	1	1	2	0	2	2	4	143	22
879.0522	2.8023	1	1	1	2	10	1	2	4	144	23
881.6777	2.8023	1	1	1	2	11	1	2	4	145	24
884.3027	2.8023	1	1	1	2	11	1	2	4	146	25
886.9282	2.8023	1	1	1	2	23	2	2	4	147	26
889.5537	2.8023	1	1	2	1	8	1	2	4	148	27
892.1787	2.8023	1	1	2	1	8	1	2	4	149	28
894.8042	2.8023	1	1	1	2	12	1	2	4	150	29
897.4297	2.8023	1	1	1	2	23	2	2	4	151	30
900.0547	2.8023	1	1	2	1	7	1	2	4	152	31
902.6802	2.8023	1	1	2	1	9	1	2	4	153	32
905.3057	2.8023	1	1	1	2	12	1	2	4	154	33
907.9307	2.8023	1	1	2	1	19	2	2	4	155	34
909.7642	2.8023	2	1	1	2	0	1	2	4	156	35
912.3896	2.8023	2	1	2	1	0	1	2	4	157	36
915.0151	2.8023	2	1	2	1	0	1	2	4	158	37
917.6401	2.8023	2	1	2	1	0	1	2	4	159	38
920.2656	2.8023	2	1	1	2	0	1	2	4	160	39
922.8911	2.8023	2	1	1	2	0	1	2	4	161	40
925.5161	2.8023	2	1	2	1	0	1	2	4	162	41
928.1416	2.8023	2	1	2	1	0	2	2	4	163	42
930.7671	2.8023	2	1	1	2	0	1	2	4	164	43
933.3921	2.8023	2	1	2	1	0	1	2	4	165	44
944.8271	2.8023	2	2	2	2	0	1	3	1	1	1
946.6772	2.8023	2	2	1	1	0	1	3	1	2	2
949.3022	2.8023	2	2	2	2	0	1	3	1	3	3
951.9277	2.8023	2	2	1	1	0	1	3	1	4	4
954.5532	2.8023	2	2	1	1	0	1	3	1	5	5
957.1782	2.8023	2	2	1	1	0	1	3	1	6	6
959.8037	2.8023	2	2	2	2	0	1	3	1	7	7
962.4287	2.8023	2	2	2	2	0	1	3	1	8	8
965.0542	2.8023	2	2	1	1	0	2	3	1	9	9
967.6797	2.8023	2	2	2	2	0	1	3	1	10	10
971.0967	2.8023	1	2	1	1	6	1	3	1	11	11
973.7227	2.8023	1	2	2	2	3	1	3	1	12	12
976.3477	2.8023	1	2	1	1	5	1	3	1	13	13
978.9727	2.8023	1	2	2	2	3	1	3	1	14	14
981.5981	2.8023	1	2	1	1	16	2	3	1	15	15
984.2231	2.8023	1	2	2	2	1	1	3	1	16	16
986.8486	2.8023	1	2	1	1	4	1	3	1	17	17
989.4741	2.8023	1	2	2	2	1	1	3	1	18	18
992.0991	2.8023	1	2	2	2	2	1	3	1	19	19
994.7246	2.8023	1	2	2	2	14	2	3	1	20	20
997.3496	2.8023	1	2	2	2	2	1	3	1	21	21
999.1836	2.8023	2	2	2	2	0	1	3	1	22	22
1001.8086	2.8023	2	2	2	2	0	1	3	1	23	23
1004.4341	2.8023	2	2	1	1	0	1	3	1	24	24
1007.0596	2.8023	2	2	2	2	0	1	3	1	25	25
1009.6846	2.8023	2	2	2	2	0	1	3	1	26	26
1012.3101	2.8023	2	2	2	2	0	2	3	1	27	27
1014.9355	2.8023	2	2	1	1	0	1	3	1	28	28
1017.5605	2.8023	2	2	2	2	0	1	3	1	29	29
1020.186	2.8023	2	2	2	2	0	1	3	1	30	30
1022.811	2.8023	2	2	2	2	0	2	3	1	31	31
1025.4365	2.8023	2	2	1	1	0	1	3	1	32	32
1028.854	2.8023	1	2	2	2	1	1	3	1	33	33
1031.479	2.8023	1	2	2	2	2	1	3	1	34	34
1034.1045	2.8023	1	2	2	2	3	1	3	1	35	35
1036.7295	2.8023	1	2	1	1	17	2	3	1	36	36
1039.355	2.8023	1	2	1	1	6	1	3	1	37	37
1041.9805	2.8023	1	2	1	1	6	1	3	1	38	38
1044.6055	2.8023	1	2	2	2	3	1	3	1	39	39
1047.231	2.8023	1	2	1	1	5	1	3	1	40	40
1049.8564	2.8023	1	2	1	1	16	2	3	1	41	41
1052.4814	2.8023	1	2	1	1	5	1	3	1	42	42
1055.1069	2.8023	1	2	1	1	5	1	3	1	43	43
1065.6333	2.8023	2	1	1	2	0	1	3	2	44	1
1067.4834	2.8023	2	1	1	2	0	1	3	2	45	2
1070.1084	2.8023	2	1	2	1	0	1	3	2	46	3
1072.7339	2.8023	2	1	2	1	0	1	3	2	47	4
1075.3594	2.8023	2	1	1	2	0	1	3	2	48	5
1077.9844	2.8023	2	1	2	1	0	2	3	2	49	6
1080.6099	2.8023	2	1	1	2	0	1	3	2	50	7
1083.2354	2.8023	2	1	2	1	0	1	3	2	51	8
1085.8604	2.8023	2	1	1	2	0	1	3	2	52	9
1088.4858	2.8023	2	1	1	2	0	1	3	2	53	10
1091.9028	2.8023	1	1	1	2	10	1	3	2	54	11
1094.5283	2.8023	1	1	1	2	12	1	3	2	55	12
1097.1538	2.8023	1	1	1	2	24	2	3	2	56	13
1099.7788	2.8023	1	1	2	1	9	1	3	2	57	14
1102.4043	2.8023	1	1	1	2	10	1	3	2	58	15
1105.0298	2.8023	1	1	2	1	9	1	3	2	59	16
1107.6548	2.8023	1	1	2	1	8	1	3	2	60	17
1110.2803	2.8023	1	1	2	1	19	2	3	2	61	18
1112.9058	2.8023	1	1	2	1	7	1	3	2	62	19
1115.5308	2.8023	1	1	1	2	12	1	3	2	63	20
1118.1563	2.8023	1	1	2	1	7	1	3	2	64	21
1120.7813	2.8023	1	1	1	2	24	2	3	2	65	22
1122.6147	2.8023	2	1	2	1	0	1	3	2	66	23
1125.2402	2.8023	2	1	1	2	0	1	3	2	67	24
1127.8657	2.8023	2	1	1	2	0	1	3	2	68	25
1130.4907	2.8023	2	1	1	2	0	1	3	2	69	26
1133.1162	2.8023	2	1	2	1	0	1	3	2	70	27
1135.7417	2.8023	2	1	1	2	0	1	3	2	71	28
1138.3667	2.8023	2	1	2	1	0	1	3	2	72	29
1140.9922	2.8023	2	1	2	1	0	1	3	2	73	30
1143.6177	2.8023	2	1	1	2	0	2	3	2	74	31
1146.2427	2.8023	2	1	2	1	0	1	3	2	75	32
1149.6602	2.8023	1	1	2	1	8	1	3	2	76	33
1152.2852	2.8023	1	1	2	1	9	1	3	2	77	34
1154.9106	2.8023	1	1	1	2	12	1	3	2	78	35
1157.5361	2.8023	1	1	1	2	12	1	3	2	79	36
1160.1611	2.8023	1	1	1	2	10	1	3	2	80	37
1162.7866	2.8023	1	1	1	2	23	2	3	2	81	38
1165.4116	2.8023	1	1	2	1	8	1	3	2	82	39
1168.0371	2.8023	1	1	2	1	8	1	3	2	83	40
1170.6626	2.8023	1	1	1	2	11	1	3	2	84	41
1173.2876	2.8023	1	1	1	2	10	1	3	2	85	42
1182.1641	2.8023	2	2	1	1	0	1	3	3	86	1
1184.0142	2.8023	2	2	1	1	0	1	3	3	87	2
1186.6392	2.8023	2	2	2	2	0	1	3	3	88	3
1189.2646	2.8023	2	2	1	1	0	2	3	3	89	4
1191.8901	2.8023	2	2	1	1	0	1	3	3	90	5
1194.5151	2.8023	2	2	1	1	0	1	3	3	91	6
1197.1406	2.8023	2	2	2	2	0	1	3	3	92	7
1199.7661	2.8023	2	2	2	2	0	1	3	3	93	8
1202.3911	2.8023	2	2	1	1	0	1	3	3	94	9
1205.0166	2.8023	2	2	1	1	0	1	3	3	95	10
1208.4336	2.8023	1	2	2	2	3	1	3	3	96	11
1211.0591	2.8023	1	2	2	2	2	1	3	3	97	12
1213.6846	2.8023	1	2	2	2	15	2	3	3	98	13
1216.3096	2.8023	1	2	1	1	4	1	3	3	99	14
1218.9351	2.8023	1	2	2	2	1	1	3	3	100	15
1221.5601	2.8023	1	2	2	2	3	1	3	3	101	16
1224.1855	2.8023	1	2	2	2	2	1	3	3	102	17
1226.811	2.8023	1	2	1	1	4	1	3	3	103	18
1229.436	2.8023	1	2	1	1	6	1	3	3	104	19
1232.0615	2.8023	1	2	1	1	4	1	3	3	105	20
1233.895	2.8023	2	2	1	1	0	1	3	3	106	21
1236.5205	2.8023	2	2	1	1	0	1	3	3	107	22
1239.1455	2.8023	2	2	1	1	0	1	3	3	108	23
1241.771	2.8023	2	2	2	2	0	1	3	3	109	24
1244.3965	2.8023	2	2	2	2	0	1	3	3	110	25
1247.022	2.8023	2	2	2	2	0	1	3	3	111	26
1249.647	2.8023	2	2	1	1	0	1	3	3	112	27
1252.2725	2.8023	2	2	1	1	0	1	3	3	113	28
1254.8975	2.8023	2	2	2	2	0	1	3	3	114	29
1258.3149	2.8023	1	2	1	1	6	1	3	3	115	30
1260.9399	2.8023	1	2	1	1	18	2	3	3	116	31
1263.5654	2.8023	1	2	1	1	5	1	3	3	117	32
1266.1909	2.8023	1	2	1	1	6	1	3	3	118	33
1268.8159	2.8023	1	2	2	2	2	1	3	3	119	34
1271.4414	2.8023	1	2	1	1	5	1	3	3	120	35
1274.0669	2.8023	1	2	2	2	1	1	3	3	121	36
1276.6919	2.8023	1	2	1	1	17	2	3	3	122	37
1279.3174	2.8023	1	2	1	1	4	1	3	3	123	38
1281.9424	2.8023	1	2	1	1	4	1	3	3	124	39
1284.5679	2.8023	1	2	2	2	1	1	3	3	125	40
1292.7856	2.8023	2	1	1	2	0	1	3	4	126	1
1294.6357	2.8023	2	1	1	2	0	1	3	4	127	2
1297.2612	2.8023	2	1	2	1	0	1	3	4	128	3
1299.8862	2.8023	2	1	2	1	0	1	3	4	129	4
1302.5117	2.8023	2	1	1	2	0	1	3	4	130	5
1305.1367	2.8023	2	1	2	1	0	1	3	4	131	6
1307.7622	2.8023	2	1	1	2	0	1	3	4	132	7
1310.3877	2.8023	2	1	2	1	0	1	3	4	133	8
1313.0132	2.8023	2	1	2	1	0	1	3	4	134	9
1316.4302	2.8023	1	1	2	1	8	1	3	4	135	10
