onset	duration	trial_type	response_time
8.3931	0.749	cue_reward	n/a
8.3931	2.7491	anticipation_reward	n/a
9.1423	2.0002	isi_reward	n/a
11.1426	0.2633	target	0.2505
11.6796	0.9802	feedback_positive_reward	n/a
15.1602	0.7487	cue_neutral	n/a
15.1602	2.7493	anticipation_neutral	n/a
15.9092	2.0005	isi_neutral	n/a
17.9098	0.1633	target	n/a
18.4499	0.9761	feedback_negative_neutral	n/a
21.9265	0.7495	cue_neutral	n/a
21.9265	2.7494	anticipation_neutral	n/a
22.6764	1.9999	isi_neutral	n/a
24.6764	0.2133	target	n/a
25.2063	0.987	feedback_negative_neutral	n/a
29.6933	0.7493	cue_reward	n/a
29.6933	2.2496	anticipation_reward	n/a
30.4428	1.5004	isi_reward	n/a
31.9433	0.2633	target	0.2502
32.4771	0.9827	feedback_positive_reward	n/a
35.4601	0.7492	cue_neutral	n/a
35.4601	2.2491	anticipation_neutral	n/a
36.2096	1.4999	isi_neutral	n/a
37.7096	0.2633	target	0.25
38.2237	0.9861	feedback_positive_neutral	n/a
41.2105	0.7486	cue_reward	n/a
41.2105	2.2498	anticipation_reward	n/a
41.9594	1.5012	isi_reward	n/a
43.4607	0.2133	target	0.1999
43.9839	0.9928	feedback_positive_reward	n/a
46.9773	0.7487	cue_reward	n/a
46.9773	3.249	anticipation_reward	n/a
47.7262	2.5003	isi_reward	n/a
50.2266	0.2133	target	0.1997
50.7325	0.9942	feedback_positive_reward	n/a
57.7273	0.7487	cue_neutral	n/a
57.7273	2.2492	anticipation_neutral	n/a
58.4762	1.5005	isi_neutral	n/a
59.9768	0.1633	target	n/a
60.5092	0.9843	feedback_negative_neutral	n/a
64.4941	0.7487	cue_neutral	n/a
64.4941	2.2488	anticipation_neutral	n/a
65.2431	1.5001	isi_neutral	n/a
66.7432	0.1967	target	n/a
67.2572	0.9862	feedback_negative_neutral	n/a
73.2441	0.7492	cue_neutral	n/a
73.2441	2.2493	anticipation_neutral	n/a
73.9936	1.5001	isi_neutral	n/a
75.4938	0.23	target	n/a
76.0159	0.9945	feedback_negative_neutral	n/a
84.0117	0.748	cue_neutral	n/a
84.0117	2.2486	anticipation_neutral	n/a
84.7599	1.5006	isi_neutral	n/a
86.2606	0.2633	target	0.2501
86.7875	0.9897	feedback_positive_neutral	n/a
94.7778	0.7486	cue_reward	n/a
94.7778	2.2493	anticipation_reward	n/a
95.5267	1.5007	isi_reward	n/a
97.0275	0.2633	target	0.2502
97.5585	0.9852	feedback_positive_reward	n/a
103.5447	0.749	cue_reward	n/a
103.5447	3.7489	anticipation_reward	n/a
104.2939	2.9999	isi_reward	n/a
107.2939	0.23	target	0.2168
107.8213	0.9894	feedback_positive_reward	n/a
113.3112	0.7488	cue_neutral	n/a
113.3112	2.2494	anticipation_neutral	n/a
114.0602	1.5005	isi_neutral	n/a
115.5608	0.23	target	n/a
116.0907	0.9867	feedback_negative_neutral	n/a
119.0784	0.7483	cue_reward	n/a
119.0784	2.749	anticipation_reward	n/a
119.827	2.0007	isi_reward	n/a
121.8277	0.2467	target	0.2338
122.3624	0.9815	feedback_positive_reward	n/a
126.8448	0.7494	cue_neutral	n/a
126.8448	2.2493	anticipation_neutral	n/a
127.5945	1.4999	isi_neutral	n/a
129.0945	0.2467	target	n/a
129.6336	0.9771	feedback_negative_neutral	n/a
133.6116	0.7491	cue_reward	n/a
133.6116	2.249	anticipation_reward	n/a
134.361	1.4998	isi_reward	n/a
135.8608	0.2633	target	0.2505
136.401	0.9766	feedback_positive_reward	n/a
140.3782	0.749	cue_reward	n/a
140.3782	2.2491	anticipation_reward	n/a
141.1275	1.5001	isi_reward	n/a
142.6277	0.2633	target	0.2503
143.1575	0.987	feedback_positive_reward	n/a
146.1452	0.749	cue_neutral	n/a
146.1452	2.2489	anticipation_neutral	n/a
146.8944	1.4999	isi_neutral	n/a
148.3945	0.2467	target	n/a
148.9261	0.9849	feedback_negative_neutral	n/a
154.9119	0.7491	cue_reward	n/a
154.9119	2.7493	anticipation_reward	n/a
155.6612	2.0002	isi_reward	n/a
157.6615	0.2633	target	0.2499
158.203	0.9751	feedback_positive_reward	n/a
166.6786	0.7488	cue_neutral	n/a
166.6786	2.2492	anticipation_neutral	n/a
167.4276	1.5004	isi_neutral	n/a
168.9281	0.2633	target	0.2505
169.445	0.9829	feedback_positive_neutral	n/a
172.4287	0.7491	cue_reward	n/a
172.4287	3.7493	anticipation_reward	n/a
173.1781	3.0002	isi_reward	n/a
176.1784	0.2467	target	0.234
176.702	0.9928	feedback_positive_reward	n/a
182.1955	0.7489	cue_reward	n/a
182.1955	2.2492	anticipation_reward	n/a
182.9447	1.5002	isi_reward	n/a
184.445	0.2467	target	n/a
184.9596	0.9853	feedback_negative_reward	n/a
187.9456	0.7488	cue_neutral	n/a
187.9456	2.2493	anticipation_neutral	n/a
188.6946	1.5005	isi_neutral	n/a
190.1952	0.2633	target	n/a
190.7255	0.9863	feedback_negative_neutral	n/a
193.7122	0.7489	cue_neutral	n/a
193.7122	2.7491	anticipation_neutral	n/a
194.4613	2.0001	isi_neutral	n/a
196.4616	0.28	target	0.2675
196.9724	0.9893	feedback_positive_neutral	n/a
200.46190000000001	0.7493	cue_neutral	n/a
200.46190000000001	3.2498	anticipation_neutral	n/a
201.2115	2.5005	isi_neutral	n/a
203.712	0.28	target	0.2667
204.2339	0.9954	feedback_positive_neutral	n/a
209.2288	0.749	cue_neutral	n/a
209.2288	2.7496	anticipation_neutral	n/a
209.9781	2.0006	isi_neutral	n/a
211.9787	0.2633	target	n/a
212.5036	0.9917	feedback_negative_neutral	n/a
215.9957	0.749	cue_neutral	n/a
215.9957	3.7495	anticipation_neutral	n/a
216.7449	3.0005	isi_neutral	n/a
219.7455	0.28	target	n/a
220.2749	0.9873	feedback_negative_neutral	n/a
224.7624	0.7493	cue_neutral	n/a
224.7624	2.2494	anticipation_neutral	n/a
225.512	1.5001	isi_neutral	n/a
227.0122	0.2967	target	n/a
227.5346	0.9941	feedback_negative_neutral	n/a
230.5289	0.7492	cue_reward	n/a
230.5289	2.2495	anticipation_reward	n/a
231.2782	1.5004	isi_reward	n/a
232.7788	0.3133	target	0.3001
233.3129	0.9825	feedback_positive_reward	n/a
241.2962	0.7487	cue_neutral	n/a
241.2962	3.2491	anticipation_neutral	n/a
242.0451	2.5004	isi_neutral	n/a
244.5456	0.3133	target	0.3004
245.062	0.9836	feedback_positive_neutral	n/a
249.0462	0.7488	cue_reward	n/a
249.0462	2.2492	anticipation_reward	n/a
249.7952	1.5004	isi_reward	n/a
251.2957	0.2967	target	n/a
251.8051	0.9904	feedback_negative_reward	n/a
255.7961	0.7489	cue_reward	n/a
255.7961	2.7493	anticipation_reward	n/a
256.5452	2.0004	isi_reward	n/a
258.5457	0.3133	target	0.3001
259.0833	0.9789	feedback_positive_reward	n/a
263.5631	0.7486	cue_neutral	n/a
263.5631	3.2491	anticipation_neutral	n/a
264.312	2.5005	isi_neutral	n/a
266.8126	0.3133	target	n/a
267.351	0.9779	feedback_negative_neutral	n/a
271.3295	0.7491	cue_reward	n/a
271.3295	3.7493	anticipation_reward	n/a
272.0788	3.0002	isi_reward	n/a
275.0791	0.33	target	0.3171
275.6205	0.9754	feedback_positive_reward	n/a
283.0966	0.749	cue_neutral	n/a
283.0966	2.2495	anticipation_neutral	n/a
283.8458	1.5006	isi_neutral	n/a
285.3465	0.33	target	n/a
285.8688	0.9767	feedback_negative_neutral	n/a
288.8466	0.7488	cue_neutral	n/a
288.8466	3.7492	anticipation_neutral	n/a
289.5956	3.0003	isi_neutral	n/a
292.596	0.3467	target	0.3335
293.1142	0.9819	feedback_positive_neutral	n/a
302.5966	0.7491	cue_reward	n/a
302.5966	3.2497	anticipation_reward	n/a
303.3459	2.5007	isi_reward	n/a
305.8467	0.3467	target	0.3338
306.3591	0.98740000000000006	feedback_positive_reward	n/a
310.347	0.7491	cue_neutral	n/a
310.347	2.2492	anticipation_neutral	n/a
311.0964	1.5001	isi_neutral	n/a
312.5966	0.33	target	n/a
313.1324	0.9801	feedback_negative_neutral	n/a
316.1134	0.749	cue_reward	n/a
316.1134	2.2492	anticipation_reward	n/a
