onset	duration	trial_type	response_time
4.016029	1.149784	guess_computer	1.149784
8.218905	1.008276	outcome_computer_punish	n/a
11.231371	0.733998	guess_computer	0.733998
16.284586	1.005413	outcome_computer_punish	n/a
18.490400	0.425121	guess_face	0.425121
22.692993	1.005985	outcome_stranger_punish	n/a
24.896494	0.519483	guess_face	0.519483
28.249277	1.007708	outcome_stranger_reward	n/a
32.454780	0.427588	guess_face	0.427588
36.657974	1.019001	outcome_stranger_neutral	n/a
39.871048	0.528219	guess_face	0.528219
43.222980	1.004014	outcome_stranger_neutral	n/a
47.232480	0.316314	guess_computer	0.316314
52.284973	1.004667	outcome_computer_reward	n/a
56.485954	0.530048	guess_face	0.530048
61.538025	1.006943	outcome_stranger_punish	n/a
65.549446	0.518999	guess_computer	0.518999
69.752690	1.014290	outcome_computer_reward	n/a
73.963200	0.520706	guess_face	0.520706
77.317140	1.004836	outcome_stranger_punish	n/a
79.514890	0.734779	guess_face	0.734779
84.567650	1.006210	outcome_stranger_punish	n/a
88.769120	0.530694	guess_face	0.530694
93.822075	1.005615	outcome_stranger_reward	n/a
95.832090	0.519162	guess_computer	0.519162
100.034340	1.009620	outcome_computer_punish	n/a
103.047520	0.519591	guess_computer	0.519591
106.400955	1.017005	outcome_computer_neutral	n/a
109.421140	0.930041	guess_computer	0.930041
112.773575	1.004385	outcome_computer_reward	n/a
116.781204	0.318674	guess_computer	0.318674
120.983590	1.010530	outcome_computer_reward	n/a
123.192370	0.424485	guess_face	0.424485
126.544940	1.003990	outcome_stranger_reward	n/a
128.741500	0.425486	guess_face	0.425486
132.943850	1.003660	outcome_stranger_reward	n/a
136.141700	0.725343	guess_face	0.725343
141.194400	1.011520	outcome_stranger_reward	n/a
146.210510	0.622790	guess_computer	0.622790
149.563960	1.004380	outcome_computer_reward	n/a
151.775860	0.827052	guess_face	0.827052
156.827530	1.005360	outcome_stranger_punish	n/a
158.837800	0.429621	guess_computer	0.429621
163.890910	1.003730	outcome_computer_punish	n/a
166.089870	0.327115	guess_face	0.327115
171.141700	1.003900	outcome_stranger_punish	n/a
176.338400	0.212243	guess_face	0.212243
181.390930	1.003650	outcome_stranger_punish	n/a
183.399870	0.933784	guess_computer	0.933784
187.602570	1.004900	outcome_computer_reward	n/a
190.818070	0.416632	guess_face	0.416632
195.020570	1.005430	outcome_stranger_reward	n/a
198.030880	0.520167	guess_computer	0.520167
203.083790	1.005090	outcome_computer_punish	n/a
205.282960	0.418122	guess_face	0.418122
210.334560	1.005330	outcome_stranger_reward	n/a
214.536360	0.314383	guess_face	0.314383
217.888610	1.003390	outcome_stranger_reward	n/a
219.897500	0.520685	guess_computer	0.520685
223.250690	1.017420	outcome_computer_punish	n/a
226.271440	0.313805	guess_computer	0.313805
231.323440	1.012440	outcome_computer_reward	n/a
236.529450	0.421932	guess_face	0.421932
239.882890	1.005010	outcome_stranger_punish	n/a
244.892440	0.325451	guess_computer	0.325451
248.244930	1.003620	outcome_computer_punish	n/a
253.252430	0.415831	guess_computer	0.415831
256.605870	1.004660	outcome_computer_neutral	n/a
261.808840	0.426263	guess_face	0.426263
266.011500	1.013220	outcome_stranger_reward	n/a
271.030700	0.621157	guess_computer	0.621157
274.382350	1.004490	outcome_computer_reward	n/a
276.390380	0.828219	guess_computer	0.828219
281.442840	1.003560	outcome_computer_reward	n/a
285.642800	0.625437	guess_face	0.625437
290.694850	1.004980	outcome_stranger_neutral	n/a
295.901000	0.633956	guess_face	0.633956
299.253850	1.004970	outcome_stranger_reward	n/a
302.460270	0.425408	guess_face	0.425408
306.662870	1.003630	outcome_stranger_reward	n/a
311.683170	0.419162	guess_computer	0.419162
316.735440	1.003510	outcome_computer_reward	n/a
320.933620	0.519312	guess_face	0.519312
324.286830	1.004700	outcome_stranger_punish	n/a
327.486020	0.632710	guess_face	0.632710
331.688140	1.005060	outcome_stranger_neutral	n/a
333.698550	0.636972	guess_computer	0.636972
337.901820	1.004000	outcome_computer_neutral	n/a
339.910370	0.625131	guess_computer	0.625131
344.111600	1.005280	outcome_computer_punish	n/a
349.120420	0.532462	guess_computer	0.532462
353.323800	1.012020	outcome_computer_punish	n/a
356.339450	0.313376	guess_computer	0.313376
359.691800	1.003670	outcome_computer_punish	n/a
364.698580	0.421285	guess_computer	0.421285
368.901340	1.004330	outcome_computer_neutral	n/a
372.102420	0.316855	guess_face	0.316855
376.305800	1.012000	outcome_stranger_punish	n/a
379.322240	0.314247	guess_computer	0.314247
383.524780	1.005020	outcome_computer_reward	n/a
386.730160	0.724187	guess_face	0.724187
390.082430	1.012470	outcome_stranger_punish	n/a
395.100400	0.636080	guess_computer	0.636080
400.152650	1.004300	outcome_computer_neutral	n/a
403.353100	0.733879	guess_face	0.733879
406.705930	1.003850	outcome_stranger_neutral	n/a
409.714200	0.622248	guess_computer	0.622248
414.766200	1.005650	outcome_computer_punish	n/a
