onset	duration	trial_type	slow
0.0270000000000436	1.2579999999998108	first_stage	0
5.286999999999807	1.1739999999999782	second_stage	0
9.462999999999738	1.5	feedback	n/a
14.431999999999787	0.8150000000000546	first_stage	0
19.295000000000076	1.1419999999998254	second_stage	0
23.438000000000105	1.5	feedback	n/a
30.029	0.6410000000000764	first_stage	0
34.672000000000025	1.0070000000000618	second_stage	0
38.67999999999984	1.5	feedback	n/a
45.31899999999996	0.6889999999998508	first_stage	0
50.00999999999976	1.1469999999999343	second_stage	0
54.157999999999895	1.5	feedback	n/a
63.21199999999999	0.5720000000001164	first_stage	0
67.78600000000007	1.1219999999998436	second_stage	0
71.90900000000009	1.5	feedback	n/a
78.85300000000007	0.6169999999997344	first_stage	0
83.47199999999975	1.2210000000000036	second_stage	0
87.69399999999996	1.5	feedback	n/a
95.52500000000008	0.7219999999997526	first_stage	0
100.2489999999998	0.8079999999999927	second_stage	0
104.058	1.5	feedback	n/a
111.6819999999998	0.5520000000001346	first_stage	0
116.23599999999986	1.025000000000091	second_stage	0
120.26199999999972	1.5	feedback	n/a
126.93100000000004	0.7399999999997817	first_stage	0
131.67200000000005	1.4159999999997126	second_stage	0
136.0899999999997	1.5	feedback	n/a
143.55600000000004	0.8739999999997963	first_stage	0
148.43199999999982	0.9549999999999272	second_stage	0
152.3879999999999	1.5	feedback	n/a
160.18199999999982	0.6120000000000799	first_stage	0
164.7950000000001	0.8939999999997781	second_stage	0
168.69000000000003	1.5	feedback	n/a
176.34400000000005	0.6419999999998254	first_stage	0
180.98900000000003	0.5989999999997053	second_stage	0
184.5899999999997	1.5	feedback	n/a
192.9449999999997	0.5150000000003274	first_stage	0
197.462	0.8209999999999127	second_stage	0
201.28299999999996	1.5	feedback	n/a
209.84200000000007	0.7289999999998145	first_stage	0
214.57400000000007	0.5929999999998472	second_stage	0
218.16699999999992	1.5	feedback	n/a
226.3739999999998	0.8260000000000218	first_stage	0
231.201	0.6140000000000327	second_stage	0
234.8159999999998	1.5	feedback	n/a
243.7869999999998	0.5360000000000582	first_stage	0
248.32499999999985	0.55600000000004	second_stage	0
251.88099999999983	1.5	feedback	n/a
261.297	0.5579999999999927	first_stage	0
265.857	0.6909999999998035	second_stage	0
269.54900000000004	1.5	feedback	n/a
278.8399999999997	0.6170000000001892	first_stage	0
283.45899999999983	0.5700000000001637	second_stage	0
287.02999999999975	1.5	feedback	n/a
294.7359999999999	0.6190000000001419	first_stage	0
299.357	0.4789999999998145	second_stage	0
302.837	1.5	feedback	n/a
313.9849999999997	0.5690000000004147	first_stage	0
318.5560000000001	0.6579999999999018	second_stage	0
322.2149999999997	1.5	feedback	n/a
329.721	0.8699999999998909	first_stage	0
334.5929999999998	0.5190000000002328	second_stage	0
338.11299999999983	1.5	feedback	n/a
345.32299999999987	0.6799999999998363	first_stage	0
350.00500000000017	0.9079999999999018	second_stage	0
353.915	1.5	feedback	n/a
362.906	0.6729999999997744	first_stage	0
367.5819999999998	0.8969999999999345	second_stage	0
371.4789999999999	1.5	feedback	n/a
380.86999999999983	0.5979999999999563	first_stage	0
385.471	0.9420000000000072	second_stage	0
389.413	1.5	feedback	n/a
397.337	0.5899999999996908	first_stage	0
401.92900000000014	0.8399999999996908	second_stage	0
405.7709999999997	1.5	feedback	n/a
413.835	0.6589999999996508	first_stage	0
418.49600000000015	0.9059999999999492	second_stage	0
422.4029999999999	1.5	feedback	n/a
430.569	0.6579999999999018	first_stage	0
435.2289999999999	0.8809999999998581	second_stage	0
439.1109999999998	1.5	feedback	n/a
446.4649999999997	0.5940000000000509	first_stage	0
451.0609999999997	0.7340000000003783	second_stage	0
454.7959999999998	1.5	feedback	n/a
464.0349999999999	0.6539999999999964	first_stage	0
468.69000000000005	0.9400000000000546	second_stage	0
472.6309999999999	1.5	feedback	n/a
483.1230000000001	0.6669999999999163	first_stage	0
487.7930000000002	1.0809999999996762	second_stage	0
491.87599999999975	1.5	feedback	n/a
498.9169999999999	0.9079999999999018	first_stage	0
503.82699999999977	0.8170000000000073	second_stage	0
507.64399999999983	1.5	feedback	n/a
514.4679999999998	0.6430000000000291	first_stage	0
519.1129999999998	0.7640000000001237	second_stage	0
522.8779999999997	1.5	feedback	n/a
529.8469999999999	0.6510000000002947	first_stage	0
534.5	0.8689999999996871	second_stage	0
538.3699999999999	1.5	feedback	n/a
545.4409999999998	0.581000000000131	first_stage	0
550.0239999999999	0.6419999999998254	second_stage	0
553.6659999999997	1.5	feedback	n/a
561.5430000000001	0.5989999999997053	first_stage	0
566.1439999999998	1.3299999999999272	second_stage	0
570.4749999999998	1.5	feedback	n/a
581.0799999999998	0.6909999999998035	first_stage	0
585.7729999999998	0.6560000000004038	second_stage	0
589.4299999999997	1.5	feedback	n/a
597.1929999999998	0.6510000000002947	first_stage	0
601.8469999999998	1.0109999999999673	second_stage	0
605.8589999999998	1.5	feedback	n/a
613.2049999999998	0.4690000000000509	first_stage	0
617.6769999999998	1.07300000000032	second_stage	0
621.752	1.5	feedback	n/a
629.8480000000001	0.6050000000000182	first_stage	0
634.4549999999998	1.2959999999998215	second_stage	0
638.752	1.5	feedback	n/a
646.3339999999997	0.7049999999999272	first_stage	0
651.0409999999998	0.9840000000003783	second_stage	0
655.0259999999997	1.5	feedback	n/a
661.721	0.5380000000000109	first_stage	0
666.2599999999998	0.7260000000001128	second_stage	0
669.9879999999997	1.5	feedback	n/a
677.355	0.6089999999999236	first_stage	0
681.9659999999999	1.13799999999992	second_stage	0
686.105	1.5	feedback	n/a
693.5160000000002	0.5399999999999636	first_stage	0
698.058	0.9290000000000872	second_stage	0
701.9879999999997	1.5	feedback	n/a
709.2219999999996	0.6120000000000799	first_stage	0
713.8359999999997	1.0419999999999163	second_stage	0
717.8789999999998	1.5	feedback	n/a
724.587	0.5470000000000255	first_stage	0
729.1360000000001	0.7669999999998254	second_stage	0
732.9049999999997	1.5	feedback	n/a
