onset	duration	trial_type	response_time	Offer	IsFairBlock
3.998220	3.519120	event_reject_outgroup	2.067450	3	0
3.998220	3.519120	event_outgroup	2.067450	3	0
3.998220	33.500000	block_outgroup_unfair	n/a	n/a	n/a
8.274280	3.520910	event_reject_outgroup	1.560930	2	0
8.274280	3.520910	event_outgroup	1.560930	2	0
8.274280	0	event_RT	1.560930	2	0
12.551700	3.515720	event_reject_outgroup	1.420440	4	0
12.551700	3.515720	event_outgroup	1.420440	4	0
12.551700	0	event_RT	1.420440	4	0
16.831200	3.504030	event_reject_outgroup	1.544130	2	0
16.831200	3.504030	event_outgroup	1.544130	2	0
16.831200	0	event_RT	1.544130	2	0
21.101600	3.510750	event_reject_outgroup	1.494000	4	0
21.101600	3.510750	event_outgroup	1.494000	4	0
21.101600	0	event_RT	1.494000	4	0
25.380200	3.513240	event_accept_outgroup	1.785940	6	0
25.380200	3.513240	event_outgroup	1.785940	6	0
25.380200	0	event_RT	1.785940	6	0
29.661400	3.518370	event_reject_outgroup	1.258120	4	0
29.661400	3.518370	event_outgroup	1.258120	4	0
29.661400	0	event_RT	1.258120	4	0
33.947700	3.512040	event_accept_outgroup	1.341660	10	0
33.947700	3.512040	event_outgroup	1.341660	10	0
33.947700	0	event_RT	1.341660	10	0
49.482200	3.506960	event_accept_computer	1.486680	7	1
49.482200	3.506960	event_computer	1.486680	7	1
49.482200	33.500000	block_computer_fair	n/a	n/a	n/a
53.757700	3.525420	event_accept_computer	1.364640	8	1
53.757700	3.525420	event_computer	1.364640	8	1
53.757700	0	event_RT	1.364640	8	1
58.050700	3.508830	event_accept_computer	1.408750	9	1
58.050700	3.508830	event_computer	1.408750	9	1
58.050700	0	event_RT	1.408750	9	1
62.327000	3.525260	event_accept_computer	1.419260	8	1
62.327000	3.525260	event_computer	1.419260	8	1
62.327000	0	event_RT	1.419260	8	1
66.618700	3.502380	event_accept_computer	1.297390	9	1
66.618700	3.502380	event_computer	1.297390	9	1
66.618700	0	event_RT	1.297390	9	1
70.888600	3.523750	event_reject_computer	1.431550	5	1
70.888600	3.523750	event_computer	1.431550	5	1
70.888600	0	event_RT	1.431550	5	1
75.178900	3.519500	event_reject_computer	1.511370	4	1
75.178900	3.519500	event_computer	1.511370	4	1
75.178900	0	event_RT	1.511370	4	1
79.452100	3.519220	event_accept_computer	1.274780	7	1
79.452100	3.519220	event_computer	1.274780	7	1
79.452100	0	event_RT	1.274780	7	1
92.968600	3.505270	event_accept_outgroup	1.536210	7	1
92.968600	3.505270	event_outgroup	1.536210	7	1
92.968600	33.500000	block_outgroup_fair	n/a	n/a	n/a
97.231000	3.505040	event_reject_outgroup	1.410460	5	1
97.231000	3.505040	event_outgroup	1.410460	5	1
97.231000	0	event_RT	1.410460	5	1
101.491000	3.513570	event_accept_outgroup	1.020330	10	1
101.491000	3.513570	event_outgroup	1.020330	10	1
101.491000	0	event_RT	1.020330	10	1
105.769000	3.516020	event_accept_outgroup	1.379830	10	1
105.769000	3.516020	event_outgroup	1.379830	10	1
105.769000	0	event_RT	1.379830	10	1
110.047000	3.510920	event_accept_outgroup	1.204900	8	1
110.047000	3.510920	event_outgroup	1.204900	8	1
110.047000	0	event_RT	1.204900	8	1
114.319000	3.519320	event_reject_outgroup	1.019450	3	1
114.319000	3.519320	event_outgroup	1.019450	3	1
114.319000	0	event_RT	1.019450	3	1
118.581000	3.508500	event_accept_outgroup	1.027850	10	1
118.581000	3.508500	event_outgroup	1.027850	10	1
118.581000	0	event_RT	1.027850	10	1
122.857000	3.509100	event_accept_outgroup	1.255030	10	1
122.857000	3.509100	event_outgroup	1.255030	10	1
122.857000	0	event_RT	1.255030	10	1
134.379000	3.509020	event_accept_ingroup	1.276220	9	1
134.379000	3.509020	event_ingroup	1.276220	9	1
134.379000	33.500000	block_ingroup_fair	n/a	n/a	n/a
138.645000	3.526680	event_accept_ingroup	1.363990	10	1
138.645000	3.526680	event_ingroup	1.363990	10	1
138.645000	0	event_RT	1.363990	10	1
142.940000	3.514940	event_reject_ingroup	1.089030	2	1
142.940000	3.514940	event_ingroup	1.089030	2	1
142.940000	0	event_RT	1.089030	2	1
147.214000	3.523830	event_accept_ingroup	1.318230	10	1
147.214000	3.523830	event_ingroup	1.318230	10	1
147.214000	0	event_RT	1.318230	10	1
151.506000	3.513350	event_accept_ingroup	1.380610	7	1
151.506000	3.513350	event_ingroup	1.380610	7	1
151.506000	0	event_RT	1.380610	7	1
155.788000	3.527600	event_accept_ingroup	1.301790	8	1
155.788000	3.527600	event_ingroup	1.301790	8	1
155.788000	0	event_RT	1.301790	8	1
160.068000	3.521580	event_accept_ingroup	1.225310	8	1
160.068000	3.521580	event_ingroup	1.225310	8	1
160.068000	0	event_RT	1.225310	8	1
164.352000	3.528070	event_reject_ingroup	1.412230	5	1
164.352000	3.528070	event_ingroup	1.412230	5	1
164.352000	0	event_RT	1.412230	5	1
179.900000	3.513330	event_accept_outgroup	1.393470	8	1
179.900000	3.513330	event_outgroup	1.393470	8	1
179.900000	33.500000	block_outgroup_fair	n/a	n/a	n/a
184.181000	3.525720	event_accept_outgroup	1.364930	9	1
184.181000	3.525720	event_outgroup	1.364930	9	1
184.181000	0	event_RT	1.364930	9	1
188.465000	3.523930	event_accept_outgroup	1.985300	7	1
