onset	duration	trial_type	response_time
4.255240	3.535050	event_friend_reward	1.082740
4.255240	33.500000	block_friend_reward	n/a
8.734020	3.526830	event_friend_reward	1.256570
13.200100	3.509890	event_friend_neutral	0.727464
17.635800	3.523810	event_friend_reward	0.928728
22.089100	3.524410	event_friend_punish	0.812552
26.542100	3.512020	event_friend_reward	0.612850
30.979700	3.530150	event_friend_reward	0.445526
35.435300	3.535020	event_friend_reward	0.310195
51.197600	3.534000	event_stranger_reward	0.894773
51.197600	33.500000	block_stranger_reward	n/a
55.667700	3.530970	event_stranger_reward	0.544902
60.140200	3.520320	event_stranger_punish	0.375667
64.590300	3.538530	event_stranger_reward	0.279211
69.061500	3.539140	event_stranger_punish	0.478823
73.532100	3.521160	event_stranger_reward	0.628117
77.986000	3.509860	event_stranger_reward	0.561183
82.421500	3.524790	event_stranger_reward	0.846309
98.193800	3.526980	event_friend_punish	0.736755
98.193800	33.500000	block_friend_punish	n/a
102.654000	3.533630	event_friend_punish	0.696506
107.125000	3.524140	event_friend_reward	0.395930
111.579000	3.534680	event_friend_neutral	0.412534
116.047000	4.516360	event_friend_punish	0.548643
121.544000	3.533200	event_friend_punish	0.438905
126.007000	3.530770	event_friend_punish	0.562847
130.460000	3.532550	event_friend_punish	0.480875
142.227000	3.512770	event_friend_punish	0.473235
142.227000	33.500000	block_friend_reward	n/a
146.673000	3.531880	event_friend_reward	0.613757
151.129000	3.530360	event_friend_reward	0.445353
155.583000	3.530950	event_friend_reward	0.929099
160.035000	3.521060	event_friend_reward	0.779520
164.488000	3.525170	event_friend_reward	0.681727
168.942000	3.523290	event_friend_neutral	0.629698
173.396000	3.534390	event_friend_reward	0.930457
186.964000	3.523570	event_computer_neutral	0.740209
186.964000	33.500000	block_computer_reward	n/a
191.242000	3.512760	event_computer_neutral	0.531484
195.513000	3.529150	event_computer_reward	0.631336
199.799000	3.527570	event_computer_reward	0.631775
204.086000	3.526440	event_computer_reward	1.031800
208.374000	3.525640	event_computer_reward	0.964347
212.660000	3.527670	event_computer_reward	0.731445
216.947000	3.526600	event_computer_reward	1.015130
228.760000	3.517270	event_friend_punish	0.778233
228.760000	33.500000	block_friend_punish	n/a
233.250000	3.528980	event_friend_punish	0.275371
237.714000	3.528800	event_friend_punish	0.981495
242.170000	3.539190	event_friend_neutral	0.495481
246.637000	3.524110	event_friend_punish	0.832788
251.091000	3.533570	event_friend_punish	0.581605
255.546000	3.519730	event_friend_reward	0.547008
260.001000	3.531880	event_friend_punish	0.512899
273.549000	3.532460	event_computer_punish	0.742522
273.549000	33.500000	block_computer_punish	n/a
277.847000	3.531870	event_computer_neutral	0.882610
282.134000	3.543650	event_computer_punish	0.981935
286.437000	3.519450	event_computer_reward	0.514696
290.724000	3.530010	event_computer_punish	0.431515
295.011000	3.535660	event_computer_punish	0.547908
299.314000	3.527060	event_computer_punish	0.464731
303.601000	3.525620	event_computer_punish	0.731630
315.368000	3.536140	event_stranger_reward	1.925790
315.368000	33.500000	block_stranger_punish	n/a
319.868000	3.530050	event_stranger_reward	0.394702
324.317000	3.540720	event_stranger_punish	0.849923
328.787000	3.525220	event_stranger_punish	0.816650
333.237000	3.528810	event_stranger_punish	0.469906
337.689000	3.530820	event_stranger_punish	0.338081
342.149000	3.541930	event_stranger_punish	0.832697
346.617000	3.515710	event_stranger_punish	0.584798
360.347000	3.519460	event_stranger_neutral	0.799070
360.347000	33.500000	block_stranger_reward	n/a
364.794000	3.516860	event_stranger_reward	0.906021
369.233000	3.536800	event_stranger_reward	0.453919
373.686000	3.519020	event_stranger_reward	0.838746
378.120000	3.542850	event_stranger_reward	0.690570
382.580000	3.531630	event_stranger_neutral	0.434427
387.035000	3.525470	event_stranger_reward	0.699623
391.482000	3.514940	event_stranger_reward	1.140010
