onset	duration	trial_type	response_time
4.009900	3.516480	event_computer_punish	0.952331
4.009900	33.500000	block_computer_punish	n/a
8.284080	3.521110	event_computer_punish	0.565211
12.571100	3.527940	event_computer_punish	0.514459
16.857500	3.526220	event_computer_neutral	0.448148
21.144300	3.530960	event_computer_reward	0.364764
25.431200	3.526570	event_computer_punish	0.414614
29.718800	3.533060	event_computer_punish	0.430917
34.005500	3.523190	event_computer_punish	0.514159
47.533600	3.522820	event_computer_reward	0.747594
47.533600	33.500000	block_computer_reward	n/a
51.819500	3.513810	event_computer_neutral	1.015280
56.089700	3.519540	event_computer_neutral	1.232050
60.376700	3.528530	event_computer_reward	0.481283
64.663400	3.520850	event_computer_reward	0.431592
68.950200	3.531680	event_computer_reward	0.665078
73.237000	3.521180	event_computer_reward	0.314797
77.524100	3.538830	event_computer_reward	0.631571
89.276200	3.524510	event_stranger_punish	1.122900
89.276200	33.500000	block_stranger_punish	n/a
93.757600	3.528530	event_stranger_punish	0.628707
98.200400	3.524320	event_stranger_punish	0.372309
102.641000	3.520510	event_stranger_neutral	0.935353
107.080000	3.533190	event_stranger_punish	0.533226
111.526000	3.529830	event_stranger_punish	0.974198
115.979000	3.521030	event_stranger_reward	0.658004
120.416000	3.525640	event_stranger_punish	0.724921
133.960000	3.529970	event_computer_punish	0.909515
133.960000	33.500000	block_computer_punish	n/a
138.259000	3.524010	event_computer_punish	0.713766
142.544000	3.523240	event_computer_reward	0.448192
146.831000	3.510600	event_computer_punish	0.932261
151.101000	3.525560	event_computer_punish	1.298640
155.388000	3.529520	event_computer_punish	0.531829
159.675000	3.520930	event_computer_punish	0.248225
163.962000	3.542160	event_computer_reward	1.148200
177.736000	3.517370	event_friend_punish	1.102340
177.736000	33.500000	block_friend_punish	n/a
182.215000	3.525240	event_friend_reward	1.293840
186.658000	3.527030	event_friend_punish	0.787142
191.115000	3.533910	event_friend_reward	1.317600
195.565000	3.530730	event_friend_punish	0.404352
200.015000	3.525810	event_friend_punish	0.524601
204.455000	3.524400	event_friend_punish	0.988673
208.908000	3.520750	event_friend_punish	0.989519
224.651000	3.516630	event_stranger_reward	0.692765
224.651000	33.500000	block_stranger_reward	n/a
229.094000	3.531770	event_stranger_neutral	0.536624
233.550000	3.532880	event_stranger_reward	0.817026
237.997000	3.537630	event_stranger_reward	0.807095
242.450000	3.517140	event_stranger_reward	1.058140
246.886000	3.526100	event_stranger_reward	0.592578
251.323000	3.510770	event_stranger_reward	0.375783
255.743000	3.517030	event_stranger_punish	0.575642
267.270000	3.532180	event_computer_reward	0.992110
267.270000	33.500000	block_computer_reward	n/a
271.567000	3.522500	event_computer_neutral	0.631749
275.854000	3.531490	event_computer_punish	0.548168
280.141000	3.534650	missed_trial	n/a
284.444000	3.529040	event_computer_reward	0.798910
288.731000	3.533070	event_computer_reward	0.731782
293.018000	3.533940	event_computer_reward	0.747824
297.305000	3.530240	event_computer_reward	0.414546
309.065000	3.523410	event_friend_reward	1.314870
309.065000	33.500000	block_friend_reward	n/a
313.561000	4.523760	event_friend_neutral	0.789306
318.996000	3.522410	event_friend_reward	0.424389
323.430000	3.520010	event_friend_reward	0.827518
327.868000	3.527420	event_friend_reward	0.476170
332.305000	3.542340	event_friend_neutral	0.710457
336.757000	3.524890	event_friend_reward	0.544710
341.200000	3.514340	event_friend_reward	1.006110
356.937000	3.522440	event_stranger_neutral	1.082550
356.937000	33.500000	block_stranger_punish	n/a
361.377000	3.523850	event_stranger_punish	1.162390
365.814000	3.519740	event_stranger_punish	0.928591
370.250000	3.531370	event_stranger_punish	0.462604
374.718000	3.534160	event_stranger_neutral	0.448520
379.192000	3.516570	event_stranger_punish	0.878743
383.640000	3.531340	event_stranger_punish	0.701415
388.111000	3.534820	event_stranger_punish	0.600602
