onset	duration	imageid
8	4	572408
12	4	488790
16	4	571427
20	4	324818
24	4	470821
28	4	143198
32	4	517882
36	4	443519
40	4	179898
44	4	170914
48	4	7455
52	4	334603
56	4	433156
60	4	511402
64	4	538214
68	4	460091
76	4	336682
80	4	469480
84	4	40894
88	4	271897
92	4	279129
96	4	478621
100	4	534406
104	4	333848
108	4	527558
112	4	549101
116	4	194450
120	4	264371
124	4	530729
128	4	366470
132	4	358060
136	4	197175
140	4	286550
144	4	37757
152	4	275755
156	4	218854
164	4	226496
168	4	555571
172	4	187181
176	4	579725
180	4	97883
184	4	78896
188	4	394182
192	4	9466
196	4	4415
200	4	174773
204	4	334448
208	4	493102
212	4	429283
216	4	507801
224	4	196205
228	4	490964
232	4	399581
236	4	204059
240	4	290833
244	4	336333
248	4	296134
252	4	564552
256	4	307869
260	4	485628
268	4	272463
272	4	194722
276	4	139686
280	4	524211
284	4	551710
288	4	399585
292	4	206377
296	4	408838
300	4	254007
304	4	194669
308	4	323303
312	4	188623
316	4	336001
320	4	260604
324	4	124197
328	4	337167
332	4	313459
336	4	183236
340	4	277688
344	4	386371
348	4	54628
352	4	499985
356	4	511432
360	4	443805
364	4	470999
