onset	duration	trial_type	expression	face_id	face_age	face_sex	face_eth	average_attractiveness	catch	rating_score	response_hand	subject_attractiveness	subject_dominance	subject_trustworthiness
6.019230751816393	1.2332885886589793	00STIM102smiling	smiling	102.0	31.0	female	white	-1.1794192875718397	0.0	n/a	n/a	-2.83	0.9999999999999998	0.81
11.010736306967829	1.2416426718696132	01STIM141neutral	neutral	141.0	23.0	male	white	-0.6358454154604333	0.0	n/a	n/a	-2.9225000000000003	-0.5475	-0.7125000000000001
16.010611037978833	1.2416378422221896	02STIM018neutral	neutral	18.0	19.0	male	white	0.12680961511589176	0.0	n/a	n/a	-2.3825	-3.4375	1.7249999999999999
21.01047671340075	1.241636332957114	03STIM136smiling	smiling	136.0	54.0	female	white	-1.0516624257619203	0.0	n/a	n/a	0.36750000000000005	0.6125	0.5425
26.010329107291003	1.241650218194536	04STIM006smiling	smiling	6.0	31.0	female	west_asian	-0.9564519888237296	0.0	n/a	n/a	0.375	1.4275	0.3524999999999998
31.01019448085981	1.241649614488324	05STIM121neutral	neutral	121.0	34.0	male	white	-0.6071851308718963	0.0	n/a	n/a	1.44	0.6775	1.94
36.010059552575505	1.2416622923137766	06STIM043neutral	neutral	43.0	20.0	male	black	-0.6577049545533852	0.0	n/a	n/a	0.5775000000000001	-1.1400000000000001	0.5625
41.009923416879246	1.2416647071377156	07STIM091smiling	smiling	91.0	20.0	female	white	0.9788458722056211	0.0	n/a	n/a	2.1350000000000002	-1.4899999999999998	2.21
46.0181208383906	1.233317566545793	08STIM117neutral	neutral	117.0	26.0	male	white	-0.42939421291588575	0.0	n/a	n/a	0.99	1.1849999999999998	1.3625
51.01800432313848	1.2333124350452636	09STIM042smiling	smiling	42.0	27.0	male	black	0.4930783368066886	0.0	n/a	n/a	2.4825	-0.7925000000000001	1.3449999999999998
56.01784615217457	1.2333208869285954	10STIM126neutral	neutral	126.0	25.0	female	black	0.8666335715284671	1.0	n/a	n/a	0.13750000000000007	1.4100000000000001	1.5274999999999999
59.25947041101199	1.9915882628693	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.96786744790234	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.0	left	n/a	n/a	n/a
65.01760617905165	1.233317566545793	11STIM064neutral	neutral	64.0	25.0	female	west_asian	-0.5770675436771623	1.0	n/a	n/a	1.3	-1.3175	2.1450000000000005
68.25088571212109	1.9999447609038723	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.32593300493771	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.0	left	n/a	n/a	n/a
74.00913829726552	1.2415466826205377	12STIM087neutral	neutral	87.0	31.0	female	east_asian	0.30217169539490696	1.0	n/a	n/a	0.25749999999999984	1.1075000000000002	1.1250000000000002
