onset	duration	trial_type	expression	face_id	face_age	face_sex	face_eth	average_attractiveness	catch	rating_score	response_hand	subject_attractiveness	subject_dominance	subject_trustworthiness
6.0169122190391136	1.2332900979240549	00STIM087smiling	smiling	87.0	31.0	female	east_asian	0.3121417226708646	0.0	n/a	n/a	0.25749999999999984	1.1075000000000002	1.1250000000000002
11.008433470545695	1.2416478033705969	01STIM034neutral	neutral	34.0	24.0	female	east_asian	-0.16469828444710188	0.0	n/a	n/a	-0.7174999999999999	0.9900000000000001	-0.18999999999999997
16.00829703299678	1.2416459922524157	02STIM024neutral	neutral	24.0	47.0	male	east_asian	-0.8840388330822739	0.0	n/a	n/a	-1.3075	-2.9625000000000004	2.4699999999999998
21.008156369505738	1.2416526330180204	03STIM039neutral	neutral	39.0	27.0	female	white	1.0788942361539513	1.0	n/a	n/a	-2.2675	1.3649999999999998	-0.9924999999999998
24.258119015198645	1.9915789054266495	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.06650847557921	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.0	right	n/a	n/a	n/a
30.00794295944525	1.2416200328962077	04STIM099smiling	smiling	99.0	24.0	female	black	0.01873161234155357	0.0	n/a	n/a	0.14249999999999985	-1.5625	1.33
35.01610144192182	1.233332961047836	05STIM092smiling	smiling	92.0	32.0	male	white	-0.6710736139293434	0.0	n/a	n/a	1.2825	-0.9725	-0.30999999999999994
40.01598311555153	1.2333070016911734	06STIM038smiling	smiling	38.0	40.0	female	west_asian	-1.4634752231498271	0.0	n/a	n/a	-0.9400000000000001	0.29249999999999987	-0.265
45.00750859300024	1.2416462941055215	07STIM102neutral	neutral	102.0	31.0	female	white	-0.8731573985270145	0.0	n/a	n/a	-2.83	0.9999999999999998	0.81
50.02403625133638	1.2333160572807174	08STIM100smiling	smiling	100.0	19.0	female	white	1.1939265443095486	1.0	n/a	n/a	-0.45499999999999996	-1.54	2.6975
53.257299786197564	1.999943855345009	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.19070950845982	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.0	left	n/a	n/a	n/a
59.02379808933121	1.233310925780188	09STIM172neutral	neutral	172.0	40.0	male	white	-1.179392056725024	0.0	n/a	n/a	-1.4100000000000001	0.4075000000000001	-0.44000000000000006
64.01546724880018	1.2415083472915285	10STIM011smiling	smiling	11.0	36.0	female	white	-0.3139293869192287	0.0	n/a	n/a	-1.1324999999999998	1.7575000000000003	-0.4950000000000001
69.02352310126207	1.2333157554276113	11STIM099neutral	neutral	99.0	24.0	female	black	0.01873161234155357	0.0	n/a	n/a	0.14249999999999985	-1.5625	1.33
74.02338847483044	1.2333148498692026	12STIM038neutral	neutral	38.0	40.0	female	west_asian	-1.4634752231498271	0.0	n/a	n/a	-0.9400000000000001	0.29249999999999987	-0.265
79.02325022616333	1.2333079072504916	13STIM082smiling	smiling	82.0	20.0	male	black	0.030001669559500815	0.0	n/a	n/a	1.0475	-0.46499999999999997	0.6725
84.02311831640918	1.2333094165151124	14STIM009smiling	smiling	9.0	22.0	female	white	1.5017156931583102	0.0	n/a	n/a	0.7375	-1.7225000000000001	2.5075000000000003
89.01473525531173	1.2415581530344753	15STIM141smiling	smiling	141.0	23.0	male	white	-0.4382886389793336	0.0	n/a	n/a	-2.9225000000000003	-0.5475	-0.7125000000000001
