onset	duration	trial_type	response_time
0.0	14.323	rest	n/a
14.323	19.387	AM	n/a
33.71	3.239	rest	n/a
36.949	19.391	MA	n/a
56.341	3.234	rest	n/a
59.575	19.397	AM	n/a
78.972	3.231	rest	n/a
82.203	19.39	MA	n/a
101.593	3.233	rest	n/a
104.826	19.399	AM	n/a
124.225	3.231	rest	n/a
127.456	19.389	MA	n/a
146.845	3.233	rest	n/a
150.077	19.4	AM	n/a
169.478	3.23	rest	n/a
172.708	19.396	MA	n/a
192.104	3.232	rest	n/a
195.335	19.393	AM	n/a
214.729	3.233	rest	n/a
217.962	19.395	MA	n/a
237.357	3.231	rest	n/a
240.588	19.392	AM	n/a
259.98	3.234	rest	n/a
263.214	19.396	MA	n/a
282.61	3.231	rest	n/a
285.841	19.395	AM	2.166
305.236	3.229	rest	n/a
308.465	19.398	MA	3.088
327.863	3.231	rest	n/a
331.094	19.396	AM	1.251
350.49	3.23	rest	n/a
353.72	19.396	MA	1.842
373.116	3.23	rest	n/a
376.346	19.396	AM	2.169
395.743	3.232	rest	n/a
398.975	19.393	MA	2.328
418.368	3.232	rest	n/a
421.6	19.395	AM	2.015
440.996	3.24	rest	n/a
444.235	19.386	MA	5.12
463.621	3.233	rest	n/a
466.854	19.394	AM	1.542
486.248	3.239	rest	n/a
489.487	19.388	MA	3.502
508.875	3.24	rest	n/a
512.115	19.388	AM	1.358
531.502	3.236	rest	n/a
534.738	19.398	MA	1.727
554.136	3.231	rest	n/a
557.368	19.388	AM	1.829
576.756	3.234	rest	n/a
579.989	19.4	MA	1.503
599.389	3.231	rest	n/a
602.62	19.395	AM	2.195
622.016	3.231	rest	n/a
625.247	19.394	MA	2.961
644.641	3.232	rest	n/a
647.873	19.395	AM	1.847
667.268	3.232	rest	n/a
670.5	19.392	MA	0.893
689.892	3.0	rest	n/a
