onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.503	6.599	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1585	7	7	1
8.102	6.599	2	Loc	year2.mpg	bicycle2.mpg	2258	7	7	1
14.701	5.599	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1627	8	8	1
20.3	6.066	3	Diff	lipstick2.mpg	boy2.mpg	2164	8	8	1
26.366	6.599	3	Diff	war.mpg	family.mpg	2818	8	8	1
32.965	6.599	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1523	8	8	1
39.564	5.6	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1564	7	7	1
45.164	5.582	1	HS	chocolate.mpg	island.mpg	2685	7	7	1
50.746	6.599	3	Diff	improve.mpg	help.mpg	2134	8	8	1
57.345	5.6	6	PercN	shoulders2.mpg	hair2.mpg	1855	8	8	1
62.945	6.116	2	Loc	wolf2.mpg	white2.mpg	2304	7	7	1
69.061	6.082	3	Diff	gang.mpg	religion.mpg	1796	8	8	1
75.143	5.6	3	Diff	believe2.mpg	rock2.mpg	1825	8	8	1
80.743	6.099	3	Diff	cat2.mpg	clown2.mpg	2130	8	8	1
86.842	6.599	1	HS	potato.mpg	church.mpg	2127	7	7	1
93.441	6.082	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1503	7	7	1
99.523	6.1	2	Loc	fine.mpg	mother.mpg	2557	7	7	1
105.623	6.599	5	PercY	hair.mpg	hair.mpg	1730	7	7	1
112.222	5.599	3	Diff	shy.mpg	twin.mpg	1994	8	8	1
117.821	6.083	6	PercN	nose.mpg	hair.mpg	1827	8	8	1
123.904	6.599	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	2129	7	7	1
130.503	5.599	1	HS	long2.mpg	sheep2.mpg	1986	7	7	1
136.102	5.599	3	Diff	kid.mpg	wonder.mpg	1730	8	8	1
141.701	6.083	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1515	8	8	1
147.784	6.599	5	PercY	hair2.mpg	hair2.mpg	2032	7	7	1
154.383	5.582	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1746	7	7	1
159.965	5.6	5	PercY	shoulders2.mpg	shoulders2.mpg	1603	7	7	1
165.565	6.082	3	Diff	understand.mpg	guess.mpg	1795	8	8	1
171.647	6.599	2	Loc	houston.mpg	uncle.mpg	3121	7	7	1
178.246	6.6	3	Diff	tired2.mpg	charge-card2.mpg	1578	8	8	1
184.846	6.599	6	PercN	hair2.mpg	nose2.mpg	1715	8	8	1
191.445	6.582	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1539	8	8	1
198.027	6.116	5	PercY	nose.mpg	nose.mpg	1780	7	7	1
204.143	6.099	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1641	7	7	1
210.242	6.1	5	PercY	nose2.mpg	nose2.mpg	1574	8	7	0
216.342	5.582	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1283	8	8	1
221.924	6.099	6	PercN	nose2.mpg	shoulders2.mpg	1876	8	8	1
228.023	5.6	6	PercN	shoulders.mpg	nose.mpg	1617	8	8	1
233.623	5.599	3	Diff	hearing2.mpg	puzzled2.mpg	1842	8	8	1
239.222	5.583	5	PercY	shoulders.mpg	shoulders.mpg	1763	7	7	1
244.805	6.599	6	PercN	hair.mpg	shoulders.mpg	1668	8	8	1
251.404	6.099	1	HS	thank.mpg	tell.mpg	2252	7	7	1
257.503	6.099	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1097	8	8	1
263.602	6.583	3	Diff	europe2.mpg	grass2.mpg	2775	8	8	1
270.185	6.599	1	HS	last2.mpg	can't2.mpg	2272	7	7	1
276.784	5.599	2	Loc	boss2.mpg	complain2.mpg	2592	7	7	1
282.383	6.082	1	HS	spider2.mpg	slave2.mpg	3521	7	7	1
288.465	5.083	2	Loc	not-know.mpg	bad.mpg	3047	7	7	1
