onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.511	5.599	3	Diff	TopF1.mpg	MadF1.mpg	2162	8	8	1
7.11	5.599	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1282	8	8	1
12.709	5.616	3	Diff	PadM1.mpg	TicM2.mpg	2083	8	8	1
18.325	6.099	2	Offset	BinF1.mpg	FinF1.mpg	2371	7	7	1
24.424	6.099	2	Offset	PenM2.mpg	TenM2.mpg	2480	7	7	1
30.523	6.6	3	Diff	MobM2.mpg	HisM2.mpg	1821	8	8	1
37.123	6.099	1	Onset	SacF1.mpg	SadF1.mpg	1990	7	7	1
43.222	6.616	5	PercY	TeethM1.mpg	TeethM1.mpg	1530	7	7	1
49.838	6.599	6	PercN	TeethM1.mpg	TongueM2.mpg	1659	8	8	1
56.437	6.599	6	PercN	TongueF1.mpg	TeethF1.mpg	2027	8	8	1
63.036	6.582	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1085	7	7	1
69.618	6.116	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1566	7	7	1
75.734	5.599	3	Diff	KitM1.mpg	HopM2.mpg	1874	8	8	1
81.333	6.6	2	Offset	BatF2.mpg	CatF1.mpg	2251	7	7	1
87.933	6.099	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1228	8	8	1
94.032	5.599	6	PercN	TeethF1.mpg	CheeksF1.mpg	1984	8	8	1
99.631	6.616	3	Diff	SonF1.mpg	RipF1.mpg	2009	8	8	1
106.247	5.616	6	PercN	TongueM2.mpg	CheeksM1.mpg	1801	8	8	1
111.863	6.099	3	Diff	HadM2.mpg	MopM2.mpg	1681	8	8	1
117.962	6.599	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1246	7	7	1
124.561	5.6	1	Onset	RugF2.mpg	RumF1.mpg	2871	7	7	1
130.161	6.115	3	Diff	JobF1.mpg	FatF1.mpg	1848	8	8	1
136.276	6.1	3	Diff	ZipF1.mpg	BunF1.mpg	2340	8	8	1
142.376	5.599	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	609	7	7	1
147.975	6.599	2	Offset	DigM2.mpg	FigM2.mpg	1873	8	7	0
154.574	6.616	5	PercY	TongueF1.mpg	TongueF1.mpg	1730	7	7	1
161.19	5.599	5	PercY	TeethF1.mpg	TeethF1.mpg	1770	7	7	1
166.789	6.599	3	Diff	VanF1.mpg	DubF1.mpg	3315	7	8	0
173.388	6.599	3	Diff	HugM2.mpg	ZipM2.mpg	1532	8	8	1
179.987	6.1	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1164	8	8	1
186.087	5.616	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1114	7	7	1
191.703	6.582	1	Onset	PegF1.mpg	PetF1.mpg	2281	7	7	1
198.285	6.099	3	Diff	NunM2.mpg	PipM2.mpg	2354	8	8	1
204.384	6.599	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1567	8	8	1
210.983	5.6	5	PercY	TongueM2.mpg	TongueM2.mpg	1824	7	7	1
216.583	5.616	2	Offset	DipF2.mpg	HipF1.mpg	2057	7	7	1
222.199	6.099	6	PercN	CheeksM1.mpg	TeethM1.mpg	1674	8	8	1
228.298	5.599	1	Onset	RibM2.mpg	RidM2.mpg	2134	7	7	1
233.897	6.616	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1014	8	8	1
240.513	6.099	1	Onset	BudM2.mpg	BugM2.mpg	2415	7	7	1
246.612	5.616	3	Diff	BitF1.mpg	HugF1.mpg	1851	8	8	1
252.228	5.599	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1380	8	8	1
257.827	6.6	1	Onset	RubM2.mpg	RunM2.mpg	2164	7	7	1
264.427	6.099	5	PercY	CheeksM1.mpg	CheeksM1.mpg	1669	7	7	1
270.526	6.099	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1577	7	7	1
276.625	5.616	2	Offset	CabM2.mpg	TabM1.mpg	2454	7	7	1
282.241	6.099	5	PercY	CheeksF1.mpg	CheeksF1.mpg	1806	7	7	1
288.34	5.599	6	PercN	CheeksF1.mpg	TongueF1.mpg	1747	8	8	1
