onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.491	6.216	1	PicY	Sem/pole.bmp	Sem/fish.bmp	637	7	7	1
7.707	5.199	1	PicY	Sem/horse.bmp	Sem/cow.bmp	2061	7	7	1
12.906	6.216	3	PicN	Sem/heel.bmp	Sem/chain.bmp	2797	8	8	1
19.122	6.216	5	PercY	Sem/perc_shave_pink.bmp	Sem/perc_shave_pink.bmp	774	7	7	1
25.338	5.199	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	909	7	7	1
30.537	5.199	3	PicN	Sem/tow.bmp	Sem/fold.bmp	1326	8	8	1
35.736	5.216	1	PicY	Sem/sword.bmp	Sem/knife.bmp	2048	8	7	0
40.952	5.7	6	PercN	Sem/perc_type_pink.bmp	Sem/perc_wheel_brown.bmp	1343	8	8	1
46.652	5.199	3	PicN	Sem/ride.bmp	Sem/chair.bmp	1860	7	8	0
51.851	5.699	3	PicN	Sem/top.bmp	Sem/bone.bmp	1420	8	8	1
57.55	5.216	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1040	8	8	1
62.766	6.199	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	881	8	8	1
68.965	5.7	1	PicY	Sem/moon.bmp	Sem/sun.bmp	1050	7	7	1
74.665	6.216	1	PicY	Sem/dive.bmp	Sem/swim.bmp	1062	7	7	1
80.881	5.699	5	PercY	Sem/perc_bowl_brown.bmp	Sem/perc_bowl_brown.bmp	1088	7	7	1
86.58	5.199	6	PercN	Sem/perc_ghost_white.bmp	Sem/perc_bone_brown.bmp	1171	8	8	1
91.779	5.216	3	PicN	Sem/ghost.bmp	Sem/shave.bmp	2460	8	8	1
96.995	5.183	1	PicY	Sem/tire.bmp	Sem/wheel.bmp	1652	7	7	1
102.178	5.199	5	PercY	Sem/perc_cow_white.bmp	Sem/perc_cow_white.bmp	1254	7	7	1
107.377	6.216	3	PicN	Sem/cloud.bmp	Sem/blimp.bmp	1606	7	8	0
113.593	6.199	6	PercN	Sem/perc_sun_pink.bmp	Sem/perc_ride_white.bmp	862	8	8	1
119.792	5.699	3	PicN	Sem/type.bmp	Sem/tank.bmp	1496	8	8	1
125.491	6.216	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	788	8	8	1
131.707	5.699	1	PicY	Sem/cheese.bmp	Sem/mouse.bmp	1140	7	7	1
137.406	5.2	3	PicN	Sem/hoof.bmp	Sem/church.bmp	1385	8	8	1
142.606	5.732	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	993	7	7	1
148.338	6.2	5	PercY	Sem/perc_dog_white.bmp	Sem/perc_dog_white.bmp	917	7	7	1
154.538	5.699	6	PercN	Sem/perc_run_brown.bmp	Sem/perc_cheese_white.bmp	926	8	8	1
160.237	5.216	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	842	8	8	1
165.453	5.199	1	PicY	Sem/dog.bmp	Sem/cat.bmp	978	7	7	1
170.652	6.199	1	PicY	Sem/walk.bmp	Sem/run.bmp	939	7	7	1
176.851	6.216	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	972	7	7	1
183.067	6.199	6	PercN	Sem/perc_pole_brown.bmp	Sem/perc_church_pink.bmp	916	8	8	1
189.266	5.7	3	PicN	Sem/cut.bmp	Sem/lamp.bmp	1493	8	8	1
194.966	5.716	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	905	8	8	1
200.682	5.699	1	PicY	Sem/fork.bmp	Sem/spoon.bmp	501	7	7	1
206.381	5.699	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	586	7	7	1
212.08	5.216	6	PercN	Sem/perc_tank_white.bmp	Sem/perc_fork_pink.bmp	695	8	8	1
217.296	5.7	1	PicY	Sem/nest.bmp	Sem/bird.bmp	1087	7	7	1
222.996	6.199	3	PicN	Sem/pinch.bmp	Sem/bowl.bmp	1348	8	8	1
229.195	5.199	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	661	7	7	1
234.394	5.699	3	PicN	Sem/glove.bmp	Sem/crib.bmp	1181	8	8	1
240.093	6.199	1	PicY	Sem/fly.bmp	Sem/bug.bmp	922	7	7	1
246.292	5.216	5	PercY	Sem/perc_horse_pink.bmp	Sem/perc_horse_pink.bmp	907	7	7	1
251.508	6.2	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	835	7	7	1
257.708	5.699	5	PercY	Sem/perc_cloud_brown.bmp	Sem/perc_cloud_brown.bmp	812	8	7	0
263.407	5.716	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	640	8	8	1
269.123	5.699	3	PicN	Sem/doll.bmp	Sem/witch.bmp	1372	7	8	0
