onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.51	4.799	3	OyPn	T3_post.bmp	T1_cost.bmp	1233	8	8	1
6.309	5.316	5	PercY	_F3_o4.bmp	_F2_o4.bmp	1162	7	7	1
11.625	4.8	2	OnPy	T3_rum.bmp	T1_numb.bmp	1734	7	7	1
16.425	5.799	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1127	7	7	1
22.224	4.799	6	PercN	_F3_s6.bmp	_F0_e6.bmp	1055	8	8	1
27.023	4.8	1	OyPy	T3_fought.bmp	T1_sought.bmp	1128	7	7	1
31.823	4.799	1	OyPy	T3_scheme.bmp	T2_theme.bmp	1121	7	7	1
36.622	4.816	5	PercY	_F3_f4.bmp	_F0_f4.bmp	977	7	7	1
41.438	5.299	1	OyPy	T3_stool.bmp	T0_fool.bmp	1145	7	7	1
46.737	5.3	1	OyPy	T3_soak.bmp	T0_oak.bmp	1158	7	7	1
52.037	5.299	3	OyPn	T3_threat.bmp	T1_wheat.bmp	1155	8	8	1
57.336	4.799	1	OyPy	T3_thread.bmp	T0_spread.bmp	1095	7	7	1
62.135	5.8	2	OnPy	T3_pile.bmp	T1_trial.bmp	1184	7	7	1
67.935	5.815	4	OnPn	T3_swap.bmp	T2_watch.bmp	3185	8	8	1
73.75	5.783	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	897	8	8	1
79.533	5.299	4	OnPn	T3_tough.bmp	T1_dull.bmp	1770	8	8	1
84.832	5.8	6	PercN	_F3_o4.bmp	_F2_b4.bmp	1279	8	8	1
90.632	5.799	1	OyPy	T3_sweep.bmp	T0_creep.bmp	960	7	7	1
96.431	5.816	6	PercN	_F3_d6.bmp	_F1_o6.bmp	856	8	8	1
102.247	4.799	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	952	8	8	1
107.046	4.799	2	OnPy	T3_stroke.bmp	T1_soak.bmp	1225	7	7	1
111.845	5.317	4	OnPn	T3_trial.bmp	T0_fall.bmp	1202	8	8	1
117.162	5.799	5	PercY	_F3_s6.bmp	_F0_s6.bmp	814	7	7	1
122.961	4.816	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	910	7	7	1
127.777	4.799	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	734	8	8	1
132.576	5.3	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1087	7	7	1
137.876	4.799	1	OyPy	T3_beef.bmp	T1_reef.bmp	1012	7	7	1
142.675	5.799	3	OyPn	T3_wart.bmp	T1_smart.bmp	2700	7	8	0
148.474	5.799	3	OyPn	T3_dose.bmp	T0_pose.bmp	2413	8	8	1
154.273	4.816	3	OyPn	T3_touch.bmp	T1_couch.bmp	1190	8	8	1
159.089	4.8	6	PercN	_F3_e6.bmp	_F0_s6.bmp	1430	8	8	1
163.889	5.799	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1318	8	8	1
169.688	5.799	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	999	7	7	1
175.487	5.3	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	768	8	8	1
180.787	4.816	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1085	7	7	1
185.603	5.299	4	OnPn	T3_port.bmp	T1_warm.bmp	1172	8	8	1
190.902	5.799	2	OnPy	T3_june.bmp	T2_noon.bmp	1121	7	7	1
196.701	4.783	4	OnPn	T3_wreath.bmp	T0_leap.bmp	3074	8	8	1
201.484	4.799	5	PercY	_F3_b6.bmp	_F2_b6.bmp	2451	7	7	1
206.283	5.3	3	OyPn	T3_glove.bmp	T0_stove.bmp	1076	8	8	1
211.583	5.815	1	OyPy	T3_numb.bmp	T1_crumb.bmp	1225	7	7	1
217.398	4.8	3	OyPn	T3_stood.bmp	T2_flood.bmp	1489	8	8	1
222.198	5.299	5	PercY	_F3_s4.bmp	_F1_s4.bmp	929	7	7	1
227.497	5.799	4	OnPn	T3_smart.bmp	T1_drought.bmp	1102	8	8	1
233.296	5.3	2	OnPy	T3_stir.bmp	T2_blur.bmp	927	7	7	1
238.596	5.316	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	723	8	8	1
243.912	5.316	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	831	7	7	1
249.228	5.799	3	OyPn	T3_pool.bmp	T0_wool.bmp	1099	8	8	1
255.027	5.299	3	OyPn	T3_fought.bmp	T2_drought.bmp	1660	8	8	1
260.326	4.8	2	OnPy	T3_flight.bmp	T1_spite.bmp	1121	7	7	1
265.126	5.299	2	OnPy	T3_scheme.bmp	T0_cream.bmp	1057	7	7	1
270.425	5.316	6	PercN	_F3_b6.bmp	_F2_f6.bmp	1134	8	8	1
275.741	5.799	4	OnPn	T3_ghost.bmp	T0_pose.bmp	1554	8	8	1
281.54	4.8	4	OnPn	T3_grace.bmp	T1_fence.bmp	1227	8	8	1
286.34	4.799	3	OyPn	T3_dull.bmp	T2_bull.bmp	900	7	8	0
291.139	4.799	4	OnPn	T3_ford.bmp	T2_rod.bmp	1212	8	8	1
295.938	5.3	1	OyPy	T3_strap.bmp	T2_gap.bmp	733	7	7	1
301.238	5.316	4	OnPn	T3_stamp.bmp	T2_tomb.bmp	977	8	8	1
306.554	5.299	2	OnPy	T3_wheel.bmp	T0_deal.bmp	789	7	7	1
311.853	5.299	2	OnPy	T3_leap.bmp	T2_sweep.bmp	930	7	7	1
317.152	4.8	4	OnPn	T3_fault.bmp	T2_note.bmp	839	8	8	1
321.952	5.799	1	OyPy	T3_bull.bmp	T2_full.bmp	847	7	7	1
327.751	5.782	2	OnPy	T3_chase.bmp	T2_grace.bmp	960	7	7	1
333.533	4.816	2	OnPy	T3_float.bmp	T0_note.bmp	994	7	7	1
338.349	5.8	2	OnPy	T3_bride.bmp	T0_dried.bmp	1026	7	7	1
344.149	5.799	4	OnPn	T3_thief.bmp	T0_plead.bmp	1042	8	8	1
349.948	5.299	1	OyPy	T3_bluff.bmp	T2_puff.bmp	811	7	7	1
355.247	5.8	5	PercY	_F3_b4.bmp	_F1_b4.bmp	760	7	7	1
361.047	5.815	1	OyPy	T3_shove.bmp	T1_glove.bmp	961	7	7	1
366.862	5.3	6	PercN	_F3_d4.bmp	_F1_o4.bmp	761	8	8	1
372.162	5.816	3	OyPn	T3_stamp.bmp	T2_swamp.bmp	1885	8	8	1
377.978	4.799	3	OyPn	T3_pint.bmp	T0_hint.bmp	1573	8	8	1
