onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.501	6.2	1	PicY	Sem/train.bmp	Sem/track.bmp	1307	7	7	1
7.701	5.199	1	PicY	Sem/key.bmp	Sem/lock.bmp	1300	7	7	1
12.9	5.716	3	PicN	Sem/harp.bmp	Sem/corn.bmp	1340	8	8	1
18.616	5.199	5	PercY	Sem/perc_shoe_brown.bmp	Sem/perc_shoe_brown.bmp	896	7	7	1
23.815	5.199	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1104	7	7	1
29.014	6.233	3	PicN	Sem/skunk.bmp	Sem/scoop.bmp	1378	8	8	1
35.247	6.199	1	PicY	Sem/plate.bmp	Sem/cup.bmp	1345	7	7	1
41.446	5.7	6	PercN	Sem/perc_hatch_brown.bmp	Sem/perc_crab_pink.bmp	1121	8	8	1
47.146	6.215	3	PicN	Sem/cane.bmp	Sem/bounce.bmp	1423	8	8	1
53.361	5.2	3	PicN	Sem/wave.bmp	Sem/boot.bmp	1350	8	8	1
58.561	6.199	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1359	8	8	1
64.76	5.216	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1216	8	8	1
69.976	5.699	1	PicY	Sem/king.bmp	Sem/queen.bmp	1391	7	7	1
75.675	5.199	1	PicY	Sem/shoe.bmp	Sem/sock.bmp	1252	7	7	1
80.874	6.216	5	PercY	Sem/perc_light_white.bmp	Sem/perc_light_white.bmp	1293	7	7	1
87.09	5.2	6	PercN	Sem/perc_pour_white.bmp	Sem/perc_mop_pink.bmp	1389	8	8	1
92.29	5.199	3	PicN	Sem/pour.bmp	Sem/crab.bmp	1437	8	8	1
97.489	5.699	1	PicY	Sem/break.bmp	Sem/fix.bmp	2302	7	7	1
103.188	5.716	5	PercY	Sem/perc_rope_pink.bmp	Sem/perc_rope_pink.bmp	1507	7	7	1
108.904	5.2	3	PicN	Sem/bomb.bmp	Sem/nail.bmp	1471	8	8	1
114.104	6.182	6	PercN	Sem/perc_boy_white.bmp	Sem/perc_king_brown.bmp	1160	8	8	1
120.286	6.216	3	PicN	Sem/hat.bmp	Sem/fire.bmp	1265	8	8	1
126.502	5.199	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1537	8	8	1
131.701	6.199	1	PicY	Sem/leaf.bmp	Sem/tree.bmp	1506	7	7	1
137.9	5.716	3	PicN	Sem/safe.bmp	Sem/drip.bmp	1460	8	8	1
143.616	5.7	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1303	7	7	1
149.316	6.199	5	PercY	Sem/perc_scoop_brown.bmp	Sem/perc_scoop_brown.bmp	1508	7	7	1
155.515	5.716	6	PercN	Sem/perc_queen_pink.bmp	Sem/perc_key_brown.bmp	940	8	8	1
161.231	5.716	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1544	8	8	1
166.947	5.199	1	PicY	Sem/shirt.bmp	Sem/tie.bmp	988	7	7	1
172.146	5.716	1	PicY	Sem/light.bmp	Sem/bulb.bmp	1461	7	7	1
177.862	5.199	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1225	7	7	1
183.061	6.199	6	PercN	Sem/perc_pants_pink.bmp	Sem/perc_priest_white.bmp	731	8	8	1
189.26	5.216	3	PicN	Sem/priest.bmp	Sem/float.bmp	2315	7	8	0
194.476	5.7	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1443	8	8	1
200.176	6.199	1	PicY	Sem/girl.bmp	Sem/boy.bmp	1095	7	7	1
206.375	6.216	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1088	7	7	1
212.591	5.199	6	PercN	Sem/perc_cup_brown.bmp	Sem/perc_book_white.bmp	1552	8	8	1
217.79	5.199	1	PicY	Sem/truck.bmp	Sem/car.bmp	1097	7	7	1
222.989	5.716	3	PicN	Sem/sweat.bmp	Sem/book.bmp	1586	8	8	1
228.705	5.7	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	894	7	7	1
234.405	6.199	3	PicN	Sem/hatch.bmp	Sem/deer.bmp	2122	8	8	1
240.604	5.716	1	PicY	Sem/mop.bmp	Sem/broom.bmp	1355	7	7	1
246.32	5.682	5	PercY	Sem/perc_truck_pink.bmp	Sem/perc_truck_pink.bmp	1191	7	7	1
252.002	6.199	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1021	7	7	1
258.201	5.216	5	PercY	Sem/perc_deer_white.bmp	Sem/perc_deer_white.bmp	750	7	7	1
263.417	6.2	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	806	8	8	1
269.617	5.199	3	PicN	Sem/pants.bmp	Sem/rope.bmp	1278	8	8	1
