onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	1	err	2.063	snerge.wav	gerge.bmp
4.016999999999996	4.4	4	err	1.025	palve.wav	smove.bmp
8.434999999999995	4.4	6	err	0.742	y.wav	z.bmp
12.853000000000002	4.8	4	err	1.04	blease.wav	seaf.bmp
17.671999999999997	4.0	4	err	err	plange.wav	jase.bmp
21.689	4.0	5	err	0.98	blackcross.wav	blackcross.bmp
25.705	4.0	5	err	1.978	blackcross.wav	blackcross.bmp
29.722	4.4	5	err	2.482	blackcross.wav	blackcross.bmp
34.14	4.0	1	err	1.865	plipt.wav	bipt.bmp
38.15599999999999	4.4	5	err	2.224	blackcross.wav	blackcross.bmp
42.574	4.8	1	err	1.433	twirt.wav	stirt.bmp
47.39399999999999	4.8	4	err	1.229	smow.wav	vomb.bmp
52.214	4.8	2	err	1.441	twarf.wav	starf.bmp
57.03399999999999	4.0	3	err	0.99	chelm.wav	swealm.bmp
61.05	4.0	1	err	0.973	sterb.wav	cherb.bmp
65.067	4.4	1	err	0.987	pritz.wav	vitz.bmp
69.485	4.4	2	err	1.185	twear.wav	zear.bmp
73.90299999999999	4.0	2	err	1.158	zow.wav	shrow.bmp
77.919	4.0	2	err	1.058	vose.wav	plose.bmp
81.93599999999999	4.8	5	err	1.923	blackcross.wav	blackcross.bmp
86.756	4.0	5	err	2.7	blackcross.wav	blackcross.bmp
90.77199999999999	4.4	3	err	0.0	durf.wav	merf.bmp
95.19	4.4	5	err	1.965	blackcross.wav	blackcross.bmp
99.608	4.8	5	err	2.034	blackcross.wav	blackcross.bmp
104.428	4.8	6	err	0.955	w.wav	e.bmp
109.24799999999999	4.4	3	err	1.077	shrune.wav	hoon.bmp
113.666	4.4	1	err	1.009	punge.wav	crunge.bmp
118.084	4.8	5	err	2.214	blackcross.wav	blackcross.bmp
122.904	4.4	5	err	1.809	blackcross.wav	blackcross.bmp
127.322	4.0	1	err	1.3	clurl.wav	turl.bmp
131.338	4.0	5	err	1.957	blackcross.wav	blackcross.bmp
135.355	4.0	2	err	1.302	plown.wav	rown.bmp
139.371	4.4	3	err	1.127	kreens.wav	speans.bmp
143.789	4.4	2	err	1.898	snull.wav	chull.bmp
148.207	4.0	6	err	1.433	t.wav	u.bmp
152.224	4.8	5	err	1.918	blackcross.wav	blackcross.bmp
157.044	4.8	5	err	1.852	blackcross.wav	blackcross.bmp
161.863	4.8	4	err	1.172	shwarp.wav	larm.bmp
166.683	4.0	4	err	0.874	vood.wav	shase.bmp
170.699	4.0	3	err	0.998	dite.wav	vight.bmp
174.716	4.8	1	err	1.531	sprune.wav	yune.bmp
179.536	4.8	2	err	1.299	twough.wav	drough.bmp
184.355	4.0	2	err	1.514	nearth.wav	fearth.bmp
188.37199999999999	4.4	2	err	1.428	creath.wav	steath.bmp
192.79	4.0	5	err	1.659	blackcross.wav	blackcross.bmp
196.806	4.4	1	err	1.287	yoat.wav	zoat.bmp
201.225	4.4	4	err	1.021	zarp.wav	twarm.bmp
205.643	4.0	6	err	2.088	e.wav	f.bmp
209.659	4.4	2	err	1.221	shrase.wav	flase.bmp
214.077	4.4	5	err	1.797	blackcross.wav	blackcross.bmp
218.495	4.8	6	err	1.078	a.wav	s.bmp
223.315	5.2	3	err	1.315	yeal.wav	sheel.bmp
228.536	4.8	5	err	1.839	blackcross.wav	blackcross.bmp
233.356	4.8	1	err	1.143	zite.wav	pite.bmp
238.176	4.4	1	err	1.011	flirk.wav	slirk.bmp
242.594	4.8	1	err	1.0	plapse.wav	dapse.bmp
247.414	4.8	4	err	1.366	vead.wav	slood.bmp
252.23399999999998	4.4	3	err	1.165	reash.wav	sliche.bmp
256.652	4.0	5	err	1.677	blackcross.wav	blackcross.bmp
260.668	4.8	6	err	1.555	a.wav	b.bmp
265.488	4.0	6	err	1.257	z.wav	g.bmp
269.504	4.4	6	err	1.696	f.wav	n.bmp
273.922	4.0	4	err	1.072	sharf.wav	twove.bmp
277.939	4.0	6	err	1.598	o.wav	p.bmp
281.955	4.4	4	err	1.16	pread.wav	slear.bmp
286.373	4.0	3	err	0.97	derb.wav	shurb.bmp
290.39	4.0	5	err	2.475	blackcross.wav	blackcross.bmp
294.406	4.8	5	err	2.028	blackcross.wav	blackcross.bmp
299.226	4.8	6	err	1.044	v.wav	m.bmp
304.046	4.0	6	err	0.791	c.wav	d.bmp
308.062	4.8	1	err	1.079	vuss.wav	duss.bmp
312.882	4.8	2	err	1.02	slange.wav	prange.bmp
317.702	4.8	3	err	1.05	rith.wav	nyth.bmp
322.522	4.0	5	err	1.955	blackcross.wav	blackcross.bmp
326.538	4.8	3	err	1.08	mide.wav	jied.bmp
331.358	4.0	3	err	0.906	poat.wav	wote.bmp
335.374	4.4	2	err	1.057	shwarm.wav	varm.bmp
339.792	4.8	3	err	0.979	plirk.wav	swerk.bmp
344.612	4.4	5	err	2.087	blackcross.wav	blackcross.bmp
349.03	4.0	3	err	0.96	britz.wav	swits.bmp
353.047	4.8	5	err	1.958	blackcross.wav	blackcross.bmp
357.866	4.4	4	err	1.063	neaf.wav	shrease.bmp
362.285	4.8	1	err	1.145	zurf.wav	hurf.bmp
367.104	4.4	3	err	1.036	mense.wav	shence.bmp
