onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	1	1	1.141	shove.wav	glove.bmp
4.016999999999996	4.4	4	1	1.126	swap.wav	watch.bmp
8.435000000000002	4.4	6	0	1.35	l.wav	d.bmp
12.85299999999998	4.8	4	0	n/a	dried.wav	stood.bmp
17.673000000000002	4.0	4	1	1.088	grace.wav	fence.bmp
21.688999999999993	4.0	5	1	1.808	blackcross.wav	blackcross.bmp
25.70599999999999	4.0	5	1	1.811	blackcross.wav	blackcross.bmp
29.72199999999998	4.4	5	1	1.559	blackcross.wav	blackcross.bmp
34.139999999999986	4.0	1	1	1.065	strap.wav	gap.bmp
38.15699999999998	4.4	5	1	1.889	blackcross.wav	blackcross.bmp
42.57499999999999	4.8	1	0	n/a	thread.wav	spread.bmp
47.39499999999998	4.8	4	0	n/a	port.wav	warm.bmp
52.214	4.8	2	0	n/a	gross.wav	moss.bmp
57.03399999999999	4.0	3	0	1.169	wheel.wav	deal.bmp
61.05099999999999	4.0	1	0	0.973	bluff.wav	puff.bmp
65.06700000000001	4.4	1	1	1.0	numb.wav	crumb.bmp
69.48500000000001	4.4	2	0	1.231	mouth.wav	youth.bmp
73.90300000000002	4.0	2	1	1.075	threat.wav	wheat.bmp
77.92000000000002	4.0	2	1	1.027	dull.wav	bull.bmp
81.93599999999998	4.8	5	0	n/a	blackcross.wav	blackcross.bmp
86.75599999999997	4.0	5	1	2.121	blackcross.wav	blackcross.bmp
90.77199999999999	4.4	3	0	1.285	flight.wav	spite.bmp
95.19	4.4	5	1	1.958	blackcross.wav	blackcross.bmp
99.608	4.8	5	0	n/a	blackcross.wav	blackcross.bmp
104.428	4.8	6	0	n/a	a.wav	b.bmp
109.24799999999999	4.4	3	1	1.148	roast.wav	ghost.bmp
113.666	4.4	1	1	1.618	sweep.wav	creep.bmp
118.084	4.8	5	0	n/a	blackcross.wav	blackcross.bmp
122.904	4.4	5	1	2.052	blackcross.wav	blackcross.bmp
127.322	4.0	1	1	1.297	quart.wav	wart.bmp
131.339	4.0	5	1	1.89	blackcross.wav	blackcross.bmp
135.35500000000002	4.0	2	1	1.227	fought.wav	drought.bmp
139.37099999999998	4.4	3	1	1.231	june.wav	noon.bmp
143.79000000000002	4.4	2	1	1.595	touch.wav	couch.bmp
148.20799999999997	4.0	6	1	1.623	c.wav	d.bmp
152.224	4.8	5	0	n/a	blackcross.wav	blackcross.bmp
157.04399999999998	4.8	5	0	n/a	blackcross.wav	blackcross.bmp
161.86399999999998	4.8	4	0	n/a	thief.wav	plead.bmp
166.683	4.0	4	1	1.079	gross.wav	post.bmp
170.7	4.0	3	1	1.278	pile.wav	trial.bmp
174.716	4.8	1	0	n/a	flood.wav	blood.bmp
179.536	4.8	2	0	n/a	glove.wav	stove.bmp
184.356	4.0	2	0	1.382	both.wav	cloth.bmp
188.372	4.4	2	1	1.986	cow.wav	glow.bmp
192.79000000000002	4.0	5	1	1.921	blackcross.wav	blackcross.bmp
196.80700000000002	4.4	1	1	1.158	glide.wav	bride.bmp
201.22499999999997	4.4	4	1	1.573	smart.wav	drought.bmp
205.64299999999997	4.0	6	1	1.643	m.wav	n.bmp
209.659	4.4	2	1	0.947	smooth.wav	tooth.bmp
214.07799999999997	4.4	5	1	1.909	blackcross.wav	blackcross.bmp
218.49599999999998	4.8	6	0	n/a	g.wav	h.bmp
223.315	5.2	3	0	n/a	thief.wav	beef.bmp
228.53699999999998	4.8	5	0	n/a	blackcross.wav	blackcross.bmp
233.35699999999997	4.8	1	0	n/a	fought.wav	sought.bmp
238.176	4.4	1	1	1.199	neat.wav	wheat.bmp
242.594	4.8	1	0	n/a	harm.wav	farm.bmp
247.414	4.8	4	0	n/a	wheel.wav	sneak.bmp
252.23399999999998	4.4	3	1	1.177	tense.wav	fence.bmp
256.652	4.0	5	1	2.038	blackcross.wav	blackcross.bmp
260.668	4.8	6	0	n/a	e.wav	f.bmp
265.488	4.0	6	1	1.325	v.wav	m.bmp
269.505	4.4	6	1	1.282	o.wav	p.bmp
273.923	4.0	4	1	1.402	ford.wav	rod.bmp
277.939	4.0	6	1	1.103	w.wav	e.bmp
281.956	4.4	4	1	1.363	glow.wav	stove.bmp
286.37399999999997	4.0	3	1	1.159	bride.wav	dried.bmp
290.39	4.0	5	1	1.909	blackcross.wav	blackcross.bmp
294.407	4.8	5	0	n/a	blackcross.wav	blackcross.bmp
299.226	4.8	6	0	n/a	k.wav	t.bmp
304.04600000000005	4.0	6	1	1.313	i.wav	r.bmp
308.063	4.8	1	0	n/a	bull.wav	full.bmp
312.88199999999995	4.8	2	0	n/a	plead.wav	spread.bmp
317.702	4.8	3	0	n/a	cheek.wav	sneak.bmp
322.52200000000005	4.0	5	1	1.985	blackcross.wav	blackcross.bmp
326.538	4.8	3	0	n/a	leap.wav	sweep.bmp
331.35799999999995	4.0	3	1	1.205	soup.wav	loop.bmp
335.375	4.4	2	1	1.467	tomb.wav	comb.bmp
339.793	4.8	3	0	n/a	warm.wav	form.bmp
344.61199999999997	4.4	5	1	2.032	blackcross.wav	blackcross.bmp
349.03099999999995	4.0	3	1	1.049	scheme.wav	cream.bmp
353.047	4.8	5	0	n/a	blackcross.wav	blackcross.bmp
357.86699999999996	4.4	4	0	1.179	stamp.wav	tomb.bmp
362.28499999999997	4.8	1	0	n/a	scheme.wav	theme.bmp
367.105	4.4	3	1	1.108	quart.wav	port.bmp
