onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	2	0	1.431	slour.bmp	vour.bmp
4.016000000000005	4.0	5	1	2.098	blackcross.bmp	blackcross.bmp
8.033000000000001	4.0	6	1	1.328	a.bmp	s.bmp
12.049000000000007	4.0	3	1	1.896	reash.bmp	sliche.bmp
16.066000000000003	4.4	5	1	1.961	blackcross.bmp	blackcross.bmp
20.483999999999995	4.4	6	1	1.431	i.bmp	j.bmp
24.902	4.4	1	1	1.981	treens.bmp	smeens.bmp
29.320000000000007	4.4	1	1	1.864	vuss.bmp	duss.bmp
33.738	4.8	6	1	1.425	f.bmp	n.bmp
38.544	4.8	1	1	2.919	zurf.bmp	hurf.bmp
43.351	4.8	5	0	0.058	blackcross.bmp	blackcross.bmp
48.157	4.8	1	1	1.829	crelm.bmp	melm.bmp
52.962999999999994	4.0	2	0	2.269	clease.bmp	prease.bmp
56.97999999999999	4.0	1	1	1.793	twirt.bmp	stirt.bmp
60.99600000000001	4.4	3	1	1.888	slurl.bmp	dirl.bmp
65.41399999999999	4.4	4	1	2.139	blease.bmp	seaf.bmp
69.832	4.4	5	1	1.797	blackcross.bmp	blackcross.bmp
74.25	4.8	5	1	2.642	blackcross.bmp	blackcross.bmp
79.05699999999999	4.8	4	1	1.673	quarf.bmp	ralve.bmp
83.863	4.8	6	1	1.62	m.bmp	n.bmp
88.66900000000001	4.8	1	1	1.93	clurl.bmp	turl.bmp
93.476	4.8	6	1	1.713	r.bmp	s.bmp
98.28200000000001	4.0	5	1	2.024	blackcross.bmp	blackcross.bmp
102.299	4.0	3	1	1.509	brunge.bmp	skonge.bmp
106.315	4.0	4	1	1.889	strough.bmp	wouth.bmp
110.33099999999999	4.4	6	1	1.526	l.bmp	d.bmp
114.749	4.4	5	1	1.881	blackcross.bmp	blackcross.bmp
119.168	4.4	5	1	1.83	blackcross.bmp	blackcross.bmp
123.58600000000001	4.4	5	1	1.927	blackcross.bmp	blackcross.bmp
128.004	4.8	5	1	1.514	blackcross.bmp	blackcross.bmp
132.81	4.8	1	1	1.72	crense.bmp	nense.bmp
137.616	4.8	5	1	1.991	blackcross.bmp	blackcross.bmp
142.423	4.0	2	0	n/a	twough.bmp	drough.bmp
146.439	4.0	2	1	1.535	twarf.bmp	starf.bmp
150.456	4.0	5	1	2.145	blackcross.bmp	blackcross.bmp
154.472	4.0	2	0	2.43	meaf.bmp	teaf.bmp
158.488	4.0	6	1	1.394	t.bmp	u.bmp
162.505	4.4	5	1	1.97	blackcross.bmp	blackcross.bmp
166.923	4.4	5	1	1.757	blackcross.bmp	blackcross.bmp
171.341	4.4	5	1	1.803	blackcross.bmp	blackcross.bmp
175.75900000000001	4.4	5	1	1.967	blackcross.bmp	blackcross.bmp
180.177	4.4	5	1	2.179	blackcross.bmp	blackcross.bmp
184.59500000000003	4.8	4	1	2.09	vood.bmp	shase.bmp
189.402	4.8	3	1	1.972	glutch.bmp	nuch.bmp
194.20800000000003	4.8	4	0	1.362	plange.bmp	jase.bmp
199.014	4.8	5	1	1.84	blackcross.bmp	blackcross.bmp
203.82100000000003	4.0	6	1	1.743	c.bmp	u.bmp
207.837	4.4	2	0	n/a	slange.bmp	prange.bmp
212.255	4.0	1	1	2.39	vearn.bmp	glearn.bmp
216.27100000000002	4.0	2	0	1.714	zalve.bmp	walve.bmp
220.288	4.0	6	1	1.789	j.bmp	b.bmp
224.30399999999997	4.0	4	1	1.845	sharf.bmp	twove.bmp
228.32100000000003	4.0	3	1	2.488	chelm.bmp	swealm.bmp
232.337	4.0	5	1	1.835	blackcross.bmp	blackcross.bmp
236.35399999999998	4.0	5	1	2.134	blackcross.bmp	blackcross.bmp
240.37	4.4	2	0	2.524	plown.bmp	rown.bmp
244.788	4.4	5	1	1.651	blackcross.bmp	blackcross.bmp
249.20600000000002	4.4	5	1	1.871	blackcross.bmp	blackcross.bmp
253.62400000000002	4.4	2	0	1.414	glead.bmp	jead.bmp
258.042	4.4	3	1	1.676	shrune.bmp	hoon.bmp
262.46	4.4	3	1	2.347	pript.bmp	shrypt.bmp
266.879	4.4	6	1	1.418	g.bmp	h.bmp
271.297	4.4	4	0	2.494	splour.bmp	morth.bmp
275.715	4.4	5	1	1.976	blackcross.bmp	blackcross.bmp
280.133	4.4	4	0	3.02	learth.bmp	plost.bmp
284.551	4.8	4	0	2.312	neaf.bmp	shrease.bmp
289.357	4.8	4	1	1.707	scose.bmp	brost.bmp
294.164	4.8	1	1	2.567	plipt.bmp	bipt.bmp
298.97	4.8	6	1	1.592	o.bmp	p.bmp
303.776	4.8	5	1	2.019	blackcross.bmp	blackcross.bmp
308.583	4.8	4	0	2.054	spouth.bmp	zull.bmp
313.389	4.0	4	1	1.761	drose.bmp	crange.bmp
317.405	4.0	1	1	2.456	swault.bmp	lault.bmp
321.422	4.0	3	1	2.002	derb.bmp	shurb.bmp
325.438	4.0	3	1	1.487	nerge.bmp	yurge.bmp
329.455	4.4	3	1	1.996	yeal.bmp	sheel.bmp
333.873	4.4	4	1	1.39	glough.bmp	vown.bmp
338.291	4.4	1	1	1.726	twide.bmp	stide.bmp
342.709	4.4	6	1	1.55	c.bmp	d.bmp
347.127	4.8	1	1	1.638	preash.bmp	sleash.bmp
351.933	4.8	6	1	1.721	k.bmp	t.bmp
356.74	4.8	2	0	3.069	zow.bmp	shrow.bmp
361.546	4.8	4	0	2.516	vead.bmp	slood.bmp
366.352	4.8	5	1	1.78	blackcross.bmp	blackcross.bmp
