onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	3	err	0.955	stir.wav	blur.bmp
4.819999999999993	4.8	1	err	1.072	vase.wav	chase.bmp
9.64	4.4	6	err	1.396	j.wav	b.bmp
14.057999999999993	4.8	5	err	1.585	blackcross.wav	blackcross.bmp
18.878	4.4	5	err	1.738	blackcross.wav	blackcross.bmp
23.295999999999992	4.8	2	err	1.492	ford.wav	word.bmp
28.116	4.0	6	err	0.777	r.wav	s.bmp
32.13199999999999	4.8	5	err	1.86	blackcross.wav	blackcross.bmp
36.952	4.4	5	err	1.865	blackcross.wav	blackcross.bmp
41.370000000000005	4.0	4	err	1.302	fault.wav	note.bmp
45.385999999999996	4.8	5	err	1.657	blackcross.wav	blackcross.bmp
50.20599999999999	4.4	3	err	0.974	chase.wav	grace.bmp
54.623999999999995	4.0	2	err	1.259	stood.wav	flood.bmp
58.64099999999999	4.4	5	err	1.919	blackcross.wav	blackcross.bmp
63.059	4.8	5	err	1.837	blackcross.wav	blackcross.bmp
67.87899999999999	4.4	2	err	1.468	swap.wav	gap.bmp
72.297	4.4	1	err	0.851	pile.wav	mile.bmp
76.715	4.4	4	err	1.101	rule.wav	blur.bmp
81.13300000000001	4.0	4	err	1.147	tough.wav	dull.bmp
85.149	4.4	6	err	1.973	h.wav	p.bmp
89.56700000000001	4.4	5	err	1.658	blackcross.wav	blackcross.bmp
93.98499999999999	4.4	5	err	1.581	blackcross.wav	blackcross.bmp
98.404	4.8	5	err	2.616	blackcross.wav	blackcross.bmp
103.22299999999998	4.0	1	err	1.123	brow.wav	cow.bmp
107.24000000000001	4.4	2	err	0.769	pool.wav	wool.bmp
111.65799999999999	4.8	3	err	0.943	stool.wav	rule.bmp
116.47800000000001	4.0	1	err	1.105	spoon.wav	noon.bmp
120.494	4.8	5	err	3.228	blackcross.wav	blackcross.bmp
125.314	4.4	5	err	1.689	blackcross.wav	blackcross.bmp
129.732	4.8	5	err	2.268	blackcross.wav	blackcross.bmp
134.552	4.0	1	err	0.981	toss.wav	moss.bmp
138.56799999999998	4.4	4	err	0.813	pool.wav	tooth.bmp
142.986	4.4	5	err	1.57	blackcross.wav	blackcross.bmp
147.404	4.0	6	err	err	i.wav	j.bmp
151.421	4.0	3	err	1.301	float.wav	note.bmp
155.43699999999998	4.8	3	err	0.986	halt.wav	fault.bmp
160.257	4.4	4	err	1.197	youth.wav	hint.bmp
164.675	4.4	5	err	1.814	blackcross.wav	blackcross.bmp
169.09300000000002	4.0	4	err	1.175	wreath.wav	leap.bmp
173.11	4.8	6	err	1.782	t.wav	u.bmp
177.92899999999997	4.8	4	err	1.138	trial.wav	fall.bmp
182.74900000000002	4.8	2	err	1.298	breath.wav	wreath.bmp
187.56900000000002	4.4	5	err	1.858	blackcross.wav	blackcross.bmp
191.98700000000002	4.8	2	err	1.656	scratch.wav	watch.bmp
196.80700000000002	4.8	5	err	1.633	blackcross.wav	blackcross.bmp
201.627	4.0	3	err	1.235	fall.wav	crawl.bmp
205.64299999999997	4.8	2	err	1.306	dose.wav	pose.bmp
210.46300000000002	4.0	1	err	0.985	frost.wav	cost.bmp
214.47899999999998	4.8	2	err	0.96	pint.wav	hint.bmp
219.29899999999998	4.8	4	err	1.148	flight.wav	threat.bmp
224.11899999999997	4.0	5	err	1.885	blackcross.wav	blackcross.bmp
228.135	4.0	5	err	1.832	blackcross.wav	blackcross.bmp
232.152	4.4	6	err	1.142	a.wav	s.bmp
236.57	4.0	4	err	1.354	cream.wav	swarm.bmp
240.586	4.0	2	err	1.906	post.wav	cost.bmp
244.603	4.0	2	err	1.084	swarm.wav	harm.bmp
248.61899999999997	4.4	5	err	1.696	blackcross.wav	blackcross.bmp
253.03699999999998	4.0	2	err	1.068	wart.wav	smart.bmp
257.054	4.0	6	err	1.944	y.wav	o.bmp
261.07	4.0	5	err	1.861	blackcross.wav	blackcross.bmp
265.087	4.8	6	err	1.892	f.wav	n.bmp
269.906	4.0	5	err	1.815	blackcross.wav	blackcross.bmp
273.923	4.4	6	err	1.757	z.wav	g.bmp
278.341	4.8	4	err	1.554	ghost.wav	pose.bmp
283.161	4.4	1	err	1.413	goat.wav	float.bmp
287.579	4.0	5	err	1.363	blackcross.wav	blackcross.bmp
291.59499999999997	4.0	5	err	2.158	blackcross.wav	blackcross.bmp
295.612	4.4	6	err	3.013	k.wav	l.bmp
300.03	4.0	4	err	1.089	rum.wav	touch.bmp
304.046	4.4	4	err	0.915	june.wav	loop.bmp
308.464	4.4	2	err	1.175	stamp.wav	swamp.bmp
312.882	4.8	1	err	1.216	soak.wav	oak.bmp
317.702	4.0	5	err	1.703	blackcross.wav	blackcross.bmp
321.719	4.0	3	err	1.139	stroke.wav	soak.bmp
325.735	4.4	3	err	1.006	bluff.wav	tough.bmp
330.153	4.8	4	err	1.818	both.wav	stroke.bmp
334.973	4.4	3	err	1.011	rum.wav	numb.bmp
339.391	4.8	3	err	1.389	odd.wav	rod.bmp
344.211	4.8	6	err	1.043	y.wav	z.bmp
349.031	4.4	6	err	1.054	c.wav	u.bmp
353.449	4.0	5	err	2.078	blackcross.wav	blackcross.bmp
357.465	4.4	1	err	0.864	beef.wav	reef.bmp
361.883	4.4	1	err	0.868	stool.wav	fool.bmp
366.301	5.2	6	err	0.877	v.wav	w.bmp
