onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	5	1	2.498	blackcross.wav	blackcross.wav
4.819000000000003	4.4	2	0	1.519	twough.wav	drough.wav
9.237000000000002	5.2	2	0	1.154	shwarm.wav	varm.wav
14.458999999999996	4.4	4	0	1.466	plange.wav	jase.wav
18.876999999999995	4.4	5	1	1.869	blackcross.wav	blackcross.wav
23.295	4.0	5	1	1.593	blackcross.wav	blackcross.wav
27.310999999999993	4.8	5	0	n/a	blackcross.wav	blackcross.wav
32.131	4.4	5	1	2.344	blackcross.wav	blackcross.wav
36.54899999999999	4.0	5	1	2.0	blackcross.wav	blackcross.wav
40.566	4.8	4	0	1.569	neaf.wav	shrease.wav
45.385000000000005	4.0	6	1	2.061	i.wav	r.wav
49.402	4.8	4	0	1.591	spouth.wav	zull.wav
54.221999999999994	4.0	4	0	1.939	zarp.wav	twarm.wav
58.238	4.4	5	1	2.336	blackcross.wav	blackcross.wav
62.656000000000006	4.0	2	0	1.49	snull.wav	chull.wav
66.673	4.0	5	1	1.62	blackcross.wav	blackcross.wav
70.689	4.0	6	1	1.669	i.wav	j.wav
74.706	4.0	1	1	1.47	plapse.wav	dapse.wav
78.722	4.8	2	0	1.514	grost.wav	nost.wav
83.54199999999999	4.4	4	0	1.424	vood.wav	shase.wav
87.96	4.4	4	0	1.415	glown.wav	stomb.wav
92.378	4.8	2	0	1.081	glead.wav	jead.wav
97.198	4.4	6	1	1.796	f.wav	n.wav
101.616	4.0	4	0	1.979	strough.wav	wouth.wav
105.63199999999999	4.8	5	1	2.194	blackcross.wav	blackcross.wav
110.45200000000001	4.4	2	0	1.764	nearth.wav	fearth.wav
114.86999999999999	4.4	1	1	2.303	crense.wav	nense.wav
119.288	4.0	5	0	n/a	blackcross.wav	blackcross.wav
123.30499999999999	4.0	1	1	2.109	treens.wav	smeens.wav
127.32100000000001	4.0	5	0	n/a	blackcross.wav	blackcross.wav
131.33800000000002	4.8	4	0	1.536	sharf.wav	twove.wav
136.15699999999998	4.0	6	1	1.846	g.wav	h.wav
140.17399999999998	4.4	1	1	1.899	swault.wav	lault.wav
144.59199999999998	4.0	5	1	2.206	blackcross.wav	blackcross.wav
148.608	4.4	6	1	1.508	e.wav	f.wav
153.027	4.0	5	1	1.806	blackcross.wav	blackcross.wav
157.043	4.0	3	1	1.589	mide.wav	jied.wav
161.05900000000003	4.4	5	1	1.868	blackcross.wav	blackcross.wav
165.478	4.0	1	1	1.28	slutch.wav	putch.wav
169.49399999999997	4.4	1	1	1.619	treal.wav	cheal.wav
173.91199999999998	4.0	3	1	1.769	pript.wav	shrypt.wav
177.92899999999997	4.0	5	1	2.423	blackcross.wav	blackcross.wav
181.945	4.4	5	1	1.59	blackcross.wav	blackcross.wav
186.363	4.0	5	1	1.608	blackcross.wav	blackcross.wav
190.38	4.0	5	1	1.521	blackcross.wav	blackcross.wav
194.39600000000002	4.4	5	1	1.847	blackcross.wav	blackcross.wav
198.81400000000002	4.4	3	1	1.662	durf.wav	merf.wav
203.23199999999997	4.8	6	1	3.45	c.wav	u.wav
208.05199999999996	4.8	5	1	1.77	blackcross.wav	blackcross.wav
212.87199999999996	4.4	4	1	2.454	scose.wav	brost.wav
217.28999999999996	4.8	3	1	1.409	reash.wav	sliche.wav
222.10999999999996	4.8	3	1	1.511	derb.wav	shurb.wav
226.92899999999997	4.8	2	0	1.266	shrase.wav	flase.wav
231.74899999999997	4.0	6	1	1.484	h.wav	p.wav
235.76599999999996	4.4	6	0	1.698	z.wav	g.wav
240.18399999999997	4.4	3	1	1.301	chelm.wav	swealm.wav
244.60199999999998	4.0	5	1	2.078	blackcross.wav	blackcross.wav
248.618	4.0	3	1	1.556	slearn.wav	zurn.wav
252.635	4.4	3	1	1.433	slurl.wav	dirl.wav
257.053	4.0	5	1	1.251	blackcross.wav	blackcross.wav
261.06899999999996	4.8	6	1	2.336	k.wav	l.wav
265.889	4.4	2	0	1.631	larp.wav	swarp.wav
270.30699999999996	4.4	1	1	1.173	vuss.wav	duss.wav
274.72499999999997	4.4	6	0	1.593	j.wav	b.wav
279.143	4.8	3	1	1.312	pault.wav	zalt.wav
283.96299999999997	4.8	5	1	1.732	blackcross.wav	blackcross.wav
288.78299999999996	4.0	5	1	1.618	blackcross.wav	blackcross.wav
292.799	4.4	2	0	1.711	plown.wav	rown.wav
297.217	4.8	6	0	1.862	v.wav	m.wav
302.037	4.4	4	1	1.854	kearth.wav	geath.wav
306.455	4.4	6	1	2.568	y.wav	z.wav
310.873	4.8	5	1	2.891	blackcross.wav	blackcross.wav
315.693	4.0	3	1	1.807	nuss.wav	zus.wav
319.71	4.4	3	1	2.251	nerge.wav	yurge.wav
324.128	5.2	4	0	1.595	sull.wav	trow.wav
329.349	4.8	1	0	1.555	preash.wav	sleash.wav
334.169	4.8	1	1	1.656	clurl.wav	turl.wav
338.989	4.4	2	0	1.571	twear.wav	zear.wav
343.407	4.8	4	0	1.472	preath.wav	shworth.wav
348.226	4.8	4	0	0.933	plear.wav	zour.wav
353.046	4.0	5	1	1.836	blackcross.wav	blackcross.wav
357.063	4.4	5	1	1.753	blackcross.wav	blackcross.wav
361.481	4.8	5	1	1.518	blackcross.wav	blackcross.wav
366.3	5.2	1	1	1.452	punge.wav	crunge.wav
