onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	6	1	1.929	a.bmp	s.bmp
4.805999999999997	4.8	3	1	1.693	fall.bmp	crawl.bmp
9.613	4.4	3	1	1.788	leap.bmp	sweep.bmp
14.030999999999999	4.0	3	1	1.53	tense.bmp	fence.bmp
18.046999999999997	4.0	3	1	1.932	soup.bmp	loop.bmp
22.064	4.4	6	1	1.469	j.bmp	b.bmp
26.482	4.0	6	1	1.591	h.bmp	p.bmp
30.497999999999998	4.0	4	1	2.058	pool.bmp	tooth.bmp
34.51499999999999	4.8	4	0	2.17	both.bmp	stroke.bmp
39.321000000000005	4.0	1	1	1.727	quart.bmp	wart.bmp
43.336999999999996	4.8	5	1	1.829	blackcross.bmp	blackcross.bmp
48.144	4.4	6	1	1.391	a.bmp	b.bmp
52.562000000000005	4.4	2	1	2.485	pint.bmp	hint.bmp
56.98	4.4	3	1	1.65	wheel.bmp	deal.bmp
61.398	4.0	2	1	1.769	smooth.bmp	tooth.bmp
65.41399999999999	4.0	3	0	2.786	stool.bmp	rule.bmp
69.43100000000001	4.0	5	1	1.811	blackcross.bmp	blackcross.bmp
73.447	4.0	5	1	1.991	blackcross.bmp	blackcross.bmp
77.464	4.4	5	1	1.951	blackcross.bmp	blackcross.bmp
81.882	4.4	4	1	2.052	flight.bmp	threat.bmp
86.30000000000001	4.4	3	1	2.353	bluff.bmp	tough.bmp
90.71800000000002	4.8	6	1	1.713	i.bmp	r.bmp
95.524	4.8	3	1	1.639	halt.bmp	fault.bmp
100.33100000000002	4.4	2	1	1.982	dull.bmp	bull.bmp
104.749	4.0	1	0	2.793	brow.bmp	cow.bmp
108.76500000000001	4.8	1	1	1.779	goat.bmp	float.bmp
113.571	4.0	1	1	1.579	glide.bmp	bride.bmp
117.588	4.0	5	1	2.036	blackcross.bmp	blackcross.bmp
121.60400000000001	4.0	5	1	1.934	blackcross.bmp	blackcross.bmp
125.62100000000001	4.0	5	1	1.869	blackcross.bmp	blackcross.bmp
129.637	4.8	2	1	1.56	plead.bmp	spread.bmp
134.44400000000002	4.4	6	1	1.422	t.bmp	u.bmp
138.862	4.8	3	1	1.485	roast.bmp	ghost.bmp
143.668	4.0	6	1	1.535	y.bmp	z.bmp
147.684	4.8	5	1	1.815	blackcross.bmp	blackcross.bmp
152.491	4.8	3	1	1.618	odd.bmp	rod.bmp
157.297	4.4	1	1	1.94	spoon.bmp	noon.bmp
161.715	4.8	5	1	1.739	blackcross.bmp	blackcross.bmp
166.52100000000002	4.8	5	1	2.382	blackcross.bmp	blackcross.bmp
171.328	4.8	5	1	2.065	blackcross.bmp	blackcross.bmp
176.13400000000001	4.0	5	1	1.639	blackcross.bmp	blackcross.bmp
180.15	4.8	5	1	1.771	blackcross.bmp	blackcross.bmp
184.957	4.0	2	1	2.087	breath.bmp	wreath.bmp
188.973	4.4	1	1	2.439	neat.bmp	wheat.bmp
193.39100000000002	4.0	2	1	2.504	mouth.bmp	youth.bmp
197.40800000000002	4.8	1	1	1.839	toss.bmp	moss.bmp
202.214	4.8	5	1	2.069	blackcross.bmp	blackcross.bmp
207.02	4.4	6	1	1.4	g.bmp	h.bmp
211.43800000000002	4.8	4	1	1.445	rule.bmp	blur.bmp
216.245	4.0	2	1	1.77	tomb.bmp	comb.bmp
220.261	4.8	6	1	1.593	r.bmp	s.bmp
225.068	4.0	4	1	1.925	june.bmp	loop.bmp
229.08400000000003	4.4	3	1	1.997	warm.bmp	form.bmp
233.50199999999998	4.4	4	1	2.707	rum.bmp	touch.bmp
237.92	4.0	2	1	1.823	gross.bmp	moss.bmp
241.93699999999998	4.0	4	1	1.627	glow.bmp	stove.bmp
245.953	4.8	5	1	1.881	blackcross.bmp	blackcross.bmp
250.759	4.8	4	0	1.414	wheel.bmp	sneak.bmp
255.566	4.0	5	0	n/a	blackcross.bmp	blackcross.bmp
259.582	4.4	2	1	1.911	cow.bmp	glow.bmp
264.0	4.4	1	1	2.043	pile.bmp	mile.bmp
268.418	4.8	3	1	1.602	cheek.bmp	sneak.bmp
273.22499999999997	4.4	4	1	1.592	youth.bmp	hint.bmp
277.643	4.4	5	1	1.714	blackcross.bmp	blackcross.bmp
282.061	4.0	3	1	1.612	thief.bmp	beef.bmp
286.077	4.4	5	1	1.86	blackcross.bmp	blackcross.bmp
290.495	4.8	2	1	1.456	swarm.bmp	harm.bmp
295.30199999999996	4.0	6	1	1.905	l.bmp	d.bmp
299.318	4.4	2	1	1.751	both.bmp	cloth.bmp
303.736	4.4	5	1	1.877	blackcross.bmp	blackcross.bmp
308.154	4.8	4	1	1.465	cream.bmp	swarm.bmp
312.96099999999996	4.4	2	1	2.072	ford.bmp	word.bmp
317.37899999999996	4.4	1	1	2.133	vase.bmp	chase.bmp
321.79699999999997	4.0	6	1	1.761	f.bmp	n.bmp
325.813	4.8	1	1	1.977	flood.bmp	blood.bmp
330.61899999999997	4.0	3	1	1.436	quart.bmp	port.bmp
334.63599999999997	4.4	5	0	n/a	blackcross.bmp	blackcross.bmp
339.054	4.0	2	1	1.613	swap.bmp	gap.bmp
343.07	4.0	1	0	n/a	frost.bmp	cost.bmp
347.087	4.8	5	1	2.587	blackcross.bmp	blackcross.bmp
351.893	4.4	5	1	1.811	blackcross.bmp	blackcross.bmp
356.311	4.8	1	0	n/a	harm.bmp	farm.bmp
361.118	4.8	2	0	0.122	scratch.bmp	watch.bmp
365.924	5.2	5	0	n/a	blackcross.bmp	blackcross.bmp
