onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	6	1	1.455	i.bmp	r.bmp
4.805999999999997	4.8	3	1	1.855	nuss.bmp	zus.bmp
9.611999999999995	4.4	3	1	1.746	slearn.bmp	zurn.bmp
14.029999999999994	4.0	3	1	1.749	plirk.bmp	swerk.bmp
18.046999999999997	4.0	3	1	1.459	pault.bmp	zalt.bmp
22.062999999999995	4.4	6	1	1.659	a.bmp	b.bmp
26.480999999999995	4.0	6	1	1.389	e.bmp	f.bmp
30.497999999999998	4.0	4	1	1.815	kearth.bmp	geath.bmp
34.514	4.8	4	1	1.615	preath.bmp	shworth.bmp
39.32	4.0	1	1	1.421	treal.bmp	cheal.bmp
43.336999999999996	4.8	5	1	1.916	blackcross.bmp	blackcross.bmp
48.142999999999994	4.4	6	1	1.62	w.bmp	e.bmp
52.561	4.4	2	0	1.864	crove.bmp	swove.bmp
56.97899999999999	4.4	3	1	2.504	dite.bmp	vight.bmp
61.397	4.0	2	0	1.629	creath.bmp	steath.bmp
65.41399999999999	4.0	3	1	2.306	kreens.bmp	speans.bmp
69.43	4.0	5	1	1.916	blackcross.bmp	blackcross.bmp
73.447	4.0	5	1	1.923	blackcross.bmp	blackcross.bmp
77.463	4.4	5	1	1.629	blackcross.bmp	blackcross.bmp
81.881	4.4	4	0	1.932	pread.bmp	slear.bmp
86.299	4.4	3	1	1.797	mide.bmp	jied.bmp
90.71699999999998	4.8	6	1	1.788	z.bmp	g.bmp
95.524	4.8	3	1	1.842	mense.bmp	shence.bmp
100.32999999999998	4.4	2	0	1.742	snull.bmp	chull.bmp
104.74799999999999	4.0	1	0	n/a	zite.bmp	pite.bmp
108.76499999999999	4.8	1	1	2.912	plapse.bmp	dapse.bmp
113.571	4.0	1	1	1.973	slutch.bmp	putch.bmp
117.58699999999999	4.0	5	0	n/a	blackcross.bmp	blackcross.bmp
121.60399999999998	4.0	5	1	2.083	blackcross.bmp	blackcross.bmp
125.61999999999998	4.0	5	1	1.852	blackcross.bmp	blackcross.bmp
129.637	4.8	2	0	1.757	nouth.bmp	scouth.bmp
134.44299999999998	4.4	6	1	1.601	y.bmp	o.bmp
138.861	4.8	3	1	1.546	splirt.bmp	furt.bmp
143.667	4.0	6	1	1.717	v.bmp	w.bmp
147.684	4.8	5	1	1.879	blackcross.bmp	blackcross.bmp
152.48999999999998	4.8	3	1	1.788	durf.bmp	merf.bmp
157.297	4.4	1	1	2.23	punge.bmp	crunge.bmp
161.715	4.8	5	1	2.084	blackcross.bmp	blackcross.bmp
166.521	4.8	5	1	1.899	blackcross.bmp	blackcross.bmp
171.327	4.8	5	1	1.838	blackcross.bmp	blackcross.bmp
176.134	4.0	5	1	1.657	blackcross.bmp	blackcross.bmp
180.14999999999998	4.8	5	1	1.625	blackcross.bmp	blackcross.bmp
184.956	4.0	2	0	1.516	twear.bmp	zear.bmp
188.97299999999998	4.4	1	1	1.582	pritz.bmp	vitz.bmp
193.391	4.0	2	0	1.657	spomb.bmp	clomb.bmp
197.40699999999998	4.8	1	1	1.403	snerge.bmp	gerge.bmp
202.214	4.8	5	1	1.982	blackcross.bmp	blackcross.bmp
207.01999999999998	4.4	6	1	1.819	v.bmp	m.bmp
211.438	4.8	4	1	1.728	shwarp.bmp	larm.bmp
216.244	4.0	2	0	n/a	larp.bmp	swarp.bmp
220.261	4.8	6	1	1.432	k.bmp	l.bmp
225.067	4.0	4	1	2.709	sull.bmp	trow.bmp
229.08299999999997	4.4	3	1	1.535	rith.bmp	nyth.bmp
233.502	4.4	4	0	1.727	palve.bmp	smove.bmp
237.92000000000002	4.0	2	1	1.763	shwarm.bmp	varm.bmp
241.93599999999998	4.0	4	0	1.875	zarp.bmp	twarm.bmp
245.952	4.8	5	1	1.839	blackcross.bmp	blackcross.bmp
250.75900000000001	4.8	4	0	2.075	glown.bmp	stomb.bmp
255.565	4.0	5	1	1.845	blackcross.bmp	blackcross.bmp
259.582	4.4	2	0	2.737	nearth.bmp	fearth.bmp
264.0	4.4	1	1	1.486	flirk.bmp	slirk.bmp
268.418	4.8	3	1	1.661	poat.bmp	wote.bmp
273.224	4.4	4	0	1.408	smow.bmp	vomb.bmp
277.642	4.4	5	1	2.001	blackcross.bmp	blackcross.bmp
282.06	4.0	3	1	2.153	twapse.bmp	praps.bmp
286.077	4.4	5	1	2.088	blackcross.bmp	blackcross.bmp
290.495	4.8	2	0	2.703	vose.bmp	plose.bmp
295.301	4.0	6	1	1.37	y.bmp	z.bmp
299.317	4.4	2	0	1.448	sworth.bmp	horth.bmp
303.736	4.4	5	1	1.882	blackcross.bmp	blackcross.bmp
308.154	4.8	4	1	1.746	plear.bmp	zour.bmp
312.96	4.4	2	0	1.774	frood.bmp	plood.bmp
317.378	4.4	1	1	2.564	sprune.bmp	yune.bmp
321.796	4.0	6	1	1.679	h.bmp	p.bmp
325.813	4.8	1	1	1.508	sterb.bmp	cherb.bmp
330.61899999999997	4.0	3	1	1.664	britz.bmp	swits.bmp
334.635	4.4	5	1	1.847	blackcross.bmp	blackcross.bmp
339.053	4.0	2	0	1.69	shrase.bmp	flase.bmp
343.07	4.0	1	1	1.791	brith.bmp	spith.bmp
347.086	4.8	5	1	1.487	blackcross.bmp	blackcross.bmp
351.893	4.4	5	1	1.986	blackcross.bmp	blackcross.bmp
356.311	4.8	1	1	1.9	yoat.bmp	zoat.bmp
361.11699999999996	4.8	2	0	1.406	grost.bmp	nost.bmp
365.923	5.2	5	1	2.201	blackcross.bmp	blackcross.bmp
