onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
0.0	3.5	Foil	stimuli/objects/foils/foil_1702.JPG	0	3#	New	1.228	0
3.5	3.5	First	stimuli/objects/setsof2/105b.jpg	105	3#	New	1.247	0
7.0	3.5	Foil	stimuli/objects/foils/foil_1151.JPG	0	3#	New	0.482	0
10.5	3.5	Foil	stimuli/objects/foils/foil_1395.JPG	0	3#	New	0.599	0
14.0	3.5	First	stimuli/objects/setsof2/084a.jpg	84	3#	New	0.491	0
17.5	3.5	Foil	stimuli/objects/foils/foil_1099.JPG	0	3#	New	0.868	0
21.0	3.5	Foil	stimuli/objects/foils/foil_1617.JPG	0	3#	New	0.829	0
24.5	3.5	First	stimuli/objects/setsof2/112a.jpg	112	3#	New	0.730	0
28.0	3.5	Foil	stimuli/objects/foils/foil_1189.JPG	0	3#	New	0.756	0
31.5	3.5	Foil	stimuli/objects/foils/foil_1107.JPG	0	3#	New	0.733	0
35.0	3.5	First	stimuli/objects/setsof2/071a.jpg	71	3#	New	0.878	0
38.5	3.5	Foil	stimuli/objects/foils/foil_1262.JPG	0	3#	New	0.796	0
42.0	3.5	Foil	stimuli/objects/foils/foil_1699.JPG	0	3#	New	0.761	0
45.5	3.5	First	stimuli/objects/setsof2/060b.jpg	60	3#	New	0.875	0
49.0	3.5	Foil	stimuli/objects/foils/foil_1587.JPG	0	3#	New	0.896	0
52.5	3.5	Foil	stimuli/objects/foils/foil_1673.JPG	0	3#	New	1.086	0
56.0	3.5	Repeat	stimuli/objects/setsof2/084a.jpg	84	1!	Old	1.207	0
59.5	3.5	Lure	stimuli/objects/setsof2/112b.jpg	112	2@	Similar	1.381	1
63.0	3.5	Foil	stimuli/objects/foils/foil_1658.JPG	0	3#	New	0.851	0
66.5	3.5	First	stimuli/objects/setsof2/166a.jpg	166	3#	New	0.878	0
70.0	3.5	Lure	stimuli/objects/setsof2/071b.jpg	71	3#	New	1.190	5
73.5	3.5	First	stimuli/objects/setsof2/088b.jpg	88	3#	New	0.868	0
77.0	3.5	First	stimuli/objects/setsof2/007a.jpg	7	2@	Similar	1.512	0
80.5	3.5	Foil	stimuli/objects/foils/foil_1285.JPG	0	3#	New	1.088	0
84.0	3.5	Foil	stimuli/objects/foils/foil_1400.jpg	0	3#	New	0.783	0
87.5	3.5	Foil	stimuli/objects/foils/foil_1549.JPG	0	3#	New	1.362	0
91.0	3.5	First	stimuli/objects/setsof2/118a.jpg	118	3#	New	1.451	0
94.5	3.5	Foil	stimuli/objects/foils/foil_1280.JPG	0	3#	New	0.874	0
98.0	3.5	First	stimuli/objects/setsof2/132b.jpg	132	3#	New	0.799	0
101.5	3.5	Lure	stimuli/objects/setsof2/088a.jpg	88	2@	Similar	1.114	3
105.0	3.5	Repeat	stimuli/objects/setsof2/166a.jpg	166	1!	Old	1.227	0
108.5	3.5	Foil	stimuli/objects/foils/foil_1081.JPG	0	3#	New	1.083	0
112.0	3.5	First	stimuli/objects/setsof2/139a.jpg	139	3#	New	1.006	0
115.5	3.5	Foil	stimuli/objects/foils/foil_1199.JPG	0	3#	New	0.812	0
119.0	3.5	First	stimuli/objects/setsof2/116a.jpg	116	3#	New	0.690	0
122.5	3.5	Foil	stimuli/objects/foils/foil_1574.JPG	0	3#	New	0.663	0
126.0	3.5	Foil	stimuli/objects/foils/foil_1546.JPG	0	3#	New	0.856	0
129.5	3.5	First	stimuli/objects/setsof2/125b.jpg	125	3#	New	1.633	0
133.0	3.5	Repeat	stimuli/objects/setsof2/132b.jpg	132	1!	Old	1.274	0
136.5	3.5	Foil	stimuli/objects/foils/foil_1697.jpg	0	2@	Similar	1.384	0
140.0	3.5	First	stimuli/objects/setsof2/179a.jpg	179	3#	New	1.141	0
