onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
238.0	3.5	Lure	stimuli/objects/setsof2/070b.jpg	70	1!	Old	1.340	5
241.5	3.5	Foil	stimuli/objects/foils/foil_1490.JPG	0	3#	New	0.832	0
245.0	3.5	First	stimuli/objects/setsof2/156a.jpg	156	3#	New	0.936	0
248.5	3.5	Lure	stimuli/objects/setsof2/169b.jpg	169	2@	Similar	1.287	5
252.0	3.5	First	stimuli/objects/setsof2/142b.jpg	142	3#	New	0.813	0
255.5	3.5	First	stimuli/objects/setsof2/029b.jpg	29	3#	New	0.771	0
259.0	3.5	Lure	stimuli/objects/setsof2/041a.jpg	41	1!	Old	1.157	6
262.5	3.5	Repeat	stimuli/objects/setsof2/011b.jpg	11	1!	Old	0.974	0
266.0	3.5	First	stimuli/objects/setsof2/066a.jpg	66	3#	New	1.658	0
269.5	3.5	Repeat	stimuli/objects/setsof2/142b.jpg	142	1!	Old	1.051	0
273.0	3.5	Foil	stimuli/objects/foils/foil_1256.JPG	0	3#	New	0.872	0
276.5	3.5	First	stimuli/objects/setsof2/040a.jpg	40	3#	New	0.800	0
280.0	3.5	Repeat	stimuli/objects/setsof2/063b.jpg	63	1!	Old	1.658	0
283.5	3.5	Foil	stimuli/objects/foils/foil_1174.JPG	0	3#	New	1.108	0
287.0	3.5	First	stimuli/objects/setsof2/005b.jpg	5	3#	New	1.047	0
290.5	3.5	Repeat	stimuli/objects/setsof2/102a.jpg	102	5%	None	1.734	0
294.0	3.5	Foil	stimuli/objects/foils/foil_1115.JPG	0	3#	New	0.941	0
297.5	3.5	First	stimuli/objects/setsof2/008b.jpg	8	3#	New	0.895	0
301.0	3.5	Repeat	stimuli/objects/setsof2/066a.jpg	66	1!	Old	1.649	0
304.5	3.5	Foil	stimuli/objects/foils/foil_1118.jpg	0	3#	New	0.819	0
308.0	3.5	Foil	stimuli/objects/foils/foil_1722.JPG	0	3#	New	0.723	0
311.5	3.5	Lure	stimuli/objects/setsof2/164a.jpg	164	1!	Old	1.147	4
315.0	3.5	First	stimuli/objects/setsof2/186a.jpg	186	3#	New	0.907	0
318.5	3.5	First	stimuli/objects/setsof2/028b.jpg	28	3#	New	0.955	0
322.0	3.5	Lure	stimuli/objects/setsof2/156b.jpg	156	1!	Old	1.186	5
325.5	3.5	Repeat	stimuli/objects/setsof2/029b.jpg	29	1!	Old	1.081	0
329.0	3.5	First	stimuli/objects/setsof2/031a.jpg	31	3#	New	0.701	0
332.5	3.5	Lure	stimuli/objects/setsof2/005a.jpg	5	2@	Similar	1.519	3
336.0	3.5	Foil	stimuli/objects/foils/foil_1127.JPG	0	3#	New	1.036	0
339.5	3.5	Repeat	stimuli/objects/setsof2/042a.jpg	42	1!	Old	0.998	0
343.0	3.5	Foil	stimuli/objects/foils/foil_1137.JPG	0	3#	New	1.012	0
346.5	3.5	Lure	stimuli/objects/setsof2/186b.jpg	186	2@	Similar	1.410	3
350.0	3.5	Lure	stimuli/objects/setsof2/040b.jpg	40	2@	Similar	1.358	5
353.5	3.5	Lure	stimuli/objects/setsof2/028a.jpg	28	1!	Old	1.039	6
357.0	3.5	Foil	stimuli/objects/foils/foil_1559.JPG	0	3#	New	1.019	0
360.5	3.5	Foil	stimuli/objects/foils/foil_1611.JPG	0	3#	New	1.286	0
364.0	3.5	Repeat	stimuli/objects/setsof2/031a.jpg	31	1!	Old	0.955	0
367.5	3.5	Foil	stimuli/objects/foils/foil_1217.JPG	0	3#	New	1.214	0
371.0	3.5	Repeat	stimuli/objects/setsof2/008b.jpg	8	1!	Old	1.111	0
