onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
105.0	3.5	Lure	stimuli/objects/setsof2/046a.jpg	46	1!	Old	1.234	2
108.5	3.5	First	stimuli/objects/setsof2/072a.jpg	72	3#	New	1.131	0
112.0	3.5	Lure	stimuli/objects/setsof2/095a.jpg	95	3#	New	1.699	6
115.5	3.5	Foil	stimuli/objects/foils/foil_1101.JPG	0	5%	None	1.741	0
119.0	3.5	First	stimuli/objects/setsof2/068a.jpg	68	3#	New	1.470	0
122.5	3.5	Foil	stimuli/objects/foils/foil_1720.JPG	0	3#	New	0.889	0
126.0	3.5	Foil	stimuli/objects/foils/foil_1334.JPG	0	3#	New	1.263	0
129.5	3.5	First	stimuli/objects/setsof2/055b.jpg	55	3#	New	0.774	0
133.0	3.5	Lure	stimuli/objects/setsof2/043b.jpg	43	1!	Old	1.342	5
136.5	3.5	Foil	stimuli/objects/foils/foil_1391.JPG	0	3#	New	0.743	0
140.0	3.5	First	stimuli/objects/setsof2/081b.jpg	81	3#	New	0.889	0
143.5	3.5	Repeat	stimuli/objects/setsof2/146a.jpg	146	1!	Old	1.230	0
147.0	3.5	Foil	stimuli/objects/foils/foil_1119.JPG	0	3#	New	0.922	0
150.5	3.5	First	stimuli/objects/setsof2/136a.jpg	136	3#	New	0.808	0
154.0	3.5	Foil	stimuli/objects/foils/foil_1029.JPG	0	3#	New	0.951	0
157.5	3.5	Foil	stimuli/objects/foils/foil_1188.JPG	0	3#	New	0.730	0
161.0	3.5	Foil	stimuli/objects/foils/foil_1661.JPG	0	3#	New	0.955	0
164.5	3.5	First	stimuli/objects/setsof2/106a.jpg	106	3#	New	1.124	0
168.0	3.5	Repeat	stimuli/objects/setsof2/064a.jpg	64	3#	New	1.336	0
171.5	3.5	First	stimuli/objects/setsof2/074a.jpg	74	3#	New	1.003	0
175.0	3.5	Foil	stimuli/objects/foils/foil_1594.JPG	0	3#	New	1.109	0
178.5	3.5	Repeat	stimuli/objects/setsof2/072a.jpg	72	1!	Old	1.215	0
182.0	3.5	First	stimuli/objects/setsof2/151a.jpg	151	3#	New	1.051	0
185.5	3.5	Lure	stimuli/objects/setsof2/120b.jpg	120	1!	Old	1.136	6
189.0	3.5	Foil	stimuli/objects/foils/foil_1662.JPG	0	3#	New	1.620	0
192.5	3.5	First	stimuli/objects/setsof2/182a.jpg	182	3#	New	1.243	0
196.0	3.5	Foil	stimuli/objects/foils/foil_1152.JPG	0	3#	New	0.825	0
199.5	3.5	Foil	stimuli/objects/foils/foil_1244.JPG	0	3#	New	1.558	0
203.0	3.5	First	stimuli/objects/setsof2/100b.jpg	100	3#	New	1.540	0
206.5	3.5	Repeat	stimuli/objects/setsof2/054a.jpg	54	1!	Old	1.183	0
210.0	3.5	Repeat	stimuli/objects/setsof2/081b.jpg	81	5%	None	1.736	0
213.5	3.5	Repeat	stimuli/objects/setsof2/055b.jpg	55	2@	Similar	1.306	0
217.0	3.5	Repeat	stimuli/objects/setsof2/151a.jpg	151	2@	Similar	1.498	0
220.5	3.5	First	stimuli/objects/setsof2/089b.jpg	89	3#	New	1.013	0
224.0	3.5	Foil	stimuli/objects/foils/foil_1239.JPG	0	3#	New	0.780	0
227.5	3.5	First	stimuli/objects/setsof2/017a.jpg	17	3#	New	0.971	0
231.0	3.5	Foil	stimuli/objects/foils/foil_1165.JPG	0	5%	None	1.735	0
234.5	3.5	Repeat	stimuli/objects/setsof2/004b.jpg	4	2@	Similar	1.479	0
238.0	3.5	Lure	stimuli/objects/setsof2/100a.jpg	100	1!	Old	1.364	5
241.5	3.5	First	stimuli/objects/setsof2/114b.jpg	114	3#	New	0.790	0
245.0	3.5	First	stimuli/objects/setsof2/168b.jpg	168	3#	New	0.859	0
248.5	3.5	Repeat	stimuli/objects/setsof2/074a.jpg	74	1!	Old	1.481	0
252.0	3.5	Foil	stimuli/objects/foils/foil_1515.JPG	0	3#	New	0.718	0
255.5	3.5	First	stimuli/objects/setsof2/038b.jpg	38	3#	New	0.807	0
259.0	3.5	Lure	stimuli/objects/setsof2/068b.jpg	68	1!	Old	1.284	5
262.5	3.5	Repeat	stimuli/objects/setsof2/182a.jpg	182	1!	Old	0.986	0
266.0	3.5	First	stimuli/objects/setsof2/133a.jpg	133	3#	New	0.882	0
269.5	3.5	Lure	stimuli/objects/setsof2/089a.jpg	89	5%	None	1.733	3
273.0	3.5	Foil	stimuli/objects/foils/foil_1483.JPG	0	3#	New	1.221	0
276.5	3.5	Repeat	stimuli/objects/setsof2/114b.jpg	114	1!	Old	1.202	0
280.0	3.5	Lure	stimuli/objects/setsof2/168a.jpg	168	2@	Similar	1.233	4
283.5	3.5	First	stimuli/objects/setsof2/047a.jpg	47	3#	New	1.251	0
287.0	3.5	First	stimuli/objects/setsof2/059a.jpg	59	3#	New	0.830	0
290.5	3.5	Foil	stimuli/objects/foils/foil_1063.jpg	0	3#	New	0.992	0
294.0	3.5	Repeat	stimuli/objects/setsof2/017a.jpg	17	2@	Similar	1.724	0
297.5	3.5	First	stimuli/objects/setsof2/181b.jpg	181	3#	New	0.790	0
301.0	3.5	Lure	stimuli/objects/setsof2/106b.jpg	106	3#	New	0.784	5
304.5	3.5	Foil	stimuli/objects/foils/foil_1176.JPG	0	3#	New	0.798	0
308.0	3.5	Repeat	stimuli/objects/setsof2/136a.jpg	136	3#	New	0.844	0
311.5	3.5	Lure	stimuli/objects/setsof2/047b.jpg	47	1!	Old	1.547	4
315.0	3.5	Foil	stimuli/objects/foils/foil_1310.JPG	0	3#	New	1.200	0
318.5	3.5	First	stimuli/objects/setsof2/191b.jpg	191	3#	New	1.178	0
322.0	3.5	Repeat	stimuli/objects/setsof2/059a.jpg	59	1!	Old	1.465	0
325.5	3.5	Lure	stimuli/objects/setsof2/038a.jpg	38	1!	Old	1.165	5
329.0	3.5	First	stimuli/objects/setsof2/178b.jpg	178	3#	New	0.819	0
332.5	3.5	Lure	stimuli/objects/setsof2/181a.jpg	181	5%	None	1.730	4
336.0	3.5	Repeat	stimuli/objects/setsof2/133a.jpg	133	1!	Old	1.435	0
339.5	3.5	Foil	stimuli/objects/foils/foil_1552.JPG	0	3#	New	0.734	0
343.0	3.5	First	stimuli/objects/setsof2/119a.jpg	119	3#	New	0.643	0
346.5	3.5	Foil	stimuli/objects/foils/foil_1401.JPG	0	3#	New	1.094	0
350.0	3.5	Foil	stimuli/objects/foils/foil_1057.JPG	0	3#	New	0.915	0
353.5	3.5	Lure	stimuli/objects/setsof2/191a.jpg	191	1!	Old	1.313	5
357.0	3.5	Foil	stimuli/objects/foils/foil_1439.JPG	0	3#	New	0.663	0
360.5	3.5	Lure	stimuli/objects/setsof2/119b.jpg	119	3#	New	0.841	5
364.0	3.5	Lure	stimuli/objects/setsof2/178a.jpg	178	5%	None	1.729	1
367.5	3.5	Foil	stimuli/objects/foils/foil_1267.JPG	0	3#	New	1.138	0
371.0	3.5	Foil	stimuli/objects/foils/foil_1049.JPG	0	3#	New	0.719	0
