onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
110.018	3.000	forget	0.634	retrieval	restudy	face	scene	object	competitor	scene	10	2	112	40	88	216	110.0	n/a
115.053	1.403	correct	1.403	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	2	n/a	n/a	n/a	n/a	n/a	right
116.968	1.064	correct	1.064	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	2	n/a	n/a	n/a	n/a	n/a	right
118.551	1.966	incorrect	1.966	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	2	n/a	n/a	n/a	n/a	n/a	right
122.017	3.000	remember	0.764	retrieval	restudy	scene	face	object	target	scene	11	2	34	106	258	34	122.0	n/a
127.053	1.099	correct	1.099	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	2	n/a	n/a	n/a	n/a	n/a	left
128.667	1.573	correct	1.573	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	2	n/a	n/a	n/a	n/a	n/a	left
130.750	1.266	correct	1.266	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	2	n/a	n/a	n/a	n/a	n/a	right
132.533	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	2	n/a	n/a	n/a	n/a	n/a	left
134.016	3.000	forget	0.484	retrieval	retprac	scene	face	object	competitor	face	12	2	33	105	257	33	134.0	n/a
139.051	1.061	correct	1.061	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	2	n/a	n/a	n/a	n/a	n/a	left
140.633	0.671	correct	0.671	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	2	n/a	n/a	n/a	n/a	n/a	right
141.816	2.700	incorrect	2.700	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	2	n/a	n/a	n/a	n/a	n/a	right
146.014	3.000	forget	0.437	retrieval	restudy	scene	object	face	other	face	13	2	84	132	284	136	146.0	n/a
151.050	1.661	correct	1.661	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	2	n/a	n/a	n/a	n/a	n/a	left
153.232	0.976	correct	0.976	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	2	n/a	n/a	n/a	n/a	n/a	right
154.715	1.068	correct	1.068	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	2	n/a	n/a	n/a	n/a	n/a	right
156.298	0.217	incorrect	0.217	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	2	n/a	n/a	n/a	n/a	n/a	right
158.014	3.000	forget	0.821	retrieval	restudy	object	scene	face	competitor	scene	14	2	132	84	184	236	158.0	n/a
163.049	1.502	correct	1.502	grate	n/a	n/a	n/a	n/a	n/a	n/a	14	2	n/a	n/a	n/a	n/a	n/a	right
165.064	0.951	correct	0.951	grate	n/a	n/a	n/a	n/a	n/a	n/a	14	2	n/a	n/a	n/a	n/a	n/a	right
166.530	0.693	correct	0.693	grate	n/a	n/a	n/a	n/a	n/a	n/a	14	2	n/a	n/a	n/a	n/a	n/a	left
167.730	0.783	incorrect	0.783	grate	n/a	n/a	n/a	n/a	n/a	n/a	14	2	n/a	n/a	n/a	n/a	n/a	left
170.012	3.000	remember	0.654	retrieval	retprac	object	face	scene	target	object	15	2	11	59	159	11	170.0	n/a
175.049	1.030	correct	1.030	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	2	n/a	n/a	n/a	n/a	n/a	left
176.596	0.594	correct	0.594	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	2	n/a	n/a	n/a	n/a	n/a	left
177.713	0.647	correct	0.647	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	2	n/a	n/a	n/a	n/a	n/a	left
178.879	1.633	incorrect	1.633	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	2	n/a	n/a	n/a	n/a	n/a	right
182.011	3.000	remember	0.511	retrieval	restudy	scene	face	object	target	scene	16	2	36	108	260	36	182.0	n/a
187.047	1.359	correct	1.359	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	2	n/a	n/a	n/a	n/a	n/a	right
188.928	1.022	correct	1.022	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	2	n/a	n/a	n/a	n/a	n/a	right
190.461	1.201	correct	1.201	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	2	n/a	n/a	n/a	n/a	n/a	right
192.178	0.333	incorrect	0.333	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	2	n/a	n/a	n/a	n/a	n/a	left
194.010	3.000	forget	0.920	retrieval	retprac	face	scene	object	other	object	17	2	109	37	85	213	194.0	n/a
199.047	1.264	correct	1.264	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	2	n/a	n/a	n/a	n/a	n/a	left
200.827	0.739	correct	0.739	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	2	n/a	n/a	n/a	n/a	n/a	right
202.077	0.793	correct	0.793	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	2	n/a	n/a	n/a	n/a	n/a	right
203.377	0.693	correct	0.693	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	2	n/a	n/a	n/a	n/a	n/a	right
204.594	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	2	n/a	n/a	n/a	n/a	n/a	left
206.009	3.000	forget	0.560	retrieval	restudy	face	scene	object	competitor	scene	18	2	110	38	86	214	206.0	n/a
211.045	1.417	correct	1.417	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	2	n/a	n/a	n/a	n/a	n/a	left
212.976	1.149	correct	1.149	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	2	n/a	n/a	n/a	n/a	n/a	left
214.643	0.931	correct	0.931	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	2	n/a	n/a	n/a	n/a	n/a	left
216.093	0.417	incorrect	0.417	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	2	n/a	n/a	n/a	n/a	n/a	left
218.008	3.000	no response	n/a	retrieval	retprac	object	face	scene	no response	no response	19	2	15	63	163	15	218.0	n/a
223.044	1.569	incorrect	1.569	grate	n/a	n/a	n/a	n/a	n/a	n/a	19	2	n/a	n/a	n/a	n/a	n/a	left
225.125	1.120	incorrect	1.120	grate	n/a	n/a	n/a	n/a	n/a	n/a	19	2	n/a	n/a	n/a	n/a	n/a	left
226.758	1.175	correct	1.175	grate	n/a	n/a	n/a	n/a	n/a	n/a	19	2	n/a	n/a	n/a	n/a	n/a	right
228.442	0.067	incorrect	0.067	grate	n/a	n/a	n/a	n/a	n/a	n/a	19	2	n/a	n/a	n/a	n/a	n/a	left
230.007	3.000	remember	0.826	retrieval	restudy	object	scene	face	target	object	20	2	134	86	186	238	230.0	n/a
235.043	1.234	correct	1.234	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	2	n/a	n/a	n/a	n/a	n/a	right
236.791	0.975	correct	0.975	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	2	n/a	n/a	n/a	n/a	n/a	left
238.274	0.987	correct	0.987	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	2	n/a	n/a	n/a	n/a	n/a	left
239.774	0.733	incorrect	0.733	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	2	n/a	n/a	n/a	n/a	n/a	right
242.006	3.000	remember	0.578	retrieval	restudy	face	scene	object	target	face	21	2	106	34	82	210	242.0	n/a
247.041	1.052	correct	1.052	grate	n/a	n/a	n/a	n/a	n/a	n/a	21	2	n/a	n/a	n/a	n/a	n/a	left
248.606	1.007	correct	1.007	grate	n/a	n/a	n/a	n/a	n/a	n/a	21	2	n/a	n/a	n/a	n/a	n/a	left
250.123	1.251	correct	1.251	grate	n/a	n/a	n/a	n/a	n/a	n/a	21	2	n/a	n/a	n/a	n/a	n/a	left
251.889	0.616	incorrect	0.616	grate	n/a	n/a	n/a	n/a	n/a	n/a	21	2	n/a	n/a	n/a	n/a	n/a	left
254.021	3.000	remember	0.538	retrieval	restudy	face	object	scene	target	face	22	2	58	10	58	110	254.0	n/a
259.056	0.828	correct	0.828	grate	n/a	n/a	n/a	n/a	n/a	n/a	22	2	n/a	n/a	n/a	n/a	n/a	right
260.405	3.759	correct	3.759	grate	n/a	n/a	n/a	n/a	n/a	n/a	22	2	n/a	n/a	n/a	n/a	n/a	left
264.671	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	22	2	n/a	n/a	n/a	n/a	n/a	left
266.021	3.000	no response	n/a	retrieval	retprac	face	scene	object	no response	no response	23	2	111	39	87	215	266.0	n/a
271.055	3.749	correct	3.749	grate	n/a	n/a	n/a	n/a	n/a	n/a	23	2	n/a	n/a	n/a	n/a	n/a	right
275.321	1.200	incorrect	1.200	grate	n/a	n/a	n/a	n/a	n/a	n/a	23	2	n/a	n/a	n/a	n/a	n/a	right
278.019	3.000	forget	0.573	retrieval	retprac	scene	face	object	competitor	face	24	2	37	109	261	37	278.0	n/a
283.054	1.485	correct	1.485	grate	n/a	n/a	n/a	n/a	n/a	n/a	24	2	n/a	n/a	n/a	n/a	n/a	right
285.053	1.006	correct	1.006	grate	n/a	n/a	n/a	n/a	n/a	n/a	24	2	n/a	n/a	n/a	n/a	n/a	left
286.569	1.026	correct	1.026	grate	n/a	n/a	n/a	n/a	n/a	n/a	24	2	n/a	n/a	n/a	n/a	n/a	right
288.103	0.416	incorrect	0.416	grate	n/a	n/a	n/a	n/a	n/a	n/a	24	2	n/a	n/a	n/a	n/a	n/a	left
290.018	3.000	forget	0.876	retrieval	restudy	object	scene	face	competitor	scene	25	2	130	82	182	234	290.0	n/a
295.052	1.958	correct	1.958	grate	n/a	n/a	n/a	n/a	n/a	n/a	25	2	n/a	n/a	n/a	n/a	n/a	left
297.519	1.341	correct	1.341	grate	n/a	n/a	n/a	n/a	n/a	n/a	25	2	n/a	n/a	n/a	n/a	n/a	left
299.368	0.994	correct	0.994	grate	n/a	n/a	n/a	n/a	n/a	n/a	25	2	n/a	n/a	n/a	n/a	n/a	left
300.885	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	25	2	n/a	n/a	n/a	n/a	n/a	right
302.017	3.000	remember	0.662	retrieval	restudy	face	object	scene	target	face	26	2	60	12	60	112	302.0	n/a
307.052	1.071	correct	1.071	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	2	n/a	n/a	n/a	n/a	n/a	left
308.634	0.880	correct	0.880	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	2	n/a	n/a	n/a	n/a	n/a	right
310.034	0.841	correct	0.841	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	2	n/a	n/a	n/a	n/a	n/a	right
311.384	0.843	correct	0.843	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	2	n/a	n/a	n/a	n/a	n/a	left
312.734	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	2	n/a	n/a	n/a	n/a	n/a	left
314.016	3.000	forget	0.766	retrieval	retprac	object	scene	face	other	face	27	2	135	87	187	239	314.0	n/a
319.051	1.160	correct	1.160	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	2	n/a	n/a	n/a	n/a	n/a	right
320.733	0.957	correct	0.957	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	2	n/a	n/a	n/a	n/a	n/a	right
322.200	1.114	correct	1.114	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	2	n/a	n/a	n/a	n/a	n/a	left
323.833	0.683	incorrect	0.683	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	2	n/a	n/a	n/a	n/a	n/a	right
326.015	3.000	forget	0.720	retrieval	retprac	object	scene	face	other	face	28	2	131	83	183	235	326.0	n/a
331.049	1.097	correct	1.097	grate	n/a	n/a	n/a	n/a	n/a	n/a	28	2	n/a	n/a	n/a	n/a	n/a	right
332.666	0.993	correct	0.993	grate	n/a	n/a	n/a	n/a	n/a	n/a	28	2	n/a	n/a	n/a	n/a	n/a	right
334.165	1.036	correct	1.036	grate	n/a	n/a	n/a	n/a	n/a	n/a	28	2	n/a	n/a	n/a	n/a	n/a	right
335.715	0.800	incorrect	0.800	grate	n/a	n/a	n/a	n/a	n/a	n/a	28	2	n/a	n/a	n/a	n/a	n/a	left
338.014	3.000	forget	0.664	retrieval	retprac	face	object	scene	competitor	object	29	2	59	11	59	111	338.0	n/a
343.049	1.241	correct	1.241	grate	n/a	n/a	n/a	n/a	n/a	n/a	29	2	n/a	n/a	n/a	n/a	n/a	right
344.798	0.797	correct	0.797	grate	n/a	n/a	n/a	n/a	n/a	n/a	29	2	n/a	n/a	n/a	n/a	n/a	left
346.114	2.400	incorrect	2.400	grate	n/a	n/a	n/a	n/a	n/a	n/a	29	2	n/a	n/a	n/a	n/a	n/a	right
350.013	3.000	forget	0.632	retrieval	restudy	scene	face	object	competitor	face	30	2	40	112	264	40	350.0	n/a
355.047	1.378	correct	1.378	grate	n/a	n/a	n/a	n/a	n/a	n/a	30	2	n/a	n/a	n/a	n/a	n/a	left
356.947	1.166	correct	1.166	grate	n/a	n/a	n/a	n/a	n/a	n/a	30	2	n/a	n/a	n/a	n/a	n/a	right
358.630	1.044	correct	1.044	grate	n/a	n/a	n/a	n/a	n/a	n/a	30	2	n/a	n/a	n/a	n/a	n/a	right
360.196	0.317	incorrect	0.317	grate	n/a	n/a	n/a	n/a	n/a	n/a	30	2	n/a	n/a	n/a	n/a	n/a	left
362.012	3.000	forget	0.585	retrieval	retprac	object	scene	face	other	face	31	2	129	81	181	233	362.0	n/a
367.047	1.202	correct	1.202	grate	n/a	n/a	n/a	n/a	n/a	n/a	31	2	n/a	n/a	n/a	n/a	n/a	right
368.762	3.750	incorrect	3.750	grate	n/a	n/a	n/a	n/a	n/a	n/a	31	2	n/a	n/a	n/a	n/a	n/a	left
374.011	3.000	remember	0.657	retrieval	restudy	face	object	scene	target	face	32	2	62	14	62	114	374.0	n/a
379.045	1.339	correct	1.339	grate	n/a	n/a	n/a	n/a	n/a	n/a	32	2	n/a	n/a	n/a	n/a	n/a	right
380.894	0.818	correct	0.818	grate	n/a	n/a	n/a	n/a	n/a	n/a	32	2	n/a	n/a	n/a	n/a	n/a	left
382.228	2.283	incorrect	2.283	grate	n/a	n/a	n/a	n/a	n/a	n/a	32	2	n/a	n/a	n/a	n/a	n/a	right
386.010	3.000	forget	0.778	retrieval	restudy	object	face	scene	competitor	face	33	2	16	64	164	16	386.0	n/a
391.044	1.404	correct	1.404	grate	n/a	n/a	n/a	n/a	n/a	n/a	33	2	n/a	n/a	n/a	n/a	n/a	right
392.960	1.240	correct	1.240	grate	n/a	n/a	n/a	n/a	n/a	n/a	33	2	n/a	n/a	n/a	n/a	n/a	right
394.710	0.874	correct	0.874	grate	n/a	n/a	n/a	n/a	n/a	n/a	33	2	n/a	n/a	n/a	n/a	n/a	left
396.093	0.417	incorrect	0.417	grate	n/a	n/a	n/a	n/a	n/a	n/a	33	2	n/a	n/a	n/a	n/a	n/a	left
398.009	3.000	forget	0.683	retrieval	retprac	scene	object	face	other	face	34	2	87	135	287	139	398.0	n/a
403.043	0.902	correct	0.902	grate	n/a	n/a	n/a	n/a	n/a	n/a	34	2	n/a	n/a	n/a	n/a	n/a	left
404.459	0.670	correct	0.670	grate	n/a	n/a	n/a	n/a	n/a	n/a	34	2	n/a	n/a	n/a	n/a	n/a	right
405.642	2.866	incorrect	2.866	grate	n/a	n/a	n/a	n/a	n/a	n/a	34	2	n/a	n/a	n/a	n/a	n/a	left
410.008	3.000	forget	0.708	retrieval	restudy	scene	object	face	other	face	35	2	86	134	286	138	410.0	n/a
415.042	0.941	correct	0.941	grate	n/a	n/a	n/a	n/a	n/a	n/a	35	2	n/a	n/a	n/a	n/a	n/a	left
416.491	0.725	correct	0.725	grate	n/a	n/a	n/a	n/a	n/a	n/a	35	2	n/a	n/a	n/a	n/a	n/a	left
417.724	0.563	correct	0.563	grate	n/a	n/a	n/a	n/a	n/a	n/a	35	2	n/a	n/a	n/a	n/a	n/a	right
418.808	0.664	correct	0.664	grate	n/a	n/a	n/a	n/a	n/a	n/a	35	2	n/a	n/a	n/a	n/a	n/a	right
419.991	0.517	incorrect	0.517	grate	n/a	n/a	n/a	n/a	n/a	n/a	35	2	n/a	n/a	n/a	n/a	n/a	left
422.007	3.000	forget	0.357	retrieval	retprac	object	scene	face	competitor	scene	36	2	133	85	185	237	422.0	n/a
427.040	1.287	correct	1.287	grate	n/a	n/a	n/a	n/a	n/a	n/a	36	2	n/a	n/a	n/a	n/a	n/a	left
428.840	0.823	correct	0.823	grate	n/a	n/a	n/a	n/a	n/a	n/a	36	2	n/a	n/a	n/a	n/a	n/a	right
430.173	1.242	correct	1.242	grate	n/a	n/a	n/a	n/a	n/a	n/a	36	2	n/a	n/a	n/a	n/a	n/a	right
431.923	0.583	incorrect	0.583	grate	n/a	n/a	n/a	n/a	n/a	n/a	36	2	n/a	n/a	n/a	n/a	n/a	left
434.022	3.000	forget	0.677	retrieval	restudy	object	face	scene	competitor	face	37	2	14	62	162	14	434.0	n/a
439.057	1.055	correct	1.055	grate	n/a	n/a	n/a	n/a	n/a	n/a	37	2	n/a	n/a	n/a	n/a	n/a	right
440.623	0.889	correct	0.889	grate	n/a	n/a	n/a	n/a	n/a	n/a	37	2	n/a	n/a	n/a	n/a	n/a	left
442.022	0.689	correct	0.689	grate	n/a	n/a	n/a	n/a	n/a	n/a	37	2	n/a	n/a	n/a	n/a	n/a	right
443.222	0.600	correct	0.600	grate	n/a	n/a	n/a	n/a	n/a	n/a	37	2	n/a	n/a	n/a	n/a	n/a	left
444.339	0.183	incorrect	0.183	grate	n/a	n/a	n/a	n/a	n/a	n/a	37	2	n/a	n/a	n/a	n/a	n/a	left
446.021	3.000	forget	0.535	retrieval	restudy	face	object	scene	competitor	object	38	2	64	16	64	116	446.0	n/a
451.056	5.152	correct	5.152	grate	n/a	n/a	n/a	n/a	n/a	n/a	38	2	n/a	n/a	n/a	n/a	n/a	right
456.721	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	38	2	n/a	n/a	n/a	n/a	n/a	left
458.020	3.000	forget	0.406	retrieval	retprac	scene	object	face	competitor	object	39	2	85	133	285	137	458.0	n/a
463.055	1.616	correct	1.616	grate	n/a	n/a	n/a	n/a	n/a	n/a	39	2	n/a	n/a	n/a	n/a	n/a	right
465.187	0.923	correct	0.923	grate	n/a	n/a	n/a	n/a	n/a	n/a	39	2	n/a	n/a	n/a	n/a	n/a	left
466.620	1.900	incorrect	1.900	grate	n/a	n/a	n/a	n/a	n/a	n/a	39	2	n/a	n/a	n/a	n/a	n/a	left
470.019	3.000	forget	0.711	retrieval	retprac	scene	face	object	competitor	face	40	2	39	111	263	39	470.0	n/a
475.053	0.857	correct	0.857	grate	n/a	n/a	n/a	n/a	n/a	n/a	40	2	n/a	n/a	n/a	n/a	n/a	right
476.419	0.707	correct	0.707	grate	n/a	n/a	n/a	n/a	n/a	n/a	40	2	n/a	n/a	n/a	n/a	n/a	left
477.636	2.883	incorrect	2.883	grate	n/a	n/a	n/a	n/a	n/a	n/a	40	2	n/a	n/a	n/a	n/a	n/a	right
482.018	3.000	remember	0.839	retrieval	retprac	scene	face	object	target	scene	41	2	35	107	259	35	482.0	n/a
487.052	1.218	correct	1.218	grate	n/a	n/a	n/a	n/a	n/a	n/a	41	2	n/a	n/a	n/a	n/a	n/a	left
488.785	0.765	correct	0.765	grate	n/a	n/a	n/a	n/a	n/a	n/a	41	2	n/a	n/a	n/a	n/a	n/a	right
490.068	0.801	correct	0.801	grate	n/a	n/a	n/a	n/a	n/a	n/a	41	2	n/a	n/a	n/a	n/a	n/a	right
491.385	0.702	correct	0.702	grate	n/a	n/a	n/a	n/a	n/a	n/a	41	2	n/a	n/a	n/a	n/a	n/a	right
492.601	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	41	2	n/a	n/a	n/a	n/a	n/a	right
494.017	3.000	forget	0.513	retrieval	retprac	face	scene	object	competitor	scene	42	2	105	33	81	209	494.0	n/a
499.051	4.786	correct	4.786	grate	n/a	n/a	n/a	n/a	n/a	n/a	42	2	n/a	n/a	n/a	n/a	n/a	right
504.350	0.167	incorrect	0.167	grate	n/a	n/a	n/a	n/a	n/a	n/a	42	2	n/a	n/a	n/a	n/a	n/a	right
506.016	3.000	forget	0.777	retrieval	retprac	object	face	scene	other	scene	43	2	9	57	157	9	506.0	n/a
511.050	0.906	correct	0.906	grate	n/a	n/a	n/a	n/a	n/a	n/a	43	2	n/a	n/a	n/a	n/a	n/a	right
512.466	0.771	correct	0.771	grate	n/a	n/a	n/a	n/a	n/a	n/a	43	2	n/a	n/a	n/a	n/a	n/a	left
513.749	0.735	correct	0.735	grate	n/a	n/a	n/a	n/a	n/a	n/a	43	2	n/a	n/a	n/a	n/a	n/a	left
514.999	0.574	correct	0.574	grate	n/a	n/a	n/a	n/a	n/a	n/a	43	2	n/a	n/a	n/a	n/a	n/a	left
516.082	0.433	incorrect	0.433	grate	n/a	n/a	n/a	n/a	n/a	n/a	43	2	n/a	n/a	n/a	n/a	n/a	left
518.015	3.000	forget	0.850	retrieval	restudy	object	face	scene	competitor	face	44	2	12	60	160	12	518.0	n/a
523.049	2.035	correct	2.035	grate	n/a	n/a	n/a	n/a	n/a	n/a	44	2	n/a	n/a	n/a	n/a	n/a	left
525.598	2.126	correct	2.126	grate	n/a	n/a	n/a	n/a	n/a	n/a	44	2	n/a	n/a	n/a	n/a	n/a	left
528.248	0.267	incorrect	0.267	grate	n/a	n/a	n/a	n/a	n/a	n/a	44	2	n/a	n/a	n/a	n/a	n/a	left
530.014	3.000	forget	0.802	retrieval	restudy	object	face	scene	competitor	face	45	2	10	58	158	10	530.0	n/a
535.048	1.749	correct	1.749	grate	n/a	n/a	n/a	n/a	n/a	n/a	45	2	n/a	n/a	n/a	n/a	n/a	right
537.314	2.034	correct	2.034	grate	n/a	n/a	n/a	n/a	n/a	n/a	45	2	n/a	n/a	n/a	n/a	n/a	right
