onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
83.613	0.852	correct	0.852	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	3	n/a	n/a	n/a	n/a	n/a	right
84.980	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	3	n/a	n/a	n/a	n/a	n/a	left
86.012	3.000	forget	0.608	retrieval	retprac	object	scene	face	competitor	scene	8	3	137	89	189	241	86.0	n/a
91.047	1.650	correct	1.650	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	3	n/a	n/a	n/a	n/a	n/a	left
93.212	0.829	correct	0.829	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	3	n/a	n/a	n/a	n/a	n/a	left
94.562	0.750	correct	0.750	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	3	n/a	n/a	n/a	n/a	n/a	right
95.829	0.683	incorrect	0.683	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	3	n/a	n/a	n/a	n/a	n/a	left
98.011	3.000	remember	0.545	retrieval	retprac	face	object	scene	target	face	9	3	65	17	65	117	98.0	n/a
103.046	1.443	correct	1.443	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	3	n/a	n/a	n/a	n/a	n/a	left
105.011	0.765	correct	0.765	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	3	n/a	n/a	n/a	n/a	n/a	right
106.295	0.810	correct	0.810	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	3	n/a	n/a	n/a	n/a	n/a	left
107.611	0.822	correct	0.822	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	3	n/a	n/a	n/a	n/a	n/a	left
108.944	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	3	n/a	n/a	n/a	n/a	n/a	left
110.010	3.000	remember	0.770	retrieval	restudy	face	scene	object	target	face	10	3	120	48	96	224	110.0	n/a
115.045	1.459	correct	1.459	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	3	n/a	n/a	n/a	n/a	n/a	left
117.027	1.358	correct	1.358	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	3	n/a	n/a	n/a	n/a	n/a	right
118.894	0.931	correct	0.931	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	3	n/a	n/a	n/a	n/a	n/a	left
120.343	0.167	incorrect	0.167	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	3	n/a	n/a	n/a	n/a	n/a	right
122.009	3.000	forget	0.578	retrieval	restudy	scene	object	face	competitor	object	11	3	90	138	290	142	122.0	n/a
127.043	1.564	correct	1.564	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	3	n/a	n/a	n/a	n/a	n/a	left
129.126	0.994	correct	0.994	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	3	n/a	n/a	n/a	n/a	n/a	right
130.642	1.867	incorrect	1.867	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	3	n/a	n/a	n/a	n/a	n/a	right
134.008	3.000	forget	0.635	retrieval	restudy	object	scene	face	other	face	12	3	140	92	192	244	134.0	n/a
139.042	1.269	correct	1.269	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	3	n/a	n/a	n/a	n/a	n/a	right
140.825	1.023	correct	1.023	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	3	n/a	n/a	n/a	n/a	n/a	left
142.358	0.962	correct	0.962	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	3	n/a	n/a	n/a	n/a	n/a	left
143.841	0.666	incorrect	0.666	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	3	n/a	n/a	n/a	n/a	n/a	right
146.007	3.000	remember	0.604	retrieval	restudy	face	scene	object	target	face	13	3	118	46	94	222	146.0	n/a
151.041	1.431	correct	1.431	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	3	n/a	n/a	n/a	n/a	n/a	left
152.990	0.857	correct	0.857	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	3	n/a	n/a	n/a	n/a	n/a	left
154.357	1.162	correct	1.162	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	3	n/a	n/a	n/a	n/a	n/a	left
156.040	0.467	incorrect	0.467	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	3	n/a	n/a	n/a	n/a	n/a	left
158.022	3.000	forget	0.492	retrieval	restudy	object	face	scene	competitor	face	14	3	18	66	166	18	158.0	n/a
163.057	1.750	correct	1.750	grate	n/a	n/a	n/a	n/a	n/a	n/a	14	3	n/a	n/a	n/a	n/a	n/a	left
165.323	0.972	correct	0.972	grate	n/a	n/a	n/a	n/a	n/a	n/a	14	3	n/a	n/a	n/a	n/a	n/a	left
166.806	1.717	incorrect	1.717	grate	n/a	n/a	n/a	n/a	n/a	n/a	14	3	n/a	n/a	n/a	n/a	n/a	left
170.021	3.000	no response	n/a	retrieval	restudy	scene	face	object	no response	no response	15	3	42	114	266	42	170.0	n/a
175.056	1.262	correct	1.262	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	3	n/a	n/a	n/a	n/a	n/a	left
176.838	0.608	correct	0.608	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	3	n/a	n/a	n/a	n/a	n/a	right
177.955	0.563	correct	0.563	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	3	n/a	n/a	n/a	n/a	n/a	right
179.038	0.912	correct	0.912	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	3	n/a	n/a	n/a	n/a	n/a	right
180.471	0.050	incorrect	0.050	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	3	n/a	n/a	n/a	n/a	n/a	right
182.020	3.000	forget	0.557	retrieval	retprac	scene	face	object	competitor	face	16	3	41	113	265	41	182.0	n/a
187.054	1.153	correct	1.153	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	3	n/a	n/a	n/a	n/a	n/a	right
188.721	1.109	correct	1.109	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	3	n/a	n/a	n/a	n/a	n/a	right
190.354	1.068	correct	1.068	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	3	n/a	n/a	n/a	n/a	n/a	right
191.937	0.583	incorrect	0.583	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	3	n/a	n/a	n/a	n/a	n/a	left
194.019	3.000	forget	0.526	retrieval	restudy	face	object	scene	competitor	object	17	3	68	20	68	120	194.0	n/a
199.054	1.160	correct	1.160	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	3	n/a	n/a	n/a	n/a	n/a	right
200.736	0.831	correct	0.831	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	3	n/a	n/a	n/a	n/a	n/a	right
202.086	1.823	correct	1.823	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	3	n/a	n/a	n/a	n/a	n/a	right
204.419	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	3	n/a	n/a	n/a	n/a	n/a	left
206.018	3.000	forget	0.367	retrieval	retprac	scene	object	face	competitor	object	18	3	91	139	291	143	206.0	n/a
211.053	1.537	correct	1.537	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	3	n/a	n/a	n/a	n/a	n/a	left
213.102	1.097	correct	1.097	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	3	n/a	n/a	n/a	n/a	n/a	left
214.718	0.855	correct	0.855	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	3	n/a	n/a	n/a	n/a	n/a	left
216.085	0.433	incorrect	0.433	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	3	n/a	n/a	n/a	n/a	n/a	left
218.017	3.000	forget	0.568	retrieval	restudy	object	face	scene	competitor	face	19	3	24	72	172	24	218.0	n/a
223.052	1.425	correct	1.425	grate	n/a	n/a	n/a	n/a	n/a	n/a	19	3	n/a	n/a	n/a	n/a	n/a	right
224.984	1.485	correct	1.485	grate	n/a	n/a	n/a	n/a	n/a	n/a	19	3	n/a	n/a	n/a	n/a	n/a	left
226.984	1.533	incorrect	1.533	grate	n/a	n/a	n/a	n/a	n/a	n/a	19	3	n/a	n/a	n/a	n/a	n/a	left
230.016	3.000	remember	0.769	retrieval	restudy	scene	object	face	target	scene	20	3	92	140	292	144	230.0	n/a
235.050	2.074	correct	2.074	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	3	n/a	n/a	n/a	n/a	n/a	left
237.649	1.516	correct	1.516	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	3	n/a	n/a	n/a	n/a	n/a	right
239.683	0.833	incorrect	0.833	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	3	n/a	n/a	n/a	n/a	n/a	right
242.015	3.000	remember	0.425	retrieval	retprac	face	scene	object	target	face	21	3	119	47	95	223	242.0	n/a
247.049	1.004	correct	1.004	grate	n/a	n/a	n/a	n/a	n/a	n/a	21	3	n/a	n/a	n/a	n/a	n/a	right
248.565	1.575	correct	1.575	grate	n/a	n/a	n/a	n/a	n/a	n/a	21	3	n/a	n/a	n/a	n/a	n/a	right
250.648	1.396	correct	1.396	grate	n/a	n/a	n/a	n/a	n/a	n/a	21	3	n/a	n/a	n/a	n/a	n/a	left
252.565	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	21	3	n/a	n/a	n/a	n/a	n/a	left
254.014	3.000	forget	0.450	retrieval	restudy	object	scene	face	competitor	scene	22	3	138	90	190	242	254.0	n/a
259.048	1.075	correct	1.075	grate	n/a	n/a	n/a	n/a	n/a	n/a	22	3	n/a	n/a	n/a	n/a	n/a	right
260.631	0.846	correct	0.846	grate	n/a	n/a	n/a	n/a	n/a	n/a	22	3	n/a	n/a	n/a	n/a	n/a	left
261.997	0.894	correct	0.894	grate	n/a	n/a	n/a	n/a	n/a	n/a	22	3	n/a	n/a	n/a	n/a	n/a	right
263.414	0.790	correct	0.790	grate	n/a	n/a	n/a	n/a	n/a	n/a	22	3	n/a	n/a	n/a	n/a	n/a	left
264.714	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	22	3	n/a	n/a	n/a	n/a	n/a	right
266.013	3.000	remember	0.466	retrieval	retprac	face	object	scene	target	face	23	3	67	19	67	119	266.0	n/a
271.047	1.068	correct	1.068	grate	n/a	n/a	n/a	n/a	n/a	n/a	23	3	n/a	n/a	n/a	n/a	n/a	right
272.630	0.017	incorrect	0.017	grate	n/a	n/a	n/a	n/a	n/a	n/a	23	3	n/a	n/a	n/a	n/a	n/a	left
273.181	0.934	correct	0.934	grate	n/a	n/a	n/a	n/a	n/a	n/a	23	3	n/a	n/a	n/a	n/a	n/a	right
274.630	1.094	correct	1.094	grate	n/a	n/a	n/a	n/a	n/a	n/a	23	3	n/a	n/a	n/a	n/a	n/a	right
276.246	0.267	incorrect	0.267	grate	n/a	n/a	n/a	n/a	n/a	n/a	23	3	n/a	n/a	n/a	n/a	n/a	left
278.012	3.000	remember	0.555	retrieval	restudy	scene	object	face	target	scene	24	3	96	144	296	148	278.0	n/a
283.046	3.957	correct	3.957	grate	n/a	n/a	n/a	n/a	n/a	n/a	24	3	n/a	n/a	n/a	n/a	n/a	left
287.512	1.000	incorrect	1.000	grate	n/a	n/a	n/a	n/a	n/a	n/a	24	3	n/a	n/a	n/a	n/a	n/a	right
290.010	3.000	forget	0.404	retrieval	restudy	scene	face	object	competitor	face	25	3	44	116	268	44	290.0	n/a
295.045	1.598	correct	1.598	grate	n/a	n/a	n/a	n/a	n/a	n/a	25	3	n/a	n/a	n/a	n/a	n/a	left
297.161	3.350	incorrect	3.350	grate	n/a	n/a	n/a	n/a	n/a	n/a	25	3	n/a	n/a	n/a	n/a	n/a	left
302.010	3.000	forget	0.357	retrieval	retprac	object	face	scene	other	scene	26	3	17	65	165	17	302.0	n/a
307.044	1.039	correct	1.039	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	3	n/a	n/a	n/a	n/a	n/a	right
308.593	0.817	correct	0.817	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	3	n/a	n/a	n/a	n/a	n/a	left
309.926	0.660	correct	0.660	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	3	n/a	n/a	n/a	n/a	n/a	right
311.110	0.965	correct	0.965	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	3	n/a	n/a	n/a	n/a	n/a	left
312.593	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	3	n/a	n/a	n/a	n/a	n/a	left
314.008	3.000	forget	0.037	retrieval	restudy	face	scene	object	other	object	27	3	114	42	90	218	314.0	n/a
319.043	1.487	correct	1.487	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	3	n/a	n/a	n/a	n/a	n/a	right
321.042	0.832	correct	0.832	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	3	n/a	n/a	n/a	n/a	n/a	left
322.392	1.074	correct	1.074	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	3	n/a	n/a	n/a	n/a	n/a	left
323.975	0.533	incorrect	0.533	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	3	n/a	n/a	n/a	n/a	n/a	left
326.007	3.000	forget	0.655	retrieval	retprac	scene	face	object	other	object	28	3	47	119	271	47	326.0	n/a
331.041	1.217	correct	1.217	grate	n/a	n/a	n/a	n/a	n/a	n/a	28	3	n/a	n/a	n/a	n/a	n/a	right
332.774	0.739	correct	0.739	grate	n/a	n/a	n/a	n/a	n/a	n/a	28	3	n/a	n/a	n/a	n/a	n/a	left
334.024	0.794	correct	0.794	grate	n/a	n/a	n/a	n/a	n/a	n/a	28	3	n/a	n/a	n/a	n/a	n/a	right
335.341	1.167	incorrect	1.167	grate	n/a	n/a	n/a	n/a	n/a	n/a	28	3	n/a	n/a	n/a	n/a	n/a	right
338.006	3.000	remember	0.831	retrieval	restudy	object	face	scene	target	object	29	3	20	68	168	20	338.0	n/a
343.041	1.442	correct	1.442	grate	n/a	n/a	n/a	n/a	n/a	n/a	29	3	n/a	n/a	n/a	n/a	n/a	left
345.007	1.091	correct	1.091	grate	n/a	n/a	n/a	n/a	n/a	n/a	29	3	n/a	n/a	n/a	n/a	n/a	left
346.607	0.852	correct	0.852	grate	n/a	n/a	n/a	n/a	n/a	n/a	29	3	n/a	n/a	n/a	n/a	n/a	left
347.973	0.533	incorrect	0.533	grate	n/a	n/a	n/a	n/a	n/a	n/a	29	3	n/a	n/a	n/a	n/a	n/a	right
350.022	3.000	remember	0.407	retrieval	retprac	face	scene	object	target	face	30	3	117	45	93	221	350.0	n/a
355.056	1.456	correct	1.456	grate	n/a	n/a	n/a	n/a	n/a	n/a	30	3	n/a	n/a	n/a	n/a	n/a	left
357.022	0.779	correct	0.779	grate	n/a	n/a	n/a	n/a	n/a	n/a	30	3	n/a	n/a	n/a	n/a	n/a	right
358.322	1.215	correct	1.215	grate	n/a	n/a	n/a	n/a	n/a	n/a	30	3	n/a	n/a	n/a	n/a	n/a	left
360.055	0.467	incorrect	0.467	grate	n/a	n/a	n/a	n/a	n/a	n/a	30	3	n/a	n/a	n/a	n/a	n/a	right
362.021	3.000	forget	0.456	retrieval	restudy	face	object	scene	competitor	object	31	3	66	18	66	118	362.0	n/a
367.055	1.705	correct	1.705	grate	n/a	n/a	n/a	n/a	n/a	n/a	31	3	n/a	n/a	n/a	n/a	n/a	left
369.271	0.738	correct	0.738	grate	n/a	n/a	n/a	n/a	n/a	n/a	31	3	n/a	n/a	n/a	n/a	n/a	left
370.521	0.864	correct	0.864	grate	n/a	n/a	n/a	n/a	n/a	n/a	31	3	n/a	n/a	n/a	n/a	n/a	right
371.904	0.584	correct	0.584	grate	n/a	n/a	n/a	n/a	n/a	n/a	31	3	n/a	n/a	n/a	n/a	n/a	left
373.004	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	31	3	n/a	n/a	n/a	n/a	n/a	right
374.020	3.000	remember	0.465	retrieval	retprac	face	object	scene	target	face	32	3	69	21	69	121	374.0	n/a
379.054	1.138	correct	1.138	grate	n/a	n/a	n/a	n/a	n/a	n/a	32	3	n/a	n/a	n/a	n/a	n/a	left
380.720	3.800	incorrect	3.800	grate	n/a	n/a	n/a	n/a	n/a	n/a	32	3	n/a	n/a	n/a	n/a	n/a	right
386.019	3.000	forget	0.569	retrieval	retprac	scene	object	face	competitor	object	33	3	95	143	295	147	386.0	n/a
391.053	1.067	correct	1.067	grate	n/a	n/a	n/a	n/a	n/a	n/a	33	3	n/a	n/a	n/a	n/a	n/a	left
392.636	3.883	incorrect	3.883	grate	n/a	n/a	n/a	n/a	n/a	n/a	33	3	n/a	n/a	n/a	n/a	n/a	right
398.018	3.000	remember	0.650	retrieval	retprac	scene	face	object	target	scene	34	3	43	115	267	43	398.0	n/a
403.052	1.132	correct	1.132	grate	n/a	n/a	n/a	n/a	n/a	n/a	34	3	n/a	n/a	n/a	n/a	n/a	left
404.701	0.778	correct	0.778	grate	n/a	n/a	n/a	n/a	n/a	n/a	34	3	n/a	n/a	n/a	n/a	n/a	right
406.001	0.806	correct	0.806	grate	n/a	n/a	n/a	n/a	n/a	n/a	34	3	n/a	n/a	n/a	n/a	n/a	right
407.318	0.820	correct	0.820	grate	n/a	n/a	n/a	n/a	n/a	n/a	34	3	n/a	n/a	n/a	n/a	n/a	right
408.651	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	34	3	n/a	n/a	n/a	n/a	n/a	left
410.017	3.000	forget	0.619	retrieval	retprac	object	face	scene	other	scene	35	3	19	67	167	19	410.0	n/a
415.051	0.924	correct	0.924	grate	n/a	n/a	n/a	n/a	n/a	n/a	35	3	n/a	n/a	n/a	n/a	n/a	right
416.484	0.724	correct	0.724	grate	n/a	n/a	n/a	n/a	n/a	n/a	35	3	n/a	n/a	n/a	n/a	n/a	left
417.717	1.082	correct	1.082	grate	n/a	n/a	n/a	n/a	n/a	n/a	35	3	n/a	n/a	n/a	n/a	n/a	left
419.317	0.634	correct	0.634	grate	n/a	n/a	n/a	n/a	n/a	n/a	35	3	n/a	n/a	n/a	n/a	n/a	left
420.467	0.050	incorrect	0.050	grate	n/a	n/a	n/a	n/a	n/a	n/a	35	3	n/a	n/a	n/a	n/a	n/a	left
422.016	3.000	forget	0.741	retrieval	restudy	face	scene	object	competitor	scene	36	3	116	44	92	220	422.0	n/a
427.050	1.054	correct	1.054	grate	n/a	n/a	n/a	n/a	n/a	n/a	36	3	n/a	n/a	n/a	n/a	n/a	left
428.616	0.583	correct	0.583	grate	n/a	n/a	n/a	n/a	n/a	n/a	36	3	n/a	n/a	n/a	n/a	n/a	left
429.716	1.107	correct	1.107	grate	n/a	n/a	n/a	n/a	n/a	n/a	36	3	n/a	n/a	n/a	n/a	n/a	right
431.332	0.915	correct	0.915	grate	n/a	n/a	n/a	n/a	n/a	n/a	36	3	n/a	n/a	n/a	n/a	n/a	right
432.765	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	36	3	n/a	n/a	n/a	n/a	n/a	right
434.014	3.000	forget	0.924	retrieval	retprac	face	scene	object	competitor	scene	37	3	113	41	89	217	434.0	n/a
439.049	0.878	correct	0.878	grate	n/a	n/a	n/a	n/a	n/a	n/a	37	3	n/a	n/a	n/a	n/a	n/a	right
440.448	2.382	correct	2.382	grate	n/a	n/a	n/a	n/a	n/a	n/a	37	3	n/a	n/a	n/a	n/a	n/a	right
443.348	0.923	correct	0.923	grate	n/a	n/a	n/a	n/a	n/a	n/a	37	3	n/a	n/a	n/a	n/a	n/a	left
444.781	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	37	3	n/a	n/a	n/a	n/a	n/a	right
446.013	3.000	remember	0.533	retrieval	retprac	object	face	scene	target	object	38	3	21	69	169	21	446.0	n/a
451.048	1.510	correct	1.510	grate	n/a	n/a	n/a	n/a	n/a	n/a	38	3	n/a	n/a	n/a	n/a	n/a	right
453.080	1.238	correct	1.238	grate	n/a	n/a	n/a	n/a	n/a	n/a	38	3	n/a	n/a	n/a	n/a	n/a	left
454.830	1.088	correct	1.088	grate	n/a	n/a	n/a	n/a	n/a	n/a	38	3	n/a	n/a	n/a	n/a	n/a	right
456.430	0.083	incorrect	0.083	grate	n/a	n/a	n/a	n/a	n/a	n/a	38	3	n/a	n/a	n/a	n/a	n/a	right
458.012	3.000	forget	0.566	retrieval	retprac	object	face	scene	competitor	face	39	3	23	71	171	23	458.0	n/a
463.047	1.415	correct	1.415	grate	n/a	n/a	n/a	n/a	n/a	n/a	39	3	n/a	n/a	n/a	n/a	n/a	right
464.979	0.867	correct	0.867	grate	n/a	n/a	n/a	n/a	n/a	n/a	39	3	n/a	n/a	n/a	n/a	n/a	left
466.362	0.955	correct	0.955	grate	n/a	n/a	n/a	n/a	n/a	n/a	39	3	n/a	n/a	n/a	n/a	n/a	right
467.829	0.683	incorrect	0.683	grate	n/a	n/a	n/a	n/a	n/a	n/a	39	3	n/a	n/a	n/a	n/a	n/a	left
470.011	3.000	forget	0.983	retrieval	restudy	face	object	scene	other	scene	40	3	70	22	70	122	470.0	n/a
475.046	5.466	incorrect	5.466	grate	n/a	n/a	n/a	n/a	n/a	n/a	40	3	n/a	n/a	n/a	n/a	n/a	left
482.010	3.000	remember	0.343	retrieval	retprac	object	scene	face	target	object	41	3	143	95	195	247	482.0	n/a
487.045	2.609	correct	2.609	grate	n/a	n/a	n/a	n/a	n/a	n/a	41	3	n/a	n/a	n/a	n/a	n/a	right
490.160	1.333	correct	1.333	grate	n/a	n/a	n/a	n/a	n/a	n/a	41	3	n/a	n/a	n/a	n/a	n/a	right
492.010	0.500	incorrect	0.500	grate	n/a	n/a	n/a	n/a	n/a	n/a	41	3	n/a	n/a	n/a	n/a	n/a	left
494.009	3.000	forget	0.376	retrieval	retprac	object	scene	face	competitor	scene	42	3	139	91	191	243	494.0	n/a
499.044	1.297	correct	1.297	grate	n/a	n/a	n/a	n/a	n/a	n/a	42	3	n/a	n/a	n/a	n/a	n/a	left
500.859	1.002	correct	1.002	grate	n/a	n/a	n/a	n/a	n/a	n/a	42	3	n/a	n/a	n/a	n/a	n/a	left
502.376	0.837	correct	0.837	grate	n/a	n/a	n/a	n/a	n/a	n/a	42	3	n/a	n/a	n/a	n/a	n/a	right
503.726	0.783	incorrect	0.783	grate	n/a	n/a	n/a	n/a	n/a	n/a	42	3	n/a	n/a	n/a	n/a	n/a	right
506.008	3.000	remember	0.744	retrieval	restudy	scene	face	object	target	scene	43	3	46	118	270	46	506.0	n/a
511.043	5.266	correct	5.266	grate	n/a	n/a	n/a	n/a	n/a	n/a	43	3	n/a	n/a	n/a	n/a	n/a	left
516.825	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	43	3	n/a	n/a	n/a	n/a	n/a	right
