onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
178.001	0.460	correct	0.460	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	1	n/a	n/a	n/a	n/a	n/a	right
178.984	0.828	correct	0.828	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	1	n/a	n/a	n/a	n/a	n/a	right
180.334	0.183	incorrect	0.183	grate	n/a	n/a	n/a	n/a	n/a	n/a	15	1	n/a	n/a	n/a	n/a	n/a	left
182.016	3.000	forget	0.552	retrieval	retprac	object	face	scene	competitor	face	16	1	1	49	149	1	182.0	n/a
187.051	0.745	correct	0.745	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	1	n/a	n/a	n/a	n/a	n/a	right
188.316	0.640	correct	0.640	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	1	n/a	n/a	n/a	n/a	n/a	right
189.466	0.650	correct	0.650	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	1	n/a	n/a	n/a	n/a	n/a	right
190.633	0.731	correct	0.731	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	1	n/a	n/a	n/a	n/a	n/a	left
191.883	0.633	incorrect	0.633	grate	n/a	n/a	n/a	n/a	n/a	n/a	16	1	n/a	n/a	n/a	n/a	n/a	left
194.015	3.000	forget	0.696	retrieval	restudy	scene	face	object	competitor	face	17	1	32	104	256	32	194.0	n/a
199.049	0.818	correct	0.818	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	1	n/a	n/a	n/a	n/a	n/a	left
200.382	0.782	correct	0.782	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	1	n/a	n/a	n/a	n/a	n/a	right
201.682	0.706	correct	0.706	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	1	n/a	n/a	n/a	n/a	n/a	right
202.898	0.577	correct	0.577	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	1	n/a	n/a	n/a	n/a	n/a	left
203.998	0.517	incorrect	0.517	grate	n/a	n/a	n/a	n/a	n/a	n/a	17	1	n/a	n/a	n/a	n/a	n/a	left
206.014	3.000	no response	n/a	retrieval	retprac	object	scene	face	no response	no response	18	1	125	77	177	229	206.0	n/a
211.048	0.747	correct	0.747	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	1	n/a	n/a	n/a	n/a	n/a	left
212.314	0.785	correct	0.785	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	1	n/a	n/a	n/a	n/a	n/a	left
213.614	0.677	correct	0.677	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	1	n/a	n/a	n/a	n/a	n/a	right
214.814	1.700	incorrect	1.700	grate	n/a	n/a	n/a	n/a	n/a	n/a	18	1	n/a	n/a	n/a	n/a	n/a	right
218.013	3.000	forget	0.378	retrieval	retprac	object	scene	face	competitor	scene	19	1	121	73	173	225	218.0	n/a
223.047	0.908	correct	0.908	grate	n/a	n/a	n/a	n/a	n/a	n/a	19	1	n/a	n/a	n/a	n/a	n/a	left
224.463	0.828	correct	0.828	grate	n/a	n/a	n/a	n/a	n/a	n/a	19	1	n/a	n/a	n/a	n/a	n/a	left
225.813	2.700	incorrect	2.700	grate	n/a	n/a	n/a	n/a	n/a	n/a	19	1	n/a	n/a	n/a	n/a	n/a	right
230.012	3.000	forget	0.843	retrieval	retprac	face	object	scene	competitor	object	20	1	53	5	53	105	230.0	n/a
235.046	0.981	correct	0.981	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	1	n/a	n/a	n/a	n/a	n/a	left
236.546	0.897	correct	0.897	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	1	n/a	n/a	n/a	n/a	n/a	left
237.962	0.737	correct	0.737	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	1	n/a	n/a	n/a	n/a	n/a	right
239.212	0.551	correct	0.551	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	1	n/a	n/a	n/a	n/a	n/a	right
240.278	0.233	incorrect	0.233	grate	n/a	n/a	n/a	n/a	n/a	n/a	20	1	n/a	n/a	n/a	n/a	n/a	left
242.011	3.000	forget	0.611	retrieval	restudy	scene	face	object	competitor	face	21	1	30	102	254	30	242.0	n/a
247.045	4.030	correct	4.030	grate	n/a	n/a	n/a	n/a	n/a	n/a	21	1	n/a	n/a	n/a	n/a	n/a	left
251.594	0.917	incorrect	0.917	grate	n/a	n/a	n/a	n/a	n/a	n/a	21	1	n/a	n/a	n/a	n/a	n/a	left
254.009	3.000	forget	0.629	retrieval	restudy	face	object	scene	competitor	object	22	1	52	4	52	104	254.0	n/a
259.044	4.182	correct	4.182	grate	n/a	n/a	n/a	n/a	n/a	n/a	22	1	n/a	n/a	n/a	n/a	n/a	left
263.743	0.766	incorrect	0.766	grate	n/a	n/a	n/a	n/a	n/a	n/a	22	1	n/a	n/a	n/a	n/a	n/a	right
266.009	3.000	forget	0.917	retrieval	retprac	scene	face	object	competitor	face	23	1	27	99	251	27	266.0	n/a
271.043	5.465	incorrect	5.465	grate	n/a	n/a	n/a	n/a	n/a	n/a	23	1	n/a	n/a	n/a	n/a	n/a	left
278.007	3.000	remember	0.630	retrieval	restudy	face	scene	object	target	face	24	1	98	26	74	202	278.0	n/a
283.042	1.727	correct	1.727	grate	n/a	n/a	n/a	n/a	n/a	n/a	24	1	n/a	n/a	n/a	n/a	n/a	right
285.291	0.958	correct	0.958	grate	n/a	n/a	n/a	n/a	n/a	n/a	24	1	n/a	n/a	n/a	n/a	n/a	right
286.758	1.750	incorrect	1.750	grate	n/a	n/a	n/a	n/a	n/a	n/a	24	1	n/a	n/a	n/a	n/a	n/a	left
290.006	3.000	forget	0.422	retrieval	restudy	object	scene	face	other	face	25	1	126	78	178	230	290.0	n/a
295.041	2.344	correct	2.344	grate	n/a	n/a	n/a	n/a	n/a	n/a	25	1	n/a	n/a	n/a	n/a	n/a	right
297.907	0.942	correct	0.942	grate	n/a	n/a	n/a	n/a	n/a	n/a	25	1	n/a	n/a	n/a	n/a	n/a	left
299.373	0.612	correct	0.612	grate	n/a	n/a	n/a	n/a	n/a	n/a	25	1	n/a	n/a	n/a	n/a	n/a	right
300.506	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	25	1	n/a	n/a	n/a	n/a	n/a	left
302.022	3.000	forget	0.558	retrieval	retprac	object	face	scene	competitor	face	26	1	7	55	155	7	302.0	n/a
307.056	5.466	incorrect	5.466	grate	n/a	n/a	n/a	n/a	n/a	n/a	26	1	n/a	n/a	n/a	n/a	n/a	left
314.021	3.000	remember	0.599	retrieval	restudy	face	object	scene	target	face	27	1	50	2	50	102	314.0	n/a
319.056	1.177	correct	1.177	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	1	n/a	n/a	n/a	n/a	n/a	right
320.755	1.054	correct	1.054	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	1	n/a	n/a	n/a	n/a	n/a	right
322.321	0.888	correct	0.888	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	1	n/a	n/a	n/a	n/a	n/a	right
323.721	0.800	incorrect	0.800	grate	n/a	n/a	n/a	n/a	n/a	n/a	27	1	n/a	n/a	n/a	n/a	n/a	right
326.020	3.000	remember	0.688	retrieval	retprac	object	scene	face	target	object	28	1	123	75	175	227	326.0	n/a
331.054	0.970	correct	0.970	grate	n/a	n/a	n/a	n/a	n/a	n/a	28	1	n/a	n/a	n/a	n/a	n/a	right
