onset	duration	trial_type	trial_type_id	response_time	bad_epoch	outliers	direction	name_direction	event_num	response_accuracy
17.0263671875	0.2	RANDOM	0	0.770467626202844	0	0	0	NONE	1.0	1
18.58642578125	0.2	COHERENT	1	0.649379351811149	0	0	0	RIGHT	4.0	1
19.92626953125	0.2	RANDOM	0	0.533672020544145	0	0	0	NONE	8.0	1
21.2060546875	0.2	COHERENT	1	0.51800942231057	0	0	0	RIGHT	12.0	1
22.42626953125	0.2	RANDOM	0	0.477895482868917	0	0	0	NONE	16.0	1
23.61572265625	0.2	COHERENT	1	0.627698621305171	0	0	0	RIGHT	20.0	1
25.02587890625	0.2	RANDOM	0	0.609591402081605	0	0	0	NONE	24.0	1
26.4658203125	0.2	COHERENT	1	0.554380818764912	0	0	180	LEFT	28.0	1
27.78564453125	0.2	COHERENT	1	n/a	0	1	0	RIGHT	32.0	0
29.21533203125	0.2	COHERENT	1	n/a	0	1	0	RIGHT	36.0	0
30.58544921875	0.2	COHERENT	1	n/a	0	1	0	RIGHT	40.0	0
31.8154296875	0.2	COHERENT	1	0.758665289460623	0	0	0	RIGHT	44.0	1
33.205078125	0.2	RANDOM	0	0.583463326761375	0	0	0	NONE	48.0	1
34.60498046875	0.2	COHERENT	1	0.634290555835832	0	0	180	LEFT	52.0	1
35.98486328125	0.2	COHERENT	1	0.819031641527545	0	0	180	LEFT	56.0	1
37.4248046875	0.2	RANDOM	0	0.657944731463431	0	0	0	NONE	60.0	1
38.875	0.2	RANDOM	0	0.629582721096995	0	0	0	NONE	64.0	1
40.20458984375	0.2	COHERENT	1	0.558532659943012	0	0	180	LEFT	68.0	1
41.3544921875	0.2	COHERENT	1	n/a	0	1	180	LEFT	72.0	0
43.0146484375	0.2	RANDOM	0	0.609218928652808	0	0	0	NONE	75.0	1
44.4443359375	0.2	COHERENT	1	0.554027663245506	0	0	180	LEFT	79.0	1
45.744140625	0.2	COHERENT	1	0.849503529743743	0	0	180	LEFT	83.0	1
47.31396484375	0.2	RANDOM	0	0.71465064165659	0	0	0	NONE	86.0	1
48.9140625	0.2	RANDOM	0	0.864469777735394	0	0	0	NONE	89.0	1
50.3837890625	0.2	RANDOM	0	0.887936509278006	0	0	0	NONE	93.0	1
51.8837890625	0.2	COHERENT	1	0.634063570409126	0	0	180	LEFT	97.0	1
