onset	duration	stim_file	sti_started	sti_stopped	key_fix
12	3	face-video/stimtrn_361.mp4	91.6677089000004	94.6848766000002	n/a
18	3	face-video/stimtrn_362.mp4	97.2512681000007	100.2597596	n/a
24	3	face-video/stimtrn_363.mp4	103.218308299999	106.226505	n/a
30	3	face-video/stimtrn_364.mp4	109.2018212	112.2100736	n/a
36	3	face-video/stimtrn_365.mp4	115.1854833	118.2022027	n/a
42	3	face-video/stimtrn_366.mp4	121.2108104	124.2274125	n/a
48	3	face-video/stimtrn_367.mp4	127.2191619	130.2360694	n/a
54	3	face-video/stimtrn_368.mp4	133.1864047	136.1945327	n/a
60	3	face-video/stimtrn_369.mp4	139.1863865	142.194803	n/a
66	3	face-video/stimtrn_370.mp4	145.1785002	148.2001248	n/a
72	3	face-video/stimtrn_371.mp4	151.1871179	154.2086854	n/a
78	3	face-video/stimtrn_372.mp4	157.1791849	160.1873076	n/a
84	3	face-video/stimtrn_1321.mp4	163.1794001	166.1875344	n/a
90	3	face-video/stimtrn_1322.mp4	169.4211232	172.4311592	n/a
96	3	face-video/stimtrn_375.mp4	175.2132993	178.2214442	n/a
102	3	face-video/stimtrn_376.mp4	181.1802195	184.1883657	n/a
108	3	face-video/stimtrn_377.mp4	187.1722133	190.1887898	n/a
114	3	face-video/stimtrn_378.mp4	193.1891661	196.197254	n/a
120	3	face-video/stimtrn_379.mp4	199.2059522	202.2238792	n/a
126	3	face-video/stimtrn_380.mp4	205.2145645	208.2227996	n/a
132	3	face-video/stimtrn_381.mp4	211.2149552	214.223075	n/a
138	3	face-video/stimtrn_382.mp4	217.1149832	220.1232996	n/a
144	3	face-video/stimtrn_383.mp4	223.1987649	226.2154191	n/a
150	3	face-video/stimtrn_384.mp4	229.207483	232.2155546	n/a
156	3	face-video/stimtrn_385.mp4	235.1742408	238.1847696	n/a
162	3	face-video/stimtrn_385.mp4	241.1911941	244.1994358	1
168	3	face-video/stimtrn_386.mp4	247.1748003	250.1915122	n/a
174	3	face-video/stimtrn_387.mp4	253.1751226	256.1917823	n/a
180	3	face-video/stimtrn_388.mp4	259.1755281	262.1859617	n/a
186	3	face-video/stimtrn_389.mp4	265.2089501	268.2192981	n/a
192	3	face-video/stimtrn_389.mp4	271.184342	274.1924585	1
198	3	face-video/stimtrn_390.mp4	277.192836	280.2010483	n/a
204	3	face-video/stimtrn_373.mp4	283.2181114	286.2263125	n/a
210	3	face-video/stimtrn_374.mp4	289.2100184	292.2182242	n/a
216	3	face-video/stimtrn_383.mp4	295.1771013	298.1985431	n/a
222	3	face-video/stimtrn_372.mp4	301.1689932	304.185625	n/a
228	3	face-video/stimtrn_363.mp4	307.1859858	310.1940916	n/a
234	3	face-video/stimtrn_364.mp4	313.1611244	316.1693613	n/a
240	3	face-video/stimtrn_364.mp4	319.1780663	322.1862928	1
246	3	face-video/stimtrn_365.mp4	325.1784861	328.1865443	n/a
252	3	face-video/stimtrn_369.mp4	331.1952962	334.2035134	n/a
258	3	face-video/stimtrn_367.mp4	337.1789161	340.187154	n/a
264	3	face-video/stimtrn_1321.mp4	343.1791439	346.1900634	n/a
270	3	face-video/stimtrn_366.mp4	349.1711427	352.1808145	n/a
276	3	face-video/stimtrn_378.mp4	355.1548697	358.1629293	n/a
282	3	face-video/stimtrn_382.mp4	361.171801	364.1827312	n/a
288	3	face-video/stimtrn_362.mp4	367.1970672	370.20511	n/a
294	3	face-video/stimtrn_373.mp4	373.1636489	376.1805475	n/a
300	3	face-video/stimtrn_374.mp4	379.1558328	382.1725023	n/a
306	3	face-video/stimtrn_385.mp4	385.1393611	388.147623	n/a
312	3	face-video/stimtrn_376.mp4	391.181261	394.1918561	n/a
318	3	face-video/stimtrn_386.mp4	397.1815996	400.2031948	n/a
324	3	face-video/stimtrn_370.mp4	403.1651748	406.182713	n/a
330	3	face-video/stimtrn_379.mp4	409.1821369	412.1903771	n/a
336	3	face-video/stimtrn_390.mp4	415.1908238	418.2085172	n/a
342	3	face-video/stimtrn_381.mp4	421.149475	424.1659093	n/a
348	3	face-video/stimtrn_371.mp4	427.1579262	430.1661457	n/a
354	3	face-video/stimtrn_361.mp4	433.1830453	436.2047561	n/a
360	3	face-video/stimtrn_384.mp4	439.1501982	442.158397	n/a
366	3	face-video/stimtrn_384.mp4	445.1921637	448.2088104	1
372	3	face-video/stimtrn_375.mp4	451.1758143	454.1839486	n/a
378	3	face-video/stimtrn_377.mp4	457.1759726	460.1864876	n/a
384	3	face-video/stimtrn_387.mp4	463.1846422	466.1928702	n/a
390	3	face-video/stimtrn_1322.mp4	469.1765946	472.1981129	n/a
396	3	face-video/stimtrn_389.mp4	475.1519209	478.1684773	n/a
402	3	face-video/stimtrn_380.mp4	481.1603883	484.1686341	n/a
408	3	face-video/stimtrn_368.mp4	487.1522333	490.1690362	n/a
414	3	face-video/stimtrn_388.mp4	493.1610043	496.1776554	n/a
