onset	duration	trial_type	value	sample
0.865234375	0.0	Block_40_Hz_Standard	40	443
1.423828125	0.0	40_Hz_Standard	11	729
2.462890625	0.0	40_Hz_Standard	11	1261
3.5234375	0.0	40_Hz_Standard	11	1804
4.64453125	0.0	40_Hz_Standard	11	2378
5.64453125	0.0	40_Hz_Standard	11	2890
6.8828125	0.0	40_Hz_Oddball	12	3524
7.173828125	0.0	Response_button	1	3673
8.1640625	0.0	40_Hz_Standard	11	4180
9.32421875	0.0	40_Hz_Standard	11	4774
10.583984375	0.0	40_Hz_Standard	11	5419
11.6640625	0.0	40_Hz_Standard	11	5972
12.84375	0.0	40_Hz_Standard	11	6576
13.943359375	0.0	40_Hz_Standard	11	7139
15.1640625	0.0	40_Hz_Standard	11	7764
16.462890625	0.0	40_Hz_Oddball	12	8429
16.90234375	0.0	Response_button	1	8654
17.484375	0.0	40_Hz_Standard	11	8952
18.68359375	0.0	40_Hz_Standard	11	9566
19.82421875	0.0	40_Hz_Standard	11	10150
20.84375	0.0	40_Hz_Standard	11	10672
21.84375	0.0	40_Hz_Standard	11	11184
23.0625	0.0	40_Hz_Oddball	12	11808
23.92578125	0.0	Response_button	1	12250
24.203125	0.0	40_Hz_Standard	11	12392
25.443359375	0.0	40_Hz_Standard	11	13027
26.642578125	0.0	40_Hz_Standard	11	13641
27.943359375	0.0	40_Hz_Standard	11	14307
29.0234375	0.0	40_Hz_Standard	11	14860
29.27734375	0.0	Response_button	1	14990
30.302734375	0.0	40_Hz_Standard	11	15515
31.36328125	0.0	40_Hz_Standard	11	16058
32.40234375	0.0	40_Hz_Standard	11	16590
33.5625	0.0	40_Hz_Oddball	12	17184
34.142578125	0.0	Response_button	1	17481
34.82421875	0.0	40_Hz_Standard	11	17830
36.00390625	0.0	40_Hz_Standard	11	18434
37.103515625	0.0	40_Hz_Standard	11	18997
38.22265625	0.0	40_Hz_Standard	11	19570
39.462890625	0.0	40_Hz_Standard	11	20205
40.72265625	0.0	40_Hz_Oddball	12	20850
41.326171875	0.0	Response_button	1	21159
41.84375	0.0	40_Hz_Standard	11	21424
43.0234375	0.0	40_Hz_Standard	11	22028
44.302734375	0.0	40_Hz_Oddball	12	22683
45.50390625	0.0	40_Hz_Standard	11	23298
45.7578125	0.0	Response_button	1	23428
46.583984375	0.0	40_Hz_Standard	11	23851
47.68359375	0.0	40_Hz_Oddball	12	24414
48.58203125	0.0	Response_button	1	24874
48.90234375	0.0	40_Hz_Standard	11	25038
49.962890625	0.0	40_Hz_Standard	11	25581
51.263671875	0.0	40_Hz_Oddball	12	26247
51.89453125	0.0	Response_button	1	26570
52.283203125	0.0	40_Hz_Standard	11	26769
53.443359375	0.0	40_Hz_Standard	11	27363
54.58203125	0.0	40_Hz_Standard	11	27946
55.58203125	0.0	40_Hz_Standard	11	28458
56.623046875	0.0	40_Hz_Oddball	12	28991
57.134765625	0.0	Response_button	1	29253
57.708984375	0.0	Half_Block_Pause	199	29547
61.79296875	0.0	40_Hz_Standard	11	31638
63.072265625	0.0	40_Hz_Standard	11	32293
64.193359375	0.0	40_Hz_Standard	11	32867
65.251953125	0.0	40_Hz_Standard	11	33409
66.392578125	0.0	40_Hz_Oddball	12	33993
66.998046875	0.0	Response_button	1	34303
67.61328125	0.0	40_Hz_Standard	11	34618
68.61328125	0.0	40_Hz_Standard	11	35130
69.712890625	0.0	40_Hz_Standard	11	35693
70.732421875	0.0	40_Hz_Standard	11	36215
71.7734375	0.0	40_Hz_Standard	11	36748
73.072265625	0.0	40_Hz_Standard	11	37413
74.232421875	0.0	40_Hz_Oddball	12	38007
74.845703125	0.0	Response_button	1	38321
75.412109375	0.0	40_Hz_Standard	11	38611
76.65234375	0.0	40_Hz_Standard	11	39246
77.8515625	0.0	40_Hz_Standard	11	39860
79.11328125	0.0	40_Hz_Standard	11	40506
80.271484375	0.0	40_Hz_Standard	11	41099
81.552734375	0.0	40_Hz_Standard	11	41755
82.591796875	0.0	40_Hz_Standard	11	42287
83.8515625	0.0	40_Hz_Standard	11	42932
84.9921875	0.0	40_Hz_Standard	11	43516
86.11328125	0.0	40_Hz_Standard	11	44090
87.171875	0.0	40_Hz_Standard	11	44632
88.271484375	0.0	40_Hz_Standard	11	45195
89.572265625	0.0	40_Hz_Standard	11	45861
90.751953125	0.0	40_Hz_Standard	11	46465
91.953125	0.0	40_Hz_Standard	11	47080
93.033203125	0.0	40_Hz_Standard	11	47633
94.251953125	0.0	40_Hz_Standard	11	48257
95.271484375	0.0	40_Hz_Standard	11	48779
96.271484375	0.0	40_Hz_Standard	11	49291
97.51171875	0.0	40_Hz_Oddball	12	49926
97.998046875	0.0	Response_button	1	50175
98.572265625	0.0	40_Hz_Standard	11	50469
99.69140625	0.0	40_Hz_Standard	11	51042
100.83203125	0.0	40_Hz_Standard	11	51626
102.03125	0.0	40_Hz_Oddball	12	52240
102.88671875	0.0	Response_button	1	52678
103.212890625	0.0	40_Hz_Standard	11	52845
104.4921875	0.0	40_Hz_Standard	11	53500
105.4921875	0.0	40_Hz_Standard	11	54012
106.732421875	0.0	40_Hz_Standard	11	54647
107.8125	0.0	40_Hz_Standard	11	55200
109.111328125	0.0	40_Hz_Standard	11	55865
110.1328125	0.0	40_Hz_Standard	11	56388
111.171875	0.0	40_Hz_Standard	11	56920
112.431640625	0.0	40_Hz_Oddball	12	57565
112.845703125	0.0	Response_button	1	57777
113.53125	0.0	40_Hz_Standard	11	58128
114.69140625	0.0	40_Hz_Standard	11	58722
115.912109375	0.0	40_Hz_Standard	11	59347
117.130859375	0.0	40_Hz_Oddball	12	59971
117.853515625	0.0	Response_button	1	60341
118.412109375	0.0	40_Hz_Standard	11	60627
119.47265625	0.0	40_Hz_Standard	11	61170
120.333984375	0.0	Block_27_Hz_Standard	27	61611
120.900390625	0.0	27_Hz_Standard	21	61901
122.19921875	0.0	27_Hz_Standard	21	62566
123.419921875	0.0	27_Hz_Standard	21	63191
124.69921875	0.0	27_Hz_Standard	21	63846
125.375	0.0	Response_button	1	64192
125.8203125	0.0	27_Hz_Standard	21	64420
127.060546875	0.0	27_Hz_Standard	21	65055
127.88671875	0.0	Response_button	1	65478
128.080078125	0.0	27_Hz_Standard	21	65577
129.1796875	0.0	27_Hz_Standard	21	66140
129.57421875	0.0	Response_button	1	66342
130.259765625	0.0	27_Hz_Standard	21	66693
131.51953125	0.0	27_Hz_Standard	21	67338
132.6796875	0.0	27_Hz_Oddball	22	67932
133.494140625	0.0	Response_button	1	68349
133.880859375	0.0	27_Hz_Standard	21	68547
134.919921875	0.0	27_Hz_Standard	21	69079
136.099609375	0.0	27_Hz_Standard	21	69683
137.16015625	0.0	27_Hz_Standard	21	70226
138.30078125	0.0	27_Hz_Standard	21	70810
139.30078125	0.0	27_Hz_Standard	21	71322
140.33984375	0.0	27_Hz_Oddball	22	71854
140.87109375	0.0	Response_button	1	72126
141.580078125	0.0	27_Hz_Standard	21	72489
142.740234375	0.0	27_Hz_Standard	21	73083
143.798828125	0.0	27_Hz_Standard	21	73625
144.87890625	0.0	27_Hz_Standard	21	74178
145.98046875	0.0	27_Hz_Oddball	22	74742
146.662109375	0.0	Response_button	1	75091
147.16015625	0.0	27_Hz_Standard	21	75346
148.37890625	0.0	27_Hz_Standard	21	75970
149.5	0.0	27_Hz_Standard	21	76544
150.798828125	0.0	27_Hz_Standard	21	77209
151.798828125	0.0	27_Hz_Standard	21	77721
152.8203125	0.0	27_Hz_Standard	21	78244
154.099609375	0.0	27_Hz_Standard	21	78899
155.359375	0.0	27_Hz_Oddball	22	79544
155.837890625	0.0	Response_button	1	79789
156.55859375	0.0	27_Hz_Standard	21	80158
157.69921875	0.0	27_Hz_Standard	21	80742
158.98046875	0.0	27_Hz_Standard	21	81398
160.1796875	0.0	27_Hz_Standard	21	82012
161.19921875	0.0	27_Hz_Standard	21	82534
162.37890625	0.0	27_Hz_Standard	21	83138
163.37890625	0.0	27_Hz_Standard	21	83650
164.6796875	0.0	27_Hz_Standard	21	84316
165.798828125	0.0	27_Hz_Standard	21	84889
167.0390625	0.0	27_Hz_Standard	21	85524
168.080078125	0.0	27_Hz_Oddball	22	86057
168.59765625	0.0	Response_button	1	86322
169.33984375	0.0	27_Hz_Standard	21	86702
170.419921875	0.0	27_Hz_Standard	21	87255
171.478515625	0.0	27_Hz_Standard	21	87797
172.69921875	0.0	27_Hz_Standard	21	88422
173.859375	0.0	27_Hz_Standard	21	89016
174.958984375	0.0	27_Hz_Standard	21	89579
176.099609375	0.0	27_Hz_Oddball	22	90163
177.26171875	0.0	Half_Block_Pause	199	90758
181.33984375	0.0	27_Hz_Standard	21	92846
182.619140625	0.0	27_Hz_Standard	21	93501
183.919921875	0.0	27_Hz_Standard	21	94167
185.1796875	0.0	27_Hz_Standard	21	94812
186.37890625	0.0	27_Hz_Standard	21	95426
187.619140625	0.0	27_Hz_Oddball	22	96061
188.19140625	0.0	Response_button	1	96354
188.798828125	0.0	27_Hz_Standard	21	96665
190.01953125	0.0	27_Hz_Standard	21	97290
191.119140625	0.0	27_Hz_Standard	21	97853
192.158203125	0.0	27_Hz_Standard	21	98385
193.23828125	0.0	27_Hz_Oddball	22	98938
193.798828125	0.0	Response_button	1	99225
194.259765625	0.0	27_Hz_Standard	21	99461
195.259765625	0.0	27_Hz_Standard	21	99973
196.3984375	0.0	27_Hz_Standard	21	100556
197.51953125	0.0	27_Hz_Standard	21	101130
198.578125	0.0	27_Hz_Oddball	22	101672
199.3671875	0.0	Response_button	1	102076
199.87890625	0.0	27_Hz_Standard	21	102338
200.91796875	0.0	27_Hz_Standard	21	102870
