onset	duration	sample	value
5,004	4	1251	201
9,004	2	2251	202
11,004	1,008	2751	203
12,012	4,016	3003	1
16,028	4	4007	200
20,028	4	5007	201
24,028	2	6007	202
26,028	1,008	6507	203
27,036	4	6759	2
31,036	4,016	7759	200
35,052	4	8763	201
39,052	2	9763	202
41,052	1,008	10263	203
42,06	4,016	10515	1
46,076	4	11519	200
50,076	4	12519	201
54,076	2	13519	202
56,076	1,008	14019	203
57,084	4,016	14271	1
61,1	4	15275	200
65,1	4	16275	201
69,1	1,984	17275	202
71,084	1,024	17771	203
72,108	4,016	18027	1
76,124	4	19031	200
80,124	4	20031	201
84,124	2	21031	202
86,124	1,008	21531	203
87,132	4,016	21783	2
91,148	4	22787	200
95,148	4	23787	201
99,148	2	24787	202
101,148	1,008	25287	203
102,156	4	25539	2
106,156	4,016	26539	200
110,172	4	27543	201
114,172	2,016	28543	202
116,188	0,992	29047	203
117,18	4,016	29295	1
121,196	3,984	30299	200
125,18	4	31295	201
129,18	2,016	32295	202
131,196	1,008	32799	203
132,204	4	33051	2
136,204	4,016	34051	200
140,22	4	35055	201
144,22	2,016	36055	202
146,236	0,992	36559	203
147,228	4,016	36807	2
151,244	4,016	37811	200
155,26	3,984	38815	201
159,244	2	39811	202
161,244	1,024	40311	203
162,268	4,016	40567	1
166,284	4	41571	200
170,284	4	42571	201
174,284	2	43571	202
176,284	1,008	44071	203
177,292	4	44323	1
181,292	4,016	45323	200
185,308	4	46327	201
189,308	2,016	47327	202
191,324	1,008	47831	203
192,332	4	48083	2
196,332	4	49083	200
200,332	4	50083	201
204,332	2,016	51083	202
206,348	1,008	51587	203
207,356	4	51839	2
211,356	4,016	52839	200
215,372	3,984	53843	201
219,356	2,016	54839	202
221,372	1,008	55343	203
222,38	4	55595	1
226,38	4,016	56595	200
230,396	3,984	57599	201
234,38	2,016	58595	202
236,396	1,008	59099	203
237,404	4,016	59351	2
241,42	4	60355	200
245,42	3,984	61355	201
249,404	2,016	62351	202
251,42	1,008	62855	203
252,428	4	63107	1
256,428	4	64107	200
260,428	4,016	65107	201
264,444	1,984	66111	202
266,428	1,024	66607	203
267,452	4	66863	2
271,452	4,016	67863	200
275,468	3,984	68867	201
279,452	2	69863	202
281,452	1,024	70363	203
282,476	4	70619	1
286,476	4	71619	200
290,476	4	72619	201
294,476	2,016	73619	202
296,492	0,992	74123	203
297,484	4,016	74371	1
301,5	4,016	75375	200
305,516	4	76379	201
309,516	2	77379	202
311,516	0,992	77879	203
312,508	4,032	78127	2
316,54	3,984	79135	200
320,524	4,016	80131	201
324,54	2	81135	202
326,54	1,008	81635	203
327,548	4,016	81887	2
331,564	4	82891	200
335,564	4	83891	201
339,564	2	84891	202
341,564	1,008	85391	203
342,572	4,016	85643	1
346,588	4	86647	200
350,588	3,984	87647	201
354,572	2,032	88643	202
356,604	0,992	89151	203
357,596	4	89399	1
361,596	4,016	90399	200
365,612	4	91403	201
369,612	2	92403	202
371,612	1,008	92903	203
372,62	4,016	93155	2
376,636	4	94159	200
380,636	4	95159	201
384,636	2,016	96159	202
386,652	0,992	96663	203
387,644	4,016	96911	2
391,66	4	97915	200
395,66	4	98915	201
