onset	duration	sample	trial_type	response_time	stim_file	value
67.0160000000	1.0000000000	16754	n/a	n/a	n/a	start_exp
67.7840000000	1.0000000000	16946	n/a	n/a	n/a	no
89.9880000000	1.0000000000	22497	n/a	n/a	n/a	play
89.9880000000	1.0000000000	22497	n/a	n/a	n/a	yes
90.0080000000	1.0000000000	22502	n/a	n/a	n/a	rest_sit
174.3560000000	1.0000000000	43589	n/a	n/a	n/a	yes
174.3560000000	1.0000000000	43589	n/a	n/a	n/a	play
174.3720000000	1.0000000000	43593	n/a	n/a	n/a	rest_stand
283.5080000000	1.0000000000	70877	n/a	n/a	n/a	play
283.5080000000	1.0000000000	70877	n/a	n/a	n/a	yes
283.5480000000	1.0000000000	70887	n/a	n/a	n/a	start_sound3_sit
651.9920000000	1.0000000000	162998	n/a	n/a	n/a	stop_sound3_sit
661.5960000000	1.0000000000	165399	n/a	n/a	n/a	no
704.8000000000	1.0000000000	176200	n/a	n/a	n/a	play
704.8000000000	1.0000000000	176200	n/a	n/a	n/a	yes
704.8320000000	1.0000000000	176208	n/a	n/a	n/a	start_sound6_walk
1106.9600000000	1.0000000000	276740	n/a	n/a	n/a	stop_sound6_walk
1118.4400000000	1.0000000000	279610	n/a	n/a	n/a	yes
1162.1000000000	1.0000000000	290525	n/a	n/a	n/a	no
1162.1000000000	1.0000000000	290525	n/a	n/a	n/a	play
1162.1520000000	1.0000000000	290538	n/a	n/a	n/a	start_sound2_sit
1456.7280000000	1.0000000000	364182	n/a	n/a	n/a	stop_sound2_sit
1463.0600000000	1.0000000000	365765	n/a	n/a	n/a	no
1487.6200000000	1.0000000000	371905	n/a	n/a	n/a	yes
1487.6200000000	1.0000000000	371905	n/a	n/a	n/a	play
1487.6600000000	1.0000000000	371915	n/a	n/a	n/a	start_sound4_walk
1800.1400000000	1.0000000000	450035	n/a	n/a	n/a	stop_sound4_walk
1804.9840000000	1.0000000000	451246	n/a	n/a	n/a	no
1852.9560000000	1.0000000000	463239	n/a	n/a	n/a	yes
1852.9560000000	1.0000000000	463239	n/a	n/a	n/a	play
1853.0000000000	1.0000000000	463250	n/a	n/a	n/a	start_sound1_sit
2154.3480000000	1.0000000000	538587	n/a	n/a	n/a	stop_sound1_sit
2162.9640000000	1.0000000000	540741	n/a	n/a	n/a	no
2191.2400000000	1.0000000000	547810	n/a	n/a	n/a	play
2191.2400000000	1.0000000000	547810	n/a	n/a	n/a	yes
2191.2720000000	1.0000000000	547818	n/a	n/a	n/a	start_sound5_walk
2461.4400000000	1.0000000000	615360	n/a	n/a	n/a	stop_sound5_walk
2467.0760000000	1.0000000000	616769	n/a	n/a	n/a	yes
2469.6960000000	1.0000000000	617424	n/a	n/a	n/a	play
2469.6960000000	1.0000000000	617424	n/a	n/a	n/a	yes
